"","ResponseId","Article_day","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","CRT_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Ideology_Score","Treat_Search","True_Dummy","Article","X","Search_Online"
"580","R_1pWnUUahQ9DFdIS","jan 14_1","3590","0","CND",4,1,63,0,0,"2",NA,"0","1123","1.7",NA,0,0,"1",13514,0
"581","R_1pX8EKg8TEShyEB","jan 27_1","4263","0","T",6,4,35,1,1,"0",1,"0","2114","3.2","1",0,1,"1",14544,1
"582","R_1pX8EKg8TEShyEB","jan 27_1","1065","1","True",5,4,35,1,1,"0",1,"0","2114","3.2","1",1,1,"1",14544,1
"583","R_1pYjihQh4aEcwcc","jan 6_2","2963","0","Misl/False",4,4,73,1,0,"1",1,"1","1827","3.5","-2",1,0,"2",12696,0
"584","R_1pYjihQh4aEcwcc","jan 6_2","6161","0","CND",4,4,73,1,0,"1",1,"1","1827","3.5","-2",0,0,"2",12696,0
"585","R_1PYQ5MeesmsWiAM","dec 18_2","2723","0","CND",7,0,61,0,0,"0",0,"0","1140","3","3",1,0,"2",12257,0
"586","R_1PYQ5MeesmsWiAM","dec 18_2","5921","0","CND",7,0,61,0,0,"0",0,"0","1140","3","3",0,0,"2",12257,0
"587","R_1pzJEpScGmu1SeN","jan 14_1","3580","0","T",3,1,39,1,0,"2",1,"1","440","2","2",0,1,"1",13478,0
"588","R_1pzJEpScGmu1SeN","jan 14_1","382","0","CND",3,1,39,1,0,"2",1,"1","440","2","2",1,0,"1",13478,0
"589","R_1q35HnsxHlp39A9","jan 23_3","4120","0","T",7,3,53,0,2,"3",0,"1","744","4.3","1",0,1,"3",14234,0
"590","R_1q35HnsxHlp39A9","jan 23_3","922","1","True",7,3,53,0,2,"3",0,"1","744","4.3","1",1,1,"3",14234,0
"591","R_1q3BeaFpiuytVyP","jan 6_2","2964","1","True",7,3,24,1,1,"2",1,"1","3081","4.4","-2",1,1,"2",12697,0
"592","R_1q3BeaFpiuytVyP","jan 6_2","6162","0","T",5,3,24,1,1,"2",1,"1","3081","4.4","-2",0,1,"2",12697,0
"593","R_1Q3EWfmOu6whwkH","jan 8_3","3267","0","T",6,4,32,0,0,"3",0,"0","1755","4.2","-1",0,1,"3",12917,0
"594","R_1Q3EWfmOu6whwkH","jan 8_3","69","1","True",7,4,32,0,0,"3",0,"0","1755","4.2","-1",1,1,"3",12917,0
"595","R_1Q5y1WJJwfp1Tap","dec 19_3","2852","1","True",6,1,48,1,0,"2",0,"0","1538","4.4","-2",1,1,"3",12427,0
"596","R_1Q5y1WJJwfp1Tap","dec 19_3","6050","0","T",4,1,48,1,0,"2",0,"0","1538","4.4","-2",0,1,"3",12427,0
"597","R_1q7WWkOa8zXSLKX","jan 27_1","4259","0","CND",4,2,46,1,0,"2",0,"0","1190","4.5","0",0,0,"1",14533,0
"598","R_1q7WWkOa8zXSLKX","jan 27_1","1061","1","True",7,2,46,1,0,"2",0,"0","1190","4.5","0",1,1,"1",14533,0
"599","R_1q83SHLTvD7UbbM","jan 6_3","2986","0","Misl/False",4,4,35,0,1,"3",0,"0","1493","3.9","0",1,0,"3",12622,0
"600","R_1q83SHLTvD7UbbM","jan 6_3","6184","0","CND",5,4,35,0,1,"3",0,"0","1493","3.9","0",0,0,"3",12622,0
"601","R_1QF6lAVhRdMRaFg","nov 20_2","1527","1","True",4,2,28,1,1,"2",0,"0","818","3.8","0",1,1,"2",10477,0
"602","R_1QF6lAVhRdMRaFg","nov 20_2","4725","0","FM",3,2,28,1,1,"2",0,"0","818","3.8","0",0,0,"2",10477,0
"603","R_1QKk5Q8KhVnIhQu","dec 3_3","1823","0","Misl/False",1,4,48,0,1,"1",0,"0","545","4.2","0",1,0,"3",11049,0
"604","R_1QKk5Q8KhVnIhQu","dec 3_3","5021","0","FM",1,4,48,0,1,"1",0,"0","545","4.2","0",0,0,"3",11049,0
"605","R_1Qlncy0XFsHC79k","jan 6_2","2958","1","True",6,1,52,1,1,"2",NA,"0","2960","4",NA,1,1,"2",12676,0
"606","R_1Qlncy0XFsHC79k","jan 6_2","6156","0","T",6,1,52,1,1,"2",NA,"0","2960","4",NA,0,1,"2",12676,0
"607","R_1QlRsM6X24cQK1t","jan 7_2","6310","0","FM",4,3,49,0,1,"2",0,"0","1393","4.7","2",0,0,"2",12774,0
"608","R_1QlRsM6X24cQK1t","jan 7_2","3112","1","True",7,3,49,0,1,"2",0,"0","1393","4.7","2",1,1,"2",12774,0
"609","R_1QoRbCVd4l0gyfA","dec 2_1","4922","0","T",7,3,31,0,2,"0",0,"1","653","4.6","2",0,1,"1",10841,0
"610","R_1QoRbCVd4l0gyfA","dec 2_1","1724","1","True",7,3,31,0,2,"0",0,"1","653","4.6","2",1,1,"1",10841,0
"611","R_1QrpfdqBqe6EJYr","dec 10_3","5439","0","T",6,3,34,0,1,"3",0,"0","2193","5","-1",0,1,"3",11527,1
"612","R_1QrpfdqBqe6EJYr","dec 10_3","2241","1","True",7,3,34,0,1,"3",0,"0","2193","5","-1",1,1,"3",11527,1
"613","R_1QsYeblyvdn9tDp","jan 9_3","170","0","Misl/False",3,1,41,0,1,"1",0,"0","948","4.6","3",1,0,"3",13131,0
"614","R_1QsYeblyvdn9tDp","jan 9_3","3368","0","CND",2,1,41,0,1,"1",0,"0","948","4.6","3",0,0,"3",13131,0
"615","R_1r18RHziO9uzMkN","dec 3_3","1798","1","True",5,1,47,0,1,"2",0,"0","1647","2","2",1,1,"3",10946,0
"616","R_1r18RHziO9uzMkN","dec 3_3","4996","0","FM",4,1,47,0,1,"2",0,"0","1647","2","2",0,0,"3",10946,0
"617","R_1r6eapGZOjiCpIY","dec 5_2","2007","0","Misl/False",1,5,28,1,2,"4",0,"0","485","4.5","0",1,0,"2",11321,0
"618","R_1r6eapGZOjiCpIY","dec 5_2","5205","0","FM",2,5,28,1,2,"4",0,"0","485","4.5","0",0,0,"2",11321,0
"619","R_1r9xKj0t9aDkUbi","jan 27_2","4291","0","CND",3,1,40,0,1,"1",0,"1","2866","4.8","3",0,0,"2",14449,0
"620","R_1r9xKj0t9aDkUbi","jan 27_2","1093","0","CND",5,1,40,0,1,"1",0,"1","2866","4.8","3",1,0,"2",14449,0
"621","R_1rAEXbonBuXb1Be","jan 7_3","6360","0","T",5,4,36,1,1,"1",0,"1","931","1.5","-1",0,1,"3",12834,0
"622","R_1rAEXbonBuXb1Be","jan 7_3","3162","1","True",5,4,36,1,1,"1",0,"1","931","1.5","-1",1,1,"3",12834,0
"623","R_1rcznQaDoS8V5hG","jan 7_2","3117","1","True",6,4,29,0,0,"2",1,"1","1639","4.3","-3",1,1,"2",12792,1
"624","R_1rcznQaDoS8V5hG","jan 7_2","6315","0","CND",4,4,29,0,0,"2",1,"1","1639","4.3","-3",0,0,"2",12792,1
"625","R_1reT1rvdoM2x3ZQ","nov 20_2","1533","0","CND",5,1,63,0,0,"3",0,"1","551","3.9","2",1,0,"2",10502,1
"626","R_1reT1rvdoM2x3ZQ","nov 20_2","4731","0","T",5,1,63,0,0,"3",0,"1","551","3.9","2",0,1,"2",10502,1
"627","R_1rIh3vCoT90zkg7","dec 3_3","5022","0","FM",2,3,59,0,3,"1",0,"0","1111","3.9","0",0,0,"3",11056,0
"628","R_1rIh3vCoT90zkg7","dec 3_3","1824","0","Misl/False",2,3,59,0,3,"1",0,"0","1111","3.9","0",1,0,"3",11056,0
"629","R_1riVixWo5LEodMG","jan 9_3","3354","0","T",7,1,33,1,0,"2",0,"1","2227","4.4","0",0,1,"3",13060,0
"630","R_1riVixWo5LEodMG","jan 9_3","156","1","True",7,1,33,1,0,"2",0,"1","2227","4.4","0",1,1,"3",13060,0
"631","R_1rJvi57sz7jO2wA","dec 9_2","5336","0","FM",3,4,44,0,3,"4",0,"0","1709","4.3","2",0,0,"2",11421,0
"632","R_1rJvi57sz7jO2wA","dec 9_2","2138","0","Misl/False",3,4,44,0,3,"4",0,"0","1709","4.3","2",1,0,"2",11421,0
"633","R_1rODiH3ElDEgroQ","nov 21_2","4845","0","CND",4,2,42,0,0,"3",0,"1","686","3.5","3",0,0,"2",10746,0
"634","R_1rODiH3ElDEgroQ","nov 21_2","1647","0","Misl/False",4,2,42,0,0,"3",0,"1","686","3.5","3",1,0,"2",10746,0
"635","R_1rpLOgZ2EJtL7XB","dec 3_3","1822","1","True",7,1,50,1,1,"1",0,"0","1052","1.9","1",1,1,"3",11046,0
"636","R_1rpLOgZ2EJtL7XB","dec 3_3","5020","0","T",7,1,50,1,1,"1",0,"0","1052","1.9","1",0,1,"3",11046,0
"637","R_1rpmN2dkVZQ19Pv","dec 9_2","5332","0","FM",7,3,38,0,2,"0",1,"1","1114","4.4","-2",0,0,"2",11412,0
"638","R_1rpmN2dkVZQ19Pv","dec 9_2","2134","1","True",6,3,38,0,2,"0",1,"1","1114","4.4","-2",1,1,"2",11412,0
"639","R_1rPqT5lSoy8CkCe","jan 14_1","413","1","True",5,3,45,1,1,"2",0,"0","2863","4.6","-2",1,1,"1",13587,0
"640","R_1rPqT5lSoy8CkCe","jan 14_1","3611","0","T",6,3,45,1,1,"2",0,"0","2863","4.6","-2",0,1,"1",13587,0
"641","R_1rv3DN1Mx149To7","jan 14_1","3597","0","FM",2,4,67,1,3,"1",1,"0","705","3.7","1",0,0,"1",13533,0
"642","R_1rv3DN1Mx149To7","jan 14_1","399","0","Misl/False",2,4,67,1,3,"1",1,"0","705","3.7","1",1,0,"1",13533,0
"643","R_1rxfrHoAm5pqFve","jan 9_3","180","0","CND",7,3,35,0,3,"3",0,"1","615","3.7","0",1,0,"3",13181,0
"644","R_1rxfrHoAm5pqFve","jan 9_3","3378","0","FM",1,3,35,0,3,"3",0,"1","615","3.7","0",0,0,"3",13181,0
"645","R_1SOY6peAnfnF9df","jan 28_3","4374","0","T",6,2,66,0,0,"2",0,"1","2041","5","1",0,1,"3",14595,0
"646","R_1SOY6peAnfnF9df","jan 28_3","1176","1","True",6,2,66,0,0,"2",0,"1","2041","5","1",1,1,"3",14595,0
"647","R_1Tgwo9YmGrs78Yh","dec 16_2","2552","0","CND",5,2,41,1,1,"2",1,"0","907","4.1","-1",1,0,"2",12050,0
"648","R_1Tgwo9YmGrs78Yh","dec 16_2","5750","0","CND",4,2,41,1,1,"2",1,"0","907","4.1","-1",0,0,"2",12050,0
"649","R_1Y0UirhSJgvhExr","dec 11_2","5531","0","FM",2,1,65,0,0,"3",0,"0","1681","2","3",0,0,"2",11676,0
"650","R_1Y0UirhSJgvhExr","dec 11_2","2333","0","CND",5,1,65,0,0,"3",0,"0","1681","2","3",1,0,"2",11676,0
"651","R_20O3qgYPKblx0eJ","dec 16_2","2539","0","CND",4,1,55,0,1,"0",0,"0","884","3.9","2",1,0,"2",11949,0
"652","R_20O3qgYPKblx0eJ","dec 16_2","5737","0","T",7,1,55,0,1,"0",0,"0","884","3.9","2",0,1,"2",11949,0
"653","R_20U0mHKjYI6qqa8","dec 9_1","5314","0","FM",3,1,47,1,3,"0",1,"0","1155","4.9","2",0,0,"1",11446,0
"654","R_20U0mHKjYI6qqa8","dec 9_1","2116","1","True",6,1,47,1,3,"0",1,"0","1155","4.9","2",1,1,"1",11446,0
"655","R_20U4JCp5VikB61M","jan 22_2","774","0","Misl/False",4,3,36,0,2,"2",0,"0","851","3.4","0",1,0,"2",13957,0
"656","R_20U4JCp5VikB61M","jan 22_2","3972","0","FM",6,3,36,0,2,"2",0,"0","851","3.4","0",0,0,"2",13957,0
"657","R_20YXAD6LeeEgUjh","dec 19_3","2871","1","True",7,4,37,1,3,"3",0,"0","967","4.9","-3",1,1,"3",12544,0
"658","R_20YXAD6LeeEgUjh","dec 19_3","6069","0","T",7,4,37,1,3,"3",0,"0","967","4.9","-3",0,1,"3",12544,0
"659","R_20Zkga1h70HSfec","jan 15_3","584","1","True",7,3,61,0,2,"2",0,"0","1197","4.3","0",1,1,"3",13695,0
"660","R_20Zkga1h70HSfec","jan 15_3","3782","0","T",7,3,61,0,2,"2",0,"0","1197","4.3","0",0,1,"3",13695,0
"661","R_214EplEijxrmw3P","jan 14_3","425","0","CND",4,1,60,0,1,"0",0,"0","634","1.9","0",1,0,"3",13440,0
"662","R_214EplEijxrmw3P","jan 14_3","3623","0","CND",3,1,60,0,1,"0",0,"0","634","1.9","0",0,0,"3",13440,0
"663","R_216w2YXDnaTZ1Sz","jan 15_3","3778","0","FM",7,1,42,0,0,"0",0,"0","2141","3.2","2",0,0,"3",13687,0
"664","R_216w2YXDnaTZ1Sz","jan 15_3","580","1","True",6,1,42,0,0,"0",0,"0","2141","3.2","2",1,1,"3",13687,0
"665","R_21BbxGw7pNuLIJc","jan 6_3","2996","0","CND",4,1,42,0,2,"3",0,"0","668","5","2",1,0,"3",12660,0
"666","R_21BbxGw7pNuLIJc","jan 6_3","6194","0","CND",4,1,42,0,2,"3",0,"0","668","5","2",0,0,"3",12660,0
"667","R_21BdqiArYGPIoBQ","dec 16_3","2594","1","True",7,1,53,1,1,"2",0,"1","1039","3.7","2",1,1,"3",12064,0
"668","R_21BdqiArYGPIoBQ","dec 16_3","5792","0","T",7,1,53,1,1,"2",0,"1","1039","3.7","2",0,1,"3",12064,0
"669","R_21BNQpMd8UtHyMj","feb 5_2","4552","0","FM",1,1,66,0,0,"2",1,"0","1300","4.2","-2",0,0,"2",14916,0
"670","R_21BNQpMd8UtHyMj","feb 5_2","1354","1","True",7,1,66,0,0,"2",1,"0","1300","4.2","-2",1,1,"2",14916,0
"671","R_21dMTvu6DEIYopV","jan 8_3","65","1","True",7,3,41,0,0,"2",0,"0","1145","4.8","-2",1,1,"3",12898,0
"672","R_21dMTvu6DEIYopV","jan 8_3","3263","0","T",7,3,41,0,0,"2",0,"0","1145","4.8","-2",0,1,"3",12898,0
"673","R_21FdTX85aijk48s","dec 10_3","2256","1","True",5,3,36,1,2,"2",0,"0","1721","4.8","-1",1,1,"3",11595,0
"674","R_21FdTX85aijk48s","dec 10_3","5454","0","CND",4,3,36,1,2,"2",0,"0","1721","4.8","-1",0,0,"3",11595,0
"675","R_21gjBlLzSSN1mzt","jan 27_1","4222","0","FM",2,3,34,0,2,"0",1,"0","826","3","2",0,0,"1",14336,0
"676","R_21gjBlLzSSN1mzt","jan 27_1","1024","0","CND",4,3,34,0,2,"0",1,"0","826","3","2",1,0,"1",14336,0
"677","R_21H5lienjtHnhPq","dec 18_2","2720","0","CND",4,1,62,1,0,NA,1,"0","722","3","-1",1,0,"2",12245,0
"678","R_21H5lienjtHnhPq","dec 18_2","5918","0","CND",4,1,62,1,0,NA,1,"0","722","3","-1",0,0,"2",12245,0
"679","R_21HA6Lh9HaFZT8y","dec 12_2","5631","0","FM",1,3,23,1,1,"3",0,"0","749","4.1","2",0,0,"2",11898,0
"680","R_21HA6Lh9HaFZT8y","dec 12_2","2433","0","Misl/False",1,3,23,1,1,"3",0,"0","749","4.1","2",1,0,"2",11898,0
"681","R_21HrKyFk1m9kx74","jan 6_3","6199","0","T",7,3,30,1,1,"0",0,"1","744","5","-3",0,1,"3",12700,0
"682","R_21HrKyFk1m9kx74","jan 6_3","3001","1","True",7,3,30,1,1,"0",0,"1","744","5","-3",1,1,"3",12700,0
"683","R_21ihDOC4P6p1wG3","dec 19_2","2834","0","Misl/False",4,4,69,0,1,"3",1,"0","1554","3.7","-2",1,0,"2",12495,0
"684","R_21ihDOC4P6p1wG3","dec 19_2","6032","0","CND",4,4,69,0,1,"3",1,"0","1554","3.7","-2",0,0,"2",12495,0
"685","R_21iZpUomck5TJwT","dec 16_2","2545","1","True",7,1,39,0,0,"1",0,"0","2276","1.8","3",1,1,"2",11990,0
"686","R_21iZpUomck5TJwT","dec 16_2","5743","0","T",7,1,39,0,0,"1",0,"0","2276","1.8","3",0,1,"2",11990,0
"687","R_21teqf6r6w7Babt","dec 16_2","2544","0","Misl/False",1,3,28,0,1,"1",1,"0","648","2.9","-1",1,0,"2",11983,0
"688","R_21teqf6r6w7Babt","dec 16_2","5742","0","FM",3,3,28,0,1,"1",1,"0","648","2.9","-1",0,0,"2",11983,0
"689","R_22A1fHurIqpRBCt","jan 7_2","3120","0","Misl/False",2,1,22,0,0,"2",0,"0","856","1.1","2",1,0,"2",12805,0
"690","R_22A1fHurIqpRBCt","jan 7_2","6318","0","FM",2,1,22,0,0,"2",0,"0","856","1.1","2",0,0,"2",12805,0
"691","R_22KcuGoTNK64Fqj","dec 12_2","2427","0","CND",4,1,70,1,1,"3",0,"0","1205","3.5","0",1,0,"2",11867,0
"692","R_22KcuGoTNK64Fqj","dec 12_2","5625","0","FM",2,1,70,1,1,"3",0,"0","1205","3.5","0",0,0,"2",11867,0
"693","R_22Lc7TREpQlKZcX","dec 12_3","5663","0","FM",3,2,51,1,0,"1",0,"0","891","3.3","2",0,0,"3",11904,0
"694","R_22Lc7TREpQlKZcX","dec 12_3","2465","0","CND",3,2,51,1,0,"1",0,"0","891","3.3","2",1,0,"3",11904,0
"695","R_22lcMvEOKfCt7Nc","jan 13_3","3461","0","T",6,1,57,1,1,"0",0,"0","969","2.9","0",0,1,"3",13277,0
"696","R_22lcMvEOKfCt7Nc","jan 13_3","263","0","CND",4,1,57,1,1,"0",0,"0","969","2.9","0",1,0,"3",13277,0
"697","R_22lvaxKcCuEHgx8","jan 8_3","76","0","CND",4,3,28,0,1,"2",0,"0","1127","3.5","-3",1,0,"3",12946,1
"698","R_22lvaxKcCuEHgx8","jan 8_3","3274","0","FM",1,3,28,0,1,"2",0,"0","1127","3.5","-3",0,0,"3",12946,1
"699","R_22LycwVEfcYBVXN","jan 27_1","4227","0","CND",5,3,58,0,1,"0",1,"0","891","4.2","1",0,0,"1",14373,0
"700","R_22LycwVEfcYBVXN","jan 27_1","1029","0","CND",5,3,58,0,1,"0",1,"0","891","4.2","1",1,0,"1",14373,0
"701","R_22m3oxeKIM0ynxX","feb 5_2","4576","0","FM",2,4,37,1,3,"2",0,"1","692","3","3",0,0,"2",15040,0
"702","R_22m3oxeKIM0ynxX","feb 5_2","1378","1","True",6,4,37,1,3,"2",0,"1","692","3","3",1,1,"2",15040,0
"703","R_22M4AMrNRu8IGnY","dec 11_2","5526","0","FM",1,1,63,1,2,"0",0,"0","941","2.4","0",0,0,"2",11666,0
"704","R_22M4AMrNRu8IGnY","dec 11_2","2328","0","CND",1,1,63,1,2,"0",0,"0","941","2.4","0",1,0,"2",11666,0
"705","R_22nKtcfC12jbpu1","jan 28_3","4368","0","T",7,2,60,0,0,"1",0,"0","1215","2.2","-1",0,1,"3",14577,1
"706","R_22nKtcfC12jbpu1","jan 28_3","1170","1","True",7,2,60,0,0,"1",0,"0","1215","2.2","-1",1,1,"3",14577,1
"707","R_22P8MGV2TzcVt5Z","jan 6_3","3000","1","True",6,4,28,1,1,"3",0,"1","1631","4.8","-2",1,1,"3",12692,1
"708","R_22P8MGV2TzcVt5Z","jan 6_3","6198","0","T",6,4,28,1,1,"3",0,"1","1631","4.8","-2",0,1,"3",12692,1
"709","R_22P9SpdesX2SoqV","dec 18_2","5938","0","CND",5,4,45,1,3,"3",NA,"0","1513","4",NA,0,0,"2",12362,0
"710","R_22P9SpdesX2SoqV","dec 18_2","2740","0","CND",5,4,45,1,3,"3",NA,"0","1513","4",NA,1,0,"2",12362,0
"711","R_22PpMbH87132XlX","jan 14_1","3601","0","CND",4,2,53,1,0,"3",1,"0","1200","2","1",0,0,"1",13551,1
"712","R_22PpMbH87132XlX","jan 14_1","403","0","CND",4,2,53,1,0,"3",1,"0","1200","2","1",1,0,"1",13551,1
"713","R_22xl8rrwZuG6IE8","jan 27_2","4272","0","T",5,4,53,0,3,"1",0,"1","1296","5","1",0,1,"2",14343,0
"714","R_22xl8rrwZuG6IE8","jan 27_2","1074","1","True",4,4,53,0,3,"1",0,"1","1296","5","1",1,1,"2",14343,0
"715","R_22yjYewIjF5YR8V","dec 19_3","2862","1","True",6,3,40,0,1,"2",0,"0","1860","5","0",1,1,"3",12462,0
"716","R_22yjYewIjF5YR8V","dec 19_3","6060","0","CND",4,3,40,0,1,"2",0,"0","1860","5","0",0,0,"3",12462,0
"717","R_22yQH122MZ9zQ8U","dec 9_3","5377","0","T",5,1,47,1,3,"3",0,"0","736","3.6","0",0,1,"3",11467,0
"718","R_22yQH122MZ9zQ8U","dec 9_3","2179","1","True",5,1,47,1,3,"3",0,"0","736","3.6","0",1,1,"3",11467,0
"719","R_22zQgnOnszEIuZI","jan 8_2","57","1","True",7,3,29,1,0,"2",1,"1","638","4.2","-3",1,1,"2",13008,0
"720","R_22zQgnOnszEIuZI","jan 8_2","3255","0","T",5,3,29,1,0,"2",1,"1","638","4.2","-3",0,1,"2",13008,0
"721","R_231Cxb6dkoo6kBF","jan 6_3","6168","0","T",5,1,61,0,2,"2",0,"1","735","4.5","2",0,1,"3",12573,0
"722","R_231Cxb6dkoo6kBF","jan 6_3","2970","1","True",6,1,61,0,2,"2",0,"1","735","4.5","2",1,1,"3",12573,0
"723","R_232KJ21uH4q9SIm","jan 8_3","70","0","Misl/False",4,5,30,1,1,"4",0,"0","1621","3","-2",1,0,"3",12919,0
"724","R_232KJ21uH4q9SIm","jan 8_3","3268","0","CND",4,5,30,1,1,"4",0,"0","1621","3","-2",0,0,"3",12919,0
"725","R_23fpN56aeW1For7","dec 9_2","5334","0","T",5,3,35,0,3,"4",1,"0","876","5","-3",0,1,"2",11416,1
"726","R_23fpN56aeW1For7","dec 9_2","2136","1","True",6,3,35,0,3,"4",1,"0","876","5","-3",1,1,"2",11416,1
"727","R_23ZyKrErwTY8VjJ","jan 7_2","3100","0","Misl/False",4,1,70,1,0,"1",0,"0","1315","2.5","2",1,0,"2",12723,0
"728","R_23ZyKrErwTY8VjJ","jan 7_2","6298","0","FM",3,1,70,1,0,"1",0,"0","1315","2.5","2",0,0,"2",12723,0
"729","R_241TKM52QH5LetG","nov 21_2","4813","0","FM",4,3,51,0,1,"0",0,"1","468","4.4","1",0,0,"2",10624,0
"730","R_241TKM52QH5LetG","nov 21_2","1615","0","Misl/False",4,3,51,0,1,"0",0,"1","468","4.4","1",1,0,"2",10624,0
"731","R_248J2Ybng97trfQ","dec 12_3","5664","0","T",7,1,29,1,0,"2",0,"0","626","3.8","3",0,1,"3",11911,0
"732","R_248J2Ybng97trfQ","dec 12_3","2466","0","CND",4,1,29,1,0,"2",0,"0","626","3.8","3",1,0,"3",11911,0
"733","R_24BFJ1ohgCvIyO9","jan 27_1","1062","0","CND",5,1,42,1,1,"1",0,"0","1858","2","0",1,0,"1",14536,0
"734","R_24BFJ1ohgCvIyO9","jan 27_1","4260","0","CND",5,1,42,1,1,"1",0,"0","1858","2","0",0,0,"1",14536,0
"735","R_24Bgp3rDNEGXQJP","jan 28_3","1165","1","True",7,2,61,0,1,"3",0,"1","832","3.9","-1",1,1,"3",14561,0
"736","R_24Bgp3rDNEGXQJP","jan 28_3","4363","0","T",7,2,61,0,1,"3",0,"1","832","3.9","-1",0,1,"3",14561,0
"737","R_24cUyDYi7rIAnd3","dec 5_1","5154","0","FM",2,3,55,0,1,"1",0,"0","1331","4.1","-2",0,0,"1",11233,0
"738","R_24cUyDYi7rIAnd3","dec 5_1","1956","0","CND",3,3,55,0,1,"1",0,"0","1331","4.1","-2",1,0,"1",11233,0
"739","R_24DemQvRGPXxR8P","jan 27_2","4289","0","T",6,4,68,0,1,"2",0,"1","1082","3.5","0",0,1,"2",14433,1
"740","R_24DemQvRGPXxR8P","jan 27_2","1091","1","True",6,4,68,0,1,"2",0,"1","1082","3.5","0",1,1,"2",14433,1
"741","R_24FWomSB7VZrRkk","feb 5_2","4563","0","T",6,1,63,0,0,"0",0,"1","2275","2","0",0,1,"2",14980,0
"742","R_24FWomSB7VZrRkk","feb 5_2","1365","0","CND",4,1,63,0,0,"0",0,"1","2275","2","0",1,0,"2",14980,0
"743","R_24GWrG5AOU4YKgh","jan 7_3","3137","1","True",5,3,31,0,2,"1",0,"1","426","3.6","-2",1,1,"3",12716,1
"744","R_24GWrG5AOU4YKgh","jan 7_3","6335","0","T",6,3,31,0,2,"1",0,"1","426","3.6","-2",0,1,"3",12716,1
"745","R_24H7MAK4YSuHdN6","dec 12_3","5645","0","FM",1,1,61,0,1,"0",0,"0","1345","2.3","2",0,0,"3",11835,0
"746","R_24H7MAK4YSuHdN6","dec 12_3","2447","0","CND",1,1,61,0,1,"0",0,"0","1345","2.3","2",1,0,"3",11835,0
"747","R_24kEnXh8Rxpqqgr","dec 9_1","2115","1","True",7,3,47,1,1,"1",1,"0","1020","4.4","2",1,1,"1",11432,0
"748","R_24kEnXh8Rxpqqgr","dec 9_1","5313","0","T",6,3,47,1,1,"1",1,"0","1020","4.4","2",0,1,"1",11432,0
"749","R_24kibKZZbTeKNRU","jan 8_3","3275","0","CND",5,1,55,1,0,"2",0,"0","2782","2.1","0",0,0,"3",12952,0
"750","R_24kibKZZbTeKNRU","jan 8_3","77","0","CND",1,1,55,1,0,"2",0,"0","2782","2.1","0",1,0,"3",12952,0
"751","R_24nPEb7n3SpsQ8y","dec 9_1","5298","0","CND",5,4,67,0,1,"1",0,"0","725","3.6","-2",0,0,"1",11370,0
"752","R_24nPEb7n3SpsQ8y","dec 9_1","2100","0","CND",5,4,67,0,1,"1",0,"0","725","3.6","-2",1,0,"1",11370,0
"753","R_24PpEytrZ5H4wA4","jan 28_3","1207","1","True",7,1,50,1,1,"1",0,"1","30132","3.1","0",1,1,"3",14738,0
"754","R_24PpEytrZ5H4wA4","jan 28_3","4405","0","T",7,1,50,1,1,"1",0,"1","30132","3.1","0",0,1,"3",14738,0
"755","R_24vixrI5qN7sfDS","feb 5_2","1363","1","True",5,1,47,0,0,"0",0,"1","889","5","1",1,1,"2",14968,0
"756","R_24vixrI5qN7sfDS","feb 5_2","4561","0","FM",5,1,47,0,0,"0",0,"1","889","5","1",0,0,"2",14968,0
"757","R_24vzIElDHC81hpP","dec 5_3","2016","0","CND",4,3,79,0,3,"2",0,"0","1427","3.8","1",1,0,"3",11224,0
"758","R_24vzIElDHC81hpP","dec 5_3","5214","0","CND",4,3,79,0,3,"2",0,"0","1427","3.8","1",0,0,"3",11224,0
"759","R_25AcOQtbm3SGwvh","jan 27_1","4226","0","CND",5,3,54,1,1,"2",0,"0","1198","3.3","0",0,0,"1",14362,0
"760","R_25AcOQtbm3SGwvh","jan 27_1","1028","1","True",5,3,54,1,1,"2",0,"0","1198","3.3","0",1,1,"1",14362,0
"761","R_25BnnviW8vdkarI","jan 6_2","6141","0","FM",3,2,20,0,2,"2",0,"1","512","3.1","1",0,0,"2",12584,0
"762","R_25BnnviW8vdkarI","jan 6_2","2943","1","True",3,2,20,0,2,"2",0,"1","512","3.1","1",1,1,"2",12584,0
"763","R_25ENoKyeElkQcOl","dec 12_2","2419","1","True",6,4,44,0,3,"2",0,"0","1053","4.5","0",1,1,"2",11811,0
"764","R_25ENoKyeElkQcOl","dec 12_2","5617","0","T",6,4,44,0,3,"2",0,"0","1053","4.5","0",0,1,"2",11811,0
"765","R_25GCWPzWUKb3RQ7","dec 9_2","5329","0","FM",2,3,68,0,0,"2",0,"1","1093","4.2","3",0,0,"2",11384,0
"766","R_25GCWPzWUKb3RQ7","dec 9_2","2131","0","CND",5,3,68,0,0,"2",0,"1","1093","4.2","3",1,0,"2",11384,0
"767","R_25NPkvbUWcUulks","feb 5_2","4572","0","T",7,2,35,1,0,"0",0,"0","1515","3","3",0,1,"2",15019,0
"768","R_25NPkvbUWcUulks","feb 5_2","1374","1","True",7,2,35,1,0,"0",0,"0","1515","3","3",1,1,"2",15019,0
"769","R_25R72c31fRDhBdT","jan 27_2","4281","0","CND",3,4,67,0,1,"4",0,"0","1086","2.4","2",0,0,"2",14405,0
