"","ResponseId","Ideology_Score"
"6773","R_podm1NTCaS5wsRH",0
"6774","R_27DKMKYj1WTfL5Q",0
"6775","R_w6rbPM9oxvWaouJ",0
"6776","R_1ITcAbTttm3Dh0w",0
"6777","R_tWEsXLVez5GyDlv",0
"6778","R_2s7SlihvZjyIjPa",0
"6779","R_1pT1BzWR9dWlx5v",0
"6780","R_2DTeinavnZG9fy5",0
"6781","R_27wyUXQ7ApCKtQG",0
"6782","R_30dEeQA7MebRYz9",0
"6783","R_8iRyA8yIDQK1OYp",0
"6784","R_2qCxMYPcZ4IQjEK",0
"6785","R_3P5KzWE2lIljPLO",0
"6786","R_27gvst72RCScrdp",0
"6787","R_2OOK4jOWhESe8DL",0
"6788","R_vfawl2MdQu2KtLX",0
"6789","R_OpRBbEd8HNxfhsZ",0
"6790","R_BQvgmrXaxtbmenn",0
"6791","R_2Eiz5cSgH7r6lxe",0
"6792","R_2ypIhQHc0GTFk8s",0
"6793","R_2tFQ28VdTDgkI2C",0
"6794","R_2QhMFHqRT4DeXrL",0
"6795","R_2f1KjuydFzi4yex",0
"6796","R_2PtbWf1xWnj2w6N",0
"6797","R_3mlglrAMZnHcGcs",0
"6798","R_3EnahTxavbRuz40",0
"6799","R_3kBo3rKdnYLWofw",0
"6800","R_30w9SXLtrvdu3y6",0
"6801","R_1ilNnDMBbaadpOg",0
"6802","R_8H5gnkyVWdJshJ7",0
"6803","R_8qbw0a8Qbks1OjD",0
"6804","R_3L6ZaVGikqvZCYG",-2
"6805","R_2YsNGVrBfmLcYPI",0
"6806","R_1JUtmUdUcIqVzIa",-2
"6807","R_3J3CIVzzxwlaLl4",0
"6808","R_21Ao7Z3tsGNwopi",-2
"6809","R_1F4neKGclEHNf0j",0
"6810","R_2V8aOK5KdzWip5S",0
"6811","R_C45UAA12j19Ky9b",0
"6812","R_27I0xIDRSxJoeB5",2
"6813","R_dhwuARcGUpnMP3H",0
"6814","R_RqMYDhY043hOnBf",0
"6815","R_NUxeQeNqjl1psUp",2
"6816","R_1rPTQg1w0jKKtVQ",-3
"6817","R_2dKYRPf85WBNF6G",0
"6818","R_ugIxXv3bVwB96nf",0
"6819","R_2f2IaamoQD3dNE0",0
"6820","R_1pKl3CbnPRziCXW",0
"6821","R_10NRubvBAkeAhFE",-1
"6822","R_2TQYnhn7dTvGWSi",-1
"6823","R_6WmHwqIKKLK13kB",0
"6824","R_CjXAeE1Gw2XBWX7",0
"6825","R_2thPvRTB7MqrPeZ",2
"6826","R_XNVT2VNYTQZxcyd",0
"6827","R_2aDcGIGBXOFdcEY",0
"6828","R_10qPa3MtTNRGLUh",1
"6829","R_yqkqP9jrVHV0M7v",0
"6830","R_3jSYYxXlRWCEnN7",0
"6831","R_es8NQHKEo42cHvj",0
"6832","R_OybJTvy6zXA5y25",0
"6833","R_3RyI8gOutbNz4g0",0
"6834","R_2tlNMBpArJ9wrqd",0
"6835","R_uywbsm9P7Ocu9ax",1
"6836","R_2viBDIKC2NTy82x",0
"6837","R_ZIT4wB7H9xkbkI1",0
"6838","R_3I65rfVxDbsgtm9",0
"6839","R_3nj8y5OAJE15qyc",0
"6840","R_3PdkuVNa6SpMfXn",0
"6841","R_33lR1pTz155Btma",0
"6842","R_1DZN54EAISt5q1F",0
"6843","R_pmacNaz2GtNKjjr",0
"6844","R_3pgmdkRlFxyocHS",0
"6845","R_3m8gJ8JTJR1p0o3",0
"6846","R_9EvEVyEOWoSDqH7",0
"6847","R_1IbykzAs8RaCXh7",0
"6848","R_3kvNvJXrGyQ7aUm",0
"6849","R_2uq7pxvVr6W5pBz",0
"6850","R_ROBIz8mrBoc5Kmt",0
"6851","R_1IWWHRucK5rHt4s",0
"6852","R_2zHLL6n4O6WQJ0G",2
"6853","R_22lzZFHss7d7Jrs",-2
"6854","R_2tMxtB3SZVy5aqr",2
"6855","R_0V6YIPdA4du9Hwt",0
"6856","R_2DRLbnbdjfQTZv7",0
"6857","R_2DRWYu3FwlsL20k",-2
"6858","R_3iWrgKmU9TauwJE",0
"6859","R_1FOK4cP2YhL9ovA",2
"6860","R_3ND05sctyWM40gT",0
"6861","R_1KoNgiqdiUW0i3C",-1
"6862","R_7P5n6cS4DHppjkR",0
"6863","R_2pKpLagsCZfngKi",0
"6864","R_2Y55uFBQTBQxuHi",0
"6865","R_1l60gV4uzZrtElp",0
"6866","R_AvQHlghxqXDsTeh",0
"6867","R_tEfMdFhbv5vVs9r",0
"6868","R_OMOBeVOWOwQTTrj",0
"6869","R_4Zcwc4ITuDnypnb",1
"6870","R_1FPNL3mFiQsN4o6",0
"6871","R_1IoC5lmG6EKxFwJ",0
"6872","R_wNbVo8D0eRUkPoB",0
"6873","R_3g0gBB0MBANHxlF",0
"6874","R_dogGRBUI85sOLC1",2
"6875","R_25WrJBOz8vMllhb",0
"6876","R_1rrCkBlTZyHUdjD",0
"6877","R_1oCsl2Ebo2FYZwI",0
"6878","R_3PS5PYSZ2TNcGpF",0
"6879","R_1Io7ivQwThIDUyN",0
"6880","R_23gJcDR5l8WotT7",0
"6881","R_3HIM9o57x9rZ1gR",-3
"6882","R_32Jgo0gd9ADF11T",-1
"6883","R_2QxpAWvXC3ZiIIJ",-3
"6884","R_1oI1LDJOYbfX3IX",0
"6885","R_1K1jc21VmROTnYI",0
"6886","R_4NtqqY9cs64WJ4B",0
"6887","R_2DY0r5AyCZMKxg4",0
"6888","R_1PSDGGFt5jEO7uw",0
"6889","R_3nGAIhNfd8QQDlF",0
"6890","R_3NEaU9cmYDPYARj",0
"6891","R_2ymxkfdCmzfDBOL",0
"6892","R_3iqk4spvthm3kxu",0
"6893","R_3n2vruiiaQVWcvs",0
"6894","R_1gdRMKoP4YdCn5q",0
"6895","R_BEW5hKPFwdLObkZ",2
"6896","R_RKtzJZOYx3fKDTP",2
"6897","R_2zotLbeuBXZDoHP",0
"6898","R_2D2N7gPriAVnozG",0
"6899","R_3OevvopifWHI5S1",0
"6900","R_3PmYKlAzjtrG2vc",3
"6901","R_3oSlI2nHQ3PowZQ",-2
"6902","R_8Cf6unJ8xql8Csh",0
"6903","R_3oMCoAWmOKlJiYu",0
"6904","R_1LpruLDzl9JWyL4",0
"6905","R_W0geoTiK4xD1RL3",3
"6906","R_1irEe4Q8Ndo0iRD",0
"6907","R_2mJPhVeAWJtUQbn",2
"6908","R_2aXkg9u1YeZe0P7",0
"6909","R_2Yskr4TAWljjbrd",-1
"6910","R_3g8cV14TYOvZW5U",-2
"6911","R_3ek018735wnCGNx",-3
"6912","R_3ISGQiVn91i6Lgw",0
"6913","R_3FWGU10POXQyW8o",2
"6914","R_295ncO6H7BMJbsM",-3
"6915","R_3lANm4dMv41PLQe",0
"6916","R_Wj7laiYcPs6bEU9",0
"6917","R_271DpizIrjuBaU0",0
"6918","R_yklZCRBkMle1Bjr",-3
"6919","R_p9oOnfvWUatViPn",0
"6920","R_1LkAtbyNH0ya4X3",0
"6921","R_eX5EYgyzHuDxuh3",2
"6922","R_1GZJfL0DMoKOjIt",0
"6923","R_BJHJOQ3EChb9wOt",0
"6924","R_5bbaw9vebKDd8Xf",0
"6925","R_31hCcWkjfOocPAA",0
"6926","R_3EDU7tv0LBw0qU2",-1
"6927","R_3EcbtvtGpXJo0bt",2
"6928","R_3F37kpw3phVH2eg",0
"6929","R_2fvcpusSmBmqlGG",0
"6930","R_2SvPZGc486C2NMe",0
"6931","R_1ih8K6l55B1t1PG",0
"6932","R_2QhrESmKhHdfaDf",0
"6933","R_3gYgpuFB8ih6KoM",0
"6934","R_3qIO1GrmbSkbS1k",0
"6935","R_1ohbtot6XkD4hGq",0
"6936","R_20NIPmRiIGhShJH",0
"6937","R_3Kv9rBcEDyjNuoh",0
"6938","R_1r3mTjtrhIlF284",0
"6939","R_3CH4HHFkUW4Ytzc",0
"6940","R_ZDjyIlibR1BCwdr",0
"6941","R_ZaVkkP8OjfiyaXv",0
"6942","R_2djaMq01dkvjekf",0
"6943","R_2DZcxE4FGeUhMrk",0
"6944","R_1dmiXZRfku0zREf",0
"6945","R_2agj6SqWuxPBTbb",0
"6946","R_2Ck9QfrlbsyXzuO",0
"6947","R_2WTCOFe6hbDcrig",0
"6948","R_2amFTZIq14Tzqq4",0
"6949","R_1roDbDLojjGurQv",3
"6950","R_3k6sVEcATk9pGOS",0
"6951","R_1oFFWho1k3j3YDC",0
"6952","R_vqO63EQfjoMbhm1",0
"6953","R_3gYMjVml8OBpjku",0
"6954","R_1ONPeJYOWzBZxph",0
"6955","R_eanypwzw4ugcBoZ",0
"6956","R_3QPNpLzqMnQW5y9",0
"6957","R_sEUYP9wHWSkTHgJ",0
"6958","R_2Si8X9F691ut6TR",0
"6959","R_3fQ1CDTW4LdksLy",0
"6960","R_1lv59gOMkNhDOm4",0
"6961","R_3lVLx96gTT610g2",0
"6962","R_cAarBc40ogcQGjv",0
"6963","R_2SHre44nxze7aJK",0
"6964","R_25z1sCkHh7XyV35",0
"6965","R_2EE5I5FjrSCU29D",1
"6966","R_1gijyscKnCKtWeg",-2
"6967","R_XiWKPjZiUS3Mf5v",0
"6968","R_O0PJO3ZQfkrNp73",0
"6969","R_2ql4lxeOP37B7Sh",0
"6970","R_1pJBy21aGieKmG7",0
"6971","R_30nLmrqoA1vmUBA",0
"6972","R_TuC8zFatXGvXAo9",0
"6973","R_1Kp3kpCYgKaR0G9",0
"6974","R_2YG2qjxE2gX6KJO",0
"6975","R_3QPEUVGER4R1Gyd",2
"6976","R_1DwIeEUmBLcQmCn",0
"6977","R_1PYloNLYDirejJE",3
"6978","R_264lr5u7RAoHvLv",0
"6979","R_DhLDM12NboogM6d",0
"6980","R_3L1KM9YcZpIyPdL",-3
"6981","R_9tsjQZ5ixgsDpm1",0
"6982","R_2usrX3HytGJ0CMr",0
"6983","R_VUsqFf70Y1ozesV",1
"6984","R_1q95dQsOWF8309k",2
"6985","R_231R9aQN0BJbdAo",-2
"6986","R_1dv2pO98Vhf2o8J",0
"6987","R_1IyeTAJlYv1t9hW",0
"6988","R_C2kBdQN4LiTeV4B",0
"6989","R_3ha6Wun5MDIrwHA",-1
"6990","R_2EGWHsXFzYHj9uR",0
"6991","R_3F4n49cqhx3chR8",0
"6992","R_1ifbHkS4mtwaqgO",0
"6993","R_272qJHUtIhZKxVF",0
"6994","R_xrWcskXgXPOpMkN",0
"6995","R_1jJ5CyMSDBAIJpe",0
"6996","R_3rPsClFnI2xUxn1",3
"6997","R_T2g8s9tcAqP1bPj",0
"6998","R_3sAlpFm41SQ0jKR",0
"6999","R_3eazTWNR49X3EPV",0
"7000","R_ZgZd96fShE9VXvb",-3
"7001","R_1pmqi6sRAwA2KNe",0
"7002","R_3qNCRXNmmswjS2J",0
"7003","R_1rlyNFfY99haa76",0
"7004","R_5pbab93o9Rl4aqZ",0
"7005","R_3s6sjeBXpaesIki",0
"7006","R_1TUpier0qDddDR7",0
"7007","R_22yxRkDRRhPFKcQ",0
"7008","R_1Q0bNevYvpXQJsM",0
"7009","R_1d5IkabK8Ym4Kn0",0
"7010","R_W26o9pTyT7n0a8p",0
"7011","R_2cqgkNKSEQLam7G",0
"7012","R_BSpEAb1abHKXO9z",0
"7013","R_27fZsZGaWrsHISF",0
"7014","R_24k3PnQ9t6rlzg1",0
"7015","R_2z850iIzk2OfXuQ",0
"7016","R_29mrnNxTSYFDl2w",1
"7017","R_1gtMmi2cZ7M6sAl",0
"7018","R_3EgyR8QOp5eNrJr",0
"7019","R_2RQSN7vBErzpE1U",0
"7020","R_3rYsgYcgRzrbO3D",-2
"7021","R_2Bg5N55zOWtWMDN",0
"7022","R_1IcR2pZ4GTrhFRi",0
"7023","R_1I9N2N80Zcl1Yi0",1
"7024","R_2lX82WjbZx2VQMp",0
"7025","R_2VlrBrI3dmdQhcx",0
"7026","R_RlATgzZq2kJKtMd",0
"7027","R_1E0BmUbDhiwN2AN",0
"7028","R_6qZefHMvxzFt9hT",0
"7029","R_snViFw0iSNDNkg9",0
"7030","R_29cfpGeaEsmdjbo",0
"7031","R_3fNSnkMTj5jCLlA",0
"7032","R_1r6x6B46SnLl4qg",0
"7033","R_24GfkpM1YtiteyQ",0
"7034","R_2Vrug8BtdvN0jYc",0
"7035","R_3s6nxZTbd5d84Tp",0
"7036","R_2w08lo5769IMaQp",-3
"7037","R_9MKdGaPIbLWqlix",0
"7038","R_1KeZnkihAyfG7ys",2
"7039","R_3GB5NT9n7SJ9KGC",0
"7040","R_ZL6yh6TDSRNZUcN",0
"7041","R_2uPNJEBUG0aoNba",0
"7042","R_XMptMRarvtY37FL",0
"7043","R_2c7bskYO6uqMOF0",-1
"7044","R_2zu87YFAzC6kmoX",0
"7045","R_YYqN7bp4S4X8Hux",0
"7046","R_6FEKwfI1aY29RdL",2
"7047","R_sG2bDzkrH57nhg5",0
"7048","R_24CwmfYNDkYUpjz",-1
"7049","R_32YgybNFxJlOyWi",0
"7050","R_2tL6BI9yfOBoHWW",-2
"7051","R_WDas8Wvv35LaE6J",3
"7052","R_0P4qyLwXYNpmaxr",0
"7053","R_2zdKy7qzHFhuG1d",1
"7054","R_28OgyvHVcsJdvZK",0
"7055","R_3ekHIWsVBqCQGbS",0
"7056","R_DjDa3r2RCXE5AB3",1
"7057","R_43jof9hBulEFSFz",0
"7058","R_3e3MdozBwwtpH3R",3
"7059","R_1K0EflWj9MgAGWO",0
"7060","R_0AsusVO5vQyeKm5",3
"7061","R_3lPUkJOc6vD0gZt",0
"7062","R_2VO95iIdVzGY9x2",0
"7063","R_2zJ9YcHAUrLMEkU",0
"7064","R_1rqzCNeYtnGIABK",2
"7065","R_1mDAfHAcFGFvMA2",0
"7066","R_2q2WI2lNlYveFNP",-1
"7067","R_3CIBKt5zyzDimMe",-3
"7068","R_2YV6ELfrYQeDa1S",0
"7069","R_Z9aDGC6CrRjrrzz",0
"7070","R_1retKltI4F0Tsb2",0
"7071","R_3Du5MCV09svS1OQ",1
"7072","R_3oR3bmMVgqYCp5I",2
"7073","R_z1lcXhUMQulwSgV",0
"7074","R_bsEaMiFaF21AuJP",0
"7075","R_2YspV0ZOyANZSIM",0
"7076","R_24c9jgJIlrtz8zP",-3
"7077","R_1jv0RxbCihlvJBY",0
"7078","R_e9zYzQJJDgEDIlP",0
"7079","R_3ix1L3Njcehuyb8",0
"7080","R_2YspWH2BSzz2BPi",0
"7081","R_2fDxn2hZ3Cesi4o",0
"7082","R_3MS5Bf1ZdQWFRt3",0
"7083","R_1pQAUHXnq8eCtL0",0
"7084","R_2wLZmYNyI0PNsJ4",-3
"7085","R_XtczWrLWrmLZYmR",2
"7086","R_26eEhdA5UM9XmU3",0
"7087","R_3futrJJuj4ouv6o",0
"7088","R_3mlv8wD59dL7iMx",-3
"7089","R_1cVe3Lr0YeG7L5S",0
"7090","R_3m9m5dHX6sND2Qa",0
"7091","R_2fGWje7pM5BR2Tf",-2
"7092","R_zYVXJ3gqsavuupX",0
"7093","R_3P4zvkm0MnNh9PC",2
"7094","R_1dmpc9L97U2FWQU",0
"7095","R_234u1PWMJ3orgw6",-3
"7096","R_2qjY97Ydsk381EI",0
"7097","R_3CV4C1yIv40evDX",0
"7098","R_1kOkqOB66u8g02N",0
"7099","R_WcByzViIqsvzdip",0
"7100","R_3axZ3WYeWcdKkbD",0
"7101","R_1Ed3GaDnGhiJBAu",0
"7102","R_9YtGKGyBsmZblJf",0
"7103","R_31ckIQ4XhUmR5fC",0
"7104","R_2uL3rT0j76oczRN",0
"7105","R_1gw3aM0i0bFgB6o",0
"7106","R_3qrnWnJ6IfJtnAf",0
"7107","R_26aIQy2qrMVmBRW",0
"7108","R_2f1bbOfiv3SKhuh",0
"7109","R_22Lm7ogIVrfjwDy",0
"7110","R_2Vdq2aWlB5pHCLQ",0
"7111","R_BSqKb4o0CnSCrGp",0
"7112","R_x3ICOSeOsdF5Wwh",0
"7113","R_10TRDcKvmoerHVk",0
"7114","R_1NFDc8uZVjBrC7p",0
"7115","R_eySNBZHPgbD2GCB",2
"7116","R_33lGGfJ8DAXg5A8",1
"7117","R_1IusB3WEsm1JIN7",0
"7118","R_3fHPswgr7scSTP4",0
"7119","R_2Wvvc9lUy02jDWo",0
"7120","R_PHDiXTT9cKt1HGx",0
"7121","R_3fe2vLGNc3CYJrj",0
"7122","R_305CVANd0WYrcsr",0
"7123","R_1g2AHT4AFw0czeh",0
"7124","R_2bZdVralZZnrRm9",2
"7125","R_3KwlKxhdqwapCjF",0
"7126","R_1PSJMgKqdfjknQK",0
"7127","R_XAsWQAL3b2lkeLT",0
"7128","R_21A6beElqSX9jvo",0
"7129","R_wShKkYzohBYBQ65",0
"7130","R_Xt8qWHqNskAUDyF",0
"7131","R_2SDoFIRXPmXmx2u",0
"7132","R_31mYF13lY3sMghq",0
"7133","R_1puPypTUSmfveJz",-1
"7134","R_AA8NbSHxZM3Ryb7",0
"7135","R_2wt5VhphLYsiVCY",0
"7136","R_3hzhxiSDtS3bxw7",-3
"7137","R_Yc2l1yr8A4VAc1z",0
"7138","R_2s6mGpuh0oyaMDs",0
"7139","R_2DZTvrzUDkrg9oW",0
"7140","R_1eyOP1kaUSAfFUN",0
"7141","R_2QGSCFyKSLKufM9",1
"7142","R_1LTphp4NOZXc9X5",0
"7143","R_10DwUIS6rwWxL6U",-3
"7144","R_1pE9tbeGgsOl6mG",0
"7145","R_1LkvGpC6AacutXv",2
"7146","R_1GTvjadSEqYU04N",0
"7147","R_z26nudZyNWYGbVn",0
"7148","R_1OuAb44UdcXjrCm",2
"7149","R_3lwIa5dcMlW6spP",3
"7150","R_OHGk7crZ0ZnVjnr",0
"7151","R_3OqXfKriE9INVyJ",-2
"7152","R_1FbvifeJQFSbCJs",0
"7153","R_2xYww2NcBeh2ax1",2
"7154","R_2v98GWTOnugofz3",0
"7155","R_29uzpFTWTmqNWNj",-2
"7156","R_3soAc6BSyy66fe2",0
"7157","R_11delIeTQVgmbqj",0
"7158","R_1GH5AjwWmOi9zXZ",0
"7159","R_Amkm90yL6DMCr8R",-2
"7160","R_2qCtcVUnEzDKdls",0
"7161","R_AiWX3d7HAurufnP",0
"7162","R_eghyIGAmVA2r6CJ",0
"7163","R_1dyKek8PmpKIqsU",0
"7164","R_2770WAZPUQRYNyu",0
"7165","R_yEiVzkiJwyMDvsR",0
"7166","R_1E6F5avLDQwi3aM",0
"7167","R_2ruTPQ7r1BqSppJ",0
"7168","R_UoHKyhxfYFPb4SB",0
"7169","R_20Mw4j9QZBGpmqn",0
"7170","R_3KqG4AwcMPgFZWS",0
"7171","R_3qEdZ18jgZ9Qh5z",0
"7172","R_27Kn4jQsQqCrZ3s",0
"7173","R_1cTaCgjHlK9QvD3",0
"7174","R_dnHUqbdVGCAHAfD",0
"7175","R_291k4UAXWU8mQMc",0
"7176","R_e2qO3zAk7baUSid",0
"7177","R_oYTkj8n664E5Ev7",0
"7178","R_3ho9RfNWsHgWypM",0
"7179","R_UEyV1WnLxUvThSN",0
"7180","R_1qaHPYzDTwCKiVD",0
"7181","R_3pIN8ul5ivPGHEB",0
"7182","R_3NO44rhJIV5dd2a",0
"7183","R_9YMZT8s6IhxZgC5",0
"7184","R_2v5NSd4c3FiQrF3",0
"7185","R_vVlaA1qNeR6cwUh",0
"7186","R_9Ts07mW9fKnFEKl",0
"7187","R_D6ve9TS4Hv9RXEt",0
"7188","R_2VDslOZwONS2MlW",0
"7189","R_25yanUg0ZPzotIy",0
"7190","R_1OxBE7LA3niHyOx",0
"7191","R_2D6p9d2AhWxrEns",0
"7192","R_1qWpiNlplEyYgF5",0
"7193","R_yNHrQE5SQkGsRih",0
"7194","R_3Jk3LcgGJaIPmXv",0
"7195","R_1LczM7Ve6QU403G",0
"7196","R_2PzlsR5e0aqGnEf",0
"7197","R_2tExPqzyB0CDtkA",0
"7198","R_3fIR3Ma38wjiSdC",0
"7199","R_3sjN5YNnyR2eWat",0
"7200","R_3shomAWm8Z1KuPv",0
"7201","R_40LVJ0XpaGCPQOd",0
"7202","R_2Ui4kgeOW2fy5Vo",0
"7203","R_sNop3vWNJw75Go1",0
"7204","R_sGSw4NewyQta0RH",0
"7205","R_24BrhzCG4MOwzVc",0
"7206","R_3257UDFYGDhTDOw",2
"7207","R_1qh0wEGdpNqbNNJ",0
"7208","R_1mRhZ4oXym6Kwyd",-2
"7209","R_3eDtVSa9RfxFWJb",0
"7210","R_3321EhZNjkAJMtf",0
"7211","R_2dXxLV9A9k3oytX",0
"7212","R_5p9G86e6YXkvIVr",0
"7213","R_3KHIaoQXgEsOVQw",0
"7214","R_9Kw9UalDJ9hsiid",0
"7215","R_2xDYKWVvGsJf3tw",0
"7216","R_2Qs1ndKPLsgsiU8",0
"7217","R_1QMVrPxUsGBlRKd",0
"7218","R_2dXeIdgNBb4WUwd",0
"7219","R_2axllb5Inn4i10Y",0
"7220","R_0HweuLN7aZ9WG2Z",0
"7221","R_1QmVm2pLWzt2Dj0",0
"7222","R_3smGgDlTiIpExIT",0
"7223","R_42AhCTYtifuHlv3",0
"7224","R_4Pf7KzfQJYplRND",0
"7225","R_qKjg340kf0NxF0l",1
"7226","R_wZbRkSIVLcxJbwJ",0
"7227","R_1cY5hEP0NZsj46W",0
"7228","R_2QoopX2aXxbngkV",0
"7229","R_2D2n7NGuJvwpePX",0
"7230","R_2w4TDkn5uQmJCd5",0
"7231","R_3fBG5jjhOL9ZuCX",0
"7232","R_1BXYI8IgvBAdmbo",0
"7233","R_20YYXF31BEaks5U",3
"7234","R_27xo86Fs2KAGQeK",0
"7235","R_24eegvzp3NBmBjR",0
"7236","R_29jeJ2MDzZjTH1F",0
"7237","R_2dMAz9n1fOEgR1p",0
"7238","R_Btuh5GonauYPVhn",0
"7239","R_3n7LOMhfFM9flim",0
"7240","R_1mr2QMNCKieQE4j",0
"7241","R_2X6taVGYajNZ6wI",0
"7242","R_yImjVmFPF38SJzz",0
"7243","R_25HkTS4glYIMlT1",0
"7244","R_sU3lnNv5Oy3dc3f",0
"7245","R_1MLGsLhoKtMWRAA",0
"7246","R_Xwczbf8Om3mns9r",0
"7247","R_3OpjxULUZ458tMd",0
"7248","R_3lXrxEJDwAIss7N",0
"7249","R_YbhgDPOFqEfRq3n",0
"7250","R_1otkoNF3tPUgOw1",3
"7251","R_D6pouJUczmRltux",0
"7252","R_2os7tQjB69LuLg5",0
"7253","R_24NME7uqQQDWb88",-3
"7254","R_uksYYkz5t3HsgBr",0
"7255","R_2vccyHm3MlzlkH1",0
"7256","R_1rxIUn2lIGBygnr",2
"7257","R_Wor2RfPHOsFDmSZ",0
"7258","R_3qyfEVxN8a6KXPE",0
"7259","R_0cZkQGPV2ySktDr",2
"7260","R_dorcFgUp79Jmigp",0
"7261","R_2pMEy2zAsu8kM4x",3
"7262","R_3MxU7Vyvpp39yYf",0
"7263","R_3QFUmGb1wbmXCuz",0
"7264","R_1QKHEHqACyEx5Gq",0
"7265","R_1QKKLSybLQBOhqH",2
"7266","R_1LHD2K9DPSoVLuJ",0
"7267","R_2ZVm1dXYReUNS6B",0
"7268","R_2VjXpgHHs765pq6",0
"7269","R_11hC7Mi25gbHlCQ",0
"7270","R_30iWt8elPwEbFr0",0
"7271","R_vC4Yfqm5pqSNtfj",0
"7272","R_0UPdK8OyWqQUiqJ",0
"7273","R_1InkWsncjIM0nBB",0
"7274","R_10Gwfi311HNU9KX",2
"7275","R_3nMGOsgsV7wDFZS",0
"7276","R_2bNlBpVuqmbVQcS",3
"7277","R_3eyJo6JMDE0OKpJ",0
"7278","R_2TpbH1qQpSGi90s",0
"7279","R_1170y6u4OU35Np2",0
"7280","R_2q4oYYftEh45Tq7",0
"7281","R_1Cg5nEQx54QmG51",0
"7282","R_21ch0YDmsosNXPV",0
"7283","R_9RF3voDGedYjD3z",0
"7284","R_3MATCUf8pTraDco",-3
"7285","R_2VlHgvr1T1Oc6e0",-2
"7286","R_9QrxYgCkJKTIbUR",2
"7287","R_2zHnaUMUjrkbN6L",0
"7288","R_3M3Dn0Lqq9q5POo",0
"7289","R_3HI8UCh1xxxqfPw",0
"7290","R_2rwpeVANBzjQhLW",0
"7291","R_ZCzdT6c7cGXkJ69",3
"7292","R_2WBBs8pd8784eIO",3
"7293","R_22AhTu9CnsYcstd",-2
"7294","R_1F8Smf3ccTnlWLy",-2
"7295","R_3PvQZyMfG23PyzY",-3
"7296","R_1B8UJoGMoieAVS9",0
"7297","R_25npEWM51EMItQl",0
"7298","R_2pY0Eeqce8pIxpH",0
"7299","R_1P0FddcUNidldfs",0
"7300","R_2CO44ZG81lMQdUB",0
"7301","R_1g8At0QcuNmYUMC",0
"7302","R_5pwznVJtJcpXO37",0
"7303","R_1jIIdPgdc6c7yOK",0
"7304","R_1EZ24MwpVAvrsCT",0
"7305","R_2l6Kgzz3TW5XZS1",0
"7306","R_1WWR9OCccbTPD1L",0
"7307","R_Ry3KJEukvA8b0pb",-2
"7308","R_2bPPUq97gxNPDgx",-3
"7309","R_2aKyhZuflUEaGfq",0
"7310","R_25F04ONylTGJNYd",0
"7311","R_1P0ZBhBYxPdqLW7",0
"7312","R_25WVWIvIx4IJCDh",0
"7313","R_33jdHFKuF49KYx2",0
"7314","R_3oR2ZF0J1XOcGB2",0
"7315","R_sZPWZtFOCoQZiKZ",0
"7316","R_2rkE6Qs68HV2evn",0
"7317","R_3G9uwZx7WXlBusY",0
"7318","R_25LpO9v5tFsce0k",0
"7319","R_28US5yFTPRIKXxU",3
"7320","R_1f2SeSoHRP9PuKe",0
"7321","R_3Hh7fPD3COgIvHT",0
"7322","R_yKKsZ07RGll6GhX",0
"7323","R_xDbdhTeA7bKIb61",0
"7324","R_3PRBo9QfDVmjrax",0
"7325","R_2TXf7uNagZbxyKs",0
"7326","R_2hrDEIfbtA1J4PL",0
"7327","R_3oz8z0aVEpvTsdC",0
"7328","R_3lrJIYw4lQlmo9I",0
"7329","R_42OD2fwgOlJjvot",0
"7330","R_2ZHSSAuXprKfPkG",0
"7331","R_10H7n3IERaujERq",0
"7332","R_3Oc309aEq5KJKh5",0
"7333","R_31Tc8Ty5phVSo8W",0
"7334","R_3ML3ju5F7FjChk8",0
"7335","R_1llR5qzOBgI8bQP",0
"7336","R_1BPnvct08xLThFT",0
"7337","R_1QMZJEuAWNXfARZ",-2
"7338","R_1lzVyleBJaVBbGJ",2
"7339","R_1DZkZYlaz5pnchT",3
"7340","R_12aqH2plObXFabf",0
"7341","R_2EjfAV0cZdFEenD",0
"7342","R_2E6H4hYqJk0beiT",0
"7343","R_1JV3jYyy6E3kjEv",0
"7344","R_C3Vow04XgyWzG8x",-1
"7345","R_3R1ujiXJAZaVxU4",2
"7346","R_31Frtc4jFeDuoGD",0
"7347","R_R8KRzGMYaKPTrwt",0
"7348","R_1jVWYlL2biEFuma",0
"7349","R_2VClLRWtG459naJ",0
"7350","R_3lDH8CMqOX7ndcL",0
"7351","R_1Ns2crEWWoXdD2h",0
"7352","R_2xXli34yDTPqacB",1
"7353","R_9mKLiNwD5Juf73z",0
"7354","R_1I779MG0PMv15KG",0
"7355","R_29uJkBI8evG5v2z",0
"7356","R_12Q0ls3ad03L0ug",0
"7357","R_11haoZAOzarcdPn",0
"7358","R_3Ei2T99BTHFLsb8",-1
"7359","R_3j26DUG7qZUITr3",0
"7360","R_6hvmFYmlKBegbHH",2
"7361","R_1eKx0RUUJou5wJv",0
"7362","R_2PcVoltJNAveaSD",0
"7363","R_3HTZBbAGDrWtJgA",0
"7364","R_3jeWbTbIgLnm8f5",0
"7365","R_1NldJGL3oedB5ux",0
"7366","R_7QjAUgPDoBNmRmp",1
"7367","R_2SpmOeIauPjgBqN",0
"7368","R_1Fb7FqvqtTEULHv",0
"7369","R_115iq7HoWE3pTwY",0
"7370","R_qz7mlPnV525pdKx",0
"7371","R_1omZpYcNEdLNzPK",0
