"","ResponseId","Article_day","X1","Susc_FN","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Treat_Search","True_Dummy","X","Search_Online"
"210","R_2zXX4gHZJ08FHJk","May 28_3","778","0",5,0,18,1,2,0,"0","13.9833333333333","3.6",0,0,2432,0
"211","R_2zzFCXv0Qt3VVJc","May 28_2","746","1",6,3,47,1,1,0,"0","12.7166666666667","4.5",0,1,2444,0
"212","R_2zZNXunTKdyJ4Pk","Jun 3_1","600","0",1,3,22,0,0,0,"0","40.8666666666667","4.7",0,0,2738,0
"213","R_30059xsIalwMoB1","Jun 22_3","535","0",2,2,53,0,2,0,"0","8.63333333333333","4.7",0,0,3423,0
"214","R_30ixbOEtEXWNm0U","Jun 3_1","582","0",5,1,58,0,0,1,"1","23.35","3.4",0,0,2678,0
"215","R_31arrDLGuvoXAlI","Jun 3_1","605","1",6,4,46,1,2,0,"0","50.35","4.3",0,1,2766,0
"216","R_31gEc8Grp9nG4Em","Jun 22_3","529","0",3,2,71,0,0,0,"1","25.8833333333333","2.6",0,0,3399,1
"217","R_31i7lQZlIvQpo1i","Jun 1_1","405","1",6,4,42,0,2,1,"0","36.2833333333333","3.8",0,1,2583,0
"218","R_31TT23zwAdT9tDU","Jun 1_1","413","1",7,4,32,0,2,0,"1","13.7","4.3",0,1,2612,0
"219","R_31zVIoS4spVITO2","Jun 8_3","674","1",4,3,23,0,0,0,"0","13.7666666666667","4.9",0,1,2812,0
"220","R_338CopcIWofUwI0","Jun 3_3","629","0",1,2,58,0,0,0,"0","26.8833333333333","3",0,0,2741,0
"221","R_33jneYhWn0xpGja","May 28_3","783","0",4,3,60,0,1,0,"0","25.65","4",0,0,2456,0
"222","R_37VjELHESrOxZ9n","Jun 3_1","587","0",7,1,44,0,0,0,"0","8.06666666666667","1",0,0,2695,0
"223","R_39i2XnllVO9Ac9z","Jun 3_1","592","1",6,4,71,0,2,0,"1","60","3.6",0,1,2716,0
"224","R_3CBCkHZgwNcK0XR","Jun 1_3","445","0",5,1,29,0,2,0,"0","34.7333333333333","4.6",0,0,2618,0
"225","R_3CD8Df9sZcpvE49","Jun 1_1","414","0",4,5,40,0,2,0,"1","23.5333333333333","4",0,0,2616,0
"226","R_3CDW1JG8az3Trtg","May 28_1","733","0",4,1,51,1,0,0,"0","49.1","4.1",0,0,2489,0
"227","R_3CHIujTrAOvgKuI","Jun 3_1","595","1",5,3,67,1,1,0,"0","60","2.8",0,1,2723,0
"228","R_3CNKV3AxKXzdVrY","Jun 10_1","465","0",4,3,36,1,1,0,"0","6.05","2.1",0,0,3038,0
"229","R_3dMukShxrZx2Y3H","May 28_2","765","1",6,3,38,1,2,0,"0","41.5833333333333","4.9",0,1,2506,0
"230","R_3Dp7UOmpTzPVUJk","Jun 1_3","438","0",1,3,67,0,3,1,"0","27.4","4.5",0,0,2590,0
"231","R_3dRF53pKvDklAzA","Jun 1_1","408","1",7,1,65,0,3,1,"1","25.9666666666667","3.1",0,1,2594,0
"232","R_3e2Efv033f8SWT3","Jun 22_3","547","1",6,4,58,1,1,0,"0","10.6666666666667","4.4",0,1,3468,0
"233","R_3EAcMYxP0hAWDV9","May 28_1","734","0",4,3,52,0,1,0,"0","21.7833333333333","4.4",0,0,2492,0
"234","R_3eeorMj3UcwRHtN","Jun 22_3","565","0",2,3,50,1,1,0,"0","30.0166666666667","2.7",0,0,3530,0
"235","R_3ehlIHdqAUcWao9","Jun 22_3","534","1",5,4,41,0,3,0,"0","28.1833333333333","4.6",0,1,3421,0
"236","R_3elhWJsWLyrUtlV","Jun 8_1","643","1",5,1,21,0,0,0,"0","14.8166666666667","3.4",0,1,2810,0
"237","R_3enyURlnJF1QZM2","Jun 8_1","656","0",1,3,63,1,0,0,"0","21.3166666666667","4.6",0,0,2872,0
"238","R_3EtDD5tOObdTBo2","Jun 22_3","560","0",1,3,29,1,1,0,"0","18.0166666666667","3.8",0,0,3511,0
"239","R_3EVTiRrnEOMlNeV","Jun 3_3","610","1",7,3,40,1,0,0,"0","27.5","4.5",0,1,2638,0
"240","R_3fABEeh0mSKsoJJ","May 28_1","722","1",5,1,32,0,1,0,"0","28.4","3.4",0,1,2440,0
"241","R_3fIQFIxcreorMOq","Jun 10_1","462","1",7,3,40,0,3,0,"1","40","3.8",0,1,3034,0
"242","R_3fvlIZtn4IHPgSO","Jun 8_1","636","1",7,3,30,1,3,0,"0","9.43333333333333","2.5",0,1,2772,0
"243","R_3fW7GcnhHX8gLvB","Jun 8_1","641","0",1,3,24,1,3,0,"0","11.7333333333333","4.4",0,0,2796,0
"244","R_3G6AnCBE4RtpbA8","Jun 1_1","410","0",3,3,30,0,1,0,"0","11.8166666666667","4.7",0,0,2596,0
"245","R_3Ge1gJHOubXM05N","Jun 8_1","659","0",3,1,49,0,0,0,"1","29.9833333333333","4.2",0,0,2895,0
"246","R_3Giyk6KiUaZqTWn","Jun 1_1","400","0",4,1,21,1,2,0,"0","8.03333333333333","2.3",0,0,2531,0
"247","R_3gZubr2CuYOgi8O","Jun 15_3","510","0",5,3,57,0,0,0,"0","17.55","3.5",0,0,3107,0
"248","R_3hA9QxiYUV4jTjJ","Jun 3_1","577","1",7,1,58,1,1,1,"0","45.85","4.9",0,1,2647,0
"249","R_3HCcgtwPiBDpNp6","Jun 3_3","623","0",4,3,29,0,0,1,"0","18.2333333333333","3.1",0,0,2714,0
"250","R_3HHuiAjYtaljXeP","May 28_1","718","1",7,1,22,1,0,1,"0","31.7333333333333","4",0,1,2423,0
"251","R_3HRNpP8mc9xL4ys","Jun 1_3","444","0",5,3,31,0,1,0,"0","9.31666666666667","1.8",0,0,2617,1
"252","R_3HYYoor4iA7uhoQ","Jun 15_3","523","1",5,1,30,1,3,0,"1","10.95","4.5",0,1,3191,0
"253","R_3I0M5cKca4VK0P3","May 28_1","703","0",4,2,29,0,0,0,"0","17.15","4.2",0,0,2380,0
"254","R_3I9QdT5wivaksA8","Jun 8_3","666","0",4,1,35,1,0,NA,"0","29.4666666666667","3",0,0,2781,0
"255","R_3iPAT62rCYmE0ul","Jun 3_3","613","0",2,3,62,1,3,1,"0","60","3.1",0,0,2651,0
"256","R_3IPPIXanc5wkdGU","May 28_1","731","0",2,4,47,0,2,0,"1","8.93333333333333","5",0,0,2482,0
"257","R_3j38ZeGdvDGdZmh","Jun 10_1","463","0",5,4,63,0,1,1,"0","27.1333333333333","3.8",0,0,3035,0
"258","R_3j86hL0YovaYYHi","May 28_2","762","1",6,3,52,1,0,0,"1","25.2666666666667","4.1",0,1,2497,0
"259","R_3J9hW2k7BmRpc0V","May 28_2","741","1",5,1,23,1,1,0,"1","30.4333333333333","2.8",0,1,2421,0
"260","R_3JkOa4HTwtdYEHv","Jun 1_1","397","0",5,3,49,0,1,1,"0","12.0333333333333","4.2",0,0,2513,0
"261","R_3k6xoMqT5tZuZvo","Jun 8_1","661","0",4,1,47,0,0,0,"0","7.76666666666667","3.9",0,0,2902,0
"262","R_3k7dMLIDOTtsp4G","Jun 8_1","658","0",5,3,57,0,0,0,"1","15.85","4",0,0,2891,1
"263","R_3kCdEkeX5LvVbee","Jun 10_1","451","0",4,1,68,1,0,0,"0","33.2","3.4",0,0,2997,1
"264","R_3kcwKfvs12RVmj3","Jun 3_1","580","1",7,4,34,0,1,0,"0","23.5","5",0,1,2659,0
"265","R_3kL1LziyJu3Bxp0","May 28_3","770","0",5,4,45,0,1,0,"1","10.9","4.1",0,0,2377,1
"266","R_3kM1gHJiqK8fAvM","Jun 22_3","569","0",4,1,34,1,0,0,"0","60","2.8",0,0,3541,0
"267","R_3kvlQB3D4Xp4Ptj","Jun 3_3","618","0",5,1,32,1,1,1,"0","20.0333333333333","4.4",0,0,2672,0
"268","R_3L6BKdwY217LW03","Jun 15_3","525","1",4,3,21,1,3,0,"0","23.7166666666667","4.1",0,1,3214,1
"269","R_3LdOFeMvr4fFU3w","Jun 15_3","514","0",4,0,62,0,0,0,"0","34.6166666666667","1.5",0,0,3144,0
"270","R_3Leg7eNFgaKlRcf","Jun 3_1","606","0",4,3,35,1,1,0,"0","43.4333333333333","3.6",0,0,2770,0
"271","R_3lGQaO6mcB48UH5","May 28_2","747","1",5,1,60,0,1,0,"1","32.4666666666667","1.8",0,1,2445,0
"272","R_3m8Xoz7qFWBFLU8","Jun 10_1","473","0",4,2,46,1,0,1,"0","60","3",0,0,3066,0
"273","R_3MF3eZ1fsog0OEX","Jun 8_3","698","0",4,2,50,1,0,0,"0","26.1333333333333","4.2",0,0,2930,1
"274","R_3MG3cFQmej8Zqdu","Jun 3_3","619","0",3,1,18,0,0,1,"0","11.4","3.1",0,0,2681,0
"275","R_3MMUt3fnZK09Vhu","May 28_3","789","1",5,1,61,0,0,0,"1","20.1833333333333","5",0,1,2499,0
"276","R_3MsXsRUydtNgdKe","Jun 22_3","561","0",3,1,80,1,3,0,"0","20.5333333333333","4.1",0,0,3516,0
"277","R_3nCQniMnF4KOJqU","May 28_3","788","1",7,3,45,0,2,0,"0","24.0333333333333","4.5",0,1,2498,0
"278","R_3NJ0UeFZntpkNrI","Jun 3_1","590","1",7,3,68,0,2,1,"1","43.5333333333333","3.2",0,1,2702,0
"279","R_3nkkymdrKhUDz2b","Jun 1_3","424","0",5,4,34,1,0,0,"0","18.6666666666667","4.2",0,0,2533,0
"280","R_3NO5w1bhWG9SvqS","May 28_2","759","1",4,5,39,0,2,0,"0","13.5166666666667","3.4",0,1,2483,0
"281","R_3NQJbaDUibUS4fl","Jun 1_3","440","0",6,2,65,0,1,0,"0","51.8333333333333","5",0,0,2604,0
"282","R_3NRlwYIAQhyiHCR","May 28_1","732","1",6,3,55,0,0,1,"1","22.2166666666667","3.8",0,1,2487,0
"283","R_3O8ixOasrTG3JiK","May 28_3","780","0",3,4,33,0,1,0,"0","15.3166666666667","4.6",0,0,2437,1
"284","R_3oBfzSDCIodDkZX","Jun 3_1","604","1",6,1,40,1,1,0,"0","15.9","4",0,1,2765,0
"285","R_3oKQqcHY684Lmg5","Jun 3_3","609","1",5,1,34,1,0,0,"0","14.3166666666667","3.2",0,1,2635,0
"286","R_3OpQdxwPNkmf77I","Jun 1_3","419","1",7,1,63,1,0,1,"0","21.5","3.4",0,1,2518,0
"287","R_3OqBnRKBKX8AWtj","Jun 10_3","497","0",4,3,67,0,2,0,"0","21.3166666666667","4.1",0,0,3030,0
"288","R_3p5dx7jTVGHywvp","May 28_2","744","0",3,3,57,1,0,0,"0","60","3.5",0,0,2442,0
"289","R_3PnPIDgvBKKqiQy","Jun 10_1","466","1",7,3,27,1,0,1,"0","18.45","2.7",0,1,3041,1
"290","R_3PuBpYRvfKQbhKF","Jun 10_1","446","1",4,4,58,0,1,0,"0","22.8166666666667","4.6",0,1,2943,0
"291","R_3PXjipdWUkak5k9","Jun 1_3","422","0",3,3,48,1,0,0,"0","29.75","2.5",0,0,2529,1
"292","R_3QQ1imj7B1HibmA","Jun 3_3","635","0",5,2,48,1,2,0,"0","39.0166666666667","3.8",0,0,2769,0
"293","R_3R2ig0MNSDElciP","Jun 22_3","558","0",4,1,81,1,0,0,"0","43.1","2.7",0,0,3498,0
"294","R_3Rr6CsRkCmbBs5b","Jun 15_3","506","0",3,1,25,1,0,0,"0","15.7","3.3",0,0,3092,0
"295","R_3RsvTUEcdkpa5aC","Jun 1_1","409","1",7,4,44,0,2,1,"1","12.1","3.7",0,1,2595,1
"296","R_3shRo1iZnRFpAjc","Jun 10_1","460","1",5,2,25,0,1,0,"1","8.06666666666667","4.5",0,1,3022,1
"297","R_40ih2iBRRbDLNXb","May 28_3","779","0",1,1,20,1,2,0,"0","17.2833333333333","4.4",0,0,2436,0
"298","R_5dq3XEaAMR9xZYd","Jun 3_1","601","0",4,1,59,0,1,NA,"0","18.1166666666667","2.7",0,0,2740,0
"299","R_5vGHPmhF5v7jfah","Jun 3_3","611","0",3,3,78,1,2,0,"1","41.5666666666667","4.1",0,0,2642,0
"300","R_5vxW67jcj0Va0Tv","May 28_2","743","0",1,1,63,0,1,0,"0","26.15","4.1",0,0,2441,0
"301","R_6kZcghLrrmPp7yN","Jun 15_3","503","0",1,4,39,0,3,0,"0","16.0166666666667","3.6",0,0,3085,0
"302","R_7OnTwB3Qgq6F3LH","Jun 3_1","596","1",7,2,50,0,1,0,"0","13.9666666666667","5",0,1,2726,0
"303","R_7V3Yh42JrjYCQBX","Jun 10_1","458","0",5,1,62,0,0,1,"1","25.15","2.5",0,0,3008,0
"304","R_7WchCm6zEBSZyDv","Jun 3_1","607","0",4,3,37,1,0,0,"0","52.8","4.3",0,0,2771,1
"305","R_80um6mVPfnAFMT7","Jun 22_3","532","0",4,1,18,0,0,NA,"0","10.7166666666667","3.5",0,0,3418,0
"306","R_8HXCR8e9Ek8CGmB","May 28_3","790","0",2,1,66,1,3,0,"0","24.7166666666667","4.6",0,0,2502,0
"307","R_AcU7VipH0bFbHLb","Jun 3_1","591","0",4,1,75,1,1,1,"1","60","4.2",0,0,2710,0
"308","R_AFICeAoYF98yCKB","May 28_3","781","1",6,1,65,1,1,0,"0","60","3",0,1,2446,0
"309","R_Agm2IpPNv8AdOLL","Jun 8_1","664","0",1,3,53,1,2,0,"0","26.6","4.4",0,0,2917,0
"310","R_AGS8YC1YZ4V7S6d","Jun 1_3","435","0",3,3,20,0,2,0,"0","14.5333333333333","3",0,0,2585,0
"311","R_AoDJpO4lJxRsQHD","Jun 10_1","447","0",4,3,64,1,0,0,"0","18.6833333333333","2.9",0,0,2963,0
"312","R_AtFUQykhgb9Cmzv","May 28_3","769","1",6,1,21,0,0,0,"0","34.0666666666667","3.7",0,1,2376,0
"313","R_bPX2hnxOz6JbdnP","Jun 8_1","657","0",4,3,41,0,3,0,"0","26.7833333333333","4.4",0,0,2888,0
"314","R_bqMIqvBTFKUwkeZ","Jun 22_3","556","1",5,1,20,1,0,0,"0","9.93333333333333","4.1",0,1,3495,0
"315","R_bQpLHy1jE3Y97UJ","Jun 10_3","477","0",2,4,34,1,0,1,"1","7.9","3.5",0,0,2933,0
"316","R_BWZ3JBmGeYUIpot","Jun 8_3","690","0",4,1,63,1,0,NA,"0","31","2.7",0,0,2896,0
"317","R_BYci0j9tytIX9ND","Jun 22_3","568","0",5,1,34,1,0,0,"0","10.4333333333333","2.7",0,0,3540,0
"318","R_C2jXrlO13okgtkB","May 28_2","755","1",6,3,52,1,2,0,"1","29.7333333333333","4.1",0,1,2472,0
"319","R_cBz0FgFaPFSpPe9","Jun 3_1","593","0",1,1,32,0,0,1,"0","16.7833333333333","3.7",0,0,2720,0
"320","R_cCl73MsDJgxTeSd","May 28_1","724","0",2,3,43,0,1,0,"0","29.2833333333333","4.6",0,0,2451,0
"321","R_CmimzfCTjLOsbf3","Jun 3_1","597","1",5,2,20,0,0,1,"0","35.8666666666667","3.7",0,1,2729,0
"322","R_cu6Dan95a1gV997","Jun 22_3","544","0",3,3,64,0,1,0,"0","25.7666666666667","2.4",0,0,3451,0
"323","R_D5ymzyh3g9BSjO9","May 28_1","710","0",4,1,27,0,0,0,"0","17.0333333333333","2.5",0,0,2399,1
"324","R_DAi0lextAZvAqul","Jun 22_3","537","1",7,4,45,0,3,0,"0","37.8666666666667","3.4",0,1,3429,1
"325","R_DdXw5MoXLMQyUSd","Jun 10_1","453","0",2,1,69,0,0,0,"0","15.7333333333333","5",0,0,3000,0
"326","R_DH9dZol1UWK0Pap","Jun 1_3","428","0",4,1,20,0,2,1,"0","11.1333333333333","3.6",0,0,2541,0
"327","R_DHSBaWbSsI9zlBL","May 28_1","725","0",4,4,50,0,1,0,"0","25.1","3",0,0,2459,0
"328","R_dj05i95ysb9VWpj","Jun 8_1","653","0",1,1,69,1,0,0,"1","50","3.3",0,0,2859,0
"329","R_dosCyZJMNLxfddv","Jun 3_1","585","1",3,1,22,0,0,0,"0","20.2333333333333","4",0,1,2689,0
"330","R_DUi8Q5tir1wuNcl","Jun 10_1","457","0",3,1,24,0,1,1,"1","25.6","4.1",0,0,3007,0
"331","R_DvMlnf1XN7FpFlf","Jun 22_3","541","1",6,1,57,1,0,0,"1","19.25","2.2",0,1,3443,0
"332","R_Dvo0EMpfgPn7kQN","Jun 15_3","509","0",4,4,65,1,0,0,"0","60","2.9",0,0,3105,0
"333","R_DwvTwBHPg8SIMBX","Jun 10_1","450","0",1,1,74,1,0,0,"0","21.9333333333333","4.2",0,0,2995,0
"334","R_eEdC4G5GQYO5aAp","Jun 22_3","557","0",1,2,35,1,2,0,"0","10.3833333333333","4.2",0,0,3497,0
"335","R_eeyCzA8RHelVngJ","Jun 10_3","490","1",6,1,67,0,1,1,"1","21.95","5",0,1,2992,0
"336","R_eFfiEnStGFe9AuB","Jun 8_3","691","0",4,1,61,1,0,1,"0","39.8833333333333","5",0,0,2898,0
"337","R_ePyVLpB8rPSuDRL","Jun 8_3","685","0",1,1,47,0,0,0,"0","21.2666666666667","5",0,0,2871,0
"338","R_esQlcxHcFUscJJT","May 28_3","774","0",4,1,31,1,0,0,"0","22.45","2.5",0,0,2412,0
"339","R_O8W1EdZlv1t9WIV","May 28_1","730","0",1,2,36,0,0,0,"1","43.1166666666667","2.2",0,0,2479,0
"340","R_OfkB3iMsXqXjV3X","Jun 10_1","456","0",4,2,71,1,2,0,"0","21.5833333333333","2.1",0,0,3005,0
"341","R_OIiFirfGPf1cvGV","Jun 10_3","499","0",2,2,59,0,0,0,"0","20.8333333333333","3.5",0,0,3033,0
"342","R_OvW1SIRGjQBxClX","May 28_1","705","0",6,3,50,0,2,0,"0","27.2166666666667","2.1",0,0,2386,0
"343","R_OyaQobVrfMtQoaR","May 28_2","740","0",2,1,62,0,0,0,"0","60","5",0,0,2414,0
"344","R_pbL0OPzvXfUf5AZ","Jun 22_3","545","0",4,3,32,0,3,0,"0","14.3166666666667","4",0,0,3458,0
"345","R_pDxquPHx7E73q5X","Jun 3_3","634","0",4,2,48,1,3,0,"0","50.75","3",0,0,2759,0
"346","R_PO3OaDyiYRAL0lP","Jun 1_1","403","1",6,1,18,0,0,1,"1","13.2666666666667","3.7",0,1,2564,0
"347","R_pQUewQ6gn2jkBZ7","Jun 10_3","495","0",3,4,68,0,0,0,"1","35.2166666666667","2.7",0,0,3026,0
"348","R_PTCZpIwWgVQSfnP","Jun 22_3","562","0",1,1,32,1,1,0,"0","23.6333333333333","4.8",0,0,3520,0
"349","R_ptmKfHt6Ksh1k8F","May 28_1","717","0",3,1,29,1,1,0,"0","33.2","2.7",0,0,2418,0
"350","R_PuowkxYdZ1ly7ip","May 28_2","739","1",6,2,28,1,1,0,"0","27.15","4.4",0,1,2413,0
"351","R_qEi66FhFVNTox6F","Jun 8_1","665","0",4,1,46,1,0,0,"1","18.1666666666667","4.3",0,0,2920,0
"352","R_Qn1C22z7Pnug5Q5","Jun 8_3","679","0",4,1,56,1,0,0,"0","13.0833333333333","3.1",0,0,2829,0
"353","R_R4ef5ckKn3SmdxL","May 28_1","727","1",7,3,62,1,0,1,"1","40.5","3.5",0,1,2468,0
"354","R_r8a9mdc2rntsNk5","Jun 8_1","642","0",3,3,31,0,0,0,"0","31.9833333333333","3.4",0,0,2808,0
"355","R_RCYIwGhlp5ytKKZ","Jun 10_1","448","0",5,3,30,1,1,0,"0","19.5166666666667","4.1",0,0,2980,1
"356","R_RFbY9g7uVWlSB9f","May 28_2","736","0",3,1,58,0,1,0,"0","19.5666666666667","4.2",0,0,2389,0
"357","R_RJfCGZPEUygwxhf","Jun 3_1","572","0",3,3,35,1,0,0,"1","29.2","4.6",0,0,2624,0
"358","R_Rm3lvrwUIZUeC5P","Jun 3_3","628","0",2,1,18,0,0,1,"0","12.1166666666667","1.7",0,0,2734,0
"359","R_RQOF1aeJiTociop","Jun 8_1","648","0",4,3,44,1,2,0,"0","29.4166666666667","4.6",0,0,2840,0
"360","R_RwzM4QuIZdbnylX","May 28_1","723","0",4,4,41,0,1,0,"0","19.2333333333333","3.6",0,0,2447,0
"361","R_Ry6QcXCU1AAiIq5","May 28_1","719","1",5,2,19,1,2,0,"0","29.4666666666667","3.6",0,1,2430,0
"362","R_s72lXcorJROkRB7","May 28_3","785","0",6,3,52,1,1,0,"0","54.6666666666667","3.8",0,0,2477,0
"363","R_sGobJE4PqP8NeM1","Jun 1_3","436","0",4,3,55,0,3,1,"0","29.85","5",0,0,2588,1
"364","R_sGYKcyuBDSUIOJz","Jun 22_3","567","1",5,1,28,1,0,NA,"0","8.53333333333333","3.1",0,1,3538,0
"365","R_skaLkXyeuu43DsB","May 28_1","714","0",6,1,21,1,0,0,"0","20.4","3.3",0,0,2410,1
"366","R_SNw6KCtfaoqcyUp","Jun 10_3","491","1",5,3,72,0,1,1,"1","18.6666666666667","4.5",0,1,3002,0
"367","R_STbvrIALUQFn2mZ","Jun 10_1","455","0",3,3,30,1,1,0,"0","38.0833333333333","4.5",0,0,3003,0
"368","R_tG9rbW4vLdi8UW5","Jun 8_1","644","1",7,1,33,0,0,0,"0","46.8","4.5",0,1,2819,0
"369","R_TplFcRPMeKtIEYp","Jun 15_3","524","0",4,1,33,1,1,0,"0","18.1666666666667","1.8",0,0,3209,0
"370","R_Tqle4ViOFjdjoVH","Jun 8_3","687","0",3,2,63,0,1,1,"0","45.9666666666667","4.9",0,0,2883,0
"371","R_u1GZ1czox9wu4lr","Jun 3_3","624","0",3,2,67,0,0,0,"0","51.25","3",0,0,2717,0
"372","R_UaxKmz3ySOqzZ73","Jun 22_3","553","0",2,2,40,1,0,0,"0","26.7","2.8",0,0,3487,0
"373","R_UcMKuOWRXYS4kO5","Jun 15_3","517","0",2,3,63,0,2,0,"0","23.3","3.3",0,0,3163,0
"374","R_UFaaJmkgP3ygEMN","Jun 3_1","598","0",2,2,21,0,0,1,"0","12.6666666666667","3.8",0,0,2730,0
"375","R_uh1bQn0p1I758Ix","Jun 8_3","694","1",2,5,39,0,1,1,"0","15.9333333333333","3.3",0,1,2913,0
"376","R_vjWT4I1cCQa1ExX","Jun 22_3","550","0",2,2,50,1,1,0,"0","15.4833333333333","3.7",0,0,3477,0
"377","R_vk8mcVCnqNYeBQl","Jun 1_3","434","0",3,3,38,0,0,0,"1","24.3166666666667","4.8",0,0,2578,0
"378","R_VQk4pfUpICgx6nf","Jun 10_3","478","1",5,2,50,1,0,0,"0","18.4833333333333","1.7",0,1,2939,0
"379","R_vqzygVO3irlus01","Jun 3_1","584","1",5,4,36,0,1,1,"0","9.93333333333333","3.1",0,1,2684,0
"380","R_W0f6acqy3nHdsEF","Jun 8_3","693","1",7,1,41,0,0,0,"0","7.76666666666667","5",0,1,2909,0
"381","R_w192LRwPGuYchiN","Jun 8_3","696","0",2,1,56,1,0,0,"1","29.9","4.2",0,0,2924,0
"382","R_x015rl1q0zzzfDb","May 28_1","707","0",6,2,29,0,0,0,"0","19.6","4.7",0,0,2393,1
"383","R_xbleAQ8PYA4aqS5","Jun 8_3","668","0",3,4,69,0,2,0,"0","41.9333333333333","3.8",0,0,2786,0
"384","R_xE3mKE5PYmR40et","May 28_3","772","0",2,3,56,0,1,0,"0","15","5",0,0,2398,0
"385","R_xEhFJPtWHYaWB3j","Jun 22_3","531","0",3,1,22,0,1,0,"0","9.66666666666667","3",0,0,3417,0
"386","R_xlPhYEswNTLuV4R","Jun 8_3","686","0",1,3,37,0,2,0,"0","41.8833333333333","4.8",0,0,2878,0
"387","R_XnYSUMsRqcpuzMB","Jun 10_3","479","0",2,1,58,1,1,0,"1","20.15","4.6",0,0,2945,0
"388","R_XqaEXZClkIE9lRf","May 28_3","768","1",6,1,52,1,1,0,"0","48.75","4.5",0,1,2373,0
"389","R_yk084j3S4m8ubLj","Jun 1_1","399","0",1,5,29,1,2,0,"0","11.7333333333333","4.5",0,0,2526,1
"390","R_yPxwUTAMzV1egRr","Jun 15_3","513","0",1,4,60,0,1,0,"0","8.03333333333333","3.8",0,0,3139,1
"391","R_yWssufBgtxtbGdb","Jun 8_1","646","1",1,3,35,1,1,0,"0","13.1166666666667","4.8",0,1,2825,0
"392","R_YXk30W4BeTBtByp","Jun 10_1","467","1",7,1,18,1,0,0,"0","23.9","3.1",0,1,3042,0
"393","R_YXqZIX3yrTOUMyR","May 28_1","700","1",5,3,26,1,2,0,"0","9.56666666666667","3.6",0,1,2370,0
"394","R_Z1BQDmQUpX0Pcgp","Jun 1_3","426","1",7,1,33,1,0,0,"0","35.7333333333333","3.8",0,1,2537,0
"395","R_zdqCK4TJDQmfKW5","Jun 1_3","443","0",1,5,39,0,3,0,"0","17.9666666666667","4.3",0,0,2613,0
