"","Likert_Evaluation","Susc_FN","Treat_Search","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Article_day","ResponseId"
"912",2,0,0,2,28,0,0,0,1,"nov 21_1","R_2bKoHPKiNowagC0"
"913",6,1,1,2,33,1,1,1,0,"nov 21_3","R_3qX0NS1tBiWLotJ"
"914",NA,NA,1,4,56,0,0,0,0,"nov 21_3","R_1eIvYyD32UZvd0u"
"915",6,1,1,3,66,1,1,0,0,"nov 21_3","R_1jHX272DHvT4nIZ"
"916",NA,NA,1,1,71,1,0,0,0,"nov 21_3","R_2vZJlT5qQqdVoE0"
"917",NA,NA,1,3,50,0,1,0,0,"nov 21_3","R_2pXMe7Bf4UbPtY2"
"918",6,1,1,3,44,1,2,0,1,"nov 21_3","R_STaKnSaEuIYlHYl"
"919",2,0,1,1,45,1,0,0,0,"nov 21_3","R_1LzAWOJk51DyGvt"
"920",NA,NA,1,3,51,0,0,1,0,"nov 21_3","R_1qUNF1r3mji9ngA"
"921",2,0,1,3,70,1,1,0,1,"nov 21_3","R_1f7VuN46GbJdgvq"
"922",2,0,1,1,59,1,0,1,0,"nov 21_3","R_3FJSszc8IgowRcf"
"923",2,0,1,3,67,1,1,0,0,"nov 21_3","R_1hZ29Ta3BMgv7Oq"
"924",NA,NA,1,1,63,1,0,0,0,"nov 21_3","R_DvnLnVJefMnfii5"
"925",4,0,1,2,62,1,0,0,0,"nov 21_3","R_12A05PAX2ZoFVbd"
"926",3,0,1,1,54,1,0,0,1,"nov 21_3","R_31WyaUzEY9t9HXD"
"927",3,0,1,3,47,1,1,0,0,"nov 21_3","R_24ObgyeIRrHxHE4"
"928",4,0,1,2,37,1,1,0,0,"nov 21_3","R_27lH1Juv782B6MO"
"929",NA,NA,0,2,30,0,2,0,0,"nov 21_3","R_3nr3uTQk13JiirM"
"930",6,1,0,2,35,0,1,0,0,"nov 21_3","R_25ROoriliwNbpOb"
"931",NA,NA,1,1,71,0,1,1,0,"nov 21_3","R_3hsVSBHh05KwaWl"
"932",3,0,1,1,19,1,0,0,0,"nov 21_3","R_3fk5eZ7uriO6wtZ"
"933",2,0,1,3,77,1,0,0,1,"nov 21_3","R_T59xxif7khthxxT"
"934",6,1,1,2,45,1,0,1,1,"nov 21_3","R_1FrLiQn9z1tbORK"
"935",3,0,1,1,27,1,0,0,0,"nov 21_3","R_1nZVBJIYdKtZRDp"
"936",6,1,1,0,40,1,0,0,1,"nov 21_3","R_1dEz9z9FiHovAx1"
"937",NA,NA,1,1,26,1,1,1,0,"nov 21_3","R_24VXNnEEufgHHih"
"938",1,0,1,1,22,1,1,0,0,"nov 21_3","R_3HwBgoa6gHKZ4Qb"
"939",7,1,1,1,68,1,0,1,1,"nov 21_3","R_28TF6emhQW9ZDHj"
"940",NA,NA,1,1,18,1,1,0,0,"nov 21_3","R_2wyNg2b4g6FrX5N"
"941",1,0,0,1,45,0,1,0,0,"nov 21_3","R_2tKWaCOh1nMRFAz"
"942",NA,NA,0,1,29,0,0,0,0,"nov 21_3","R_2c56UUNqqvrJjvX"
"943",NA,NA,1,1,29,0,0,0,0,"nov 21_3","R_3OfwOTP9o3wLyJJ"
"944",NA,NA,1,3,37,1,0,0,0,"nov 21_3","R_2ZOoR8lEziTVKjZ"
"945",4,0,1,2,51,1,0,0,0,"nov 21_3","R_2ZP9IwddscRWx8K"
"946",1,0,1,3,40,1,1,0,1,"nov 21_3","R_ctEhcw9oTqnVxjr"
"947",1,0,1,1,58,1,1,0,0,"nov 21_3","R_6EG0s4ldq7w6cWR"
"948",NA,NA,1,2,71,0,0,0,0,"nov 21_3","R_3eyS87g3MFQvh0t"
"949",1,0,1,4,36,1,0,0,1,"nov 21_3","R_1OICQvO0KvTd8y5"
"950",4,0,1,1,38,1,2,1,0,"nov 21_3","R_3D7uwC2AvyxAWHC"
"951",6,1,0,1,26,0,1,0,1,"nov 21_3","R_YQTHDyHfyBwn42J"
"952",3,0,0,1,34,1,0,0,0,"nov 21_3","R_1Cv8p9lUGpeuoku"
"953",1,0,0,1,26,0,0,1,0,"nov 21_3","R_3kdHazENBmOGTTR"
"954",4,0,1,2,57,0,0,0,1,"nov 21_3","R_2woasyrfLzmsmwd"
"955",NA,NA,1,4,50,1,3,0,0,"nov 21_3","R_b9R5PNWqVc4FV3b"
"956",NA,NA,1,4,36,1,2,0,0,"nov 21_3","R_32WSJeqqMFGUvd2"
"957",6,1,1,3,59,1,1,1,1,"nov 21_3","R_VU1ZIJFpXAvqsW5"
"958",NA,NA,1,3,38,1,1,0,0,"nov 21_3","R_1n2sSfKc81mXOIN"
"959",3,0,1,3,75,1,2,1,0,"nov 21_3","R_2rl4WW3XhN8LrQr"
"960",4,0,1,1,46,1,0,NA,0,"nov 21_3","R_1onlm0MoSZRTxa4"
"961",1,0,1,4,45,1,2,0,1,"nov 21_3","R_1qb0LjBWjXdohaz"
"962",NA,NA,1,3,30,1,1,0,0,"nov 21_3","R_111Jw8tmiSx7kag"
"963",NA,NA,1,3,61,1,3,1,0,"nov 21_3","R_2OOQzXnslEVqu3y"
"964",NA,NA,1,1,42,0,0,1,0,"nov 21_3","R_2YypBjnLIRwEutt"
"965",NA,NA,1,1,18,1,0,0,0,"nov 21_3","R_3syIJv7MiUCwPuh"
"966",4,0,1,1,23,0,0,1,0,"nov 21_3","R_32W02MFcyDj6hXC"
"967",NA,NA,1,1,24,0,1,0,0,"nov 21_3","R_2zCHfpEz3xnhaMx"
"968",4,0,1,3,25,0,1,0,0,"nov 21_3","R_1TZHVfJYiXsC5HP"
"969",NA,NA,1,3,34,0,1,0,0,"nov 21_3","R_2rHFw66cQNoaG3Q"
"970",NA,NA,1,3,45,1,1,0,0,"nov 21_3","R_2rkN41VzzinjOh1"
"971",NA,NA,0,2,70,1,0,0,0,"nov 21_3","R_2Bwy4nfDdT45LSg"
"972",NA,NA,0,2,43,0,2,1,0,"nov 21_3","R_2zl0RwhbI4FZpUi"
"973",NA,NA,0,4,59,1,3,0,0,"nov 21_3","R_1dA0opz4KMu27Vq"
"974",4,0,0,1,36,1,0,1,0,"nov 21_3","R_3oTJVZwkYw78Zv8"
"975",NA,NA,0,4,67,0,3,1,0,"nov 21_3","R_264kxsOj00GBBYv"
"976",NA,NA,0,2,41,1,1,0,0,"nov 21_3","R_0V4AX8v85KcCIUh"
"977",NA,NA,0,1,45,1,1,0,0,"nov 21_3","R_3ME891Zafkeds3n"
"978",4,0,0,1,34,0,1,1,0,"nov 21_3","R_30vsuthsahEH3Qn"
"979",7,1,1,1,25,1,0,1,0,"nov 21_3","R_2V7IISCSf4MzCom"
"980",NA,NA,1,3,73,0,3,0,0,"nov 21_3","R_3fCMGwMv3t6iZpj"
"981",6,1,1,1,33,1,1,1,1,"nov 21_3","R_2roJIV4RuuEQhXW"
"982",1,0,1,5,51,0,0,0,0,"nov 21_3","R_3G3V66dEfkob0UO"
"983",NA,NA,1,1,22,0,0,0,0,"nov 21_3","R_YbhktfsvWyujeSd"
"984",NA,NA,1,1,51,1,0,0,0,"nov 21_3","R_2Wx5Y0FBt92B5QE"
"985",7,1,1,2,57,1,2,1,1,"nov 21_3","R_2uZDRJsOV8dA6l4"
"986",NA,NA,1,1,58,1,0,0,0,"nov 21_3","R_Q4XXVdoVkgamiUp"
"987",7,1,1,1,19,0,0,1,1,"nov 21_3","R_3NPreV2950DuVyt"
"988",4,0,1,3,41,1,0,0,0,"nov 21_3","R_1prrYLGKPVMAisT"
"989",5,0,1,3,67,0,0,0,1,"nov 21_3","R_WoInlAQnYSI3TO1"
"990",3,0,1,3,20,0,1,0,0,"nov 21_3","R_2OTrUs6PJEVYyZG"
"991",7,1,1,3,61,0,0,1,1,"nov 21_3","R_3pmySwkAb2qWqGK"
"992",6,1,1,3,33,0,1,1,0,"nov 21_3","R_2cASQ3A23WNxsy7"
"993",2,0,1,3,57,0,1,1,1,"nov 21_3","R_3O7CsYTwddn9ENu"
"994",NA,NA,1,3,41,0,2,0,0,"nov 21_3","R_3nT9Syag9Y2WELN"
"995",2,0,1,2,69,0,0,0,0,"nov 21_3","R_3dH9se2w7lwr8Vd"
"996",NA,NA,1,1,37,0,1,0,0,"nov 21_3","R_2s0vjGPIa69qKsG"
"997",4,0,1,1,48,0,1,0,0,"nov 21_3","R_1oI3jmpFx4NFH7n"
"998",3,0,1,2,38,1,0,0,0,"nov 21_3","R_zVho5S1ilnXGW2Z"
"999",6,0,1,3,30,0,0,1,1,"nov 21_3","R_eIZQ5xpEHxEhceR"
"1000",6,1,1,4,48,0,3,0,0,"nov 21_3","R_27CYPAWBvQX4vKh"
"1001",4,0,1,4,61,0,0,1,1,"nov 21_3","R_2DYKwDF4m9hmKA3"
"1002",7,1,1,3,24,0,1,1,1,"nov 21_3","R_bfje9x0FtAYOJ9f"
"1003",3,1,1,2,40,0,1,1,0,"nov 21_3","R_1FS8KoMpDKQQdE5"
"1004",NA,NA,1,1,19,1,0,0,0,"nov 21_3","R_0ibmpDgH8YUS7qF"
"1005",NA,NA,1,2,70,0,0,0,0,"nov 21_3","R_3MQHXqoOb5v9zH9"
"1006",1,0,1,1,55,0,1,0,0,"nov 21_3","R_2XiYGmzoZ7DALIv"
"1007",NA,NA,1,1,51,0,3,0,0,"nov 21_3","R_3PgV0gGwloHzIu4"
"1008",3,0,0,1,81,0,0,1,0,"nov 21_3","R_31HiAkhzYgbt2KG"
"1009",7,1,0,2,44,0,1,1,0,"nov 21_3","R_26kJyENhToWGrVD"
"1010",NA,NA,0,1,26,1,0,0,0,"nov 21_3","R_3EhCmlJKZKK76Fl"
"1011",6,0,1,2,45,0,0,0,1,"nov 21_3","R_sU50RcKk1ZZBgwp"
"1012",5,0,1,4,27,0,0,1,0,"nov 21_3","R_2v6UErEgEJRa4uZ"
"1013",1,0,1,4,67,0,1,0,0,"nov 21_3","R_29cW13pKNoLHhXv"
"1014",2,0,1,2,45,0,0,0,0,"nov 21_3","R_2ymgYEZTeHIfN6Y"
"1015",6,1,1,3,59,0,0,1,1,"nov 21_3","R_3pg3KKqTMyxxJrV"
"1016",3,0,0,2,69,1,0,0,0,"nov 21_3","R_3m9SrzDHVTGz7D3"
"1017",4,0,1,2,31,1,1,1,0,"nov 21_3","R_3Dm1nrhh8kgxFUR"
"1018",1,0,1,4,35,1,2,0,0,"nov 21_3","R_1mKjjkZgx89ORvF"
"1019",2,0,1,3,29,0,0,0,0,"nov 21_3","R_2Yn7FnKRH0TkpmN"
"1020",NA,NA,1,2,29,1,0,0,0,"nov 21_3","R_2tmVcTyX0zStDpP"
"1021",NA,NA,1,3,32,0,1,0,0,"nov 21_3","R_2xQrM4GBN8ZQ8Ta"
"1022",4,0,1,1,25,0,1,NA,0,"nov 21_3","R_O8LRX6PBSkEoIPn"
"1023",NA,NA,1,1,29,0,0,0,0,"nov 21_3","R_2wHzGrAa97QhIDh"
"1024",2,0,1,1,59,0,1,0,0,"nov 21_3","R_1KrRmuInUhYqXpX"
"1025",2,0,1,2,61,0,1,0,1,"nov 21_3","R_1ruY0WXABNAL7L6"
"1026",4,0,1,3,43,0,0,1,1,"nov 21_3","R_3RjtHoVhXBLJORH"
"1027",NA,NA,1,3,35,0,2,0,0,"nov 21_3","R_1FRqbPxSTuz2ACS"
"1028",NA,NA,1,1,36,0,0,NA,0,"nov 21_3","R_3iXwkZXjHa6SVnd"
"1029",7,1,1,3,63,0,0,1,1,"nov 21_3","R_urLoHwBnxcMGJYR"
"1030",7,1,1,3,26,0,2,0,0,"nov 21_3","R_1QDXa3yHMHFx7jU"
"1031",3,0,1,1,53,0,0,0,1,"nov 21_3","R_UZ88BoyFp55GuMF"
"1032",5,0,1,2,34,0,1,0,0,"nov 21_3","R_1CeBvhKaJQKi0bm"
"1033",1,0,1,3,56,0,0,0,0,"nov 21_3","R_eEsAQchCdwgveEN"
"1034",NA,NA,1,3,66,0,3,1,0,"nov 21_3","R_ebn1Cy00FnOxsmB"
"1035",1,0,1,3,26,0,1,0,1,"nov 21_3","R_1duVAVZEJAzS1LG"
"1036",NA,NA,1,4,43,0,3,0,0,"nov 21_3","R_3J8D4NWXVp2FCLj"
"1037",NA,NA,1,1,56,0,0,0,0,"nov 21_3","R_1IF5Czf0wdhPFzA"
"1038",5,1,1,4,33,0,1,1,0,"nov 21_3","R_32R4jXQnhLP72va"
"1039",NA,NA,1,1,45,1,0,0,0,"nov 21_3","R_2QzAtLtbffdXcuB"
"1040",NA,NA,1,2,38,1,2,0,0,"nov 21_3","R_27xSNzNMfCIs4Pi"
"1041",4,0,1,2,32,1,1,1,0,"nov 21_3","R_24BJQolb92MfZWa"
"1042",7,1,1,1,22,1,0,0,0,"nov 21_3","R_2bWroazQ6HsSlw7"
"1043",5,1,1,1,39,1,0,1,1,"nov 21_3","R_2SiARcY87zsOEFc"
"1044",1,0,1,3,40,0,0,0,1,"nov 21_3","R_2urpaoaPKtRvDRx"
"1045",NA,NA,1,4,65,0,1,0,0,"nov 21_3","R_2CDsXGfgcrzEPZp"
"1046",1,0,1,3,63,0,3,0,0,"nov 21_3","R_3R1nkQ9cCOVYMdz"
"1047",NA,NA,1,3,53,0,1,1,0,"nov 21_3","R_1exIigHW2ckG5Zm"
"1048",3,0,1,3,26,0,0,0,0,"nov 21_3","R_2ypzNnNbqMZBUkB"
"1049",1,0,1,3,67,1,1,0,0,"nov 21_3","R_1dst3T34oAE0LlT"
"1050",4,0,1,1,60,0,3,1,1,"nov 21_3","R_116gm6RM1zFX5Tk"
"1051",NA,NA,1,2,58,1,2,0,0,"nov 21_3","R_278Uabg389cvCRN"
"1052",2,0,1,1,58,1,0,0,0,"nov 21_3","R_1ptX2iRIsdPkrCT"
"1053",4,0,1,1,30,1,0,1,0,"nov 21_3","R_28B427m1HmDlf9C"
"1054",4,0,0,2,31,0,1,0,1,"nov 21_3","R_cNfTV4flE4nB3xf"
"1055",1,0,0,2,45,0,1,1,1,"nov 21_3","R_3OkPXxxGIjqyRtg"
"1056",NA,NA,0,1,49,1,2,1,0,"nov 21_3","R_12bvRiWHll1zGJW"
"1057",NA,NA,0,4,70,0,2,1,0,"nov 21_3","R_3nTOBTOYuTT2jfj"
"1058",NA,NA,0,3,29,0,2,0,0,"nov 21_3","R_30cM2JMau2UZ0Im"
"1059",NA,NA,0,3,57,0,1,1,0,"nov 21_3","R_3HKbCjWbcILNhrH"
"1060",NA,NA,0,3,39,0,1,1,0,"nov 21_3","R_291h3ytstrYo3Ez"
"1061",NA,NA,0,3,28,1,0,1,0,"nov 21_3","R_efWP6LMFg29GliN"
"1062",NA,NA,0,1,30,1,0,0,0,"nov 21_3","R_3hiq9EBRL8iu0Ga"
"1063",NA,NA,0,1,41,1,0,0,0,"nov 21_3","R_3NzgMgUkScq0WHM"
"1064",4,1,0,3,47,1,2,1,1,"nov 21_3","R_WATNIyvSNXcHaZH"
"1065",1,0,0,3,70,0,1,0,0,"nov 21_3","R_2sQEFsLANwuQILk"
"1066",3,0,0,3,57,1,1,0,1,"nov 21_3","R_3DXxaRTAisktXl7"
"1067",2,0,0,3,63,0,2,0,1,"nov 21_3","R_1KebMZPW5LGd4CJ"
"1068",NA,NA,0,1,57,1,1,1,0,"nov 21_3","R_2UhMCtKX3GtZvOK"
"1069",NA,NA,0,3,59,1,2,1,0,"nov 21_3","R_3hhc3ZWEmxtXZx1"
"1070",NA,NA,0,1,24,0,0,0,0,"nov 21_3","R_3gXbcoPBpSlejRw"
"1071",NA,NA,0,1,22,0,0,0,0,"nov 21_3","R_12Fvp4PgcMWzCsp"
"1072",7,1,0,1,30,0,1,0,0,"nov 21_3","R_2Tz4aflyAjwOln3"
"1073",7,1,0,2,21,0,1,0,1,"nov 21_3","R_332TyuW0qgEKBRM"
"1074",NA,NA,0,2,28,0,0,0,0,"nov 21_3","R_2bKoHPKiNowagC0"
"1075",3,0,0,1,24,1,0,0,1,"nov 21_3","R_2OJYwJZZ6uEmPVt"
"1076",4,0,1,3,38,0,2,0,1,"nov 21_3","R_3Cp6iar1afvuPa9"
"1077",NA,NA,1,2,24,1,0,0,0,"nov 21_3","R_xiqe7tbyQBaUvUl"
"1078",3,0,1,1,18,0,1,0,1,"nov 21_3","R_27iXONcehQfrikG"
"1079",5,0,1,3,24,0,1,NA,1,"nov 21_3","R_3nNw5Rx5Uwow7P7"
"1080",NA,NA,1,4,73,0,0,1,0,"nov 21_3","R_D8l9HLCZXD60AW5"
"1081",7,1,1,3,24,0,1,1,1,"nov 21_3","R_2XmLmZGsjJQFylO"
"1082",NA,NA,1,3,81,0,0,1,0,"nov 21_3","R_9RyBKg1PmXM6DXb"
"1083",6,1,1,3,43,0,1,1,1,"nov 21_3","R_3jUqjNPOQNEIrH2"
"1084",2,1,1,1,48,0,0,1,0,"nov 21_3","R_3qjSivxOFWHXApf"
"1085",5,1,1,1,18,0,1,0,0,"nov 21_3","R_1jliu2nig50jTR3"
"1086",5,1,0,3,68,0,2,1,0,"nov 21_3","R_1HhIEloG95bOZ8z"
"1087",NA,NA,0,4,67,0,3,1,0,"nov 21_3","R_25yyop3vkCZUpnX"
"1088",5,1,0,3,68,1,1,1,1,"nov 21_3","R_2zC4bqQeIDFeQey"
"1089",7,1,0,1,42,1,0,1,1,"nov 21_3","R_UGPJfkycJgjQKsh"
"1090",2,0,0,3,58,1,0,0,1,"nov 21_3","R_2uwyBlsfjboWVmV"
"1091",NA,NA,0,3,66,1,1,0,0,"nov 21_3","R_5nnz5GR1xLOKti1"
"1092",5,1,0,3,51,1,2,1,0,"nov 21_3","R_1KlM3Cv0wfOgOM2"
"1093",7,1,0,3,65,0,0,1,0,"nov 21_3","R_2SjGrfXZiGqy3ye"
"1094",3,0,0,4,49,1,3,0,0,"nov 21_3","R_Qai7U1L2k4lhGed"
"1095",NA,NA,0,4,67,0,3,0,0,"nov 21_3","R_2VQ6L0XeQSO29oo"
"1096",4,0,0,2,65,0,1,0,0,"nov 21_3","R_27yunL9RpbCzkvs"
"1097",4,1,1,2,45,0,0,0,0,"nov 21_3","R_vYMv6EzABpZaKt3"
"1098",5,0,0,3,55,0,2,1,1,"nov 21_3","R_1K7ne2ZkHPlaCe0"
"1099",4,0,0,2,31,1,3,0,0,"nov 21_3","R_eD8zC6FkMG4lhYZ"
"1100",NA,NA,0,2,49,1,0,0,0,"nov 21_3","R_9AG3Tl0bDkXAbst"
"1101",NA,NA,0,3,37,0,1,0,0,"nov 21_3","R_1OoRGTtrr8duTkB"
"1102",3,0,0,3,44,1,1,0,1,"nov 21_3","R_ULoadyg1nOiI4vf"
"1103",NA,NA,0,4,30,1,1,0,0,"nov 21_3","R_1KlifHBMcILivMK"
"1104",2,0,0,1,74,0,1,0,0,"nov 21_3","R_5anieUIwd9rRiZH"
"1105",NA,NA,0,1,75,1,1,1,0,"nov 21_3","R_DCb5y6n7gVg3hQZ"
"1106",2,0,0,4,67,1,1,0,0,"nov 21_3","R_2zC20MCWaRK7D1H"
"1107",NA,NA,0,2,77,0,0,0,0,"nov 21_3","R_8hT1wsDxjSwBCuJ"
"1108",2,0,0,4,55,1,1,0,1,"nov 21_3","R_3LXAYjJyDziqfnw"
"1109",5,1,0,1,59,1,0,1,1,"nov 21_3","R_2OVgeNP0LJsfKfT"
"1110",NA,NA,0,4,69,0,3,1,0,"nov 21_3","R_1H2krzyc107TtQC"
"1111",6,1,0,4,63,1,1,0,0,"nov 21_3","R_2rju2c1cHX0B6y1"
"1112",4,0,0,3,71,0,2,0,0,"nov 21_3","R_2TH4TP0iIHebgBD"
"1113",4,0,0,4,67,0,2,1,0,"nov 21_3","R_2cinbqCWvntsWna"
"1114",NA,NA,0,1,64,0,0,1,0,"nov 21_3","R_3G8rEOCV6FuYT7U"
"1115",2,0,0,3,68,0,1,0,0,"nov 21_3","R_9F93HPjttipWZln"
"1116",NA,NA,0,4,62,0,3,1,0,"nov 21_3","R_2QGkQ7ZdOP8iVZX"
"1117",4,1,0,4,61,0,1,1,1,"nov 21_3","R_envmSsUkYP6WIHn"
"1118",NA,NA,0,5,39,0,3,1,0,"nov 21_3","R_1dNzUCVeuZOgyUD"
"1119",4,0,0,3,47,1,1,0,0,"nov 21_3","R_3KlokPamJDHDipP"
"1120",NA,NA,0,3,34,1,2,0,0,"nov 21_3","R_1GIlUgykUG3IbpD"
"1121",NA,NA,0,3,85,0,2,0,0,"nov 21_3","R_1oGR0VnK8T7rBVp"
"1122",2,0,0,4,59,0,3,1,1,"nov 21_3","R_2Qo10d63nxCTdx7"
"1123",3,0,0,2,74,1,3,0,0,"nov 21_3","R_1GWzky2zM8qHYm6"
"1124",6,1,0,4,65,0,3,0,0,"nov 21_3","R_R39Un0eqpEMplvj"
"1125",NA,NA,0,4,28,1,0,0,0,"nov 21_3","R_3CT0sIIub4NhPqx"
"1126",5,0,0,3,56,1,2,1,1,"nov 21_3","R_vqukdLyFGHIPrG1"
"1127",NA,NA,0,3,56,0,1,0,0,"nov 21_3","R_1gSForhdi6R9m5P"
"1128",5,0,0,4,35,0,1,0,0,"nov 21_3","R_1hDLaxhuOWqboNi"
"1129",4,0,1,0,73,1,0,1,0,"nov 21_3","R_10U9mDkMoV3mQje"
"1130",NA,NA,1,4,35,1,2,0,0,"nov 21_3","R_2aqXftoLXsSkxb0"
"1131",4,0,1,1,57,1,0,1,0,"nov 21_3","R_qECKAlkcGqYgKlj"
"1132",NA,NA,0,1,39,1,1,0,0,"nov 21_3","R_2pR0qBiWwuD65SM"
"1133",NA,NA,0,2,40,1,1,1,0,"nov 21_3","R_1l6PYe0Jlhdr3D4"
"1134",NA,NA,0,2,42,0,0,1,0,"nov 21_3","R_1rODiH3ElDEgroQ"
"1135",5,0,0,1,42,1,1,0,0,"nov 21_3","R_BGu7WW3nUySPNYd"
"1136",4,0,0,2,31,1,2,0,1,"nov 21_3","R_110GW2T6h9DRAiB"
"1137",1,0,0,3,45,0,3,0,0,"nov 21_3","R_3dXNoemMF5OE9Mo"
"1138",1,0,1,1,22,0,0,0,1,"nov 21_3","R_1lnQVxc4oCLInHo"
"1139",3,0,1,2,56,0,3,NA,0,"nov 21_3","R_1DHJucKv5RVNQZG"
"1140",7,1,1,1,83,0,0,1,1,"nov 21_3","R_3M3uolbcYUhV40J"
"1141",NA,NA,1,3,36,0,1,1,0,"nov 21_3","R_2YkUj0e3NhLL4EW"
"1142",6,1,1,4,33,0,2,1,0,"nov 21_3","R_3KYBVp36gPDQT9A"
"1143",NA,NA,1,4,40,0,1,0,0,"nov 21_3","R_xrQ4INUEuLQNuvf"
"1144",7,1,1,2,23,0,0,0,0,"nov 21_3","R_3Ge71OPCI6vsB9g"
"1145",5,1,0,1,33,0,1,0,1,"nov 21_3","R_0PxwamhY2wFdYQN"
"1146",1,0,0,3,36,1,0,0,0,"nov 21_3","R_2aQzyg40idmXLpy"
"1147",4,0,0,4,49,1,1,0,0,"nov 21_3","R_1mOZeNBe3wf80EQ"
"1148",NA,NA,0,4,48,0,3,0,0,"nov 21_3","R_3iIl3r9YFV3nQb8"
"1149",4,0,0,2,49,1,2,0,0,"nov 21_3","R_1GQYKTL9OUbrstj"
"1150",3,0,0,4,46,0,3,0,1,"nov 21_3","R_11ZzGi20SLPy1Gy"
"1151",4,0,0,1,45,1,0,0,0,"nov 21_3","R_Av8Cua8A0OJDt2p"
"1152",5,0,0,3,50,1,1,0,1,"nov 21_3","R_Rf40mfQykoRU5bj"
"1153",1,0,0,3,41,1,1,1,0,"nov 21_3","R_xaRKbtpWH3UJh6N"
"1154",NA,NA,0,1,29,0,0,0,0,"nov 21_3","R_xu9ILo5cIhenKYp"
"1155",5,1,0,3,49,0,1,0,1,"nov 21_3","R_2lc2prPdKvVhM65"
"1156",NA,NA,0,4,43,1,1,0,0,"nov 21_3","R_1GWw7gIVK32hfcF"
"1157",2,0,0,3,33,1,1,0,1,"nov 21_3","R_1rjOVOESTDxvhQ4"
"1158",4,0,0,3,46,1,3,1,0,"nov 21_3","R_r1tVeIeEB0eHXQl"
"1159",4,0,0,1,40,1,1,NA,0,"nov 21_3","R_3j9fE0cagFAUzjo"
"1160",4,0,0,3,31,1,2,1,1,"nov 21_3","R_d5thmQSxlUDVA9X"
"1161",4,0,0,3,46,1,2,0,1,"nov 21_3","R_3nOavpymD50TiN8"
"1162",4,0,0,2,42,1,1,1,1,"nov 21_3","R_2PiMvvTnINqZdBy"
"1163",5,1,0,1,37,1,0,1,0,"nov 21_3","R_3lLmbI3jPQ6k291"
"1164",5,1,0,1,49,1,0,0,0,"nov 21_3","R_xxfoYrdtW1C2tvX"
"1165",2,0,1,4,28,1,0,0,0,"nov 21_3","R_2QgLNWwjja71Ajs"
"1166",4,0,1,2,33,1,0,0,0,"nov 21_3","R_12eTbKKazx0Yqaa"
"1167",NA,NA,1,4,79,1,0,0,0,"nov 21_3","R_2DRCpGSra8O5Nui"
"1168",6,1,1,1,53,1,1,0,0,"nov 21_3","R_1DNoYiFnvbl2SS6"
"1169",5,0,0,1,36,1,1,0,0,"nov 21_3","R_3JyJXxNA0ndr81w"
"1170",NA,NA,0,1,32,1,1,1,0,"nov 21_3","R_D2W95pXwx5yIBTr"
"1171",4,0,0,2,46,1,1,1,0,"nov 21_3","R_1FCzwyuo4g86pVs"
"1172",NA,NA,0,1,31,1,1,0,0,"nov 21_3","R_3HNxQfogPgoJXje"
"1173",5,1,0,1,39,1,1,0,0,"nov 21_3","R_9O0bcWcB8QNp14t"
"1174",4,0,0,4,38,1,3,0,0,"nov 21_3","R_1F2soRKXkrj2P59"
"1175",NA,NA,0,3,51,0,1,1,0,"nov 21_3","R_241TKM52QH5LetG"
"1176",1,0,0,3,55,0,3,1,1,"nov 21_3","R_UhIBFLYUa3rMewp"
"1177",2,0,0,4,57,0,2,1,1,"nov 21_3","R_3DcP9l2Tiiz8nTU"
"1178",1,0,0,3,56,1,3,1,0,"nov 21_3","R_1ONXxuuDKrzoOUS"
"1179",4,0,0,4,56,0,2,0,1,"nov 21_3","R_6yTFTW3SkeFRVKN"
"1180",NA,NA,0,3,37,1,1,0,0,"nov 21_3","R_1r8pGLlZ8TKHCvq"
"1181",7,1,0,4,50,0,3,1,1,"nov 21_3","R_3NVy3jJErtItfrP"
"1182",4,0,0,4,38,0,1,1,0,"nov 21_3","R_eKauGt7qA8goETL"
"1183",7,1,0,4,40,0,3,1,1,"nov 21_3","R_sGAJU9HoKXlvt1T"
"1184",2,0,0,3,50,0,2,0,0,"nov 21_3","R_2dKlDgNncivu9sE"
"1185",4,0,0,1,38,1,1,0,0,"nov 21_3","R_2CHVOSlFtpdWn8S"
"1186",4,1,0,4,37,1,2,0,1,"nov 21_3","R_1nMVnNGCmUbvR1P"
"1187",4,0,0,1,19,1,0,0,0,"nov 21_3","R_AcWaiM2otukbjnr"
"1188",NA,NA,0,3,66,1,1,0,0,"nov 21_3","R_31mHiwlDp15sVBf"
"1189",2,0,0,3,39,0,1,1,1,"nov 21_3","R_30ibmnhxdubNCrq"
"1190",NA,NA,0,1,71,1,0,0,0,"nov 21_3","R_12o3sBZFRPzN7h9"
"1191",4,0,0,1,72,1,2,1,0,"nov 21_3","R_xnPgrl6ZGqyOorD"
"1192",2,0,0,4,43,1,2,1,0,"nov 21_3","R_3NODfTolywCbC3i"
"1193",4,0,0,2,55,0,0,0,0,"nov 21_3","R_2ysisYXx1oSJYpy"
"1194",NA,NA,0,1,34,1,0,0,0,"nov 21_3","R_DhE18VJ0x4pSjPr"
"1195",NA,NA,0,4,58,1,0,NA,0,"nov 21_3","R_31hhOlqYRrPIlYH"
"1196",NA,NA,0,3,64,0,2,1,0,"nov 21_3","R_1ML47YxNrF7rZrK"
"1197",1,0,0,1,28,1,0,0,0,"nov 21_3","R_23TzpIVR06XHgM9"
