"","ResponseId","Article_day","True_Dummy","Treat_Search","Age","Dummy_Congruence","Education_Score","Gender","Income_Score","Dig_Lit_Avg","Article","X","Search_Online"
"263","R_1JIsrQZ7eAXsarV","dec 5_4",0,0,21,0,2,1,1,"4.8","4",1193,0
"264","R_1jka6N3N9Efqm1U","dec 3_5",1,0,60,0,1,0,2,"4.4","5",792,0
"265","R_1JKJwkKoMO88xSa","jan 6_4",1,0,36,0,5,0,1,"4.4","4",12565,1
"266","R_1JKJwkKoMO88xSa","jan 6_5",1,0,36,1,5,0,1,"4.4","5",2421,1
"267","R_1jlkR2zEFVd4yT4","dec 4_4",0,0,56,0,0,0,0,"2.4","4",986,0
"268","R_1jlkR2zEFVd4yT4","dec 4_5",0,0,56,0,0,0,0,"2.4","5",6058,0
"269","R_1jMV8uSnFn6BbkL","dec 3_4",0,0,35,0,2,1,2,"3.9","4",11033,0
"270","R_1joDVLeaB9e7qji","jan 7_4",1,0,32,0,3,0,1,"3.7","4",2593,0
"271","R_1joDVLeaB9e7qji","jan 7_5",1,0,32,1,3,0,1,"3.7","5",7665,0
"272","R_1JPCtDELwg7crn8","dec 11_4",1,0,33,NA,1,1,0,"2.9","4",6646,0
"273","R_1jqXnoG9hniCPAB","jan 6_5",1,0,31,1,4,0,3,"4.9","5",7587,0
"274","R_1jrjOHzytDrQsiV","nov 20_4",1,0,38,0,2,0,0,"4","4",10571,0
"275","R_1jrjOHzytDrQsiV","nov 20_5",0,0,38,0,2,0,0,"4","5",427,0
"276","R_1jTIhG3amxYLMD6","dec 11_4",1,0,25,0,3,1,2,"5","4",6667,0
"277","R_1jTIhG3amxYLMD6","dec 11_5",1,0,25,0,3,1,2,"5","5",1595,0
"278","R_1juN3PssUsgwIlT","dec 4_5",1,0,72,0,3,0,1,"4.5","5",6059,0
"279","R_1jwHlcsUxU73mJ2","dec 10_4",0,0,63,0,1,1,0,"2","4",11611,0
"280","R_1K39gqDnSbEXJp8","dec 10_5",0,0,53,0,4,1,0,"4.6","5",1489,0
"281","R_1K6XRA4QGscpfbY","dec 10_4",0,0,49,0,3,1,3,"3.3","4",6480,0
"282","R_1K6XRA4QGscpfbY","dec 10_5",1,0,49,0,3,1,3,"3.3","5",11552,0
"283","R_1K9kkBKDLdxmdUc","dec 4_4",1,0,57,0,3,0,2,"4","4",11080,0
"284","R_1K9kkBKDLdxmdUc","dec 4_5",1,0,57,0,3,0,2,"4","5",936,0
"285","R_1KeBbnAhx8iyCSO","dec 10_5",1,0,31,0,1,0,0,"4.1","5",6429,0
"286","R_1KebMZPW5LGd4CJ","nov 21_5",1,0,63,0,3,0,2,"3.7","5",494,0
"287","R_1KlifHBMcILivMK","nov 21_4",1,0,30,0,4,1,1,"3.3","4",10674,0
"288","R_1KlifHBMcILivMK","nov 21_5",1,0,30,0,4,1,1,"3.3","5",5602,0
"289","R_1KlM3Cv0wfOgOM2","nov 21_4",0,0,51,0,3,1,2,"4.4","4",559,0
"290","R_1kXHqfuYpuv8CSc","nov 20_5",0,0,72,0,2,0,1,"1.5","5",375,0
"291","R_1kYYEOx8pCE1bLZ","jan 6_5",0,0,25,NA,4,1,0,"2.7","5",12683,0
"292","R_1l4SG28196FaKmo","nov 20_5",1,0,21,0,1,1,1,"3.4","5",5511,0
"293","R_1l6PYe0Jlhdr3D4","nov 21_4",0,0,40,0,2,1,1,"3.9","4",5673,0
"294","R_1l6PYe0Jlhdr3D4","nov 21_5",1,0,40,0,2,1,1,"3.9","5",601,0
"295","R_1l6UD8xhN9KqYvp","dec 9_4",0,0,46,0,2,1,1,"3.8","4",1301,0
"296","R_1l9O38XnP9tZtOL","dec 11_4",1,0,60,0,1,1,0,"2.1","4",6588,0
"297","R_1LCBfhNKazrgkcC","nov 20_4",0,0,42,0,0,1,0,"4","4",10581,0
"298","R_1LcUEKSNmN7T2pS","jan 7_5",1,0,60,0,3,1,2,"3.9","5",2714,0
"299","R_1Ld60p5okFbRAGj","dec 4_4",1,0,37,0,4,1,3,"3.6","4",989,0
"300","R_1LFIzc9DySHAST7","dec 3_4",1,0,63,1,1,0,1,"3.6","4",5979,0
"301","R_1Lkzgp4HAaVH8W2","dec 5_4",1,0,61,1,4,0,3,"3.8","4",11217,0
"302","R_1llOmQhBbOZjOxI","nov 20_4",1,0,29,0,1,1,0,"4.2","4",10487,0
"303","R_1llOmQhBbOZjOxI","nov 20_5",1,0,29,0,1,1,0,"4.2","5",5415,0
"304","R_1Lo1HmZTJWWYKfJ","dec 9_4",0,0,77,0,2,0,2,"4.9","4",6320,0
"305","R_1LOjhDxqKtbci19","dec 9_5",1,0,26,0,0,1,0,"4.1","5",11470,0
"306","R_1LpbuMzHDQCJ1mi","nov 20_5",1,0,31,0,1,0,0,"4.2","5",396,0
"307","R_1lrCkKrRhQxx1I9","jan 7_4",1,0,71,0,3,1,0,"3.4","4",7763,0
"308","R_1LShwxXzm04H511","dec 3_4",0,0,28,0,5,0,1,"4.1","4",5834,0
"309","R_1LvNZalx1oE7tCU","dec 10_5",1,0,35,0,5,1,0,"3.9","5",1441,0
"310","R_1LXAvcyc1i3viII","nov 21_4",0,0,20,0,1,1,0,"3","4",5666,0
"311","R_1LXAvcyc1i3viII","nov 21_5",0,0,20,0,1,1,0,"3","5",10738,0
"312","R_1mDkOuETo4ueamW","jan 6_4",1,0,59,0,3,1,0,"4","4",2505,0
"313","R_1mDUpXFE7KsZMmK","dec 11_5",0,0,63,0,1,1,1,"2.6","5",11682,0
"314","R_1mepspXyODX4x1w","dec 3_4",1,0,33,1,3,1,2,"2.8","4",840,0
"315","R_1MJQ5bePs0FzfGp","jan 7_4",0,0,67,0,1,1,0,"1.7","4",2594,0
"316","R_1MJQ5bePs0FzfGp","jan 7_5",1,0,67,0,1,1,0,"1.7","5",12738,0
"317","R_1ML47YxNrF7rZrK","nov 21_5",0,0,64,0,3,0,2,"4.3","5",5574,0
"318","R_1mOZeNBe3wf80EQ","nov 21_4",1,0,49,0,4,1,1,"4.4","4",5647,0
"319","R_1mrA8SY07dqHSdM","dec 10_4",0,0,31,0,3,1,0,"4.9","4",11562,0
"320","R_1mrA8SY07dqHSdM","dec 10_5",1,0,31,0,3,1,0,"4.9","5",6490,0
"321","R_1MRNj2ggvmrbCvj","dec 10_4",1,0,65,0,3,0,1,"4.7","4",6560,0
"322","R_1MRNj2ggvmrbCvj","dec 10_5",1,0,65,0,3,0,1,"4.7","5",11632,0
"323","R_1MTeV8zkgswZemY","jan 6_4",1,0,47,0,4,0,3,"5","4",2451,0
"324","R_1mW9XwC1o1662eT","dec 5_4",1,0,68,1,3,0,3,"2.2","4",1120,0
"325","R_1MYyhPFV0Js0aA5","dec 3_5",0,0,70,0,2,0,1,"4","5",10957,0
"326","R_1N3cm1cyevTdyhT","dec 4_4",0,0,30,0,1,1,0,"4.8","4",1051,1
"327","R_1n907VmbEcaxGkH","nov 20_4",0,0,34,0,1,0,0,"4.2","4",395,0
"328","R_1n907VmbEcaxGkH","nov 20_5",1,0,34,0,1,0,0,"4.2","5",10539,0
"329","R_1N9dYSarinQc5sl","dec 11_4",0,0,43,NA,1,1,0,"2.6","4",11652,0
"330","R_1N9dYSarinQc5sl","dec 11_5",0,0,43,NA,1,1,0,"2.6","5",1508,1
"331","R_1NDNvgXauYu6eVO","dec 4_4",0,0,70,0,1,0,0,"1.6","4",6014,0
"332","R_1NDNvgXauYu6eVO","dec 4_5",1,0,70,0,1,0,0,"1.6","5",11086,0
"333","R_1NfvtKI0DQIvfNO","dec 11_4",1,0,27,0,2,1,0,"4.2","4",1598,0
"334","R_1Ng0gvH0bjYcsXs","dec 10_5",0,0,33,0,1,0,0,"2.5","5",1404,0
"335","R_1NgXx9wE23e1fP8","dec 3_5",1,0,53,0,1,0,0,"2.9","5",5981,0
"336","R_1NmOGwHccjLpX2U","jan 7_4",1,0,30,0,4,0,0,"4.4","4",12784,0
"337","R_1NmOGwHccjLpX2U","jan 7_5",1,0,30,0,4,0,0,"4.4","5",2640,1
"338","R_1nMVnNGCmUbvR1P","nov 21_4",1,0,37,0,4,1,2,"4.1","4",5644,0
"339","R_1nO1TZ5WKhw2LIE","jan 7_4",0,0,30,0,3,1,1,"2.9","4",2724,0
"340","R_1NrWeg6Gw3VPAfL","dec 11_4",1,0,55,0,1,1,0,"4.2","4",11670,0
"341","R_1nTOQWZb29uKO0z","nov 20_4",0,0,44,0,1,1,0,"4.2","4",10604,0
"342","R_1nTOQWZb29uKO0z","nov 20_5",1,0,44,0,1,1,0,"4.2","5",460,0
"343","R_1nU8Z2DanaiN1hy","nov 20_4",1,0,72,0,3,1,2,"4.5","4",10544,0
"344","R_1NwYerMPC7E8nGK","jan 7_5",1,0,56,1,2,0,1,"4.3","5",2570,1
"345","R_1NxfYNZanZA036x","dec 11_4",1,0,49,0,5,0,1,"4.8","4",11760,0
"346","R_1NxfYNZanZA036x","dec 11_5",1,0,49,0,5,0,1,"4.8","5",6688,0
"347","R_1nYNCnZOpvHQLMF","jan 7_5",1,0,45,NA,1,0,1,"3.9","5",2600,0
"348","R_1NzdwuQFuhDknGQ","dec 4_4",1,0,49,0,4,0,3,"3.5","4",6002,0
"349","R_1Nzvgz3K8MNkHFN","dec 3_4",0,0,27,0,5,1,2,"2.2","4",5935,0
"350","R_1o69VhVoIxe678r","nov 20_5",1,0,31,0,1,0,0,"4.5","5",5474,1
"351","R_1o6jlBVLrHTwc7h","dec 9_5",1,0,68,0,1,0,3,"3.8","5",6297,0
"352","R_1o7GfPxwD2vOXCG","dec 11_4",1,0,38,0,1,0,1,"4.3","4",6576,0
"353","R_1oFifqfSeJPxesi","dec 10_5",0,0,39,0,3,0,2,"3.8","5",1400,0
"354","R_1oGR0VnK8T7rBVp","nov 21_5",1,0,85,0,3,0,2,"3.2","5",5620,0
"355","R_1ohxW7BuRCWdsZY","dec 5_4",1,0,69,0,4,0,1,"3.6","4",6188,0
"356","R_1oil7Uxa1Kkc50u","jan 6_5",1,0,26,1,1,0,2,"4.2","5",12628,0
"357","R_1OknMUT9eV9uWPT","dec 5_4",1,0,26,1,3,1,0,"3.6","4",1169,0
"358","R_1OknMUT9eV9uWPT","dec 5_5",1,0,26,0,3,1,0,"3.6","5",11313,0
"359","R_1ONqsqcJCU83suD","dec 4_4",1,0,51,0,2,0,1,"3.7","4",6007,0
"360","R_1ONqsqcJCU83suD","dec 4_5",1,0,51,0,2,0,1,"3.7","5",935,0
"361","R_1ONsZ9jrVTsruLK","dec 5_5",0,0,91,0,1,0,1,"4","5",11208,0
"362","R_1ONXxuuDKrzoOUS","nov 21_4",0,0,56,0,3,1,3,"4.5","4",10708,0
"363","R_1ONXxuuDKrzoOUS","nov 21_5",1,0,56,0,3,1,3,"4.5","5",564,0
"364","R_1OOFzUavc98p2Qf","dec 4_4",1,0,42,0,2,1,0,"5","4",6093,0
"365","R_1OoRGTtrr8duTkB","nov 21_4",1,0,37,0,3,0,1,"4.8","4",5600,0
"366","R_1OOUaTi8ngsE89w","dec 3_4",1,0,55,1,3,0,2,"3.3","4",801,0
"367","R_1OOUaTi8ngsE89w","dec 3_5",0,0,55,0,3,0,2,"3.3","5",5873,0
"368","R_1OpHj0h4hJXfs03","nov 20_4",0,0,59,0,1,1,0,"3.1","4",362,0
"369","R_1OpHj0h4hJXfs03","nov 20_5",1,0,59,0,1,1,0,"3.1","5",5434,0
"370","R_1OQdedXww93dHzT","jan 7_4",0,0,38,0,1,0,2,"3.5","4",7760,0
"371","R_1OrirFhis2GL18t","dec 9_4",1,0,34,0,1,1,0,"1.8","4",6407,0
"372","R_1OSPTDltv2tOuHh","dec 10_5",0,0,50,0,3,1,2,"3.8","5",1459,0
"373","R_1otiEmPswQrGgLs","nov 20_4",1,0,29,0,5,1,1,"4.8","4",5528,0
"374","R_1otik7X3RJKSTrq","dec 11_5",1,0,24,0,3,1,1,"3.2","5",6644,0
"375","R_1OVMCbL7rlHxMQn","nov 20_5",0,0,74,0,5,0,3,"3.4","5",10563,0
"376","R_1owgDZZ42aNgyNd","dec 5_4",0,0,27,0,1,1,0,"2.2","4",6236,0
"377","R_1P0jlc95hv7VfCq","dec 4_5",1,0,49,0,4,0,3,"5","5",949,0
"378","R_1P1rHWoVsDK1Ge1","dec 9_5",1,0,73,0,2,0,2,"4.8","5",11405,0
"379","R_1P2fJRkzG0nxRfH","nov 20_5",1,0,30,0,3,1,2,"4.6","5",5406,0
"380","R_1P7rJW98rsO5pYn","dec 11_4",0,0,70,0,1,0,0,"1.8","4",11708,0
"381","R_1Pd6D6nXw60Ophd","dec 4_5",1,0,26,0,3,0,0,"5","5",6030,0
"382","R_1pEuoa2XZSgEWEJ","nov 20_4",0,0,70,0,3,1,1,"3.4","4",5500,0
"383","R_1pEuoa2XZSgEWEJ","nov 20_5",1,0,70,0,3,1,1,"3.4","5",10572,0
"384","R_1pJVY0UvTptjS9e","dec 5_5",1,0,63,0,3,0,0,"3.3","5",11244,0
"385","R_1plpfoWGsAUNosn","nov 20_4",1,0,29,0,4,1,1,"3.6","4",455,0
"386","R_1pMQJqNspjJbrnP","jan 7_5",0,0,47,0,1,1,2,"4","5",7723,0
"387","R_1pQYaTaqOvpBXNe","dec 3_4",1,0,23,1,3,1,1,"4.6","4",5916,0
"388","R_1pRJwRq8QH6wytk","jan 7_4",1,0,52,0,4,1,1,"1.5","4",7780,0
"389","R_1pRJwRq8QH6wytk","jan 7_5",0,0,52,0,4,1,1,"1.5","5",2708,0
"390","R_1PRVFI1yEqU9Qdj","dec 11_5",0,0,67,0,1,1,0,"3.3","5",1497,0
"391","R_1ps5xSACjv6nXWK","dec 11_4",1,0,61,0,1,1,0,"2.6","4",11654,0
"392","R_1ps5xSACjv6nXWK","dec 11_5",1,0,61,0,1,1,0,"2.6","5",6582,0
"393","R_1pS6qYmcwRuu5PX","nov 20_5",1,0,41,0,1,1,0,"4.5","5",5452,0
"394","R_1psAApbErIiNAYG","dec 10_4",0,0,23,0,1,0,1,"4","4",11503,0
"395","R_1pSW6mTCz4sE6Em","dec 5_4",1,0,27,0,1,1,0,"3.3","4",1189,0
"396","R_1pSW6mTCz4sE6Em","dec 5_5",1,0,27,0,1,1,0,"3.3","5",6261,0
"397","R_1pxjg2mRBgJrCIX","dec 10_5",1,0,32,0,1,1,0,"4","5",1386,0
"398","R_1pYjihQh4aEcwcc","jan 6_5",0,0,73,1,4,1,0,"3.5","5",7624,0
"399","R_1q3BeaFpiuytVyP","jan 6_5",0,0,24,1,3,1,1,"4.4","5",7625,1
"400","R_1q4aAkLSyVKGDbK","dec 4_4",1,0,71,0,3,0,1,"3.1","4",981,0
"401","R_1Q6g1t2O3iRX4tB","dec 3_4",1,0,59,0,3,0,1,"4.8","4",11057,0
"402","R_1Q6g1t2O3iRX4tB","dec 3_5",1,0,59,0,3,0,1,"4.8","5",913,0
"403","R_1q83SHLTvD7UbbM","jan 6_4",1,0,35,0,4,0,1,"3.9","4",7550,1
"404","R_1q83SHLTvD7UbbM","jan 6_5",0,0,35,0,4,0,1,"3.9","5",2478,0
"405","R_1QcjXXZliWWjL6G","dec 4_4",1,0,40,0,3,0,2,"3","4",980,0
"406","R_1QcjXXZliWWjL6G","dec 4_5",0,0,40,0,3,0,2,"3","5",11124,0
"407","R_1QEP2P8bO7Mfofd","dec 3_5",1,0,28,0,4,1,1,"3.3","5",5904,0
"408","R_1QF6lAVhRdMRaFg","nov 20_5",1,0,28,0,2,1,1,"3.8","5",5405,0
"409","R_1QivZh6F6fZLWCq","dec 9_5",1,0,67,0,4,0,1,"4","5",11353,0
"410","R_1Qlncy0XFsHC79k","jan 6_4",1,0,52,NA,1,1,1,"4","4",2532,0
"411","R_1QlRsM6X24cQK1t","jan 7_4",1,0,49,0,3,0,1,"4.7","4",7702,0
"412","R_1QlRsM6X24cQK1t","jan 7_5",0,0,49,0,3,0,1,"4.7","5",2630,0
"413","R_1QmSCjJ3JzoWGHh","nov 20_4",1,0,71,0,3,0,1,"2.2","4",411,0
"414","R_1QrpfdqBqe6EJYr","dec 10_4",0,0,34,0,3,0,1,"5","4",1383,1
"415","R_1QtHYxVxuL1rRge","dec 4_4",0,0,65,0,4,0,1,"3","4",955,0
"416","R_1qV8WSuI26eZSNf","nov 20_4",0,0,45,0,3,1,2,"3.6","4",338,0
"417","R_1qV8WSuI26eZSNf","nov 20_5",1,0,45,0,3,1,2,"3.6","5",10482,0
"418","R_1r18RHziO9uzMkN","dec 3_5",0,0,47,0,1,0,1,"2","5",802,0
"419","R_1r3nKaId4UtJ9cK","dec 4_4",1,0,21,0,1,1,0,"4.2","4",6118,0
"420","R_1r6eapGZOjiCpIY","dec 5_4",0,0,28,0,5,1,2,"4.5","4",1177,1
"421","R_1r8pGLlZ8TKHCvq","nov 21_5",1,0,37,0,3,1,1,"4","5",5638,0
"422","R_1rADhFjFVITxfZ9","jan 7_4",0,0,34,0,3,1,2,"2.1","4",12866,0
"423","R_1rADhFjFVITxfZ9","jan 7_5",0,0,34,0,3,1,2,"2.1","5",2722,0
"424","R_1rAEXbonBuXb1Be","jan 7_4",1,0,36,0,4,1,1,"1.5","4",2690,1
"425","R_1rcznQaDoS8V5hG","jan 7_4",1,0,29,0,4,0,0,"4.3","4",7720,1
"426","R_1rcznQaDoS8V5hG","jan 7_5",1,0,29,1,4,0,0,"4.3","5",2648,0
"427","R_1reT1rvdoM2x3ZQ","nov 20_4",1,0,63,0,1,0,0,"3.9","4",5430,1
"428","R_1rfxNhDIozPJovX","dec 9_4",1,0,71,0,3,0,1,"2.4","4",1216,0
"429","R_1rfxNhDIozPJovX","dec 9_5",1,0,71,0,3,0,1,"2.4","5",11360,0
"430","R_1rIh3vCoT90zkg7","dec 3_4",1,0,59,0,3,0,3,"3.9","4",912,0
"431","R_1rIh3vCoT90zkg7","dec 3_5",1,0,59,0,3,0,3,"3.9","5",5984,0
"432","R_1rjOVOESTDxvhQ4","nov 21_4",0,0,33,0,3,1,1,"2.9","4",585,0
"433","R_1rjOVOESTDxvhQ4","nov 21_5",1,0,33,0,3,1,1,"2.9","5",10729,0
"434","R_1rJvi57sz7jO2wA","dec 9_5",1,0,44,0,4,0,3,"4.3","5",6349,0
"435","R_1rJvz54addLwmHi","dec 10_4",1,0,43,0,1,1,1,"3.6","4",11605,0
"436","R_1rk1O27pXlYmVcO","dec 5_4",1,0,44,1,3,1,1,"4.9","4",1175,0
"437","R_1rk1O27pXlYmVcO","dec 5_5",1,0,44,0,3,1,1,"4.9","5",11319,0
"438","R_1rODiH3ElDEgroQ","nov 21_5",1,0,42,0,2,0,0,"3.5","5",602,0
"439","R_1rpmN2dkVZQ19Pv","dec 9_4",1,0,38,0,3,0,2,"4.4","4",1268,0
"440","R_1rpmN2dkVZQ19Pv","dec 9_5",1,0,38,0,3,0,2,"4.4","5",6340,0
"441","R_1rrlAcU5MtocNOO","dec 10_4",0,0,55,0,4,1,0,"3.7","4",6567,0
"442","R_1rrlAcU5MtocNOO","dec 10_5",1,0,55,0,4,1,0,"3.7","5",11639,0
"443","R_1rxHIEP32qGFxNQ","dec 3_4",0,0,71,0,5,0,3,"5","4",917,1
"444","R_1rxjJh0XTHCVFFw","nov 20_4",1,0,49,0,1,1,0,"3.8","4",5520,0
"445","R_1Y0UirhSJgvhExr","dec 11_5",0,0,65,0,1,0,0,"2","5",1532,0
"446","R_1zFU9lNtGsRO0JX","dec 3_5",1,0,64,0,2,0,3,"4.4","5",5875,0
"447","R_20p7boD5SOwS9Sp","dec 9_5",1,0,32,0,3,1,1,"4.1","5",11447,0
"448","R_20StH4i18y8b0Gq","nov 20_5",1,0,30,0,3,1,1,"5","5",10582,1
"449","R_20U0mHKjYI6qqa8","dec 9_4",0,0,47,0,1,1,3,"4.9","4",6374,0
"450","R_20U0mHKjYI6qqa8","dec 9_5",1,0,47,0,1,1,3,"4.9","5",1302,0
"451","R_211EYGsaxOer1fh","nov 20_4",0,0,40,0,3,1,2,"2.4","4",10589,0
"452","R_211EYGsaxOer1fh","nov 20_5",1,0,40,0,3,1,2,"2.4","5",445,0
"453","R_211iymyMt5BPAGL","dec 5_5",1,0,45,0,4,0,3,"3.3","5",11223,0
"454","R_21BbxGw7pNuLIJc","jan 6_5",0,0,42,0,1,0,2,"5","5",2516,0
"455","R_21FdTX85aijk48s","dec 10_5",1,0,36,0,3,1,2,"4.8","5",6523,0
"456","R_21G9h0zcZn1Hk10","dec 5_4",1,0,69,1,3,0,2,"3.7","4",11267,0
"457","R_21HrKyFk1m9kx74","jan 6_4",1,0,30,0,3,1,1,"5","4",7628,0
"458","R_21HrKyFk1m9kx74","jan 6_5",1,0,30,1,3,1,1,"5","5",2556,0
"459","R_21jlviPOrOtHclC","dec 3_4",0,0,56,0,3,0,2,"2.8","4",10917,0
"460","R_21n7pKbseMCSzJ4","dec 4_4",1,0,58,0,3,0,3,"3.5","4",961,0
"461","R_21zaZGAmwDKOD7i","dec 10_5",1,0,72,0,3,1,0,"4.4","5",11612,0
"462","R_22A1fHurIqpRBCt","jan 7_5",0,0,22,0,1,0,0,"1.1","5",7733,0
"463","R_22KAno9qvlDVSRE","dec 3_5",1,0,46,0,3,1,3,"4.2","5",11015,0
"464","R_22Lksno94mqn3Ft","dec 10_5",1,0,36,0,4,0,1,"3.7","5",11533,0
"465","R_22M4AMrNRu8IGnY","dec 11_5",1,0,63,0,1,1,2,"2.4","5",1522,0
"466","R_22o9c5awD5NNGhM","dec 9_4",1,0,66,0,5,0,3,"4","4",11357,0
"467","R_22o9c5awD5NNGhM","dec 9_5",1,0,66,0,5,0,3,"4","5",1213,0
"468","R_22rdgyEphbLrAp4","dec 3_4",0,0,55,1,4,0,3,"5","4",807,0
"469","R_22rdgyEphbLrAp4","dec 3_5",1,0,55,0,4,0,3,"5","5",10951,0
"470","R_22s6THcLqHQRmVv","dec 10_5",1,0,18,0,1,1,0,"1.6","5",11489,0
"471","R_22sp7dVoeuMESi3","dec 4_4",1,0,30,0,3,1,0,"4.6","4",6102,0
"472","R_22sp7dVoeuMESi3","dec 4_5",1,0,30,0,3,1,0,"4.6","5",1030,0
"473","R_22SueXtl0COKbgy","nov 20_4",1,0,53,0,1,0,0,"5","4",5482,1
"474","R_22SueXtl0COKbgy","nov 20_5",1,0,53,0,1,0,0,"5","5",410,1
"475","R_22tpHt700zlFhAQ","nov 20_5",1,0,55,0,1,0,1,"3.9","5",349,0
"476","R_22VX3w23x5jLKV6","nov 20_5",1,0,56,0,1,0,1,"3.8","5",10533,0
"477","R_22YAmPzLrAMn99z","dec 5_4",1,0,68,1,2,0,0,"3.4","4",11235,0
"478","R_22YAmPzLrAMn99z","dec 5_5",0,0,68,0,2,0,0,"3.4","5",1091,0
"479","R_22yQH122MZ9zQ8U","dec 9_4",1,0,47,0,1,1,3,"3.6","4",6395,0
"480","R_22yQH122MZ9zQ8U","dec 9_5",1,0,47,0,1,1,3,"3.6","5",1323,0
"481","R_231Cxb6dkoo6kBF","jan 6_5",0,0,61,0,1,0,2,"4.5","5",2429,0
"482","R_231y4F4sF3WVQHU","nov 20_4",0,0,43,0,2,1,1,"2.6","4",5523,0
"483","R_231y4F4sF3WVQHU","nov 20_5",1,0,43,0,2,1,1,"2.6","5",10595,0
"484","R_234vvgu8N8nOc18","nov 20_4",1,0,43,0,1,1,2,"4.9","4",477,0
"485","R_234vvgu8N8nOc18","nov 20_5",1,0,43,0,1,1,2,"4.9","5",5549,0
"486","R_2390KJgaZvL23Lp","dec 4_4",0,0,44,0,1,1,0,"5","4",992,0
"487","R_2390KJgaZvL23Lp","dec 4_5",1,0,44,0,1,1,0,"5","5",11136,0
"488","R_23dc2R3v0ugNlDA","dec 3_5",0,0,52,0,5,0,3,"5","5",10901,0
"489","R_23fpN56aeW1For7","dec 9_4",0,0,35,0,3,0,3,"5","4",1272,0
"490","R_23TzpIVR06XHgM9","nov 21_4",1,0,28,0,1,1,0,"5","4",5695,0
"491","R_23ZyKrErwTY8VjJ","jan 7_4",0,0,70,0,1,1,0,"2.5","4",7651,0
"492","R_241TKM52QH5LetG","nov 21_4",0,0,51,0,3,0,1,"4.4","4",480,0
"493","R_247zMu3qhzDX0Si","dec 5_4",1,0,30,1,1,1,1,"4.1","4",1174,1
"494","R_247zMu3qhzDX0Si","dec 5_5",1,0,30,0,1,1,1,"4.1","5",11318,0
"495","R_24CBi6SGdmFpR17","dec 10_5",0,0,58,0,2,1,0,"5","5",11553,0
"496","R_24cUyDYi7rIAnd3","dec 5_4",0,0,55,0,3,0,1,"4.1","4",1089,0
"497","R_24GWrG5AOU4YKgh","jan 7_5",1,0,31,1,3,0,2,"3.6","5",7644,1
"498","R_24jCc7ShfZLkXvY","jan 6_4",1,0,43,0,1,1,0,"3.5","4",12675,0
"499","R_24kEnXh8Rxpqqgr","dec 9_4",0,0,47,0,3,1,1,"4.4","4",6360,1
"500","R_24l7pqzhkQ8u0Ur","dec 10_4",0,0,39,0,3,1,3,"5","4",11526,0
"501","R_24nPEb7n3SpsQ8y","dec 9_4",1,0,67,0,4,0,1,"3.6","4",1226,0
"502","R_24oNED7yumTck1v","dec 9_4",1,0,48,0,1,1,0,"4.4","4",11439,0
"503","R_24OyElMr4owEAN9","dec 10_5",1,0,42,0,3,1,2,"4.2","5",1456,0
"504","R_25BnnviW8vdkarI","jan 6_4",1,0,20,0,2,0,2,"3.1","4",7512,0
"505","R_25GCWPzWUKb3RQ7","dec 9_4",1,0,68,0,3,0,0,"4.2","4",1240,1
"506","R_25GCWPzWUKb3RQ7","dec 9_5",1,0,68,0,3,0,0,"4.2","5",6312,0
"507","R_25GVyZrF9bdDHC8","dec 9_4",0,0,49,0,3,0,3,"4.3","4",1205,0
"508","R_25GVyZrF9bdDHC8","dec 9_5",1,0,49,0,3,0,3,"4.3","5",11349,0
"509","R_25MFNqhAT8dAPiL","dec 5_4",1,0,52,1,3,0,0,"5","4",11255,1
"510","R_25R7RSyqcveywpw","dec 9_5",1,0,68,0,4,0,1,"4.3","5",11390,0
"511","R_25sZ85JVkF2PVQ8","dec 11_4",0,0,32,0,3,1,2,"3.4","4",6655,0
"512","R_25sZ85JVkF2PVQ8","dec 11_5",1,0,32,0,3,1,2,"3.4","5",11727,0
"513","R_25tgATjQyjHlpnS","dec 9_5",1,0,37,0,3,1,1,"4.6","5",6359,0
"514","R_25TKgMtqAC54tfN","dec 3_4",0,0,68,1,3,0,0,"2.6","4",915,0
"515","R_25XdQXXW55TsDI5","jan 7_4",1,0,70,0,1,1,0,"2","4",12793,0
"516","R_25yyop3vkCZUpnX","nov 21_4",0,0,67,0,4,0,3,"4","4",5586,0
"517","R_25yyop3vkCZUpnX","nov 21_5",1,0,67,0,4,0,3,"4","5",10658,0
"518","R_262BMyqkugz7r9F","dec 3_4",0,0,31,0,3,1,1,"3.8","4",873,0
"519","R_262BMyqkugz7r9F","dec 3_5",1,0,31,0,3,1,1,"3.8","5",11017,0
"520","R_262qopnWtZt3Ael","dec 3_5",1,0,72,0,4,0,1,"2.4","5",823,0
"521","R_264kxsOj00GBBYv","nov 21_4",1,0,67,0,4,0,3,"3.5","4",523,0
"522","R_264kxsOj00GBBYv","nov 21_5",1,0,67,0,4,0,3,"3.5","5",5595,0
"523","R_2691rqv98bq3r5P","dec 9_5",1,0,83,0,4,0,2,"4.3","5",1259,0
"524","R_26bUnkLR429ysNF","jan 7_4",1,0,54,0,3,1,3,"4.9","4",12857,0
"525","R_26bUnkLR429ysNF","jan 7_5",1,0,54,0,3,1,3,"4.9","5",2713,0
"526","R_26eUncff8pgYuQL","dec 3_4",0,0,35,1,2,1,1,"2.4","4",5937,0
"527","R_26eUncff8pgYuQL","dec 3_5",1,0,35,0,2,1,1,"2.4","5",865,0
