ResponseId,Ideology_Score
R_1CqhO9KfUAhlh17,-2
R_2EbeWKvC6w3WCgS,0
R_skaLkXyeuu43DsB,-2
R_1i2Ry4bDV14yo4A,-2
R_1cYZ4vSZ5tmLr29,0
R_ptmKfHt6Ksh1k8F,-2
R_3HHuiAjYtaljXeP,2
R_Ry6QcXCU1AAiIq5,-1
R_2srAFncmAoI9F1n,1
R_2VfQJvWH54kgSYl,-2
R_3fABEeh0mSKsoJJ,0
R_RwzM4QuIZdbnylX,0
R_cCl73MsDJgxTeSd,0
R_DHSBaWbSsI9zlBL,-2
R_2DXPwFjsYEaCbRs,-2
R_R4ef5ckKn3SmdxL,2
R_2DLKq1fM8mEHq5R,1
R_1mseSITXdb13Vhj,-1
R_O8W1EdZlv1t9WIV,-3
R_3IPPIXanc5wkdGU,-2
R_3NRlwYIAQhyiHCR,1
R_3CDW1JG8az3Trtg,0
R_3EAcMYxP0hAWDV9,0
R_1DBdDegsP0SoC0P,-1
R_RFbY9g7uVWlSB9f,3
R_2eQmO1gSCQGrzV9,-1
R_2RaFuesumaO1hbL,1
R_PuowkxYdZ1ly7ip,-2
R_OyaQobVrfMtQoaR,0
R_3J9hW2k7BmRpc0V,0
R_20SZ8kqOuHMw14U,0
R_5vxW67jcj0Va0Tv,3
R_3p5dx7jTVGHywvp,2
R_2aCwCiaef7Yvom8,-3
R_2zzFCXv0Qt3VVJc,-2
R_3lGQaO6mcB48UH5,2
R_1QAX6fWTA1dptIX,3
R_2xJYeQWw2prOo6g,-2
R_29mMtQKHKkTau4a,1
R_1n0DGEAGZvm0CcR,3
R_27HiyuFOovgOgtH,2
R_2aXFMTOLWlLcBLQ,-2
R_1TwUKK9JHezY8XT,1
R_C2jXrlO13okgtkB,1
R_1DGPTdYVwG1kTDA,1
R_1H7tp9dzQWglj84,0
R_1jlYgI3GtyllKM1,1
R_3NO5w1bhWG9SvqS,1
R_2sNCTmvxVCOSrDz,-3
R_1i3dl2Z3zi2sTIk,0
R_3j86hL0YovaYYHi,-2
R_2rCaiXGSyEa9FYT,-2
R_2TGiHJ0p28eC3iQ,2
R_3dMukShxrZx2Y3H,-3
R_1ignUkBJIRKjVAs,2
R_23UAym36NvSTYqo,-2
R_XqaEXZClkIE9lRf,-2
R_AtFUQykhgb9Cmzv,1
R_3kL1LziyJu3Bxp0,3
R_24vi69sYMb6s6ve,-3
R_xE3mKE5PYmR40et,3
R_12Fr9I3WYkk0b7x,0
R_esQlcxHcFUscJJT,1
R_27lFVcynsQvO8oR,-2
R_1jkyxBVpkWQanKE,-1
R_2zwmSymN5F8rdtJ,0
R_2zXX4gHZJ08FHJk,1
R_40ih2iBRRbDLNXb,-2
R_3O8ixOasrTG3JiK,0
R_AFICeAoYF98yCKB,1
R_1q9wwCg7uRUfhqG,0
R_33jneYhWn0xpGja,-2
R_1pxj4VAa0xK5tu4,3
R_s72lXcorJROkRB7,0
R_2D7vPF0Yi0UHLhk,-2
R_2TLyQVJu46hn5So,-1
R_3nCQniMnF4KOJqU,-3
R_3MMUt3fnZK09Vhu,2
R_8HXCR8e9Ek8CGmB,-1
