"","ResponseId","Article_day","True_Dummy","Likert_Evaluation","Treat_Search","Age","Dummy_Congruence","Education_Score","Gender","Income_Score","Dig_Lit_Avg","X","Search_Online"
"253","R_1QEP2P8bO7Mfofd","dec 3_1",0,2,0,2.8,0,4,1,1,"3.3",10976,0
"254","R_1qgtrsEWLt4xvJh","jan 8_1",0,1,0,2.9,0,3,0,0,"4.5",12890,0
"255","R_1QmSCjJ3JzoWGHh","nov 20_1",0,4,0,7.1,0,3,0,1,"2.2",10555,0
"256","R_1QtPjzHEjzqMEpd","dec 3_2",0,2,0,6.5,1,3,0,3,"4.8",10952,0
"257","R_1qU3V3dogNTOxnm","jan 13_1",1,6,0,6.9,0,3,0,1,"2.9",13237,0
"258","R_1qVVanvPSBT7Wuk","feb 6_2",1,7,0,6,0,3,0,3,"4.7",15111,1
"259","R_1r23ONQg1zQlFj9","feb 6_3",0,3,0,4.1,0,3,1,1,"4.1",15179,0
"260","R_1r39IRViujftMPm","jan 13_1",0,4,0,4.5,0,3,0,2,"2.4",13242,0
"261","R_1r3nKaId4UtJ9cK","dec 4_1",1,6,0,2.1,0,1,1,0,"4.2",11190,0
"262","R_1r3vjcsOxlKw09O","dec 11_1",0,1,0,7.3,1,1,1,0,"1.8",11665,0
"263","R_1r8pGLlZ8TKHCvq","nov 21_1",0,2,0,3.7,0,3,1,1,"4",10710,0
"264","R_1rNbsfd6CJTp4yt","feb 4_1",1,5,0,5.5,1,2,1,1,"5",14801,0
"265","R_1rqskOtQLhd9IEL","feb 5_1",1,7,0,3.2,1,3,0,2,"4.5",14940,1
"266","R_1rxHIEP32qGFxNQ","dec 3_2",0,1,0,7.1,1,5,0,3,"5",11061,0
"267","R_1rxjJh0XTHCVFFw","nov 20_3",0,2,0,4.9,0,1,1,0,"3.8",10592,0
"268","R_1SUFaXzsNvsDnWx","feb 6_3",0,4,0,4.1,0,3,1,0,"4.2",15212,0
"269","R_1XtEhjmRQtFZyGB","dec 18_1",0,3,0,4.5,0,1,0,1,"3.9",12306,0
"270","R_1zFU9lNtGsRO0JX","dec 3_2",0,4,0,6.4,0,2,0,3,"4.4",10947,0
"271","R_20oz9stXNT7Aegp","dec 2_3",0,2,0,5.6,0,4,0,3,"4.3",10812,1
"272","R_20Pa7967DCYiN4K","dec 19_1",1,7,0,5.6,0,1,1,0,"2.9",12463,0
"273","R_20U3LMFzBzxuc9e","jan 27_3",0,4,0,7.3,0,4,0,3,"3.2",14477,0
"274","R_217DnEM2ETYeDGA","feb 4_3",0,3,0,2.1,0,2,0,0,"3.3",14749,0
"275","R_21A6gdr9bo1cMZ3","jan 8_1",1,6,0,4.2,0,3,0,1,"4.3",12892,0
"276","R_21Fmr6lIWXrKlu1","feb 5_3",0,2,0,3.5,0,3,1,1,"4.6",15034,0
"277","R_21HSVvjq4VxhxKY","feb 5_1",0,2,0,3.4,0,3,1,2,"4.6",15030,0
"278","R_21mMWASTk4OgUXX","dec 16_1",0,2,0,2,0,1,0,1,"3.9",11955,0
"279","R_21yAMkeZptkyqfn","dec 16_1",1,5,0,4,0,2,1,0,"4.5",12049,0
"280","R_21zkljbw48z8Zvb","jan 27_3",0,5,0,5.8,0,1,0,0,"3.6",14438,0
"281","R_22PHYjROX3CBYsg","jan 8_4",0,7,0,2.4,0,2,0,1,"2.9",12962,1
"282","R_22SueXtl0COKbgy","nov 20_1",0,1,0,5.3,0,1,0,0,"5",10554,1
"283","R_22t3KWnWPGkX33K","dec 16_1",0,4,0,3,NA,1,0,1,"1.2",11997,0
"284","R_22tpHt700zlFhAQ","nov 20_1",0,3,0,5.5,0,1,0,1,"3.9",10493,0
"285","R_234vvgu8N8nOc18","nov 20_3",0,3,0,4.3,0,1,1,2,"4.9",10621,0
"286","R_237isPEIdohxLVD","feb 4_3",0,4,0,6.6,0,2,0,2,"2.8",14788,0
"287","R_237Q4cRiVTjibE8","jan 27_3",1,6,0,7.8,0,3,0,2,"2.8",14341,0
"288","R_23TzpIVR06XHgM9","nov 21_1",0,1,0,2.8,0,1,1,0,"5",10767,0
"289","R_241Xfq0SnuQyOML","dec 2_3",1,3,0,6.8,0,3,0,1,"3.9",10848,0
"290","R_24BEp8IrQz61RmY","dec 19_1",0,7,0,3.3,0,3,1,1,"3.4",12412,0
"291","R_24BpdgliMARBOpI","jan 27_3",0,4,0,5.6,0,1,0,0,"3.4",14464,0
"292","R_24cTWnuflvy7aJm","dec 17_1",0,6,0,6,1,2,0,0,"3",12149,0
"293","R_24DisbonoGCnD0T","jan 13_2",0,5,0,4.6,0,2,1,0,"4.4",13339,0
"294","R_24hCzMU9xekX8hK","jan 13_1",1,7,0,3.3,0,4,0,1,"2.5",13270,0
"295","R_24OyElMr4owEAN9","dec 10_2",0,3,0,4.2,0,3,1,2,"4.2",11600,0
"296","R_24uTPmqKEH2rINM","feb 6_3",0,1,0,5.2,0,3,1,1,"4.4",15176,0
"297","R_25N0aXYhT5ASieS","dec 2_3",0,4,0,8.1,0,3,0,3,"1.5",10829,0
"298","R_25ROoriliwNbpOb","nov 21_1",1,6,0,3.5,0,2,0,1,"3.8",10760,0
"299","R_25yL1sWQbB0nnKd","jan 13_2",1,7,0,1.9,NA,1,1,1,"4.7",13198,0
"300","R_262qopnWtZt3Ael","dec 3_2",0,3,0,7.2,1,4,0,1,"2.4",10967,0
"301","R_265D2EJGxHARIxO","jan 27_3",0,1,0,3.5,0,1,1,0,"3.8",14338,1
"302","R_268Ad3SDjMWvW0s","jan 27_3",1,4,0,3.1,NA,1,1,0,"2.2",14517,0
"303","R_26hfgFVmH7dGMvl","dec 4_1",0,4,0,3.5,0,3,1,1,"3",11164,0
"304","R_26lKGY7IPWP5qQe","nov 20_3",0,2,0,6.8,0,5,0,1,"3.9",10509,0
"305","R_271daBD4vNPrHIk","dec 19_1",1,6,0,5.7,0,2,0,2,"4.8",12408,0
"306","R_274fg3EJv77BZ81","dec 11_3",1,7,0,3.9,0,3,0,1,"4.1",11785,0
"307","R_2784AdPeaOGCnKY","dec 10_2",0,4,0,5.7,0,3,1,0,"3.1",11637,0
"308","R_278tTLQrFMuJiOY","feb 5_3",0,4,0,7.5,0,4,0,1,"3.8",14915,0
"309","R_279xo0SvAkFh6NZ","dec 11_1",0,4,0,2.2,0,3,1,0,"3.5",11737,0
"310","R_27eAOgaxn3mcWaf","dec 3_2",0,2,0,8.2,0,3,0,3,"4",10928,0
"311","R_27JP36Ni7apXPHw","feb 4_1",1,5,0,6.4,1,2,0,1,"5",14852,0
"312","R_27Jxu7ybtOWyJyy","feb 5_3",1,4,0,4.5,0,4,1,3,"4.4",15035,0
"313","R_27sqiKugW7KiGNU","dec 10_1",0,4,0,5.5,1,2,0,0,"1.6",11521,0
"314","R_28CJN01Fkq6U4Q1","dec 18_1",0,4,0,2.9,0,1,0,1,"3",12284,0
"315","R_28CZNf3ZHv0iobn","feb 6_3",0,1,0,2.9,1,3,0,2,"4.4",15075,0
"316","R_28M5AQNW133UStd","nov 20_1",0,1,0,7.1,0,1,1,1,"5",10495,0
"317","R_28XOZfFjzdmTzvT","nov 20_3",0,4,0,7.7,0,4,1,3,"4.1",10545,0
"318","R_29bKUNJOwmoLUcH","dec 10_1",1,6,0,5,1,4,1,3,"4.2",11558,0
"319","R_2A1dPaoM8UBVzdX","dec 11_3",0,4,0,3.5,1,1,0,0,"3.1",11705,0
"320","R_2a8r0tfvJl1TEt8","dec 17_1",0,4,0,3.5,NA,1,0,1,"1",12172,0
"321","R_2aD2nrXd70x7MeZ","dec 18_1",0,2,0,6.9,0,1,1,1,"2.9",12252,0
"322","R_2AG1oY71yyIAHKj","nov 20_1",1,7,0,6.4,1,3,0,2,"3.5",10521,0
"323","R_2akL6YWBAjpyeJK","jan 6_1",1,6,0,4.3,0,4,0,3,"4.4",12562,0
"324","R_2ALqyPXznRRgig6","feb 4_1",0,3,0,2.9,1,4,1,2,"4.1",14824,0
"325","R_2alrZpUcPJSm6uY","jan 13_2",0,1,0,7.3,0,1,1,3,"3",13268,0
"326","R_2aluzXEaBjp8oMn","jan 13_1",1,5,0,3.2,0,1,1,1,"2",13315,0
"327","R_2aM39Z2uXCPvddg","dec 18_1",1,5,0,3.6,1,3,1,0,"2.3",12369,1
"328","R_2anybhmY8x1t43v","dec 11_1",1,4,0,4.5,1,1,0,0,"2.7",11690,0
"329","R_2aQBOUae7rXCWrH","feb 4_3",0,6,0,5.7,0,1,0,0,"4.5",14802,0
"330","R_2aY9oORYzV8Rp2p","jan 21_1",1,7,0,7.5,1,1,1,1,"3.8",13884,0
"331","R_2b0QbfWytAcPsUO","dec 12_1",0,2,0,3.3,1,3,0,3,"4.5",11804,0
"332","R_2bDcxOlAN0l3cE9","jan 27_3",1,6,0,3.5,0,1,1,0,"4.7",14408,0
"333","R_2BmTJe8KFQ5aMnW","feb 4_3",0,2,0,4.3,0,3,1,2,"4",14901,0
"334","R_2BwYrGVQvlvR6GI","dec 11_3",0,4,0,6.7,1,4,0,0,"3",11751,0
"335","R_2c56UUNqqvrJjvX","nov 21_1",0,1,0,2.9,0,1,0,0,"4.5",10758,0
"336","R_2c5fnCHrtAKXg0e","feb 4_3",0,5,0,4.4,0,2,0,1,"2.7",14759,0
"337","R_2cBBFpOpkaXiB2d","nov 20_3",1,6,0,4.4,0,4,0,3,"3.8",10550,0
"338","R_2cbwHUrfl54DGM1","dec 19_1",0,1,0,3,NA,0,0,0,"4.8",12414,0
"339","R_2ccDJSHcUz9aTf3","dec 3_1",0,2,0,3.5,0,1,1,1,"4.8",11048,0
"340","R_2ccI4Q0bjXXdh20","dec 4_2",0,2,0,2,0,2,1,3,"4",11179,0
"341","R_2Cfywwm3jbQDdQw","jan 6_1",0,3,0,2.9,0,5,1,3,"4.5",12689,0
"342","R_2CHVOSlFtpdWn8S","nov 21_3",0,4,0,3.8,0,1,1,1,"3.8",10715,0
"343","R_2cinbqCWvntsWna","nov 21_1",0,4,0,6.7,1,4,0,2,"5",10684,0
"344","R_2ckL6wvD9n6Y9Fr","dec 2_3",0,3,0,7.6,0,3,0,3,"3.8",10820,1
"345","R_2CkwGOpaqtfDYxZ","dec 18_1",0,3,0,4.5,0,1,1,0,"3.2",12281,1
"346","R_2co0Rxg1W6qOd39","jan 21_3",1,6,0,3.1,0,1,0,1,"3.8",13827,0
"347","R_2coWugMTawM2DUU","dec 10_1",0,1,0,5.9,0,1,1,0,"4.8",11508,0
"348","R_2CPmoRF835v6Ord","jan 8_4",0,4,0,3.5,0,3,1,2,"4.6",12987,0
"349","R_2CT99rwjWI142IQ","feb 4_1",0,1,0,4.5,0,5,1,3,"4.3",14886,0
"350","R_2Cv9gkoxHGEGy9Y","dec 4_1",0,5,0,1.9,0,2,1,1,"3.3",11137,0
"351","R_2CVcwuaDDUr9xY3","nov 20_1",1,6,0,4.2,1,3,1,2,"4.6",10580,0
"352","R_2CWarSZo4r2lW9y","jan 27_3",0,5,0,4.4,0,5,0,3,"4.5",14396,1
"353","R_2cwRr0NlllmIiZC","feb 4_1",1,4,0,2.2,1,3,0,1,"4",14790,0
"354","R_2czRO5VblJfxhlY","dec 3_2",0,3,0,3.2,1,2,1,0,"4.2",11023,0
"355","R_2D1azn5r0B0LOyd","jan 21_1",0,4,0,3.9,0,3,0,0,"3.1",13911,0
"356","R_2D8hf7w9HZcJ3q4","feb 4_3",0,1,0,2.5,0,3,0,0,"4.1",14777,0
"357","R_2dmv45Xb4vbcHH4","feb 6_2",0,5,0,5.3,1,3,0,0,"5",15157,0
"358","R_2dndlF2m39j0Zf2","jan 8_4",0,4,0,4.2,0,4,0,3,"4.3",12899,0
"359","R_2dnogEXmq0y36Rb","jan 13_1",0,6,0,4.4,0,3,1,0,"4.8",13367,0
"360","R_2DOAo3yet0WmN0d","dec 10_2",0,1,0,3.6,0,3,1,0,"4.6",11561,0
"361","R_2DSrO7JHc4gLNKC","dec 10_2",1,5,0,3.8,0,3,0,2,"3.2",11495,0
"362","R_2duUvGSc3uYjMGa","dec 19_1",1,7,0,4.7,0,1,0,2,"4.6",12459,1
"363","R_2dX7jK0jmFInNem","jan 13_2",0,5,0,6.5,1,3,1,2,"4",13348,0
"364","R_2dyyX4NRootZprY","jan 21_1",1,6,0,6.3,0,2,1,2,"3.7",13815,0
"365","R_2DZfn6gfVdg12B8","jan 28_1",0,4,0,7.3,0,4,0,3,"3.8",14643,0
"366","R_2E11DdMS4HraJJ4","nov 20_3",0,5,0,2,0,1,1,1,"3.8",10615,0
"367","R_2e2zNV8eXi2Z02V","feb 6_2",0,4,0,5.9,1,2,1,0,"4.1",15132,0
"368","R_2EcsXEVQao1Tx3k","dec 12_1",1,7,0,3.3,0,1,0,0,"3",11857,0
"369","R_2eRUQKn2rwVnxXI","jan 8_4",0,4,0,3.8,0,2,0,0,"1.5",12925,0
"370","R_2eUP3PM0y9gJRMh","feb 6_2",0,2,0,2.7,1,3,0,0,"4.3",15099,0
"371","R_2eXAAVpbvQy09VX","jan 21_1",0,2,0,3.8,0,4,0,2,"4.8",13929,1
"372","R_2EyIgUxveTLWZ52","dec 2_3",0,4,0,6.4,0,4,0,1,"4.1",10780,0
"373","R_2EzypAdo2LfI5Rp","dec 11_3",0,4,0,4.3,0,3,0,3,"3.5",11782,0
"374","R_2f3OA4F210AaYqO","feb 4_1",0,2,0,6.6,0,1,0,0,"2.9",14853,0
"375","R_2f6vk7QsXxdtubK","feb 4_1",0,3,0,1.9,0,2,1,0,"3.6",14808,0
"376","R_2f9i5DJwLrMpGRB","dec 10_2",1,4,0,2.5,0,1,0,0,"4.8",11494,0
"377","R_2fBTcdgCYcsGl5s","dec 4_1",0,3,0,2.1,0,3,1,3,"4.7",11155,0
"378","R_2fByBtNovsXieRE","dec 4_2",0,2,0,2,0,1,1,0,"4",11194,1
"379","R_2fdkZAhD0jJlWQR","dec 16_1",1,7,0,1.8,0,0,1,0,"3",12041,1
"380","R_2ffJSksc77ADQQ0","dec 17_1",0,4,0,5.2,0,1,1,1,"3",12164,0
"381","R_2fjjjhpDP1MgfdV","feb 6_3",0,2,0,2,0,1,0,2,"3.8",15112,0
"382","R_2lc2prPdKvVhM65","nov 21_3",1,5,0,4.9,0,3,0,1,"4.5",10727,0
"383","R_2OJYwJZZ6uEmPVt","nov 21_3",0,3,0,2.4,0,1,1,0,"3.1",10766,0
"384","R_2P5Qut9Hu3j8D0b","jan 21_1",1,6,0,3,1,2,1,1,"2.6",13944,0
"385","R_2P6CKK4kBeaXFBa","jan 27_3",0,4,0,4.2,0,1,1,1,"3.2",14504,0
"386","R_2PAVIzjxXGs2s52","jan 21_1",0,4,0,6.2,NA,1,1,0,"2.8",13820,0
"387","R_2PcKAwhWqF1Kdsy","dec 18_1",0,3,0,2.3,0,2,0,0,"3.8",12320,0
"388","R_2Pd0GvNiCCyEamU","dec 3_1",0,5,0,6.7,0,3,0,1,"5",10930,0
"389","R_2PiCkuk4fVHK7lJ","dec 18_1",1,6,0,6.6,0,1,1,1,"3.7",12287,1
"390","R_2Pjt2kDuAR5q8Zi","feb 4_1",1,6,0,3.5,1,4,0,3,"4.6",14856,0
"391","R_2pMIZzqKxPGvnEL","jan 21_3",0,2,0,3.2,1,3,0,1,"5",13793,0
"392","R_2PnDQxTBhARCTCl","nov 20_3",1,4,0,6.9,0,3,0,0,"3.6",10504,0
"393","R_2pQQa2ha8uF0d5K","jan 8_1",0,4,0,3.2,0,3,1,1,"3.8",13005,0
"394","R_2PuLAEklt05RS8E","dec 18_1",0,1,0,5.7,1,3,0,0,"1.9",12323,0
"395","R_2pXBNv9v6ELXWhB","dec 4_2",0,4,0,3.7,NA,1,1,1,"3.1",11153,0
"396","R_2pYaVbPlY1EwWVB","jan 8_1",0,3,0,3,0,3,1,1,"4.1",13016,0
"397","R_2q9NwBP5TAnfBi7","feb 5_1",0,1,0,3.1,NA,3,1,1,"4",15051,0
"398","R_2QDtAzcm0nbkSgd","jan 13_2",0,4,0,3.4,0,3,0,1,"2.9",13273,0
"399","R_2qdtdpLNgqlMFSA","jan 21_3",1,6,0,3.9,0,2,0,0,"2.7",13922,0
"400","R_2QKiQrzVzxNr0nz","jan 21_1",1,6,0,5.6,0,3,0,3,"4.4",13883,0
"401","R_2ql3xubnLSOjDq9","dec 2_3",0,4,0,3.5,0,2,1,1,"3",10879,0
"402","R_2QlcYR4aIylYOZC","dec 17_1",1,7,0,3.8,1,2,0,0,"4.6",12171,0
"403","R_2QmRmGNJOaD7Eoh","jan 13_2",0,1,0,5.7,0,2,1,0,"4.2",13369,0
"404","R_2Qo10d63nxCTdx7","nov 21_3",0,2,0,5.9,1,4,0,3,"5",10693,0
"405","R_2qpxPfak7vj39E8","jan 21_1",1,2,0,2.2,0,3,1,1,"4.2",13831,0
"406","R_2qqo37beE5q7Tc1","dec 10_1",1,6,0,6.2,1,1,0,0,"1.8",11594,1
"407","R_2QQZ1lEV6ugQinj","dec 11_3",0,4,0,5,1,3,0,2,"3.1",11784,0
"408","R_2qrfdQEzYCsp3Wc","jan 8_4",0,1,0,4.6,1,3,0,0,"3.9",12982,0
"409","R_2QrJUrQQjtQnMJi","jan 21_3",0,2,0,6.9,0,1,0,0,"3.1",13874,0
"410","R_2qryarCAJb713cZ","jan 27_3",0,4,0,2.1,0,1,1,0,"2.8",14509,0
"411","R_2QsX7RQqPbxzu1k","dec 3_1",0,4,0,4.1,0,3,1,3,"2.8",10981,0
"412","R_2QtbbjwAl09Yowe","dec 16_1",1,7,0,3.4,1,2,0,1,"4.1",11939,0
"413","R_2QtvQR927HFOYGG","feb 4_3",0,4,0,1.9,0,1,0,1,"4.4",14750,0
"414","R_2QugGrgulNvHeKi","jan 8_4",1,7,0,6.4,1,1,1,0,"3.4",12942,0
"415","R_2qwPBjiLC6VeChc","dec 10_2",0,5,0,2.9,0,1,0,1,"4.5",11481,0
"416","R_2Qy6WeD3desS7h1","dec 12_1",1,7,0,2.3,0,1,1,1,"5",11915,1
"417","R_2QyOQ3ZR6GZYsUo","feb 6_2",0,5,0,2.1,NA,2,0,0,"3.7",15120,0
"418","R_2rAPaAXIcFlIknO","dec 18_1",0,5,0,2.6,0,3,1,0,"4",12400,0
"419","R_2rHKJMxRfo8ghL6","jan 8_4",1,7,0,6.8,0,3,1,0,"2.3",12996,0
"420","R_2riwF4GMvJKu6rd","dec 3_2",0,6,0,6.8,1,4,0,3,"3.8",10926,0
"421","R_2rkfeTieRnIu5Sx","jan 13_2",0,4,0,5.2,0,4,1,3,"3.6",13329,0
"422","R_2rkjDxs7R5YayeO","nov 21_1",0,5,0,4.9,0,5,0,3,"5",10655,0
"423","R_2rMJY1ArfKyeL0h","jan 13_2",0,4,0,3.5,0,1,0,1,"3.8",13243,1
"424","R_2rNFedvo8bZcRwr","dec 10_2",0,1,0,5.8,0,4,0,2,"4.6",11499,0
"425","R_2RNQf1UVPGKPdSL","feb 4_1",0,3,0,5.5,0,3,1,0,"3",14891,0
"426","R_2rNtDdNnYMwzll6","feb 6_2",0,2,0,2.7,0,1,0,0,"4",15114,0
"427","R_2rOpHwAEAkVYTSj","dec 3_2",0,5,0,4.4,0,2,1,0,"4.1",11027,0
"428","R_2ruWEnBix3ee44S","feb 4_1",0,2,0,7.2,1,3,0,1,"3.8",14818,0
"429","R_2rVFpicbtSWrLtc","dec 11_3",0,6,0,5.5,0,3,0,3,"3.5",11766,0
"430","R_2rVKUKgOm20b6uc","jan 6_1",1,3,0,2.7,0,1,1,1,"4.1",12670,0
"431","R_2RVWh9oHjWWn5E2","nov 21_3",0,2,0,3.3,0,2,1,1,"4.4",10769,0
"432","R_2RZZv3nOnwM6vgh","jan 8_1",0,4,0,3.5,0,3,1,0,"4.4",13010,0
"433","R_2S3uzT6IsyU5zUU","nov 20_3",0,4,0,7.3,0,1,0,0,"2.9",10536,0
"434","R_2s7neTXuBtmoUeu","jan 8_4",1,7,0,3.3,1,3,1,1,"4.6",13026,0
"435","R_2saxPtYQT9oW6P1","jan 8_1",0,4,0,6.3,1,1,1,1,"2.5",12964,0
"436","R_2Scc64HlrW9stSE","jan 8_4",0,4,0,6.6,1,3,1,1,"3.2",12994,0
"437","R_2scqQI0T6FiXrFA","feb 5_3",1,5,0,5.7,0,2,0,0,"4.9",14983,0
"438","R_2Sdm0eyLx6fKI2U","dec 16_1",0,1,0,2.7,0,3,0,0,"4.7",11948,1
"439","R_2sg8G5ScACQXDBD","jan 8_4",1,5,0,2.3,0,3,0,0,"4",12875,0
"440","R_2SISf0PAB6uImbV","feb 4_3",0,4,0,3,0,5,0,1,"5",14860,0
"441","R_2SjGrfXZiGqy3ye","nov 21_1",1,7,0,6.5,1,3,0,0,"4.8",10704,0
"442","R_2SjlK4yGrMFPals","dec 10_1",1,7,0,3.3,0,3,0,1,"5",11482,0
"443","R_2SJoqLhHiny6JqT","jan 21_1",1,7,0,2.7,0,1,1,1,"4.4",13791,0
"444","R_2SjZtKHCuWtX2mi","feb 4_1",1,7,0,2.7,1,3,1,3,"4.4",14825,0
"445","R_2Sk2cOM2ATnZ2Uo","jan 8_1",1,7,0,4.2,0,3,1,3,"4.6",13004,0
"446","R_2sRsarCovQkdGDS","dec 16_1",1,7,0,4.4,0,1,0,0,"5",11941,0
"447","R_2t2IVKTxtGc4j4S","dec 16_1",0,4,0,2.8,0,1,1,0,"3.5",12044,0
"448","R_2t9ZPCLQCeuoQwC","feb 6_3",0,4,0,3.7,0,3,1,2,"3.9",15207,0
"449","R_2tb3CFydMsdXGQI","dec 10_2",0,1,0,5.5,0,1,0,1,"3.4",11609,0
"450","R_2tbMpN0acvAvHPn","feb 6_2",0,4,0,4.3,1,1,1,0,"2.8",15107,0
"451","R_2thvbAKD0i7RuzE","dec 3_1",1,5,0,3.1,0,3,1,1,"3.9",11001,0
"452","R_2tJO3akhpnshSSP","dec 16_1",0,7,0,4.8,1,1,0,0,"2.8",11963,0
"453","R_2tKWaCOh1nMRFAz","nov 21_3",0,1,0,4.5,0,1,0,1,"4.3",10757,0
"454","R_2TLebXp9Tq4c68W","dec 3_2",0,7,0,4.6,0,0,1,0,"2.1",11038,0
"455","R_2tlnl5y1jkmpQ4r","feb 4_3",0,3,0,2.3,0,2,0,1,"4.2",14820,0
"456","R_2tmuTgqAtHCZbJv","dec 19_1",1,6,0,6.6,1,4,0,2,"4",12490,0
"457","R_2tooCCW7nAhrjFO","feb 5_3",1,4,0,2,0,1,1,1,"3.7",14999,0
"458","R_2TowpXFA8FKC8Lp","feb 5_3",0,3,0,3,0,4,1,1,"3.8",15011,1
"459","R_2TREWRbJkeH5f35","dec 11_1",1,6,0,4.2,1,4,0,0,"3.6",11691,0
"460","R_2TTP3kk25S70p44","jan 28_1",0,5,0,4.7,0,1,1,0,"4.9",14712,0
"461","R_2TtPFflvxDwWvJU","jan 13_2",1,6,0,8.3,1,4,1,0,"2.1",13389,0
"462","R_2tu5bz3S0N431s0","jan 21_1",0,1,0,3.4,0,3,0,1,"3.6",13784,0
"463","R_2txIpf8gVEI1pze","jan 8_4",0,4,0,2.4,0,3,0,0,"3.5",12984,0
"464","R_2Tz4aflyAjwOln3","nov 21_1",1,7,0,3,0,1,0,1,"5",10763,0
"465","R_2tzjMFPhAkidY6a","jan 13_1",1,6,0,6.1,0,1,0,1,"1.8",13245,0
"466","R_2U4alcnQORTfRtW","dec 17_1",1,5,0,6.3,1,2,0,1,"1.8",12131,0
"467","R_2uCb48q2ucRvCHY","dec 11_3",1,6,0,4.4,1,3,0,2,"4.2",11704,0
"468","R_2Ui1hjLVlKot29P","feb 4_3",0,1,0,5.9,0,5,1,3,"3.8",14897,0
"469","R_2uJ2A3ffo35YwJk","feb 4_1",0,3,0,2.2,1,2,0,1,"3",14747,0
"470","R_2uR7Jh8nIA6otRU","dec 10_1",1,7,0,6.3,1,1,0,0,"4",11614,0
"471","R_2uTFMfKF0t4cNat","jan 8_4",0,1,0,5.9,0,1,1,1,"3.7",12941,0
"472","R_2uUiKMnQuqzNQMg","jan 8_4",1,7,0,6.3,0,3,0,0,"3",12970,0
"473","R_2uVZpePAaD2IcgW","jan 13_2",1,6,0,1.8,1,1,0,0,"3.9",13276,1
"474","R_2uWpeuQ78SiSpIs","dec 18_1",0,4,0,5.1,1,1,0,2,"4.6",12270,0
"475","R_2UXWWWC2yNMSz03","jan 8_1",0,4,0,3.3,0,3,0,2,"3.7",12889,0
"476","R_2V4QsHzh1lyRN2k","jan 13_2",0,4,0,2.2,1,3,1,2,"3.3",13378,0
"477","R_2v7GAExzy8KbZuI","jan 21_1",1,7,0,2.7,1,2,1,1,"4.3",13943,0
"478","R_2v8v1Y0LsAXmioH","feb 6_3",0,2,0,4.3,0,3,0,0,"2.5",15062,0
"479","R_2v9a6f4DPCEnLaS","dec 11_1",0,2,0,5.2,0,4,0,0,"5",11757,0
"480","R_2veuCAiWX5izqep","jan 21_3",0,4,0,4.9,1,4,0,3,"4.2",13907,0
"481","R_2VEZa96ZekMF9Fq","feb 5_1",1,4,0,4.2,1,3,1,3,"4.5",15042,0
"482","R_2Vfh3RKQq1cgQat","dec 3_2",0,4,0,3.8,1,4,1,2,"4.8",10990,0
"483","R_2Vg9GMseEfoTWHX","dec 3_2",0,4,0,6.3,0,3,0,2,"4.5",11055,0
"484","R_2VHGHSNGGXC8FMX","dec 11_1",0,2,0,3.5,0,1,1,0,"4.2",11647,0
"485","R_2VK0OXqGl1hi4kP","jan 21_1",0,4,0,4.8,0,1,0,1,"5",13902,0
"486","R_2VmDUsgrAb1JjzZ","jan 13_2",1,6,0,3,0,1,1,1,"3",13212,0
"487","R_2VNKDGCy8jGaoj7","feb 4_3",1,7,0,2.8,0,1,0,1,"4.6",14764,1
"488","R_2Vyaq06XcmE5jaV","dec 3_2",0,2,0,4.3,0,4,0,2,"3.3",10914,0
"489","R_2w1fgTNYLDZV4UC","dec 3_2",0,2,0,6.2,0,3,0,2,"4.3",10900,0
"490","R_2w5edR8Aarof29D","dec 2_3",0,3,0,7.1,0,3,0,1,"4.7",10817,0
"491","R_2w6T0ITMlgUMkFo","feb 6_2",0,2,0,2.2,1,3,1,0,"3.1",15119,0
"492","R_2WCnZ4Ln9AeOLGS","dec 11_3",1,5,0,3.5,1,1,0,0,"3.9",11693,0
"493","R_2WG8YpjHVDntgNw","feb 6_2",1,6,0,7,1,1,1,2,"3.6",15168,0
"494","R_2WImCBhgz3CN4cY","dec 4_1",0,4,0,6.7,0,2,1,2,"3.6",11139,0
"495","R_2wMH08EYEfIlDzX","jan 8_1",1,6,0,3.1,1,5,0,1,"4.7",12969,0
"496","R_2wMh3sLF6c69hC2","feb 5_1",0,1,0,7,0,2,1,0,"3.8",15017,0
"497","R_2wNwN8ZFNwM1RTY","dec 11_3",1,6,0,3.2,1,1,1,0,"3.6",11731,0
"498","R_2WS8scPWZo6pyqv","jan 13_1",0,2,0,4.9,0,3,0,1,"5",13211,0
"499","R_2WSC5flSysoX0oC","feb 4_1",0,4,0,4.4,0,4,1,2,"4.5",14868,0
"500","R_2wulCTneL7kRSEu","dec 19_1",0,4,0,4.7,0,4,0,2,"4.6",12518,0
"501","R_2wuxf6oLtMZNrIr","dec 17_1",0,3,0,3.8,0,4,0,1,"3.6",12198,0
"502","R_2X5KIlK1ZJgBqBz","jan 13_1",1,5,0,2.8,0,4,0,1,"2.9",13195,0
"503","R_2X7dWIwzUiTEvbJ","jan 27_3",0,3,0,4.7,0,1,1,0,"3.7",14498,0
"504","R_2XdFzvmRP2R3ibK","dec 17_1",1,5,0,3.5,1,2,0,1,"3.6",12107,0
"505","R_2XdjyVeIrLqz4XP","dec 19_1",1,7,0,3.1,1,4,0,2,"3.9",12532,0
"506","R_2xKnSrf1uwGb50W","feb 6_2",0,4,0,6.6,1,4,0,2,"4.4",15149,0
