"","ResponseId","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search","X","Search_Online"
"177","R_1mQxcCigTrLGtxb","nov 20_1",1,5,73,3.1,1,2,"No",3,1618,2,0,0,"Conservative","Conservative",1,1,0,11531,0
"178","R_1mXjdVkCzii5uDf","dec 16_1",1,6,63,4,2,0,"No",3,3450,-3,0,0,"Liberal","Conservative",0,1,0,10197,0
"179","R_1MY807yuQgZa8xS","dec 4_1",1,5,31,3.3,1,3,"No",3,598,-2,0,0,"Liberal","Conservative",0,1,0,9990,0
"180","R_1MYbSXcJku1TQV5","jan 13_2",0,5,66,2.8,1,1,"Not Sure",5,2381,0,1,0,"Moderate","Liberal",0,0,0,12090,0
"181","R_1N35qmlaa61pizL","nov 21_3",0,4,18,3.4,1,0,"No",1,1879,0,0,0,"Moderate","Conservative",0,0,0,12401,0
"182","R_1n9I8S5Io1uD7sG","nov 21_3",1,5,19,3.5,2,3,"No",1,751,0,1,0,"Moderate","Conservative",0,1,0,12346,0
"183","R_1NCUZeUUrENmZci","feb 5_3",1,7,18,3.4,0,3,"No",1,827,-2,0,0,"Liberal","Neutral",0,1,0,14568,0
"184","R_1NDEl90mN8O84a6","feb 5_1",0,2,40,2.9,1,0,"No",1,737,0,1,0,"Moderate","Conservative",0,0,0,14626,0
"185","R_1NE0KnfyNENLRkT","dec 10_1",0,3,35,4.3,0,1,"No",2,632,-2,0,0,"Liberal","Conservative",0,0,0,12480,0
"186","R_1Nea5uB2mxT3y3N","dec 3_1",0,4,40,3.7,3,1,"No",4,2275,0,0,0,"Moderate","Neutral",0,0,0,13943,0
"187","R_1NewXbTbTVIql9N","feb 5_1",1,4,61,2.9,0,1,"No",2,3255,1,1,0,"Conservative","Conservative",1,1,0,14601,0
"188","R_1NhaIg3BQr9DqVd","jan 13_2",0,4,38,3,0,0,"No",1,1086,0,1,0,"Moderate","Liberal",0,0,0,12105,0
"189","R_1NhqNsEP8sgQSYN","nov 21_3",0,3,33,3.6,0,3,"Not Sure",3,2799,-2,0,0,"Liberal","Conservative",0,0,0,12299,0
"190","R_1NlXcCU8chZyoby","dec 19_1",1,5,35,4.2,1,2,"No",4,845,-2,1,0,"Liberal","Conservative",0,1,0,12723,0
"191","R_1nPDgpLZSeMPUvx","nov 20_3",0,2,70,1.3,1,4,"No",3,1484,2,0,0,"Conservative","Neutral",0,0,0,11559,0
"192","R_1NqYCF5QxpEm5f5","dec 18_1",1,6,63,4.1,1,0,"No",3,886,3,1,0,"Conservative","Conservative",1,1,0,11837,0
"193","R_1Nt7CTEVRRH5oTD","jan 28_1",1,7,19,4.4,1,2,"No",1,640,3,0,0,"Conservative","Conservative",1,1,0,12943,0
"194","R_1nVd3hGrtbC6k74","nov 20_3",0,5,34,3,1,2,"Not Sure",1,1127,-2,1,0,"Liberal","Neutral",0,0,0,11590,0
"195","R_1NzEahgSpHV05wR","dec 18_1",0,4,68,2.5,0,0,"No",2,3377,2,1,0,"Conservative","Conservative",1,0,0,11930,0
"196","R_1o5Brl36Z0BX9rv","nov 20_1",0,3,19,3.3,0,4,"No",2,808,-2,1,0,"Liberal","Conservative",0,0,0,11587,1
"197","R_1oA0gXA8uowYAqP","dec 3_2",0,3,58,3.7,1,0,"No",3,3119,-2,1,0,"Liberal","Liberal",1,0,0,13867,0
"198","R_1ODpyHUkLHpZCmq","jan 21_1",1,5,35,3.2,1,1,"No",4,1064,0,0,0,"Moderate","Conservative",0,1,0,14396,0
"199","R_1oFqDRx2L9D9ph6","jan 27_3",1,6,34,2.7,0,0,"No",4,3466,-2,0,0,"Liberal","Neutral",0,1,0,12205,1
"200","R_1OgEzIdyesLljEJ","nov 20_1",0,4,47,3.5,0,0,"No",3,823,-1,0,0,"Liberal","Conservative",0,0,0,11627,0
"201","R_1oiKsYk7r1aRnxA","dec 2_3",1,7,67,4.6,0,2,"No",1,685,-2,0,0,"Liberal","Neutral",0,1,0,13093,0
"202","R_1OIRKEeHq1aFwGx","feb 4_3",0,3,34,3.1,2,2,"No",4,2355,2,0,0,"Conservative","Neutral",0,0,0,13767,0
"203","R_1OIvN1iaoKbazpm","jan 13_2",1,5,38,5,3,2,"No",3,807,0,1,0,"Moderate","Liberal",0,1,0,12104,0
"204","R_1OJprNFjsdo43fw","dec 10_1",0,3,58,2.7,0,1,"No",2,2108,0,1,0,"Moderate","Conservative",0,0,0,12540,0
"205","R_1OkQZpJAgUXliL1","jan 13_2",0,4,61,3.9,0,0,"Yes",3,1369,-2,0,0,"Liberal","Liberal",1,0,0,11962,0
"206","R_1OoAjbLHUHzP23I","nov 21_1",0,4,35,3.9,1,0,"No",1,1708,0,0,0,"Moderate","Conservative",0,0,0,12358,0
"207","R_1OOgMjW2zrXOrzQ","dec 11_1",0,3,24,4.2,0,1,"No",3,569,-2,1,0,"Liberal","Conservative",0,0,0,13219,0
"208","R_1OPl5tGBWpPII24","nov 21_1",0,1,49,4.6,0,0,"Yes",2,805,-2,0,0,"Liberal","Conservative",0,0,0,12274,0
"209","R_1OQgljRlRR9ZYWw","dec 4_2",0,4,45,4.4,3,3,"No",3,20403,0,1,0,"Moderate","Liberal",0,0,0,10069,0
"210","R_1OrulGsSAMAAOAE","nov 21_3",0,1,37,5,3,1,"Yes",3,1400,0,0,0,"Moderate","Conservative",0,0,0,12369,0
"211","R_1oth7IELckwJTOa","dec 19_1",1,7,47,5,3,2,"Yes",4,648,-2,0,0,"Liberal","Conservative",0,1,0,12598,0
"212","R_1ow1hllDj9uihUZ","dec 4_1",0,2,60,1.4,0,2,"No",2,1444,3,1,0,"Conservative","Conservative",1,0,0,9928,0
"213","R_1OWiwfNPvtFaJiy","dec 3_1",0,4,66,1.2,0,0,"No",1,738,1,1,0,"Conservative","Neutral",0,0,0,13924,0
"214","R_1OxdKhugueE6h6R","jan 13_1",0,4,38,3.7,3,2,"No",4,984,2,1,0,"Conservative","Neutral",0,0,0,12088,0
"215","R_1P5K6kdt4CKEamF","feb 5_3",0,3,45,2.9,1,3,"No",1,1597,-1,0,0,"Liberal","Neutral",0,0,0,14563,0
"216","R_1P60Ap54Eyx2OKw","dec 11_1",0,4,44,4.5,2,2,"Yes",1,571,-3,1,0,"Liberal","Conservative",0,0,0,13226,0
"217","R_1P654fV9y5VjjVw","jan 8_1",0,5,39,5,1,2,"No",2,402,-3,0,0,"Liberal","Conservative",0,0,0,10246,0
"218","R_1pFGGfm2c88BxzH","dec 17_1",1,6,42,4,0,1,"No",2,1131,2,1,0,"Conservative","Conservative",1,1,0,11117,0
"219","R_1pnefI4Q30HSTWI","jan 27_3",1,5,58,2.7,0,1,"No",1,903,2,1,0,"Conservative","Neutral",0,1,0,12110,0
"220","R_1pri9ZOz5fWZBU7","feb 6_3",1,7,44,4.5,0,1,"Yes",3,3971,2,1,0,"Conservative","Conservative",1,1,0,10682,0
"221","R_1pRlV0MjR2wb3bU","dec 17_1",0,5,40,3.1,3,1,"No",4,973,3,1,0,"Conservative","Conservative",1,0,0,11176,0
"222","R_1ptlCPv8QIF5HnG","jan 6_1",0,2,63,4.7,1,2,"Yes",3,3785,-3,1,0,"Liberal","Conservative",0,0,0,13428,0
"223","R_1PTQkXY5i2labvQ","dec 11_3",1,6,47,4.9,1,1,"Yes",1,1329,2,0,0,"Conservative","Conservative",1,1,0,13313,0
"224","R_1pW1Wch4fhoAdUg","feb 6_2",1,5,37,4.4,0,2,"No",2,2256,0,1,0,"Moderate","Liberal",0,1,0,10702,1
"225","R_1PZUsIIRNA7yxky","dec 12_1",0,3,62,3.8,0,0,"Yes",1,1755,1,1,0,"Conservative","Conservative",1,0,0,14012,0
"226","R_1Q5GUrtwoXbvqNK","feb 5_1",0,3,47,3.5,1,0,"No",1,1792,0,1,0,"Moderate","Conservative",0,0,0,14637,0
"227","R_1q8MbjhLWnIMMNN","feb 5_3",0,2,49,2.8,1,0,"No",1,1572,3,1,0,"Conservative","Neutral",0,0,0,14638,0
"228","R_1QE2VAKYvSFPfFS","dec 17_1",0,1,56,4.2,0,0,"No",1,1901,-3,0,0,"Liberal","Conservative",0,0,0,11050,0
"229","R_1QE4auEFhY8Moki","jan 27_3",0,2,25,4.6,3,2,"No",4,535,1,0,0,"Conservative","Neutral",0,0,0,12197,0
"230","R_1QEiWJD8tpN7iIK","dec 4_1",1,7,44,3.5,2,2,"No",4,1573,2,1,0,"Conservative","Conservative",1,1,0,10024,0
"231","R_1qeRncCUqqVibJ6","jan 13_1",0,3,75,4.6,1,3,"No",4,1970,1,0,0,"Conservative","Neutral",0,0,0,12044,0
"232","R_1qfxNqDIMMPnf0b","nov 20_1",0,4,50,3.3,3,2,"No",4,2216,0,0,0,"Moderate","Conservative",0,0,0,11635,0
"233","R_1qgPbyIOGqDpBRL","dec 4_1",0,1,32,2.7,0,2,"No",1,1089,0,0,0,"Moderate","Conservative",0,0,0,9991,0
"234","R_1QL4tCCm8nBcT5p","dec 2_3",0,4,72,3.8,1,2,"No",4,1355,-3,1,0,"Liberal","Neutral",0,0,0,13179,0
"235","R_1Qlt1Ji5MCMXM6f","dec 3_1",0,4,65,4.3,0,2,"Not Sure",3,3968,3,1,0,"Conservative","Neutral",0,0,0,13870,1
"236","R_1QmB1bg2eQIDyD8","dec 4_2",0,1,46,4.8,1,3,"No",1,674,-3,0,0,"Liberal","Liberal",1,0,0,9994,0
"237","R_1QtsGcgiPFIZqvE","jan 13_1",0,4,18,3.5,0,3,"No",1,1145,0,1,0,"Moderate","Neutral",0,0,0,12039,0
"238","R_1qUHysLFwI5ggfq","dec 18_1",0,5,55,3,1,0,"No",4,1036,-3,1,0,"Liberal","Conservative",0,0,0,11945,0
"239","R_1qUn6PjgtM0l6GO","feb 4_3",0,4,18,2.7,1,1,"No",1,908,1,0,0,"Conservative","Neutral",0,0,0,13779,0
"240","R_1QyF0Q7VzIqTT0D","jan 8_4",1,5,31,3.6,1,4,"No",3,1253,1,1,0,"Conservative","Conservative",1,1,0,10241,0
"241","R_1r043whs98EhxYs","dec 4_2",0,2,46,3.3,1,2,"No",3,2072,0,1,0,"Moderate","Liberal",0,0,0,10068,0
"242","R_1r3c5nRNboFzGVu","nov 21_3",1,6,45,1.5,1,1,"No",3,1505,3,0,0,"Conservative","Conservative",1,1,0,12321,1
"243","R_1r86tbU7BKNgJE1","dec 18_1",0,6,65,1.7,0,0,"No",1,2487,-2,1,0,"Liberal","Conservative",0,0,0,11943,0
"244","R_1r8k4FH5L6NXRZD","jan 27_3",0,2,65,5,1,0,"Yes",3,1525,-3,1,0,"Liberal","Neutral",0,0,0,12248,1
"245","R_1r9v2n186b0c8go","dec 2_3",1,6,61,3.8,2,0,"No",2,1095,3,1,0,"Conservative","Neutral",0,1,0,13078,0
"246","R_1rADnMhl730OVGp","dec 10_2",0,4,39,4.5,1,3,"Not Sure",1,3113,0,0,0,"Moderate","Neutral",0,0,0,12524,0
"247","R_1rAYNB2DJBPAsRA","feb 6_2",0,1,68,3.3,3,3,"Not Sure",4,4034,-2,0,0,"Liberal","Liberal",1,0,0,10589,0
"248","R_1rCHIqeLqHqyZl5","dec 4_1",0,4,78,2.2,0,2,"No",1,4481,2,0,0,"Conservative","Conservative",1,0,0,9945,0
"249","R_1riuv09Qszx7yMY","dec 17_1",0,2,49,3.2,0,2,"No",1,2817,0,0,0,"Moderate","Conservative",0,0,0,11093,0
"250","R_1rIyPkfaQW6SCpp","jan 27_3",0,4,47,2.8,1,1,"Yes",3,6094,3,0,0,"Conservative","Neutral",0,0,0,12165,0
"251","R_1roTKGyOZ3GyUCe","jan 8_1",1,3,34,4.8,0,2,"No",3,810,0,0,0,"Moderate","Conservative",0,1,0,10284,0
"252","R_1rrnrulYo4AbJN3","jan 8_1",0,4,51,2.1,1,1,"No",1,3066,1,1,0,"Conservative","Conservative",1,0,0,10362,0
"253","R_1rvRMBOtqLqs0gZ","feb 6_3",1,5,66,3,0,2,"Yes",3,1909,2,1,0,"Conservative","Conservative",1,1,0,10567,0
"254","R_210LfRvPlN2unKR","dec 3_2",0,2,20,3.4,0,1,"No",1,637,3,0,0,"Conservative","Liberal",0,0,0,13977,0
"255","R_21cWQojpycXfyuu","jan 13_1",0,5,78,4,1,3,"No",4,1702,1,0,0,"Conservative","Neutral",0,0,0,11974,1
"256","R_21gO2sOpR7Rljb3","jan 21_1",1,5,21,4.8,1,2,"No",3,737,2,1,0,"Conservative","Conservative",1,1,0,14438,0
"257","R_21HWotxSg6F74yW","jan 6_1",0,6,35,4.2,0,2,"No",3,2396,-1,0,0,"Liberal","Conservative",0,0,0,13438,0
"258","R_21mpKnFxE3cUyHS","dec 17_1",0,2,25,3.4,0,3,"No",3,1286,0,0,0,"Moderate","Conservative",0,0,0,11070,1
"259","R_21n419XYBsrF8Qd","feb 4_3",0,4,46,1.3,2,0,"No",4,4767,0,1,0,"Moderate","Neutral",0,0,0,13828,0
"260","R_21tgTJUQJoVlHHq","feb 6_3",0,3,52,3.9,1,4,"No",1,1893,0,0,0,"Moderate","Conservative",0,0,0,10612,0
"261","R_22FfmfwTpeDyx68","jan 21_1",0,3,28,3.9,2,1,"No",3,1153,-1,0,0,"Liberal","Conservative",0,0,0,14373,0
"262","R_22lEhY226Q6R95B","feb 5_3",0,4,41,1.7,1,2,"No",3,7762,0,1,0,"Moderate","Neutral",0,0,0,14636,0
"263","R_233tncBZDBpl4rh","nov 21_1",1,7,33,3.5,1,0,"No",3,1267,2,1,0,"Conservative","Conservative",1,1,0,12357,0
"264","R_237VEukJyv612xw","nov 20_1",1,5,43,3.2,1,3,"No",3,1657,0,1,0,"Moderate","Conservative",0,1,0,11552,0
"265","R_23ereCnPcrMFZMC","jan 21_3",0,1,60,4.3,0,3,"No",2,1345,0,1,0,"Moderate","Conservative",0,0,0,14400,0
"266","R_248zfxARJrrnv1J","jan 13_1",1,7,60,4,1,2,"Yes",1,1398,3,0,0,"Conservative","Neutral",0,1,0,11979,0
"267","R_24B3ZFcQg4nJlMT","feb 6_3",0,3,63,3.5,1,2,"No",2,990,-3,1,0,"Liberal","Conservative",0,0,0,10636,0
"268","R_24dt8DdMnLfSoJr","feb 5_3",0,4,25,3.9,1,2,"No",2,801,1,0,0,"Conservative","Neutral",0,0,0,14547,0
"269","R_24edT0TSSkd9hPO","feb 6_2",1,6,60,3.8,0,1,"Not Sure",1,1297,-2,0,0,"Liberal","Liberal",1,1,0,10648,0
"270","R_24eEgg4C7sUYdbq","dec 3_2",0,4,19,3.1,1,2,"Yes",1,1547,0,0,0,"Moderate","Liberal",0,0,0,13920,0
"271","R_24eXKesxevgEzQH","jan 6_1",1,6,69,1.2,0,0,"No",1,3043,2,1,0,"Conservative","Conservative",1,1,0,13514,0
"272","R_24nRsRkLovsOFZT","jan 8_4",1,6,39,3.3,2,3,"No",3,4021,-1,1,0,"Liberal","Conservative",0,1,0,10383,0
"273","R_24PjWTPYmTRCuOl","feb 6_3",1,7,48,2.9,1,2,"No",2,3717,0,1,0,"Moderate","Conservative",0,1,0,10701,0
"274","R_24uPfo5tQ8x0Bnu","dec 17_1",0,1,67,3.3,0,3,"No",1,1181,-2,1,0,"Liberal","Conservative",0,0,0,11103,0
"275","R_24uvWWNaA2nZNhS","dec 10_2",1,4,45,4.6,0,0,"Yes",1,1275,-1,0,0,"Liberal","Neutral",0,1,0,12487,0
"276","R_24zSMTEDkCgs26W","nov 21_1",0,3,28,3.3,2,2,"No",3,876,-1,0,0,"Liberal","Conservative",0,0,0,12381,1
"277","R_25GZRuJC9ukCkuf","nov 20_1",1,7,63,3.8,1,2,"No",5,3184,-1,1,0,"Liberal","Conservative",0,1,0,11494,0
"278","R_25Hen0BukI1oYZB","feb 6_3",0,5,61,4.5,0,2,"Yes",4,2290,2,1,0,"Conservative","Conservative",1,0,0,10667,0
"279","R_25KDej1pUjvUerJ","dec 10_2",0,6,60,2.1,1,1,"Yes",3,1145,3,1,0,"Conservative","Neutral",0,0,0,12564,0
"280","R_25sWWINetSzTQiI","jan 13_2",0,4,51,3.6,1,0,"Yes",1,948,0,1,0,"Moderate","Liberal",0,0,0,12070,0
"281","R_26aHcusWBtFnzRr","dec 4_2",1,6,64,3.3,2,0,"Yes",3,1231,-2,0,0,"Liberal","Liberal",1,1,0,9943,0
"282","R_26fKqwjIjmn8P5d","jan 21_3",0,2,60,3.3,3,1,"No",4,1115,1,1,0,"Conservative","Conservative",1,0,0,14452,0
"283","R_26nf9AwyWYQvLX2","feb 6_2",0,1,18,3.8,1,1,"No",1,517,-2,0,0,"Liberal","Liberal",1,0,0,10629,0
"284","R_26nJy33CRC0okwB","dec 12_1",1,6,25,4.5,0,1,"Yes",4,1722,0,1,0,"Moderate","Conservative",0,1,0,14117,0
"285","R_26wYKHGr91xG6Jj","nov 21_1",0,3,38,4.4,2,3,"No",4,2162,3,1,0,"Conservative","Conservative",1,0,0,12418,0
"286","R_271hcZEZ9uOeGFq","dec 11_1",0,1,65,3.3,3,0,"Yes",4,652,-2,0,0,"Liberal","Conservative",0,0,0,13267,0
"287","R_279FWkjNAb4xzTG","jan 8_4",0,5,42,2.6,1,3,"Yes",3,831,-1,1,0,"Liberal","Conservative",0,0,0,10373,0
"288","R_27BehScqJ2FZsjG","jan 6_1",1,6,68,3,3,4,"Yes",2,979,2,0,0,"Conservative","Conservative",1,1,0,13406,0
"289","R_27gs00c3qZGdPyb","dec 10_2",0,4,65,4.2,2,0,"Yes",4,1449,3,1,0,"Conservative","Neutral",0,0,0,12579,0
"290","R_27PBSa9avDPPnUC","jan 21_3",0,2,41,4.7,1,2,"No",4,767,-2,0,0,"Liberal","Conservative",0,0,0,14364,0
"291","R_27samPNPD35N7CC","feb 4_3",0,4,59,4.9,0,1,"No",1,1124,2,0,0,"Conservative","Neutral",0,0,0,13740,0
"292","R_28MxGX2HaCPLOAy","feb 5_1",1,7,18,2.9,2,2,"No",1,502,-2,0,0,"Liberal","Conservative",0,1,0,14543,1
"293","R_28XJy6LJzfrypAr","jan 28_1",1,7,30,4.6,3,2,"No",2,756,3,0,0,"Conservative","Conservative",1,1,0,13018,0
"294","R_29cOh0lF9LwTsci","feb 4_3",0,2,28,3.8,0,0,"No",2,776,0,0,0,"Moderate","Neutral",0,0,0,13770,0
"295","R_29mJ2HkJkbBsgek","feb 4_3",1,7,57,4.2,0,0,"No",2,557,0,1,0,"Moderate","Neutral",0,1,0,13793,0
"296","R_29sKwLJIHPzmZhZ","feb 4_3",0,4,70,2.9,1,0,"Yes",3,2400,-2,0,0,"Liberal","Neutral",0,0,0,13713,0
"297","R_29sP7OcmoK6Afbv","nov 21_3",0,4,45,4.2,1,3,"No",1,1143,0,1,0,"Moderate","Conservative",0,0,0,12410,0
"298","R_29t6R4UcDtkpg4t","dec 16_1",0,4,48,2,0,1,"No",4,843,0,1,0,"Moderate","Conservative",0,0,0,10212,0
"299","R_29tc6sub7D8fzpk","dec 10_1",0,4,30,3.2,0,3,"Yes",1,729,0,0,0,"Moderate","Conservative",0,0,0,12507,0
"300","R_2AFE4l9tNAMndPF","jan 6_1",0,3,49,4,1,1,"Not Sure",3,2804,1,1,0,"Conservative","Conservative",1,0,0,13530,0
"301","R_2AHh3O68focUr0j","dec 17_1",1,7,25,4,0,2,"No",2,915,-2,0,0,"Liberal","Conservative",0,1,0,11073,1
"302","R_2aOBA0JRlKtv2c0","dec 3_1",0,5,30,3.9,0,2,"No",1,1551,0,0,0,"Moderate","Neutral",0,0,0,13989,0
"303","R_2aOZ5lPSLkxA07Q","jan 13_1",0,1,57,4,2,1,"No",4,1383,-2,0,0,"Liberal","Neutral",0,0,0,11963,1
"304","R_2aPu0sWNuiKSex0","dec 10_1",0,6,62,3.5,1,2,"No",1,2014,2,0,0,"Conservative","Conservative",1,0,0,12471,0
"305","R_2aQ7iRQCR5RX8bb","dec 11_3",0,3,18,4,1,1,"No",1,1167,0,0,0,"Moderate","Conservative",0,0,0,13286,0
"306","R_2AQE9atUMeUAoJ7","feb 5_3",0,1,63,5,2,1,"No",4,1969,2,1,0,"Conservative","Neutral",0,0,0,14593,0
"307","R_2aqxSbkViE6TOuE","dec 4_1",0,4,30,4.4,3,2,"No",1,2122,0,1,0,"Moderate","Conservative",0,0,0,9972,0
"308","R_2aR0xvcCOeAnttq","dec 19_1",1,5,40,5,3,2,"Yes",2,1381,0,0,0,"Moderate","Conservative",0,1,0,12601,0
"309","R_2ar7dH3MXadtOom","jan 8_4",0,5,50,1.5,0,2,"No",1,3239,2,1,0,"Conservative","Conservative",1,0,0,10249,0
"310","R_2ARrEMS95ZDFWOJ","feb 4_1",1,7,23,2.4,1,3,"No",4,1306,2,1,0,"Conservative","Conservative",1,1,0,13790,0
"311","R_2aVVcohs8xwwm2o","dec 11_1",1,7,41,4.5,2,1,"No",3,1265,2,0,0,"Conservative","Conservative",1,1,0,13277,0
"312","R_2AWDL1FZupxAY4b","dec 11_1",0,2,45,3.4,0,1,"No",4,2010,0,1,0,"Moderate","Conservative",0,0,0,13350,0
"313","R_2awZFoITz4H73qL","nov 21_1",1,6,53,2.7,2,1,"Yes",3,1585,0,1,0,"Moderate","Conservative",0,1,0,12342,0
"314","R_2Bba7J6o8ru21sJ","feb 5_3",0,2,26,2.5,0,1,"No",3,1134,-2,1,0,"Liberal","Neutral",0,0,0,14578,0
"315","R_2BbxIvEy2QMYWUj","dec 11_3",1,5,22,3.3,1,0,"Yes",2,640,-2,0,0,"Liberal","Conservative",0,1,0,13263,1
"316","R_2bH2zjek3ZpVaA4","dec 18_1",0,4,70,3,1,3,"No",1,2247,0,1,0,"Moderate","Conservative",0,0,0,11792,1
"317","R_2bI5f2UQYyIg78H","feb 5_3",1,6,35,3.3,0,2,"Not Sure",3,3143,-2,0,0,"Liberal","Neutral",0,1,0,14572,0
"318","R_2bJCLLiDXuJn0fu","feb 5_3",1,6,35,3.5,1,1,"Not Sure",5,1190,3,0,0,"Conservative","Neutral",0,1,0,14533,1
"319","R_2bNNbv3qDbhNAL2","feb 5_3",0,2,56,4,2,0,"No",3,1482,-2,1,0,"Liberal","Neutral",0,0,0,14586,0
"320","R_2bqtpAQmeBf1wlj","feb 5_1",0,1,69,4.2,1,2,"No",3,1219,-1,1,0,"Liberal","Conservative",0,0,0,14595,0
"321","R_2BsrVo7dbXwVvLM","dec 17_1",1,6,55,3.8,0,1,"Yes",1,1161,3,1,0,"Conservative","Conservative",1,1,0,11146,0
"322","R_2c2ujagHFEBFYSF","dec 10_2",0,4,70,1.7,1,1,"Not Sure",3,3004,0,0,0,"Moderate","Neutral",0,0,0,12522,0
"323","R_2c64H8BlycXxbas","feb 5_1",0,3,66,4.7,2,4,"No",3,951,1,0,0,"Conservative","Conservative",1,0,0,14525,0
"324","R_2CB0tiSbBHyq7bI","jan 21_1",0,3,51,3,0,0,"No",1,2943,0,1,0,"Moderate","Conservative",0,0,0,14473,1
"325","R_2cbDAEeScRNBdg0","nov 21_3",0,3,38,3.4,0,0,"No",1,1132,0,1,0,"Moderate","Conservative",0,0,0,12277,0
"326","R_2CBp6Af3DipMZih","jan 21_1",1,7,56,4.2,1,3,"No",1,3805,-2,1,0,"Liberal","Conservative",0,1,0,14439,1
"327","R_2ciMrvTAVqvow4A","dec 10_1",0,1,32,4,2,3,"Yes",3,1065,-2,0,0,"Liberal","Conservative",0,0,0,12502,0
"328","R_2cjDQRVxS9NRoAG","dec 12_1",0,2,50,3.7,0,0,"No",3,784,0,1,0,"Moderate","Conservative",0,0,0,14079,0
"329","R_2CJkUxxbjT9V5hf","feb 4_1",1,7,28,4.6,1,0,"Yes",3,6312,-3,0,0,"Liberal","Conservative",0,1,0,13716,0
"330","R_2ClwapqvmOjSanR","dec 11_1",0,5,50,3.4,2,3,"Not Sure",2,1635,0,1,0,"Moderate","Conservative",0,0,0,13373,0
"331","R_2cnkJfNbghjBhqK","dec 4_1",1,5,60,3.7,0,1,"No",3,20260,0,0,0,"Moderate","Conservative",0,1,0,10041,0
"332","R_2coOS143JzuJzwA","dec 11_3",0,4,80,3.9,1,2,"No",3,1129,-2,0,0,"Liberal","Conservative",0,0,0,13222,0
"333","R_2COrdUozaz7xC2Y","feb 5_3",1,7,46,4.5,2,0,"No",2,4253,3,1,0,"Conservative","Neutral",0,1,0,14609,0
"334","R_2Cp8zleZteIkR9W","dec 3_2",0,3,75,3.5,0,2,"No",2,1578,2,1,0,"Conservative","Liberal",0,0,0,13847,0
"335","R_2CqdmtgWlXkt9nf","dec 19_1",1,7,49,4.9,0,1,"Yes",3,1535,-3,1,0,"Liberal","Conservative",0,1,0,12724,0
"336","R_2CroK5gZPtJ8qZb","feb 4_3",0,4,64,5,0,2,"No",3,1276,2,0,0,"Conservative","Neutral",0,0,0,13772,0
"337","R_2Csrq3jwVKCPtwu","dec 10_2",0,3,29,4.2,1,1,"Yes",3,3320,0,0,0,"Moderate","Neutral",0,0,0,12458,0
"338","R_2cuA2glunpU13V3","dec 17_1",0,3,28,4.3,0,0,"No",3,473,-3,0,0,"Liberal","Conservative",0,0,0,11046,1
"339","R_2CxFOJj3qod2hTz","feb 5_3",0,3,62,3.2,2,0,"No",2,1176,2,1,0,"Conservative","Neutral",0,0,0,14589,0
"340","R_2CZKzopZI3FOGZ0","dec 2_3",0,4,60,1.9,2,0,"No",3,1333,3,1,0,"Conservative","Neutral",0,0,0,13178,0
"341","R_2D5HkJFwxzncmJu","dec 2_3",1,7,41,5,1,0,"No",5,523,0,0,0,"Moderate","Neutral",0,1,0,13118,1
"342","R_2D6x5yqnHTRl0MY","dec 4_1",0,6,56,5,3,2,"Yes",3,4098,2,0,0,"Conservative","Conservative",1,0,0,9942,0
"343","R_2dJSkvGnDL3FwqY","feb 6_3",1,7,42,4.5,1,0,"Yes",2,842,0,1,0,"Moderate","Conservative",0,1,0,10675,1
"344","R_2dPToruLzRFH4h8","feb 6_3",0,1,66,5,0,2,"Yes",1,1654,0,0,0,"Moderate","Conservative",0,0,0,10609,0
"345","R_2dQOg3PqOr2NdWd","jan 13_1",0,4,50,4.5,1,0,"No",1,2981,-2,1,0,"Liberal","Neutral",0,0,0,12038,0
"346","R_2dSmLOE1qvyqERQ","nov 21_3",0,1,62,4.4,1,0,"Yes",1,659,-2,0,0,"Liberal","Conservative",0,0,0,12322,0
"347","R_2dW1MJ8JTs3g0PD","nov 20_1",0,7,26,2,0,0,"No",2,1182,0,1,0,"Moderate","Conservative",0,0,0,11533,0
"348","R_2dX8uIWQpYWzExU","jan 13_2",1,5,21,4.6,2,3,"No",1,673,-2,0,0,"Liberal","Liberal",1,1,0,12002,0
"349","R_2dXAfxBWJfPai0P","dec 18_1",0,2,53,4.9,1,0,"No",3,3170,-2,1,0,"Liberal","Conservative",0,0,0,11941,1
"350","R_2dXPAD2lYkfk0Ql","dec 10_1",0,2,38,4.1,3,0,"Yes",4,3146,1,0,0,"Conservative","Conservative",1,0,0,12461,0
"351","R_2dZqMQmefgTVmjf","feb 4_3",0,1,60,4.3,0,2,"No",1,2357,0,1,0,"Moderate","Neutral",0,0,0,13796,1
"352","R_2E00pT28dc1ALxI","nov 21_3",0,4,66,5,0,4,"No",1,34573,-3,0,0,"Liberal","Conservative",0,0,0,12295,1
"353","R_2e3umZvubbgv55T","nov 21_1",0,3,25,4.4,1,2,"Yes",1,910,0,1,0,"Moderate","Conservative",0,0,0,12412,0
"354","R_2e3uvIeegXLjZyU","feb 4_3",0,3,27,3.3,0,3,"Yes",2,1602,0,0,0,"Moderate","Neutral",0,0,0,13765,0
"355","R_2e83onMPjNckq7D","feb 5_3",0,5,69,4.2,0,2,"No",4,1551,-1,1,0,"Liberal","Neutral",0,0,0,14493,0
