ResponseId,Day,Article_day,Category,True_Dummy,Seven_Ordinal,Four_Ordinal,Age,Gender,FC_Eval,Dummy_Ideology,Ideo_Congruence,Income_Score,Education_Score,Dig_Lit_Score,Article_Lean,Headline_Link,Search_Term
R_yx69bWSwS7KJTDb,Day_1,Day_1_4,Coul,0,4,2,25,1,FM,Conservative,0,1,5,40,Neutral,0,wendy rogers
R_yx69bWSwS7KJTDb,Day_1,Day_1_4,Coul,0,4,2,25,1,FM,Conservative,0,1,5,40,Neutral,0,votesecure paper arizona audit 2020
R_yx69bWSwS7KJTDb,Day_1,Day_1_4,Coul,0,4,2,25,1,FM,Conservative,0,1,5,40,Neutral,0,Arizona Public Opinion Pulse
R_yx69bWSwS7KJTDb,Day_1,Day_1_4,Coul,0,4,2,25,1,FM,Conservative,0,1,5,40,Neutral,0,2020 election results audits
R_yx69bWSwS7KJTDb,Day_1,Day_1_4,Coul,0,4,2,25,1,FM,Conservative,0,1,5,40,Neutral,0,votesecure paper
R_yx69bWSwS7KJTDb,Day_1,Day_1_4,Coul,0,4,2,25,1,FM,Conservative,0,1,5,40,Neutral,0,ben cotton
R_yx69bWSwS7KJTDb,Day_1,Day_1_4,Coul,0,4,2,25,1,FM,Conservative,0,1,5,40,Neutral,0,sharpiegate
R_1lB57zq2SO8keZB,Day_3,Day_3_2,TRUE,1,4,3,35,1,FM,Liberal,1,2,4,45,Liberal,0,Looks like New York prosecutors have a witness directly incriminating Donald Trump
R_1OoyRu1RWju84z6,Day_3,Day_3_2,TRUE,1,6,4,35,1,FM,Conservative,0,2,4,66,Liberal,0,New York prosecutors have a witness directly incriminating Donald Trump
R_1P1xnHJLWjnpKj4,Day_3,Day_3_2,Misl,0,3,2,59,1,FM,Liberal,1,3,2,65,Liberal,0,Palmer REport indicting trump
R_1P1xnHJLWjnpKj4,Day_3,Day_3_2,Misl,0,3,2,59,1,FM,Liberal,1,3,2,65,Liberal,0,NY indicting trump
R_1T9tY4IjGWTjwyt,Day_3,Day_3_2,TRUE,1,7,4,20,1,FM,Liberal,1,3,2,60,Liberal,0,Jennifer Weisselberg%E2%80%99s testimony
R_22tUBvqGx2SODBQ,Day_3,Day_3_2,TRUE,1,7,4,30,0,FM,Liberal,1,1,4,66,Liberal,0,weisselberg trump indictment
R_26mpcGxdmDRlOz0,Day_3,Day_3_2,TRUE,1,7,4,31,0,FM,Liberal,1,2,4,57,Liberal,0,Jennifer Weisselberg and Trump
R_26mpcGxdmDRlOz0,Day_3,Day_3_2,TRUE,1,7,4,31,0,FM,Liberal,1,2,4,57,Liberal,0,Jennifer Weisselberg and Trump
R_26mpcGxdmDRlOz0,Day_3,Day_3_2,TRUE,1,7,4,31,0,FM,Liberal,1,2,4,57,Liberal,0,Jennifer Weisselberg and Trump
R_26mpcGxdmDRlOz0,Day_3,Day_3_2,TRUE,1,7,4,31,0,FM,Liberal,1,2,4,57,Liberal,0,Jennifer Weisselberg and Trump fake news
R_26mpcGxdmDRlOz0,Day_3,Day_3_2,TRUE,1,7,4,31,0,FM,Liberal,1,2,4,57,Liberal,0,Jennifer Weisselberg and Trump fake news
R_26mpcGxdmDRlOz0,Day_3,Day_3_2,TRUE,1,7,4,31,0,FM,Liberal,1,2,4,57,Liberal,0,Jennifer Weisselberg and Trump fox news
R_2AR8PmVgtHOgzit,Day_3,Day_3_2,Misl,0,5,3,31,0,FM,Moderate,0,1,2,58,Liberal,0,Will Jennifer Weisslberg testify against trump
R_2fILXd3ncJwfv5O,Day_3,Day_3_2,TRUE,1,7,4,28,1,FM,Moderate,0,2,5,55,Liberal,0,jennifer weisselberg incrimination trump
R_2qwJq39YQiPoqee,Day_3,Day_3_2,TRUE,1,5,3,55,0,FM,Liberal,1,1,5,61,Liberal,0,weisselberg daughter in law testimony
R_2qwJq39YQiPoqee,Day_3,Day_3_2,TRUE,1,5,3,55,0,FM,Liberal,1,1,5,61,Liberal,0,weisselberg daughter-in-law
R_2rHN1aheJLz9CzH,Day_3,Day_3_2,Misl,0,2,2,35,1,FM,Conservative,0,1,3,57,Liberal,0,New York Prosecuters inditing donald trump
R_2TSR400VM9S7XA7,Day_3,Day_3_2,TRUE,1,6,4,42,0,FM,Liberal,1,1,5,58,Liberal,0,Jennifer Weisselberg
R_3Dkme1VCSHwSv2C,Day_3,Day_3_2,TRUE,1,6,4,19,1,FM,Moderate,0,1,3,61,Liberal,0,jennifer weisselberg
R_3fpEsNvQ6T8BADw,Day_3,Day_3_2,TRUE,1,5,3,56,0,FM,Moderate,0,2,3,49,Liberal,0,jennifer Weisselberg trump incriminate
R_3fpEsNvQ6T8BADw,Day_3,Day_3_2,TRUE,1,5,3,56,0,FM,Moderate,0,2,3,49,Liberal,0, Allen Weisselberg trump incriminate
R_3fpEsNvQ6T8BADw,Day_3,Day_3_2,TRUE,1,5,3,56,0,FM,Moderate,0,2,3,49,Liberal,0,Allen Weisselberg trump incriminate
R_3JFr5T9gs4Tc9oP,Day_3,Day_3_2,TRUE,1,5,3,34,0,FM,Liberal,1,2,3,56,Liberal,0,prosecutors have a witness directly incriminating Donald Trump
R_3NCi6SZDeUuBILL,Day_3,Day_3_2,TRUE,1,6,4,54,0,FM,Conservative,0,1,2,48,Liberal,0,New York prosecutors have a witness directly incriminating Donald Trump
R_3p3ehSJHRPtZedW,Day_3,Day_3_2,TRUE,1,7,4,24,1,FM,Liberal,1,2,4,64,Liberal,0,Looks like New York prosecutors have a witness directly incriminating Donald Trump
R_9nwAuMa5rjTKugV,Day_3,Day_3_2,TRUE,1,5,3,24,1,FM,Moderate,0,2,4,46,Liberal,0,Looks like New York prosecutors have a witness directly incriminating Donald Trump
R_ddwGr8A86def9oR,Day_3,Day_3_2,TRUE,1,7,4,39,1,FM,Liberal,1,4,5,62,Liberal,0,witness trump
R_OuFVrMz1INcr4Wd,Day_3,Day_3_2,TRUE,1,6,3,49,1,FM,Conservative,0,3,3,64,Liberal,0,what has jennifer weisselberg testified
R_pMjJK8N0EutXg89,Day_3,Day_3_2,TRUE,1,6,4,50,0,FM,Conservative,0,1,3,62,Liberal,0,Jennifer Weisselberg witness Trump trial
R_qw3JqWHBLvJmQBH,Day_3,Day_3_2,TRUE,1,7,4,59,0,FM,Conservative,0,2,5,60,Liberal,0,Jennifer Weisselberg testimony NY prosecutors Trump
R_s56r9DwgJmbYHeh,Day_3,Day_3_2,TRUE,1,7,4,25,0,FM,Liberal,1,1,4,45,Liberal,0,Weisselberg trump news jennifer
R_s56r9DwgJmbYHeh,Day_3,Day_3_2,TRUE,1,7,4,25,0,FM,Liberal,1,1,4,45,Liberal,0,New York prosecutors have a witness directly incriminating Donald Trump
R_s56r9DwgJmbYHeh,Day_3,Day_3_2,TRUE,1,7,4,25,0,FM,Liberal,1,1,4,45,Liberal,0,Weisselberg trump news
R_tQZ0N3RJZEGAa09,Day_3,Day_3_2,Coul,0,4,2,23,1,FM,Moderate,0,3,4,32,Liberal,0,New York prosecutors have a witness directly incriminating Donald Trump
R_wRBEPFyzvQHqTRv,Day_3,Day_3_2,TRUE,1,5,3,30,1,FM,Conservative,0,4,5,59,Liberal,0,Jennifer Weisselberg trump allegations
R_0djyHVCIolfEwAF,Day_4,Day_4_3,TRUE,1,6,4,34,0,FM,Moderate,0,1,5,45,Neutral,0,zero covid strategy
R_1f8GvjVD4YcG08K,Day_4,Day_4_3,Coul,0,3,3,30,0,FM,Moderate,0,1,3,25,Neutral,1,%E2%80%9CZero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney goes after kevin mccarthy
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_2,Misl,0,5,3,35,1,FM,Liberal,1,2,4,61,Liberal,0,liz cheney kevin mccarthy rule of law
R_1FOZtGoGkUzc985,Day_4,Day_4_3,Misl,0,1,1,35,1,FM,Liberal,0,2,4,61,Neutral,0,Zero Covid strategy catastrophe
R_1HiVm0pCUHy73HR,Day_4,Day_4_3,Misl,0,4,3,51,0,FM,Liberal,0,2,5,62,Neutral,0,zero covid strategy
R_1HiVm0pCUHy73HR,Day_4,Day_4_3,Misl,0,4,3,51,0,FM,Liberal,0,2,5,62,Neutral,0,zero covid results
R_1i42ciBq8XkJNfQ,Day_4,Day_4_3,Coul,0,4,2,46,0,FM,Liberal,0,1,2,42,Neutral,0,Zero Covid strategy
R_1K7iyIiIoRkwW6L,Day_4,Day_4_3,Misl,0,1,1,18,0,FM,Liberal,0,1,2,52,Neutral,0,zero covid catastrophe fact check
R_1n2bnP9sgSR120L,Day_4,Day_4_2,TRUE,1,7,3,30,0,FM,Liberal,1,2,5,50,Liberal,0,Liz Cheney Emasculates Kevin McCarthy For His Jan 6 Nonsense
R_1n2bnP9sgSR120L,Day_4,Day_4_3,Coul,0,5,3,30,0,FM,Liberal,0,2,5,50,Neutral,1,Zero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_1oFSyYRLFxnUKB3,Day_4,Day_4_3,TRUE,1,6,4,36,0,FM,Liberal,0,2,4,42,Neutral,0,zero covid australia
R_1oFSyYRLFxnUKB3,Day_4,Day_4_3,TRUE,1,6,4,36,0,FM,Liberal,0,2,4,42,Neutral,0,%E2%80%9CZero COVID%E2%80%9D Catastrophe
R_1oFSyYRLFxnUKB3,Day_4,Day_4_3,TRUE,1,6,4,36,0,FM,Liberal,0,2,4,42,Neutral,0,%E2%80%9CZero COVID%E2%80%9D Catastroph
R_1RmDsjVuoEvFXfX,Day_4,Day_4_3,Misl,0,2,2,58,0,FM,Liberal,0,2,4,59,Neutral,0,Zero Covid nations are seeing explosions in Covid-19 
R_1RmDsjVuoEvFXfX,Day_4,Day_4_3,Misl,0,2,2,58,0,FM,Liberal,0,2,4,59,Neutral,0,Zerohedge%2C Zero Covid nations
R_1RmDsjVuoEvFXfX,Day_4,Day_4_3,Misl,0,2,2,58,0,FM,Liberal,0,2,4,59,Neutral,0,Zero Covid nations are seeing explosions in Covid-19 cases across the board.
R_1RmDsjVuoEvFXfX,Day_4,Day_4_3,Misl,0,2,2,58,0,FM,Liberal,0,2,4,59,Neutral,0,nations with zero covid cases
R_1rOER7NAoM3RCR3,Day_4,Day_4_3,TRUE,1,5,3,41,1,FM,Conservative,0,2,4,36,Neutral,0,zero covid catastrophe
R_20OGOFxgy2H9zQk,Day_4,Day_4_3,Coul,0,4,3,26,0,FM,Conservative,0,1,4,49,Neutral,0,zero covid nation efficacy
R_20OGOFxgy2H9zQk,Day_4,Day_4_4,TRUE,1,6,4,26,0,FM,Conservative,0,1,4,49,Neutral,0,LAPD robbery victim hand gun
R_29hOnM7wCvavnPA,Day_4,Day_4_3,Misl,0,5,2,67,0,FM,Liberal,0,2,5,53,Neutral,0,zero covid strategy
R_2A1hfSFQAVoxvU0,Day_4,Day_4_3,Misl,0,4,3,27,0,FM,Conservative,0,2,2,56,Neutral,0,zero covid zerohedge
R_2A1hfSFQAVoxvU0,Day_4,Day_4_3,Misl,0,4,3,27,0,FM,Conservative,0,2,2,56,Neutral,0,%22zero covid%22 zerohedge
R_2A1hfSFQAVoxvU0,Day_4,Day_4_3,Misl,0,4,3,27,0,FM,Conservative,0,2,2,56,Neutral,0,%22zero covid%22 strategy
R_2A1hfSFQAVoxvU0,Day_4,Day_4_3,Misl,0,4,3,27,0,FM,Conservative,0,2,2,56,Neutral,0,%22zero covid%22 spread problems
R_2dL64IiZ7cqB4kI,Day_4,Day_4_3,TRUE,1,7,4,35,0,FM,Liberal,0,1,4,66,Neutral,0,zero covid strategy doesn%27t work
R_2xVtrgCE2seDdMy,Day_4,Day_4_2,TRUE,1,7,4,36,0,FM,Liberal,1,2,5,46,Liberal,0,liz cheney kevin mccarthy
R_2xVtrgCE2seDdMy,Day_4,Day_4_3,Coul,0,4,3,36,0,FM,Liberal,0,2,5,46,Neutral,0,zero covid
R_30bE3Gqb7ribSnx,Day_4,Day_4_3,Misl,0,1,1,42,0,FM,Liberal,0,2,4,60,Neutral,0,zero covid nations success or failure
R_31mIp8ngnWbNeBa,Day_4,Day_4_2,TRUE,1,6,4,44,1,FM,Conservative,0,2,4,58,Liberal,0,cheney supports pelosi against mccarthy capital riot investigation
R_31mIp8ngnWbNeBa,Day_4,Day_4_2,TRUE,1,6,4,44,1,FM,Conservative,0,2,4,58,Liberal,0,cheney supports pelosi against mccarthy capital riot investigation jordan banks
R_31mIp8ngnWbNeBa,Day_4,Day_4_3,Misl,0,1,2,44,1,FM,Conservative,0,2,4,58,Neutral,0,boebert garland letter
R_31mIp8ngnWbNeBa,Day_4,Day_4_3,Misl,0,1,2,44,1,FM,Conservative,0,2,4,58,Neutral,0,australia covid cases worldometer
R_31mIp8ngnWbNeBa,Day_4,Day_4_3,Misl,0,1,2,44,1,FM,Conservative,0,2,4,58,Neutral,0,australia covid cases worldometer
R_33ycJcXTSEeck5k,Day_4,Day_4_3,TRUE,1,5,3,35,0,FM,Liberal,0,1,3,46,Neutral,1,%E2%80%9CZero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_33ycJcXTSEeck5k,Day_4,Day_4_3,TRUE,1,5,3,35,0,FM,Liberal,0,1,3,46,Neutral,1,%E2%80%9CZero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_3ffrYOKl3JqaXpf,Day_4,Day_4_3,TRUE,1,5,3,32,1,FM,Liberal,0,1,4,65,Neutral,0,zero covid countries fail
R_3ffrYOKl3JqaXpf,Day_4,Day_4_3,TRUE,1,5,3,32,1,FM,Liberal,0,1,4,65,Neutral,0,Zero Covid
R_3LZpxw4gLOfQL9m,Day_4,Day_4_3,Coul,0,5,3,25,0,FM,Moderate,0,3,4,53,Neutral,0, %E2%80%9CZero COVID%E2%80%9D Catastrophe
R_3oReJNb25BZ0YeJ,Day_4,Day_4_3,Misl,0,4,2,35,0,FM,Liberal,0,1,4,63,Neutral,0,Zero Covid%2C the idea that heavy-handed government edicts and population controls can permanently eliminate a coronavirus from a country%2C is now failing spectacularly everywhere it is being tried.
R_3ptlfF4oX5ZJqPz,Day_4,Day_4_2,TRUE,1,6,4,20,0,FM,Liberal,1,4,2,52,Liberal,0,liz cheney mccarthy
R_3ptlfF4oX5ZJqPz,Day_4,Day_4_3,Misl,0,4,3,20,0,FM,Liberal,0,4,2,52,Neutral,0,australia zero covid strategy
R_3PYrybwwMUZUTxn,Day_4,Day_4_2,TRUE,1,6,3,38,1,FM,Liberal,1,3,2,57,Liberal,0,cheney rejects mccarthy house members
R_3PYrybwwMUZUTxn,Day_4,Day_4_2,TRUE,1,6,3,38,1,FM,Liberal,1,3,2,57,Liberal,0,cheney argues mccarthy jan 6
R_3PYrybwwMUZUTxn,Day_4,Day_4_2,TRUE,1,6,3,38,1,FM,Liberal,1,3,2,57,Liberal,0,cheney mccarthy
R_3PYrybwwMUZUTxn,Day_4,Day_4_2,TRUE,1,6,3,38,1,FM,Liberal,1,3,2,57,Liberal,0,cheney argues mccarthy jan 6
R_3PYrybwwMUZUTxn,Day_4,Day_4_2,TRUE,1,6,3,38,1,FM,Liberal,1,3,2,57,Liberal,0,cheney argues mccarthy jan 6
R_3PYrybwwMUZUTxn,Day_4,Day_4_3,Misl,0,2,1,38,1,FM,Liberal,0,3,2,57,Neutral,0,Zero COVID analysis
R_Bs9KbOVoaxBYde9,Day_4,Day_4_3,Misl,0,2,2,30,1,FM,Liberal,0,1,4,66,Neutral,0,zero covid nations see record case numbers
R_Bs9KbOVoaxBYde9,Day_4,Day_4_4,TRUE,1,6,4,30,1,FM,Liberal,0,1,4,66,Neutral,0,LA robbery victim defends self with gun
R_cCHab0HbSiYWc6t,Day_4,Day_4_3,TRUE,1,5,3,50,1,FM,Liberal,0,2,4,55,Neutral,0,Zero COVID success
R_erIiJa1beeo6zhT,Day_4,Day_4_3,TRUE,1,6,4,39,0,FM,Conservative,0,2,2,35,Neutral,1,Zero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_erIiJa1beeo6zhT,Day_4,Day_4_3,TRUE,1,6,4,39,0,FM,Conservative,0,2,2,35,Neutral,1,zero covid%E2%80%9D catastrophe%3A participating nations see new records across the board
R_rfmuHm1RiwH3ToJ,Day_4,Day_4_3,Misl,0,5,3,26,0,FM,Liberal,0,2,4,65,Neutral,0,zero covid strategy
R_rfmuHm1RiwH3ToJ,Day_4,Day_4_3,Misl,0,5,3,26,0,FM,Liberal,0,2,4,65,Neutral,0,Zero Covid
R_UfhaRUj1wlvQdcB,Day_4,Day_4_3,TRUE,1,5,3,36,1,FM,Conservative,0,1,3,34,Neutral,0,zero covid catastrophe
R_UfhaRUj1wlvQdcB,Day_4,Day_4_3,TRUE,1,5,3,36,1,FM,Conservative,0,1,3,34,Neutral,0,zero covid catastrophe
R_UsfCSQhqJW3MK4h,Day_4,Day_4_3,Coul,0,4,3,61,0,FM,Moderate,0,2,5,65,Neutral,1,Zero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_UsfCSQhqJW3MK4h,Day_4,Day_4_3,Coul,0,4,3,61,0,FM,Moderate,0,2,5,65,Neutral,1,Zero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_UsfCSQhqJW3MK4h,Day_4,Day_4_3,Coul,0,4,3,61,0,FM,Moderate,0,2,5,65,Neutral,1,Zero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_UsfCSQhqJW3MK4h,Day_4,Day_4_3,Coul,0,4,3,61,0,FM,Moderate,0,2,5,65,Neutral,1,Zero COVID%E2%80%9D Catastrophe%3A Participating Nations See New Records Across the Board
R_vp3MffDdOg5esJX,Day_4,Day_4_3,TRUE,1,7,4,30,0,FM,Moderate,0,2,4,53,Neutral,0,zero covid nations see explosions going up
R_vp3MffDdOg5esJX,Day_4,Day_4_3,TRUE,1,7,4,30,0,FM,Moderate,0,2,4,53,Neutral,0,Zero Covid nations number going up
R_w62Aot1jodHg0GR,Day_4,Day_4_2,TRUE,1,6,3,28,0,FM,Liberal,1,1,4,55,Liberal,0,kevin mccarthy jan 6 committee
R_w62Aot1jodHg0GR,Day_4,Day_4_3,Misl,0,4,2,28,0,FM,Liberal,0,1,4,55,Neutral,0,zero covid strategy
R_w62Aot1jodHg0GR,Day_4,Day_4_3,Misl,0,4,2,28,0,FM,Liberal,0,1,4,55,Neutral,0,australia covid surge zero strategy
R_110X7dYcxCvE3Hy,Day_5,Day_5_2,TRUE,1,7,4,39,0,FM,Moderate,0,2,2,52,Liberal,0,Rand Paul Dr Fauci
R_110X7dYcxCvE3Hy,Day_5,Day_5_2,TRUE,1,7,4,39,0,FM,Moderate,0,2,2,52,Liberal,0,Rand Paul Dr Fauci senate hearings
R_110X7dYcxCvE3Hy,Day_5,Day_5_2,TRUE,1,7,4,39,0,FM,Moderate,0,2,2,52,Liberal,0,Rand Paul Dr Fauci senate hearings video
R_110X7dYcxCvE3Hy,Day_5,Day_5_4,TRUE,1,7,4,39,0,FM,Moderate,0,2,2,52,Conservative,0,banks states pelosi doesn%27t want tough questions
R_1d6oC64872yBZPi,Day_5,Day_5_1,TRUE,1,6,3,25,0,FM,Liberal,0,2,4,55,Conservative,1,Enthusiasm for Trump%27s rally in Arizona dwarfs President Biden%27s town hall just days earlier
R_1d6oC64872yBZPi,Day_5,Day_5_4,TRUE,1,6,3,25,0,FM,Liberal,0,2,4,55,Conservative,1,Banks%3A Pelosi Doesn%27t Want %27Tough Questions%27 Because She%27s Responsible for Breakdown of Security on Jan. 6%27
R_1Dx5CC8LBWeQNxR,Day_5,Day_5_3,TRUE,1,5,3,27,1,FM,Liberal,0,3,4,59,Conservative,0,Illinois%E2%80%99 unemployment rate
R_1Dx5CC8LBWeQNxR,Day_5,Day_5_3,TRUE,1,5,3,27,1,FM,Liberal,0,3,4,59,Conservative,0,illinois unemployment benefits
R_1Dx5CC8LBWeQNxR,Day_5,Day_5_4,Misl,0,1,1,27,1,FM,Liberal,0,3,4,59,Conservative,0,Rep. Banks
R_1Dx5CC8LBWeQNxR,Day_5,Day_5_4,Misl,0,1,1,27,1,FM,Liberal,0,3,4,59,Conservative,0,Rep. Banks
R_1dz6tLKCczIHJ23,Day_5,Day_5_2,TRUE,1,7,4,36,0,FM,Liberal,1,4,2,58,Liberal,0,dr. fauci has becime the republican scapegoat
R_1dz6tLKCczIHJ23,Day_5,Day_5_4,Misl,0,1,2,36,0,FM,Liberal,0,4,2,58,Conservative,0,nanci pelosi responsible for breakdown in security
R_1dz6tLKCczIHJ23,Day_5,Day_5_4,Misl,0,1,2,36,0,FM,Liberal,0,4,2,58,Conservative,0,nanci pelosi responsible for breakdown in security
R_1dz6tLKCczIHJ23,Day_5,Day_5_4,Misl,0,1,2,36,0,FM,Liberal,0,4,2,58,Conservative,0,nanci pelosi responsible for breakdown in security
R_1hz1kFZWpKIf58R,Day_5,Day_5_3,TRUE,1,7,4,23,0,FM,Moderate,0,2,4,58,Conservative,0,Illinois unemployment
R_1hz1kFZWpKIf58R,Day_5,Day_5_3,TRUE,1,7,4,23,0,FM,Moderate,0,2,4,58,Conservative,0,Illinois unemployment rate
R_1hz1kFZWpKIf58R,Day_5,Day_5_4,TRUE,1,6,3,23,0,FM,Moderate,0,2,4,58,Conservative,0,Nancy Pelosi June 6th
R_1IuBLrLpXwEhLJU,Day_5,Day_5_1,Coul,0,4,2,56,0,FM,Liberal,0,1,2,64,Conservative,0,Trump rally in Arizona
R_1IuBLrLpXwEhLJU,Day_5,Day_5_1,Coul,0,4,2,56,0,FM,Liberal,0,1,2,64,Conservative,0,Trump rally for integrity in Arizona
R_1IuBLrLpXwEhLJU,Day_5,Day_5_1,Coul,0,4,2,56,0,FM,Liberal,0,1,2,64,Conservative,0,Trump rally in Arizona beats bidens town hall meeting
R_1IuBLrLpXwEhLJU,Day_5,Day_5_2,TRUE,1,7,4,56,0,FM,Liberal,1,1,2,64,Liberal,0,paul ryan accuses dr. fauci
R_1IuBLrLpXwEhLJU,Day_5,Day_5_2,TRUE,1,7,4,56,0,FM,Liberal,1,1,2,64,Liberal,0,paul ryan accused dr. fauci
R_1IuBLrLpXwEhLJU,Day_5,Day_5_4,Misl,0,1,1,56,0,FM,Liberal,0,1,2,64,Conservative,0,Pelosi responsible for January 6th riots
R_1IYGxqWEbUt0dej,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Moderate,0,2,3,36,Liberal,0,rand paul and fauci video
R_1IYGxqWEbUt0dej,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Moderate,0,2,3,36,Liberal,0,rand paul and fauci video fox news
R_1IYGxqWEbUt0dej,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Moderate,0,2,3,36,Liberal,0,Did Dr Fauci lie to the senate%3F
R_1IYGxqWEbUt0dej,Day_5,Day_5_3,TRUE,1,7,4,27,0,FM,Moderate,0,2,3,36,Conservative,0,Chamber of commerce in rage that unemplyed people getting 35 dollers an hour staying home
R_1IYGxqWEbUt0dej,Day_5,Day_5_4,Misl,0,4,3,27,0,FM,Moderate,0,2,3,36,Conservative,0,Is Pelosi responsible for the breakdown of security at the Capitol that happened on January 6th
R_1IYGxqWEbUt0dej,Day_5,Day_5_4,Misl,0,4,3,27,0,FM,Moderate,0,2,3,36,Conservative,0,Is Pelosi responsible for the breakdown of security at the Capitol that happened on January 6th
R_1jND0xQqSOQYr9X,Day_5,Day_5_3,Coul,0,4,2,35,0,FM,Conservative,1,3,4,41,Conservative,0,Chicago unemployed parents
R_1jND0xQqSOQYr9X,Day_5,Day_5_3,Coul,0,4,2,35,0,FM,Conservative,1,3,4,41,Conservative,0,chicago parents abusing unemployment
R_1jND0xQqSOQYr9X,Day_5,Day_5_4,Misl,0,2,1,35,0,FM,Conservative,1,3,4,41,Conservative,0,Pelosi involvement in January 6 riot
R_1Kx3uuuVaWLo9bi,Day_5,Day_5_2,Coul,0,4,3,28,0,FM,Moderate,0,1,3,52,Liberal,0,rand paul speechless after fauci 
R_1Kx3uuuVaWLo9bi,Day_5,Day_5_3,TRUE,1,5,4,28,0,FM,Moderate,0,1,3,52,Conservative,0,chicago chamber of commerce unemployed
R_1r6pw2VaV9dw5rN,Day_5,Day_5_1,Misl,0,3,2,27,0,FM,Liberal,0,2,4,45,Conservative,0,joe biden cincinnati townhall
R_1r6pw2VaV9dw5rN,Day_5,Day_5_1,Misl,0,3,2,27,0,FM,Liberal,0,2,4,45,Conservative,0,joe biden cincinnati townhall 12 year olds vaccine
R_1r6pw2VaV9dw5rN,Day_5,Day_5_1,Misl,0,3,2,27,0,FM,Liberal,0,2,4,45,Conservative,0,joe biden cincinnati townhall man on the moon
R_1r6pw2VaV9dw5rN,Day_5,Day_5_1,Misl,0,3,2,27,0,FM,Liberal,0,2,4,45,Conservative,0,joe biden cincinnati townhall aliens vaccine
R_1r6pw2VaV9dw5rN,Day_5,Day_5_1,Misl,0,3,2,27,0,FM,Liberal,0,2,4,45,Conservative,0,rand paul dr fauci
R_1r6pw2VaV9dw5rN,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Liberal,1,2,4,45,Liberal,0,rand paul dr fauci
