"","T_Dummy","Ordinal_4","Ordinal_7","Treatment_1","Treatment_2","Treatment_3","Age","Ideo_Congruence","Education_Score","Q_Gender","Income_Score","Article_day","ResponseId","Article_Num","Final_FC"
"1180",1,3,6,0,0,1,36,0,3,1,2,"Day2_5","R_2X54ohODNlgjrcd","5","True"
"1181",1,3,5,0,0,0,70,0,1,0,0,"Day2_5","R_1IGYAhNaWx3UqFu","5","True"
"1182",0,4,7,0,0,0,81,0,2,1,1,"Day2_5","R_C1yoyAnwvGZIXQd","5","True"
"1183",1,3,5,0,0,0,30,0,1,1,0,"Day2_5","R_1dhT9oBfL7SrH16","5","True"
"1184",0,3,4,0,0,1,29,0,3,1,1,"Day2_5","R_3ewB3hDM0PlVrpd","5","True"
"1185",0,3,4,0,0,0,71,0,5,1,0,"Day2_5","R_3ku0qkAu8vBWUj9","5","True"
"1186",1,4,6,0,0,0,51,0,2,1,0,"Day2_5","R_32JY5zXhYEz7DTE","5","True"
"1187",1,4,6,1,0,0,60,0,3,0,1,"Day2_5","R_3HiWKVg0hCdjLY6","5","True"
"1188",1,3,6,0,0,1,25,0,2,1,2,"Day2_5","R_2s4Ql8viuanbRyl","5","True"
"1189",0,4,5,0,0,0,67,0,1,0,1,"Day2_5","R_2UbaDJr0nxrHso3","5","True"
"1190",1,3,4,0,1,0,25,0,1,0,0,"Day2_5","R_2SfprwD5CP59jqZ","5","True"
"1191",0,3,4,0,0,0,70,0,1,0,0,"Day2_5","R_2rCS1i546gtoMQG","5","True"
"1192",0,2,3,0,1,0,52,0,3,0,1,"Day2_5","R_30ob9dtrYpCXID8","5","True"
"1193",0,3,4,0,0,0,43,0,3,0,2,"Day2_5","R_1djhNBtkAZkzoXG","5","True"
"1194",0,3,5,0,0,1,38,0,2,0,1,"Day2_5","R_232VquWJBnQfaon","5","True"
"1195",1,3,5,0,0,0,78,0,1,1,1,"Day2_5","R_28XHZO8JdNW87e1","5","True"
"1196",0,2,4,1,0,0,33,0,3,0,1,"Day2_5","R_33v8Ufh3rOTnVEp","5","True"
"1197",0,3,4,1,0,0,52,0,1,1,0,"Day2_5","R_UXCf4aK1FsxW1kB","5","True"
"1198",1,3,5,0,1,0,77,0,4,1,1,"Day2_5","R_2zVkxkkD3eJ3dIv","5","True"
"1199",0,2,4,0,0,0,45,0,1,0,1,"Day2_5","R_QoHaMHIWTxU9nhL","5","True"
"1200",0,2,4,0,0,0,40,0,2,0,1,"Day2_5","R_d4OhkdBGWdu9W0x","5","True"
"1201",0,2,3,0,0,0,74,0,3,0,1,"Day2_5","R_NUtVXcbZcCrYDXb","5","True"
"1202",1,4,6,0,0,0,73,0,2,1,0,"Day2_5","R_215N3T3n0iOLaWv","5","True"
"1203",1,4,6,0,0,1,44,0,3,1,0,"Day2_5","R_3Pi4mFKPZPtYq1A","5","True"
"1204",0,2,4,0,0,0,62,0,1,1,0,"Day2_5","R_XZJ6ria1LU6kGEF","5","True"
"1205",1,3,6,0,0,1,44,0,2,0,1,"Day2_5","R_NVGK5zm11oWjlGV","5","True"
"1206",1,3,4,1,0,0,52,0,1,0,0,"Day2_5","R_31Ek5smv6q0wh5i","5","True"
"1207",0,3,4,0,0,0,74,0,1,1,0,"Day2_5","R_2QQfTJRfWzhhGYB","5","True"
"1208",0,3,5,0,0,0,34,0,0,0,1,"Day2_5","R_3DbWfKmKmtfFflv","5","True"
"1209",1,3,6,0,1,0,38,0,3,0,0,"Day2_5","R_2tCZikDw16gGzG1","5","True"
"1210",1,3,7,0,1,0,36,0,1,1,0,"Day2_5","R_XADodZtFj3XUKJj","5","True"
"1211",1,4,7,1,0,0,61,0,2,1,1,"Day2_5","R_31vdHRe7DhJVTxV","5","True"
"1212",0,2,3,0,0,0,36,0,1,1,1,"Day2_5","R_3NxnbppTrR2rRe3","5","True"
"1213",1,3,3,1,0,0,24,0,1,1,0,"Day2_5","R_2f88xn8N4RxSPth","5","True"
"1214",1,4,7,1,0,0,54,0,3,0,3,"Day2_5","R_1ghFUs3ASV8hB1O","5","True"
"1215",1,4,7,0,1,0,66,0,1,0,0,"Day2_5","R_3scOfrrx6xiZgTd","5","True"
"1216",1,3,6,0,0,1,35,0,4,1,2,"Day2_5","R_2TRiylNcHYxDNsI","5","True"
"1217",0,3,4,0,0,0,42,0,1,0,1,"Day2_5","R_2TSF2ptYmUCkfXa","5","True"
"1218",1,3,6,0,1,0,36,0,4,0,0,"Day2_5","R_7VwWX9z4tEOC8BX","5","True"
"1219",0,2,4,0,0,0,53,0,1,1,1,"Day2_5","R_3LdwChZOJdSqMep","5","True"
"1220",1,3,6,0,0,1,36,0,3,1,2,"Day2_5","R_1lhOHy0PNdxEJIx","5","True"
"1221",1,4,7,1,0,0,74,0,1,0,0,"Day2_5","R_10vDtQf8FKQPc2d","5","True"
"1222",0,1,2,0,0,1,62,0,1,1,1,"Day2_5","R_2chzFIyDaRg3lD4","5","True"
"1223",1,3,6,0,1,0,22,0,1,0,2,"Day2_5","R_PTYMu16prkYQ2aJ","5","True"
"1224",0,3,5,0,0,0,81,0,1,1,1,"Day2_5","R_28NHhUHX58BqrRB","5","True"
"1225",0,2,3,0,0,1,18,0,1,1,0,"Day2_5","R_1GWd4D7fmmj6mQb","5","True"
"1226",1,4,7,0,0,1,79,0,2,0,0,"Day2_5","R_3O03PsHLe1bSNtm","5","True"
"1227",0,2,5,0,1,0,73,0,1,1,0,"Day2_5","R_3pmuGxLfbcCBHf6","5","True"
"1228",1,4,7,1,0,0,82,0,1,1,1,"Day2_5","R_8ivO4eypDwWiAUh","5","True"
"1229",0,3,4,1,0,0,26,0,3,0,1,"Day2_5","R_w7AOTKfFVjXMMlr","5","True"
"1230",0,2,3,0,0,0,49,0,1,1,0,"Day2_5","R_3EYBCnYYLBsZotU","5","True"
"1231",1,4,7,1,0,0,80,0,4,0,0,"Day2_5","R_2qCqtzUjuOdu1Y7","5","True"
"1232",1,3,5,0,1,0,35,0,2,1,1,"Day2_5","R_2cdq5pNwboiJYnN","5","True"
"1233",1,3,5,0,0,0,46,0,1,0,0,"Day2_5","R_3UxwxoLF5jwNKc9","5","True"
"1234",0,1,4,1,0,0,50,0,1,0,1,"Day2_5","R_3Ehy415pH3pmihS","5","True"
"1235",0,2,5,0,0,1,33,0,1,1,0,"Day2_5","R_z73Y1WcwKcl67y9","5","True"
"1236",1,3,6,0,0,0,62,0,3,0,0,"Day2_5","R_2sXvy4sefCi32td","5","True"
"1237",1,3,4,0,0,0,22,0,1,0,1,"Day2_5","R_2ffCb7VuDR0aCKi","5","True"
"1238",1,4,7,0,0,1,44,0,3,1,2,"Day2_5","R_10vnsamnaJgty7e","5","True"
"1239",1,4,7,0,0,0,77,0,1,1,0,"Day2_5","R_2ZKYgQd7V6DXXNY","5","True"
"1240",0,1,1,1,0,0,80,0,3,0,0,"Day2_5","R_1i9DLLiMNSnoD6k","5","True"
"1241",0,3,4,1,0,0,72,0,3,1,0,"Day2_5","R_2f2uxnEOlbVh24O","5","True"
"1242",1,4,6,0,1,0,27,0,1,0,0,"Day2_5","R_3KADNpvlMfbhtvz","5","True"
"1243",0,2,4,0,0,0,77,0,1,0,0,"Day2_5","R_QhJ4CZHVQD4MxeV","5","True"
"1244",1,4,6,0,0,0,74,0,1,1,1,"Day2_5","R_xxyLXI30lfpNQOJ","5","True"
"1245",0,3,3,1,0,0,66,0,4,0,1,"Day2_5","R_9N4jzCqbx8tuhQ5","5","True"
"1246",1,4,6,0,0,0,76,0,2,1,1,"Day2_5","R_3ErKklxpdGnmJlx","5","True"
"1247",0,3,6,1,0,0,42,0,4,0,0,"Day2_5","R_2dFL39p6u4vFgmg","5","True"
"1248",0,3,4,0,0,0,54,0,1,0,2,"Day2_5","R_3NLqs3fuK4RljeK","5","True"
"1249",1,4,5,1,0,0,75,0,3,0,2,"Day2_5","R_2ydaZ8oXvppuT0b","5","True"
"1250",0,3,4,0,0,0,73,0,1,1,0,"Day2_5","R_w6FVASVrapAkD1D","5","True"
"1251",0,1,1,0,0,1,53,0,3,1,0,"Day2_5","R_1FsNYVExz66Hn1y","5","True"
"1252",1,4,6,0,0,1,29,0,3,1,0,"Day2_5","R_3mfqay1XVkZt0v5","5","True"
"1253",0,3,5,1,0,0,75,0,1,0,1,"Day2_5","R_3MnVRFsBrinJido","5","True"
"1254",0,1,2,1,0,0,48,0,3,1,0,"Day2_5","R_OHAEc5vFzf6NGrn","5","True"
"1255",0,1,1,0,0,1,76,0,1,0,1,"Day2_5","R_1BYl8xfEVavW6aI","5","True"
"1256",1,4,6,0,0,1,24,0,1,1,1,"Day2_5","R_3HH69PWTlZRcIQB","5","True"
"1257",0,1,1,0,0,0,62,0,3,1,0,"Day2_5","R_UoQQwZJcOfUMsyR","5","True"
"1258",0,3,4,0,1,0,38,0,2,1,1,"Day2_5","R_3GCB0V7LWDcUNNT","5","True"
"1259",0,3,5,0,1,0,47,0,3,0,0,"Day2_5","R_3LdvfnOnr7KQUfG","5","True"
"1260",0,1,3,0,0,1,74,0,1,0,1,"Day2_5","R_12sExOAm0UaNqkK","5","True"
"1261",1,4,5,0,1,0,52,0,2,0,2,"Day2_5","R_2sQLP50HiFcpgpK","5","True"
"1262",1,3,6,0,1,0,21,0,3,0,1,"Day2_5","R_1LuNMBSZWexVtlF","5","True"
"1263",0,1,1,0,1,0,44,0,3,0,1,"Day2_5","R_Xn5JNi1JQwaOM4V","5","True"
"1264",0,1,1,1,0,0,35,0,1,0,0,"Day2_5","R_1dzrwE7lJvF2MJB","5","True"
"1265",0,2,3,0,1,0,81,0,1,0,0,"Day2_5","R_2uKiv8WzrZCvqy3","5","True"
"1266",1,4,7,0,0,0,30,0,1,1,0,"Day2_5","R_3ktUdcdWRAnXhWV","5","True"
"1267",1,3,5,0,0,0,68,0,1,0,1,"Day2_5","R_71wO1IFPnGCOwtH","5","True"
"1268",1,4,6,0,1,0,78,0,1,0,1,"Day2_5","R_2Wu3muNYk1lYeIs","5","True"
"1269",0,2,3,0,1,0,22,0,0,1,0,"Day2_5","R_2uQzz6uV1w4DzZx","5","True"
"1270",0,2,1,1,0,0,58,0,0,0,0,"Day2_5","R_DCACXMLTgWJRY4N","5","True"
"1271",0,3,5,0,0,0,73,0,4,1,0,"Day2_5","R_d6kH8noJaiJTkhX","5","True"
"1272",0,3,4,1,0,0,23,0,4,0,0,"Day2_5","R_Ck5g0IqRmiNyi65","5","True"
"1273",1,4,6,0,0,0,45,0,2,1,0,"Day2_5","R_3HMosZjeAPjRHlM","5","True"
"1274",1,4,7,0,0,0,66,0,1,0,1,"Day2_5","R_29dnEdYP6e1UIYg","5","True"
"1275",1,4,7,0,0,1,80,0,4,1,1,"Day2_5","R_NURZXDeYbQA9v7r","5","True"
"1276",0,3,4,0,0,0,55,0,3,1,0,"Day2_5","R_10ovD1Mu9MhpN7J","5","True"
"1277",1,3,5,1,0,0,55,0,3,0,1,"Day2_5","R_24GERETNxl4nWWr","5","True"
"1278",0,2,3,0,1,0,51,0,1,0,2,"Day2_5","R_3McJ4l5lfco2VOb","5","True"
"1279",1,3,6,1,0,0,49,0,3,1,0,"Day2_5","R_33ltF24aGRTc7sB","5","True"
"1280",0,2,3,0,1,0,38,0,1,1,0,"Day2_5","R_2UYR7bLeijO3mel","5","True"
"1281",1,4,7,0,1,0,46,0,3,1,1,"Day2_5","R_2cBfPtQ0MpEcHpT","5","True"
"1282",0,3,4,0,1,0,75,0,1,0,0,"Day2_5","R_3NPy0WfjJ2fUSpp","5","True"
"1283",1,4,7,0,1,0,37,0,0,1,3,"Day2_5","R_0NcDgrq2yrppQnT","5","True"
"1284",0,2,3,0,0,0,24,0,3,0,1,"Day2_5","R_Xu0e4xa8xx36vIZ","5","True"
"1285",1,3,4,0,1,0,73,0,3,0,0,"Day2_5","R_TuurXWmN5glFgad","5","True"
"1286",0,2,4,0,0,0,75,0,1,1,1,"Day2_5","R_302V3vxKjpYGBcz","5","True"
"1287",0,3,5,0,0,0,40,0,3,1,0,"Day2_5","R_323KPKnz5F7YRn0","5","True"
"1288",1,4,7,0,1,0,24,0,2,1,0,"Day2_5","R_27fFT0OPttaODmI","5","True"
"1289",0,1,5,0,1,0,30,0,3,1,1,"Day2_5","R_1MYBcDqNtHLvSFl","5","True"
"1290",0,2,5,0,1,0,59,0,1,1,0,"Day2_5","R_3EG1HFgNdhGaYDz","5","True"
"1291",1,4,6,0,1,0,35,0,2,0,0,"Day2_5","R_z0SbrHOIHQIXoFb","5","True"
"1292",0,3,4,0,0,0,76,0,2,0,1,"Day2_5","R_1hA3PPLQOp1vRO5","5","True"
"1293",0,3,6,1,0,0,63,0,2,0,0,"Day2_5","R_dg5QEpalBmKDIK5","5","True"
"1294",1,4,6,0,0,1,34,0,1,1,1,"Day2_5","R_308DVjwQI28Dj7k","5","True"
"1295",1,3,5,0,0,1,66,0,1,0,0,"Day2_5","R_BSdZ4Utj6JeOoCZ","5","True"
"1296",1,4,7,1,0,0,77,0,2,0,0,"Day2_5","R_1BXaQsWfGLxNdEr","5","True"
"1297",0,2,4,1,0,0,25,0,2,0,2,"Day2_5","R_2YgGJ905CeVgzzU","5","True"
"1298",1,3,7,0,1,0,38,0,2,1,1,"Day2_5","R_1DvCYU66ka24b90","5","True"
"1299",0,2,2,1,0,0,70,0,2,0,0,"Day2_5","R_1OvJzxtIK8tmq76","5","True"
"1300",0,2,3,0,0,0,45,0,1,0,0,"Day2_5","R_2TzAFqXeXE2ZiQx","5","True"
"1301",0,2,2,0,0,1,47,0,1,1,1,"Day2_5","R_2y7PpSK2DXSCrFo","5","True"
"1302",1,4,7,0,1,0,79,0,1,0,0,"Day2_5","R_3LkknFW25o50xqC","5","True"
"1303",1,4,7,0,1,0,65,0,2,1,0,"Day2_5","R_2uQU0oN0yycY5S4","5","True"
"1304",1,3,4,1,0,0,43,0,1,1,0,"Day2_5","R_b4s8aO0ssmOiyBP","5","True"
"1305",0,1,1,0,1,0,30,0,3,0,0,"Day2_5","R_1nYC4ZB87xQcq9S","5","True"
"1306",0,2,4,1,0,0,57,0,3,0,0,"Day2_5","R_4Z1r5zozMeaR9Yt","5","True"
"1307",0,3,4,0,0,0,19,0,1,0,2,"Day2_5","R_1rIBF9uPicfe3Pf","5","True"
"1308",0,2,3,0,0,1,50,0,2,1,1,"Day2_5","R_yUxSXBnUtlDAxxf","5","True"
"1309",1,4,7,0,0,0,80,0,1,1,2,"Day2_5","R_2xQREOLG69gfDWU","5","True"
"1310",1,4,7,0,1,0,43,0,4,1,2,"Day2_5","R_1JDaVA5XGBDxLiG","5","True"
"1311",0,3,5,0,0,0,22,0,1,0,1,"Day2_5","R_2s0T6RUYFxHduY5","5","True"
"1312",1,3,6,0,0,1,22,0,1,1,0,"Day2_5","R_2WBwlsGMOX6A1NP","5","True"
"1313",1,3,5,0,0,0,43,0,2,1,1,"Day2_5","R_1Ntr4QLFn66nHze","5","True"
"1314",1,3,5,0,0,0,48,0,1,0,1,"Day2_5","R_XhA2KEYCHhO613P","5","True"
"1315",1,4,6,0,1,0,61,0,2,0,0,"Day2_5","R_2wzTMBKwogRrYLv","5","True"
"1316",1,3,5,0,1,0,23,0,2,0,0,"Day2_5","R_2WHfhk5SDjGYo4e","5","True"
"1317",1,3,5,1,0,0,45,0,4,1,3,"Day2_5","R_5it0VLWim6HDjcl","5","True"
"1318",1,4,6,1,0,0,38,0,1,1,1,"Day2_5","R_3hEGwjBQ4dQzm0p","5","True"
"1319",1,3,5,1,0,0,69,0,2,0,0,"Day2_5","R_1F5JnQMWUW4PhAh","5","True"
"1320",1,3,6,0,0,1,59,0,1,0,0,"Day2_5","R_Dirni31IBg8ZzcR","5","True"
"1321",0,3,5,0,0,0,80,0,1,1,1,"Day2_5","R_2QSt7htaGBFHZNf","5","True"
"1322",1,3,6,0,1,0,23,0,3,0,1,"Day2_5","R_1OIRWtb8tHUJ2RI","5","True"
"1323",0,3,5,0,0,0,58,0,1,0,0,"Day2_5","R_2y9NFNln1r8FXtt","5","True"
"1324",1,4,7,0,0,0,60,0,1,1,0,"Day2_5","R_2P0CPBzSi3dEB3Z","5","True"
"1325",0,1,1,1,0,0,76,0,5,0,1,"Day2_5","R_2Y3Wp0kFxqz8Fid","5","True"
"1326",0,3,6,0,0,0,86,0,1,0,0,"Day2_5","R_3fjeULDMVLqCcKw","5","True"
"1327",0,3,1,0,0,1,60,0,3,0,0,"Day2_5","R_3JehVbatPy4AlSL","5","True"
"1328",1,4,6,0,0,1,34,0,2,1,2,"Day2_5","R_etFu8lHBC1pbNQd","5","True"
"1329",0,2,4,1,0,0,22,0,1,0,1,"Day2_5","R_2U6pFNXWfL0p2Q8","5","True"
"1330",1,4,6,1,0,0,70,0,3,0,1,"Day2_5","R_1FJQClRh96su8zs","5","True"
"1331",1,4,7,0,0,1,28,0,2,1,1,"Day2_5","R_0rfT7aG28Aprzjz","5","True"
"1332",1,4,7,0,0,1,37,0,3,1,3,"Day2_5","R_3hbUb98KAHbfBKM","5","True"
"1333",1,4,7,0,0,0,43,0,2,1,2,"Day2_5","R_3M5Jei9EAGfTZ2d","5","True"
"1334",0,2,2,1,0,0,44,0,3,0,3,"Day2_5","R_2OW4uWDF8xef3Bv","5","True"
"1335",1,3,5,1,0,0,38,0,1,0,1,"Day2_5","R_3fBlvouA07I6MnV","5","True"
"1336",0,2,3,0,0,1,76,0,1,1,0,"Day2_5","R_tJSoJ6p71pg9zHP","5","True"
"1337",0,2,2,0,1,0,77,0,1,0,1,"Day2_5","R_3qEgAK5IdfQyefj","5","True"
"1338",0,3,4,0,0,0,27,0,2,0,3,"Day2_5","R_3O1TWYJYf2dWnyY","5","True"
"1339",0,2,3,0,0,0,44,0,2,0,0,"Day2_5","R_2rZ58rTxb4jVVhG","5","True"
"1340",1,4,6,1,0,0,22,0,1,0,0,"Day2_5","R_2Vpyue7cBZKMUwf","5","True"
"1341",0,2,3,0,0,1,67,0,1,0,0,"Day2_5","R_1CDX6CFuiCbRzIL","5","True"
"1342",1,3,6,0,1,0,37,0,2,1,2,"Day2_5","R_3fwuZrP2D5eGtmL","5","True"
"1343",1,4,7,0,0,0,38,0,1,0,0,"Day2_5","R_3sdjUeU7uNVyF1X","5","True"
"1344",0,2,1,0,0,0,73,0,3,1,3,"Day2_5","R_2Eiq1qXuDPheyXf","5","True"
"1345",1,4,7,1,0,0,87,0,3,0,1,"Day2_5","R_d5Oi5XtcZLvrKKJ","5","True"
"1346",1,4,7,1,0,0,81,0,4,1,0,"Day2_5","R_27xUwmVbMP1aVMW","5","True"
"1347",0,3,5,0,0,0,21,0,1,0,0,"Day2_5","R_d5NXvPjTAUHh5br","5","True"
"1348",0,3,5,0,1,0,45,0,1,1,0,"Day2_5","R_bxUmOAxnLtJDRqF","5","True"
"1349",1,4,7,0,0,0,61,0,4,1,2,"Day2_5","R_1rNbmGBEHoTmGRR","5","True"
"1350",1,4,6,0,0,0,40,0,2,1,2,"Day2_5","R_25Zr5az3ElAxZBV","5","True"
"1351",1,3,5,0,0,0,77,0,3,0,0,"Day2_5","R_2QgsTiwCshmFung","5","True"
"1352",0,3,5,0,1,0,80,0,1,0,0,"Day2_5","R_1pQbM0nrAJwpJEy","5","True"
"1353",0,3,4,0,1,0,54,0,1,0,0,"Day2_5","R_2wElvvfBQgvxFVE","5","True"
"1354",1,4,5,1,0,0,77,0,3,0,1,"Day2_5","R_1PduyIeQB3qotaE","5","True"
"1355",0,3,5,1,0,0,38,0,3,0,1,"Day2_5","R_28BpYLEYlqABQVq","5","True"
"1356",0,2,4,1,0,0,42,0,3,0,0,"Day2_5","R_28AR78niIlqIctz","5","True"
"1357",0,3,5,0,1,0,43,0,2,0,1,"Day2_5","R_3MLvjwpYaX2r8au","5","True"
"1358",0,3,5,0,0,0,69,0,1,1,1,"Day2_5","R_2fDxyUsWJ4BQWvn","5","True"
"1359",1,4,7,0,0,0,74,0,1,1,0,"Day2_5","R_3pfgX8iFkxsa4P1","5","True"
"1360",1,2,4,0,1,0,42,0,1,1,1,"Day2_5","R_3OkLBKg5oxj5q1c","5","True"
"1361",0,3,3,0,0,1,35,0,1,1,1,"Day2_5","R_27BBLsea8G8JHiW","5","True"
"1362",1,4,6,0,0,1,34,0,2,1,1,"Day2_5","R_1IsfM17uVkmSpnE","5","True"
"1363",1,4,7,0,1,0,58,0,1,0,1,"Day2_5","R_2aruZKTvdrA0Cd7","5","True"
"1364",1,4,6,1,0,0,76,0,4,0,2,"Day2_5","R_31Z1QcE6atKe6CI","5","True"
"1365",1,4,6,0,1,0,58,0,2,0,0,"Day2_5","R_1FxeI5AmVdosleH","5","True"
"1366",0,3,4,1,0,0,44,0,3,1,1,"Day2_5","R_BRKYXIbtCaXcL2V","5","True"
"1367",1,3,7,0,1,0,75,0,4,0,0,"Day2_5","R_28YfAhB8S1Ue8tp","5","True"
"1368",0,2,2,1,0,0,82,0,1,0,1,"Day2_5","R_3rTZtTfSdGJykb6","5","True"
"1369",0,3,6,0,0,0,45,0,2,0,0,"Day2_5","R_3FJM8JFjnf3ccUP","5","True"
"1370",1,3,5,0,0,0,46,0,1,1,0,"Day2_5","R_3HtT0L2cyI2dPOU","5","True"
"1371",1,4,7,1,0,0,54,0,3,1,1,"Day2_5","R_3exYBxQtC2IgZ0e","5","True"
"1372",1,3,4,1,0,0,37,0,0,0,0,"Day2_5","R_3pl6NvOtUqah9O6","5","True"
"1373",0,2,4,0,1,0,48,0,1,0,0,"Day2_5","R_1hEmcfcOrIHQxlw","5","True"
"1374",0,2,3,0,0,1,74,0,1,0,0,"Day2_5","R_3OdZErZaiDmFdbG","5","True"
"1375",1,3,6,0,0,0,48,0,2,1,0,"Day2_5","R_1otIQ7voB7uRqVz","5","True"
"1376",0,2,3,1,0,0,37,0,1,0,0,"Day2_5","R_3HAAN2PpSGLAaQS","5","True"
"1377",0,3,3,0,0,1,23,0,4,1,0,"Day2_5","R_3O2DyLbyrW8e7nL","5","True"
"1378",0,3,5,1,0,0,67,0,4,1,0,"Day2_5","R_3j2sgiXp0rfxovf","5","True"
"1379",0,3,4,1,0,0,38,0,2,0,0,"Day2_5","R_3EKHMeKydc0jfDz","5","True"
"1380",0,3,6,0,0,1,55,0,2,0,0,"Day2_5","R_eksn7i1r4WqsIfL","5","True"
"1381",1,3,5,0,1,0,87,0,1,0,0,"Day2_5","R_1ovvaVIId2CcnAM","5","True"
"1382",1,4,7,0,0,1,33,0,1,1,2,"Day2_5","R_1ff1SES3BbIyDNJ","5","True"
"1383",0,2,2,0,0,1,42,0,1,1,0,"Day2_5","R_2amEQ4wGcpdiXoS","5","True"
"1384",1,4,7,0,1,0,46,0,0,0,0,"Day2_5","R_3szhM9N9zBFEKUR","5","True"
"1385",0,3,4,1,0,0,27,0,1,0,0,"Day2_5","R_1H0S0WpcCIm2h3e","5","True"
"1386",0,2,2,0,0,0,73,0,1,1,0,"Day2_5","R_0AnBcsgXsiKyctX","5","True"
"1387",0,2,4,0,1,0,46,0,3,1,1,"Day2_5","R_2UiuKmIbmbHkgOD","5","True"
"1388",0,3,4,0,0,0,67,0,2,0,0,"Day2_5","R_x2VVr0deZXVzQhX","5","True"
"1389",0,2,3,0,0,0,28,0,1,1,1,"Day2_5","R_2f1X8LW2GULp1NS","5","True"
"1390",1,3,5,0,0,1,38,0,3,1,0,"Day2_5","R_1exur447MeZKfpQ","5","True"
"1391",1,3,6,0,1,0,29,0,1,0,0,"Day2_5","R_2BxM6wWwG5Hxxvp","5","True"
"1392",1,4,6,0,0,0,46,0,3,1,2,"Day2_5","R_2S8KWNPzYmwy84x","5","True"
"1393",0,3,5,0,1,0,30,0,2,1,1,"Day2_5","R_3RaN5S0D4PyT2m5","5","True"
"1394",1,3,5,0,0,1,47,0,1,1,1,"Day2_5","R_DdiMVHynKBS2Yk9","5","True"
"1395",1,4,6,0,0,1,35,0,3,1,1,"Day2_5","R_29xt4K5Sw99z2cV","5","True"
"1396",0,1,4,0,1,0,70,0,1,1,0,"Day2_5","R_pEtMNfpkaLHrtrb","5","True"
"1397",0,3,1,1,0,0,42,0,0,0,0,"Day2_5","R_1JIo3x7E4gBjjgC","5","True"
"1398",0,3,4,1,0,0,37,0,1,1,0,"Day2_5","R_zYHy9vQ8ukpB3cB","5","True"
"1399",0,2,3,0,1,0,33,0,4,0,0,"Day2_5","R_2UVkIZZ2Tqdb1Te","5","True"
"1400",0,3,4,1,0,0,60,0,4,0,1,"Day2_5","R_1Nk3TrRhY7Ppq90","5","True"
"1401",1,4,7,1,0,0,34,0,1,0,1,"Day2_5","R_3NPtZaj429cU6Vv","5","True"
"1402",1,3,6,0,0,1,33,0,1,1,0,"Day2_5","R_ylsUOPnhr3U2VX3","5","True"
"1403",1,3,6,0,0,0,77,0,4,0,1,"Day2_5","R_1Eaq8LVC8cX6BRj","5","True"
"1404",0,2,3,1,0,0,35,0,3,0,1,"Day2_5","R_3Ez2DLQtTzEyz6S","5","True"
"1405",1,4,7,0,0,1,60,0,2,1,0,"Day2_5","R_2Y6dPCB0kfiMlWj","5","True"
"1406",1,4,6,1,0,0,73,0,3,0,0,"Day2_5","R_1pGW2UVjxFz5OBw","5","True"
"1407",1,3,4,0,1,0,34,0,1,0,0,"Day2_5","R_bDR8hvOb0V7C0EN","5","True"
"1408",1,3,5,0,0,1,63,0,2,0,1,"Day2_5","R_5btGry3NgWtW3xT","5","True"
"1409",0,3,5,0,0,0,35,0,3,1,2,"Day2_5","R_27HWBrl4PZXpaL4","5","True"
"1410",0,3,5,0,0,0,86,0,1,0,1,"Day2_5","R_2ZWBHPjHL7421yW","5","True"
"1411",1,4,7,0,0,0,33,0,2,1,1,"Day2_5","R_24dWNK5QOl7tpA2","5","True"
"1412",0,2,3,0,1,0,50,0,3,1,1,"Day2_5","R_3Pe0XvRMo1rBq3t","5","True"
"1413",0,2,2,1,0,0,52,0,1,0,0,"Day2_5","R_8uJzELeujVp4VHz","5","True"
"1414",1,4,6,1,0,0,82,0,1,0,0,"Day2_5","R_25R8vfKxJVYysqU","5","True"
"1415",0,3,4,0,1,0,21,0,1,1,1,"Day2_5","R_25Ad1D6czc3AFuc","5","True"
"1416",1,3,5,0,1,0,50,0,1,0,0,"Day2_5","R_2UbUQ13PEeaDDGq","5","True"
"1417",0,1,1,1,0,0,80,0,2,0,0,"Day2_5","R_3qwhKIILZXNt1N3","5","True"
"1418",0,3,5,0,0,0,71,0,3,1,3,"Day2_5","R_3kmNKA1eWkB5Acw","5","True"
"1419",0,3,4,1,0,0,26,0,3,0,0,"Day2_5","R_PXTQqL7HOAv4E2l","5","True"
"1420",0,1,1,0,0,1,37,0,1,1,0,"Day2_5","R_psfKQ7awdfEGKtP","5","True"
"1421",1,4,6,0,0,1,81,0,4,1,0,"Day2_5","R_1FzwJ83L5mbivH4","5","True"
"1422",1,4,7,1,0,0,67,0,1,0,1,"Day2_5","R_voH01rsrMSyJx6h","5","True"
"1423",1,4,6,0,1,0,71,0,1,1,1,"Day2_5","R_9N7PXyyw5Thdey5","5","True"
"1424",0,3,4,0,1,0,67,0,1,1,0,"Day2_5","R_ZC3eENWOIqiw4vf","5","True"
"1425",1,3,5,0,0,0,70,0,2,0,0,"Day2_5","R_2uBOVt9CEyM4e0G","5","True"
"1426",1,4,7,0,0,1,47,0,1,1,0,"Day2_5","R_6qTJw0pSHugH0R3","5","True"
"1427",1,3,6,0,1,0,48,0,2,1,0,"Day2_5","R_3EKnj9eDJxtzMbL","5","True"
"1428",0,3,4,0,0,1,34,0,3,1,3,"Day2_5","R_z8r3dKAvylanKPD","5","True"
"1429",1,3,4,1,0,0,29,0,4,0,1,"Day2_5","R_30bHhi61NrtHMUQ","5","True"
"1430",0,4,3,0,0,0,69,0,4,0,0,"Day2_5","R_6eQZnJybmlJM2UV","5","True"
