"","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","CRT_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search","True_Dummy","Article"
"1543","1543","1","True",4,3,21,1,1,"2",0,"0","6120","4","nov 20_2","R_3FVWki72JiRwCEL","0",1,1,"2"
"1544","1544","1","True",4,4,67,0,3,"2",1,"1","1458","3.7","nov 20_2","R_1i4cIGs68W7w4WV","-2",1,1,"2"
"1545","1545","0","Misl/False",6,3,66,1,3,"2",0,"0","1098","4.4","nov 20_2","R_T765obaHzI9erS1","1",1,0,"2"
"1546","1546","0","CND",4,3,38,0,1,"1",1,"0","1943","3.7","nov 20_2","R_2TLuF0GHToCGt2I","-2",1,0,"2"
"1547","1547","1","True",4,4,42,0,1,"1",0,"1","937","4.8","nov 20_2","R_1IAW6f64xem64I4","0",1,1,"2"
"1548","1548","0","CND",4,3,25,1,0,"3",1,"1","868","3.8","nov 20_2","R_3DiMnXD3d92jAwS","-2",1,0,"2"
"1549","1549","0","Misl/False",7,3,24,1,1,"3",0,"1","1688","4.8","nov 20_2","R_1kUIJ55xqJJV9W6","2",1,0,"2"
"1550","1550","1","True",4,4,29,1,1,"1",1,"0","1153","3.6","nov 20_2","R_1plpfoWGsAUNosn","-3",1,1,"2"
"1551","1551","1","True",6,1,42,1,0,"0",0,"0","1239","4.2","nov 20_2","R_e5Iibe3hHrhTFPH","0",1,1,"2"
"1552","1552","0","Misl/False",5,3,42,1,3,"1",0,"1","523","4.4","nov 20_4","R_10YKZtyX1S8gL4s","3",1,0,"4"
"1553","1553","0","CND",3,1,29,1,0,"0",0,"0","1157","4.2","nov 20_4","R_1llOmQhBbOZjOxI","-2",1,0,"4"
"1554","1554","0","CND",6,4,77,0,3,"1",0,"0","1099","3.6","nov 20_4","R_2z6DMlWHZbQAJgT","-2",1,0,"4"
"1555","1555","1","True",4,3,67,0,1,"2",0,"1","1342","4.9","nov 20_4","R_1IXjZ3wpGiVMuCX","1",1,1,"4"
"1556","1556","0","Misl/False",2,4,74,0,1,"1",0,"1","1393","4","nov 20_4","R_31a9CFNgiRSrjSF","0",1,0,"4"
"1557","1557","0","CND",4,2,68,0,0,"3",0,"1","1555","3.7","nov 20_4","R_33CpfaFt2tx6YKx","1",1,0,"4"
"1558","1558","1","True",6,3,39,0,2,"0",0,"1","1602","4.6","nov 20_4","R_3p5tNgFKT8APV5A","-2",1,1,"4"
"1559","1559","1","True",7,3,43,0,2,"3",0,"1","745","5","nov 20_4","R_2SiQe8Hr481isTu","0",1,1,"4"
"1560","1560","1","True",6,2,38,0,1,"0",0,"1","463","4.9","nov 20_4","R_3mfrYhzyzXC8gZE","3",1,1,"4"
"1561","1561","0","Misl/False",4,1,27,0,0,"3",0,"0","730","4.8","nov 20_4","R_8He41Kl7yjiK0Br","0",1,0,"4"
"1562","1562","0","CND",4,2,42,0,0,"0",0,"0","757","5","nov 20_4","R_3Ge8AvH744lfD8O","-1",1,0,"4"
"1563","1563","0","Misl/False",4,2,68,0,1,"1",0,"1","1610","3.3","nov 20_4","R_3g1uDCrS8H65rti","2",1,0,"4"
"1564","1564","1","True",7,3,72,1,2,"3",0,"1","894","4.5","nov 20_4","R_1nU8Z2DanaiN1hy","-1",1,1,"4"
"1565","1565","0","CND",3,3,49,0,2,"0",0,"0","1154","4","nov 20_4","R_3rZkaKTag2IT9nw","1",1,0,"4"
"1566","1566","0","CND",4,1,78,0,1,"1",0,"1","1110","3.2","nov 20_4","R_27NlFVu3CquvZ5D","1",1,0,"4"
"1567","1567","1","True",5,3,22,0,0,"2",0,"0","1291","4","nov 20_4","R_2v63HJ4VE5BB9nq","-3",1,1,"4"
"1568","1568","0","Misl/False",5,5,67,0,3,"3",0,"1","1356","5","nov 20_4","R_2CE9Ae3Quq2Momi","-3",1,0,"4"
"1569","1569","0","Misl/False",4,4,59,0,1,"2",0,"1","472","4.5","nov 20_4","R_12GtCGNXzl32HYC","1",1,0,"4"
"1570","1570","1","True",6,2,38,0,0,"0",0,"1","1547","4","nov 20_4","R_1jrjOHzytDrQsiV","-3",1,1,"4"
"1571","1571","1","True",6,4,44,0,1,"3",0,"0","1671","3.8","nov 20_4","R_2w03UHgGZ0uOn78","2",1,1,"4"
"1572","1572","0","CND",1,0,42,1,0,"2",0,"1","922","4","nov 20_4","R_1LCBfhNKazrgkcC","-2",1,0,"4"
"1573","1573","0","CND",3,1,41,1,1,"3",0,"0","2528","3.5","nov 20_4","R_3mx5upPc9zTud7r","0",1,0,"4"
"1574","1574","0","Misl/False",3,3,40,1,2,"1",0,"1","636","2.4","nov 20_4","R_211EYGsaxOer1fh","0",1,0,"4"
"1575","1575","0","CND",4,3,23,1,1,"3",0,"0","810","3.7","nov 20_4","R_2ZIEwaY9aYIA0j5","2",1,0,"4"
"1576","1576","0","CND",4,1,18,1,1,"2",0,"0","2025","4","nov 20_4","R_1gSJAXesJ6NhmFu","-3",1,0,"4"
"1577","1577","1","True",7,1,44,1,0,"1",0,"1","2855","4.2","nov 20_4","R_1nTOQWZb29uKO0z","2",1,1,"4"
"1578","1578","1","True",4,5,35,1,2,"1",0,"1","608","4.3","nov 20_4","R_125WuHufGPZLiGh","0",1,1,"4"
"1579","1579","1","True",7,1,35,1,0,"0",0,"0","559","4.6","nov 20_4","R_0JNFsrSL0BD1g3v","3",1,1,"4"
"1580","1580","1","True",7,2,33,1,0,"0",0,"1","1520","4.4","nov 20_4","R_2BgOfo3Oc9w5Sad","1",1,1,"4"
"1581","1581","1","True",6,1,44,1,0,"3",0,"0","904","4.2","nov 20_5","R_TnErpjq6xQE3d4d","0",1,1,"5"
"1582","1582","0","CND",4,1,69,0,2,"1",0,"0","437","3","nov 20_5","R_XZDNb2shbfqLRkJ","0",1,0,"5"
"1583","1583","1","True",7,3,45,1,2,"3",0,"1","1502","3.6","nov 20_5","R_1qV8WSuI26eZSNf","2",1,1,"5"
"1584","1584","1","True",5,1,35,0,1,"3",0,"1","906","4.2","nov 20_5","R_2ZHRoIOhxi45YVL","0",1,1,"5"
"1585","1585","0","Misl/False",5,4,41,0,2,"1",0,"0","1884","4.3","nov 20_5","R_1is8xQ9ZfWrIEWK","2",1,0,"5"
"1586","1586","0","Misl/False",4,1,39,0,0,"2",0,"0","2861","3.6","nov 20_5","R_27cXVvW2pQI0cZE","0",1,0,"5"
"1587","1587","0","CND",5,3,56,0,2,"1",0,"0","783","5","nov 20_5","R_yWxjYcL2Jhwn6bT","-1",1,0,"5"
"1588","1588","0","Misl/False",4,1,38,1,0,"0",NA,"1","3318","2.9","nov 20_5","R_12PiRURA3dyLE9W",NA,1,0,"5"
"1589","1589","1","True",7,3,30,0,0,"2",0,"1","763","4.7","nov 20_5","R_31WZ4omCTDJWj0M","-3",1,1,"5"
"1590","1590","1","True",7,1,56,0,1,"3",0,"0","1559","3.8","nov 20_5","R_22VX3w23x5jLKV6","2",1,1,"5"
"1591","1591","1","True",1,3,29,1,2,"1",0,"1","767","4.8","nov 20_5","R_2bZOuX8CC5dZvCC","2",1,1,"5"
"1592","1592","1","True",7,1,34,0,0,"2",0,"0","1757","4.2","nov 20_5","R_1n907VmbEcaxGkH","1",1,1,"5"
"1593","1593","1","True",6,4,72,1,1,"1",0,"0","875","2.7","nov 20_5","R_3JlosiSoqRvVhOl","-1",1,1,"5"
"1594","1594","1","True",5,3,72,0,1,"0",0,"0","1123","2.8","nov 20_5","R_VPaBFtFboeGr1IJ","2",1,1,"5"
"1595","1595","1","True",5,1,22,0,0,"3",0,"0","3131","4.1","nov 20_5","R_3NJrfLV1176fThu","-2",1,1,"5"
"1596","1596","1","True",4,3,69,0,2,"0",0,"1","883","3.3","nov 20_5","R_YYp6IfFhysNfosx","0",1,1,"5"
"1597","1597","1","True",7,3,69,0,1,"2",0,"1","1010","2.3","nov 20_5","R_3hn0mZkgi8TYub9","2",1,1,"5"
"1598","1598","1","True",6,5,74,0,3,"0",0,"0","3019","3.4","nov 20_5","R_1OVMCbL7rlHxMQn","-1",1,1,"5"
"1599","1599","1","True",5,3,39,0,0,"1",0,"0","4556","4.1","nov 20_5","R_VR3qyjpaWpSdTln","0",1,1,"5"
"1600","1600","1","True",7,4,67,1,1,"2",0,"0","1520","2.7","nov 20_5","R_3kmHGrdxM0FidfL","1",1,1,"5"
"1601","1601","1","True",5,3,70,1,1,"3",0,"0","1081","3.4","nov 20_5","R_1pEuoa2XZSgEWEJ","-2",1,1,"5"
"1602","1602","1","True",7,3,30,1,1,"1",0,"1","1410","5","nov 20_5","R_20StH4i18y8b0Gq","-3",1,1,"5"
"1603","1603","1","True",3,3,24,1,1,"1",0,"0","1601","3.4","nov 20_5","R_29vvGGIj3htiEeW","2",1,1,"5"
"1604","1604","0","CND",4,3,39,1,2,"1",0,"0","335","4.9","nov 20_5","R_2cqGvgbgFWo64fw","3",1,0,"5"
"1605","1605","1","True",5,2,43,1,1,"0",0,"0","1938","2.6","nov 20_5","R_231y4F4sF3WVQHU","-1",1,1,"5"
"1606","1606","1","True",6,3,31,1,0,"2",0,"1","2193","2.1","nov 20_5","R_3DhWMVlssQgoh6S","-2",1,1,"5"
"1607","1607","0","CND",5,2,31,1,0,"2",0,"0","1011","2.6","nov 20_5","R_1dE1o2ztkaFIGXa","0",1,0,"5"
"1608","1608","1","True",6,4,32,0,1,"2",0,"0","1528","4.6","nov 20_5","R_dnCWLoaWraszZGp","-3",1,1,"5"
"1609","1609","0","CND",5,1,23,1,1,"4",0,"0","1046","4.3","nov 20_5","R_b1KOgeTqxiu0Agh","-2",1,0,"5"
"1610","1610","1","True",7,2,34,1,1,"4",0,"0","631","4.5","nov 20_5","R_2upR5QQ16uPnk21","-3",1,1,"5"
"1611","1611","1","True",7,1,28,1,1,"2",0,"1","1018","3.2","nov 20_5","R_11WVWDSMqJEAGLi","0",1,1,"5"
"1612","1612","1","True",5,1,50,1,1,"0",0,"0","5227","4.3","nov 20_5","R_3kvmH2BBBExpzYn","2",1,1,"5"
"1613","1613","1","True",7,2,50,1,0,"3",0,"0","1211","4.1","nov 20_5","R_2rwIqYkdXe6zsle","0",1,1,"5"
"1614","1614","0","CND",4,4,38,1,3,"2",0,"0","431","3","nov 21_2","R_1F2soRKXkrj2P59","0",1,0,"2"
"1615","1615","0","Misl/False",4,3,51,0,1,"0",0,"1","468","4.4","nov 21_2","R_241TKM52QH5LetG","1",1,0,"2"
"1616","1616","0","Misl/False",3,3,55,0,3,"1",0,"1","584","4.8","nov 21_2","R_UhIBFLYUa3rMewp","1",1,0,"2"
"1617","1617","0","CND",4,3,57,0,1,"1",0,"1","689","3.9","nov 21_2","R_3HKbCjWbcILNhrH","2",1,0,"2"
"1618","1618","0","Misl/False",2,3,47,1,2,"1",0,"1","760","3.7","nov 21_2","R_WATNIyvSNXcHaZH","1",1,0,"2"
"1619","1619","1","True",7,3,70,0,1,"1",1,"1","653","3","nov 21_2","R_2sQEFsLANwuQILk","-2",1,1,"2"
"1620","1620","1","True",7,3,57,1,1,"1",1,"1","799","4.6","nov 21_2","R_3DXxaRTAisktXl7","-2",1,1,"2"
"1621","1621","0","CND",4,2,55,0,0,"4",0,"0","981","3.1","nov 21_2","R_2ysisYXx1oSJYpy","0",1,0,"2"
"1622","1622","0","Misl/False",3,4,72,0,3,"2",0,"1","926","3.7","nov 21_2","R_2TnK11dWa1trnci","0",1,0,"2"
"1623","1623","0","CND",4,3,39,1,1,"1",NA,"0","425","4.1","nov 21_2","R_by1NmBgCYDpM8kV",NA,1,0,"2"
"1624","1624","0","CND",3,2,43,0,2,"2",0,"1","880","4.7","nov 21_2","R_2zl0RwhbI4FZpUi","1",1,0,"2"
"1625","1625","0","Misl/False",1,4,67,0,3,"2",0,"1","1200","3.5","nov 21_2","R_264kxsOj00GBBYv","2",1,0,"2"
"1626","1626","1","True",6,2,69,1,0,"3",1,"1","1242","4","nov 21_2","R_3m9SrzDHVTGz7D3","-3",1,1,"2"
"1627","1627","0","Misl/False",1,3,55,0,2,"1",0,"1","980","2","nov 21_2","R_1K7ne2ZkHPlaCe0","3",1,0,"2"
"1628","1628","0","Misl/False",4,3,44,1,1,"3",1,"0","424","3.2","nov 21_2","R_ULoadyg1nOiI4vf","-2",1,0,"2"
"1629","1629","0","Misl/False",6,4,69,0,3,"3",0,"1","955","4.5","nov 21_2","R_1H2krzyc107TtQC","2",1,0,"2"
"1630","1630","0","Misl/False",6,4,62,0,3,"0",0,"0","558","4.4","nov 21_2","R_2QGkQ7ZdOP8iVZX","1",1,0,"2"
"1631","1631","1","True",5,4,61,0,1,"0",0,"1","1367","2.8","nov 21_2","R_envmSsUkYP6WIHn","2",1,1,"2"
"1632","1632","0","Misl/False",1,3,56,1,2,"2",0,"1","1174","4.1","nov 21_2","R_vqukdLyFGHIPrG1","1",1,0,"2"
"1633","1633","1","True",7,3,58,1,0,"2",0,"1","1185","3.8","nov 21_2","R_2uwyBlsfjboWVmV","0",1,1,"2"
"1634","1634","0","Misl/False",2,3,51,1,2,"2",0,"0","829","4.4","nov 21_2","R_1KlM3Cv0wfOgOM2","3",1,0,"2"
"1635","1635","1","True",7,2,65,0,1,"1",0,"1","1536","4.2","nov 21_2","R_27yunL9RpbCzkvs","0",1,1,"2"
"1636","1636","0","Misl/False",4,4,56,0,2,"2",0,"1","1331","4.1","nov 21_2","R_6yTFTW3SkeFRVKN","0",1,0,"2"
"1637","1637","1","True",6,4,49,1,1,"1",1,"1","834","4.4","nov 21_2","R_1mOZeNBe3wf80EQ","-1",1,1,"2"
"1638","1638","1","True",6,3,41,1,1,"1",0,"0","1187","3.6","nov 21_2","R_xaRKbtpWH3UJh6N","2",1,1,"2"
"1639","1639","1","True",6,4,43,1,1,"2",0,"1","1878","4.4","nov 21_2","R_1GWw7gIVK32hfcF","0",1,1,"2"
"1640","1640","0","Misl/False",5,3,46,1,3,"1",0,"0","1613","4.9","nov 21_2","R_r1tVeIeEB0eHXQl","2",1,0,"2"
"1641","1641","0","CND",4,1,40,1,1,"2",NA,"0","474","1","nov 21_2","R_3j9fE0cagFAUzjo",NA,1,0,"2"
"1642","1642","1","True",5,3,46,1,2,"1",0,"1","752","1.8","nov 21_2","R_3nOavpymD50TiN8","0",1,1,"2"
"1643","1643","0","Misl/False",3,1,37,1,0,"0",0,"0","1102","4.2","nov 21_2","R_3lLmbI3jPQ6k291","2",1,0,"2"
"1644","1644","0","CND",4,1,32,1,1,"2",0,"0","2510","4.7","nov 21_2","R_D2W95pXwx5yIBTr","2",1,0,"2"
"1645","1645","0","CND",4,1,39,1,1,"0",0,"1","1573","3.7","nov 21_2","R_2pR0qBiWwuD65SM","0",1,0,"2"
"1646","1646","1","True",4,2,40,1,1,"1",0,"1","2913","3.9","nov 21_2","R_1l6PYe0Jlhdr3D4","3",1,1,"2"
"1647","1647","0","Misl/False",4,2,42,0,0,"3",0,"1","686","3.5","nov 21_2","R_1rODiH3ElDEgroQ","3",1,0,"2"
"1648","1648","1","True",7,1,42,1,1,"1",0,"0","3014","5","nov 21_2","R_BGu7WW3nUySPNYd","0",1,1,"2"
"1649","1649","1","True",5,2,30,0,2,"1",0,"0","1029","3.6","nov 21_2","R_3nr3uTQk13JiirM","0",1,1,"2"
"1650","1650","1","True",6,2,28,0,0,"1",1,"1","1541","4.1","nov 21_2","R_2bKoHPKiNowagC0","-3",1,1,"2"
"1651","1651","0","CND",4,4,70,0,2,"1",0,"1","659","2.5","nov 21_4","R_3nTOBTOYuTT2jfj","2",1,0,"4"
"1652","1652","1","True",2,1,30,1,0,"2",0,"1","790","4.2","nov 21_4","R_3hiq9EBRL8iu0Ga","0",1,1,"4"
"1653","1653","0","CND",4,1,41,1,0,"1",0,"0","631","3.2","nov 21_4","R_3NzgMgUkScq0WHM","0",1,0,"4"
"1654","1654","0","CND",5,3,59,1,2,"0",0,"1","680","2.1","nov 21_4","R_3hhc3ZWEmxtXZx1","3",1,0,"4"
"1655","1655","0","CND",4,1,72,1,2,"2",0,"0","633","3.6","nov 21_4","R_xnPgrl6ZGqyOorD","2",1,0,"4"
"1656","1656","1","True",5,3,65,1,0,"1",0,"1","1036","1.4","nov 21_4","R_2UblfS2Z4bNMPPY","0",1,1,"4"
"1657","1657","1","True",7,3,66,1,1,"0",0,"1","1030","4.8","nov 21_4","R_31mHiwlDp15sVBf","-2",1,1,"4"
"1658","1658","1","True",7,3,39,0,1,"1",0,"1","981","4.7","nov 21_4","R_30ibmnhxdubNCrq","2",1,1,"4"
"1659","1659","1","True",5,2,31,1,3,"2",0,"1","820","3.2","nov 21_4","R_eD8zC6FkMG4lhYZ","-2",1,1,"4"
"1660","1660","0","CND",4,4,30,1,1,"0",0,"1","822","3.3","nov 21_4","R_1KlifHBMcILivMK","0",1,0,"4"
"1661","1661","1","True",1,1,75,1,1,"3",0,"1","1026","3.1","nov 21_4","R_DCb5y6n7gVg3hQZ","3",1,1,"4"
"1662","1662","1","True",5,4,67,1,1,"2",0,"0","1027","3.9","nov 21_4","R_2zC20MCWaRK7D1H","-2",1,1,"4"
"1663","1663","0","Misl/False",4,2,77,0,0,"4",0,"1","1275","4.3","nov 21_4","R_8hT1wsDxjSwBCuJ","0",1,0,"4"
"1664","1664","1","True",7,4,63,1,1,"2",0,"0","1178","4","nov 21_4","R_2rju2c1cHX0B6y1","-1",1,1,"4"
"1665","1665","0","Misl/False",1,3,71,0,2,"1",0,"1","853","5","nov 21_4","R_2TH4TP0iIHebgBD","-2",1,0,"4"
"1666","1666","1","True",7,5,39,0,3,"0",0,"1","1166","4.7","nov 21_4","R_1dNzUCVeuZOgyUD","2",1,1,"4"
"1667","1667","1","True",6,2,74,1,3,"1",0,"1","734","4.4","nov 21_4","R_1GWzky2zM8qHYm6","0",1,1,"4"
"1668","1668","0","CND",4,4,35,0,1,"1",0,"0","823","1.7","nov 21_4","R_1hDLaxhuOWqboNi","0",1,0,"4"
"1669","1669","1","True",6,3,66,1,1,"3",0,"0","863","3.9","nov 21_4","R_5nnz5GR1xLOKti1","-2",1,1,"4"
"1670","1670","0","Misl/False",4,3,56,1,3,"2",0,"1","1045","4.5","nov 21_4","R_1ONXxuuDKrzoOUS","3",1,0,"4"
"1671","1671","1","True",6,1,45,1,0,"0",0,"1","1357","2.4","nov 21_4","R_Av8Cua8A0OJDt2p","-1",1,1,"4"
"1672","1672","1","True",7,2,42,1,1,"3",0,"1","1032","5","nov 21_4","R_2PiMvvTnINqZdBy","2",1,1,"4"
"1673","1673","1","True",6,1,31,1,1,"1",0,"1","631","3.3","nov 21_4","R_3HNxQfogPgoJXje","0",1,1,"4"
"1674","1674","1","True",6,2,31,0,1,"2",0,"1","777","4.5","nov 21_4","R_cNfTV4flE4nB3xf","-2",1,1,"4"
"1675","1675","1","True",5,1,49,1,2,"0",0,"1","3033","3.7","nov 21_4","R_12bvRiWHll1zGJW","2",1,1,"4"
"1676","1676","1","True",7,1,26,0,0,"2",0,"0","510","3.4","nov 21_4","R_3kdHazENBmOGTTR","1",1,1,"4"
"1677","1677","0","Misl/False",3,1,24,0,0,"1",0,"0","1114","4.2","nov 21_4","R_3gXbcoPBpSlejRw","-1",1,0,"4"
"1678","1678","1","True",4,1,19,1,0,"3",0,"1","862","3.1","nov 21_4","R_AcWaiM2otukbjnr","-2",1,1,"4"
"1679","1679","1","True",7,3,39,0,1,"0",0,"1","607","4.6","nov 21_5","R_291h3ytstrYo3Ez","2",1,1,"5"
"1680","1680","1","True",6,1,57,1,1,"3",0,"0","875","4","nov 21_5","R_2UhMCtKX3GtZvOK","1",1,1,"5"
"1681","1681","1","True",7,4,43,1,2,"0",0,"0","599","4.6","nov 21_5","R_3NODfTolywCbC3i","1",1,1,"5"
"1682","1682","0","CND",6,1,71,1,0,"2",0,"0","792","3.7","nov 21_5","R_12o3sBZFRPzN7h9","0",1,0,"5"
"1683","1683","1","True",6,4,67,0,3,"0",0,"0","971","4","nov 21_5","R_25yyop3vkCZUpnX","1",1,1,"5"
"1684","1684","1","True",7,2,44,0,1,"1",0,"0","902","2.7","nov 21_5","R_26kJyENhToWGrVD","2",1,1,"5"
"1685","1685","1","True",5,1,26,1,0,"2",0,"0","884","3","nov 21_5","R_3EhCmlJKZKK76Fl","-3",1,1,"5"
"1686","1686","1","True",7,2,70,1,0,"2",0,"1","844","4.5","nov 21_5","R_2Bwy4nfDdT45LSg","-2",1,1,"5"
"1687","1687","1","True",5,2,49,1,0,"0",0,"0","772","3.4","nov 21_5","R_9AG3Tl0bDkXAbst","-2",1,1,"5"
"1688","1688","1","True",7,4,55,1,1,"3",0,"0","512","2.4","nov 21_5","R_3LXAYjJyDziqfnw","-3",1,1,"5"
"1689","1689","1","True",7,1,59,1,0,"2",0,"0","1340","3.2","nov 21_5","R_2OVgeNP0LJsfKfT","3",1,1,"5"
"1690","1690","0","CND",4,1,64,0,0,"1",0,"0","1138","2.2","nov 21_5","R_3G8rEOCV6FuYT7U","2",1,0,"5"
"1691","1691","0","CND",3,3,34,1,2,"4",0,"0","895","3.8","nov 21_5","R_1GIlUgykUG3IbpD","-1",1,0,"5"
"1692","1692","0","CND",4,4,65,0,3,"0",0,"0","767","4.8","nov 21_5","R_R39Un0eqpEMplvj","0",1,0,"5"
"1693","1693","1","True",6,4,67,0,3,"2",0,"0","1192","3.9","nov 21_5","R_2VQ6L0XeQSO29oo","0",1,1,"5"
"1694","1694","0","CND",7,3,50,0,2,"2",0,"0","832","3.6","nov 21_5","R_2dKlDgNncivu9sE","-2",1,0,"5"
"1695","1695","1","True",7,1,33,0,1,"3",0,"0","1268","2.4","nov 21_5","R_0PxwamhY2wFdYQN","0",1,1,"5"
"1696","1696","1","True",7,3,36,1,0,"2",0,"0","495","4.7","nov 21_5","R_2aQzyg40idmXLpy","-3",1,1,"5"
"1697","1697","1","True",7,4,48,0,3,"2",0,"0","1042","4.7","nov 21_5","R_3iIl3r9YFV3nQb8","-2",1,1,"5"
"1698","1698","1","True",7,2,49,1,2,"1",0,"0","1740","3.3","nov 21_5","R_1GQYKTL9OUbrstj","0",1,1,"5"
"1699","1699","0","CND",3,1,29,0,0,"0",0,"0","1244","3.7","nov 21_5","R_xu9ILo5cIhenKYp","0",1,0,"5"
"1700","1700","1","True",7,3,33,1,1,"0",0,"0","1880","2.9","nov 21_5","R_1rjOVOESTDxvhQ4","-2",1,1,"5"
"1701","1701","1","True",4,3,31,1,2,"3",0,"0","881","3.8","nov 21_5","R_d5thmQSxlUDVA9X","1",1,1,"5"
"1702","1702","0","CND",4,1,20,1,0,"2",0,"0","1008","3","nov 21_5","R_1LXAvcyc1i3viII","0",1,0,"5"
"1703","1703","1","True",7,2,41,1,1,"0",0,"0","3572","3.8","nov 21_5","R_0V4AX8v85KcCIUh","0",1,1,"5"
"1704","1704","0","Misl/False",5,1,26,0,1,"1",0,"0","821","4.1","nov 21_5","R_YQTHDyHfyBwn42J","0",1,0,"5"
"1705","1705","1","True",7,1,34,1,0,"2",0,"0","1088","4.4","nov 21_5","R_DhE18VJ0x4pSjPr","-2",1,1,"5"
"1706","1706","1","True",7,1,66,0,0,"2",0,"0","611","4","dec 2_1","R_1C7m5fmrq9M8ecV","-3",1,1,"1"
"1707","1707","1","True",7,1,64,0,1,"0",0,"1","888","3.6","dec 2_1","R_27wXBknhQtQFVLt","3",1,1,"1"
"1708","1708","1","True",7,3,44,0,1,"1",0,"0","980","4.6","dec 2_1","R_27UR5ixEhi9RP6Q","-2",1,1,"1"
"1709","1709","1","True",7,4,74,0,3,"1",0,"0","1112","3.5","dec 2_1","R_PBYiJ1wuoYR5Rst","-2",1,1,"1"
"1710","1710","1","True",7,3,63,0,0,"0",0,"1","1067","3.3","dec 2_1","R_3PaGkmvS9apuB27","1",1,1,"1"
"1711","1711","1","True",7,3,75,0,1,"1",0,"0","1100","3","dec 2_1","R_Z3OlpfDWMUUkrS1","-3",1,1,"1"
"1712","1712","1","True",7,1,60,0,1,"2",0,"0","996","2.2","dec 2_1","R_s4FbG0B7JXsaqtz","-1",1,1,"1"
"1713","1713","1","True",6,5,49,0,2,"3",0,"0","1033","5","dec 2_1","R_2qvLwHajF2MjQev","0",1,1,"1"
"1714","1714","1","True",7,4,77,0,2,"2",0,"0","1471","1.6","dec 2_1","R_3jTpQ0HW4Zf4Bff","2",1,1,"1"
"1715","1715","0","CND",1,1,41,0,0,"1",0,"0","1128","3.6","dec 2_1","R_31vdpVoV6xcKgMa","-1",1,0,"1"
"1716","1716","1","True",7,4,51,0,3,"2",0,"0","955","2.3","dec 2_1","R_1hZ6RdlYI2HuLUB","0",1,1,"1"
"1717","1717","1","True",7,4,44,0,1,"1",0,"0","518","3.9","dec 2_1","R_3PNC736zVRelklP","0",1,1,"1"
"1718","1718","0","CND",4,2,50,0,3,"3",0,"0","940","3","dec 2_1","R_3lJHoBLfjeqeEyi","2",1,0,"1"
"1719","1719","0","Misl/False",1,4,39,0,3,"2",0,"0","1116","4.6","dec 2_1","R_1dpsmIN2QyUf6yU","0",1,0,"1"
"1720","1720","0","CND",4,2,64,0,0,"3",0,"0","1202","2.9","dec 2_1","R_AbaDoQkYZ4Us9MZ","1",1,0,"1"
"1721","1721","1","True",7,4,47,0,1,"3",0,"0","563","4.2","dec 2_1","R_1KqyLBVgQZBhVHw","2",1,1,"1"
"1722","1722","1","True",7,4,72,0,2,"1",0,"0","1883","2.5","dec 2_1","R_87an87ZBX1F0UfL","-2",1,1,"1"
"1723","1723","1","True",7,3,53,1,1,"2",0,"1","798","4.4","dec 2_1","R_31bfccttRGLsa2w","-1",1,1,"1"
"1724","1724","1","True",7,3,31,0,2,"0",0,"1","653","4.6","dec 2_1","R_1QoRbCVd4l0gyfA","2",1,1,"1"
"1725","1725","0","CND",4,2,73,0,2,"0",0,"1","1034","2.9","dec 2_1","R_2aQxvy1EwZhbGPg","0",1,0,"1"
"1726","1726","1","True",7,0,49,0,0,"1",0,"0","1111","3.4","dec 2_1","R_UQiklDOgc5iPLUJ","1",1,1,"1"
"1727","1727","1","True",7,3,62,1,3,"0",0,"0","724","5","dec 2_1","R_SUHchxzGjK4AGn7","3",1,1,"1"
"1728","1728","0","CND",4,3,34,1,0,"3",0,"0","747","3.3","dec 2_1","R_2dhDuwgf69haEDS","0",1,0,"1"
"1729","1729","1","True",7,5,45,1,1,"0",0,"0","1097","4.6","dec 2_1","R_SNoNm5JUH5ADlwB","-2",1,1,"1"
"1730","1730","1","True",4,4,49,1,1,"3",0,"1","900","3.7","dec 2_1","R_1F8jBhJzyrFPjKX","0",1,1,"1"
"1731","1731","1","True",7,4,47,1,0,"1",0,"1","1117","4.5","dec 2_1","R_2QlYy5K9e5QiM4V","-3",1,1,"1"
"1732","1732","1","True",6,1,49,1,0,"1",0,"0","1172","3.1","dec 2_1","R_1kGQFjf3IPzHts7","0",1,1,"1"
"1733","1733","1","True",6,4,40,1,2,"1",0,"0","2685","4.5","dec 2_1","R_2dFQ87Bsec4Hzw7","-1",1,1,"1"
"1734","1734","1","True",7,3,42,1,0,"2",0,"0","1182","3.8","dec 2_1","R_2VF2B5BSRIipeHu","-3",1,1,"1"
"1735","1735","0","CND",2,1,34,1,0,"2",0,"0","747","3","dec 2_1","R_3FWqI6d0IZgSfND","-2",1,0,"1"
"1736","1736","0","CND",2,1,27,1,0,"1",0,"0","893","2.7","dec 2_1","R_VLjqgkSyqbDpcuB","0",1,0,"1"
"1737","1737","1","True",6,4,41,0,1,"4",0,"0","732","4.1","dec 2_4","R_3gL8FbLB5ua1VRH","-2",1,1,"4"
"1738","1738","1","True",7,1,63,0,1,"4",0,"0","843","3.8","dec 2_4","R_Uax4yqcdkNwQnOF","-3",1,1,"4"
