"","Article_day","X","ResponseId","Day","Article_Num","Category","Seven_Ordinal","Four_Ordinal","Age","Gender","FC_False","FC_True","FC_CND","Education_Score","Income_Score","Q_Ideology","Dig_Lit_Score","Ideology_Score","True_Dummy","Treatment","Article_Lean","Dummy_Ideology","Ideo_Congruence","FC_Eval"
"701","Day_11_2",1363,"R_s841JvaN347zLHP","Day_11",2,"True",7,4,20,0,2,3,0,2,1,"Extremely Liberal",63,-3,1,1,"Liberal","Liberal",1,"T"
"702","Day_11_2",596,"R_26fHRAnFMpjusWn","Day_11",2,"Coul",4,3,37,0,2,3,0,4,2,"Liberal",52,-2,0,1,"Liberal","Liberal",1,"T"
"703","Day_11_2",853,"R_2U3YTqecRxW6lvU","Day_11",2,"Misl",3,4,38,0,2,3,0,5,2,"Slightly Conservative",56,1,0,0,"Liberal","Conservative",0,"T"
"704","Day_11_2",1825,"R_2yfIXc4AbcyM5CI","Day_11",2,"True",4,3,42,0,2,3,0,4,2,"Moderate: Middle of the road",35,0,1,0,"Liberal","Moderate",0,"T"
"705","Day_11_2",2808,"R_C90FbTs2kaHEsEx","Day_11",2,"True",5,3,46,0,2,3,0,5,2,"Moderate: Middle of the road",64,0,1,0,"Liberal","Moderate",0,"T"
"706","Day_11_2",881,"R_BtvxZkAXv1K92I9","Day_11",2,"True",7,4,36,1,2,3,0,4,2,"Slightly Liberal",63,-1,1,0,"Liberal","Liberal",1,"T"
"707","Day_11_2",1814,"R_2TB50Wx4205QnlS","Day_11",2,"Coul",4,1,57,0,2,3,0,3,1,"Conservative",65,2,0,0,"Liberal","Conservative",0,"T"
"708","Day_11_2",1854,"R_TecQ9mlK3JrQGQ1","Day_11",2,"True",6,3,26,1,2,3,0,3,2,"Liberal",60,-2,1,0,"Liberal","Liberal",1,"T"
"709","Day_11_2",849,"R_2f7R7pJHhS5mAtX","Day_11",2,"True",6,4,40,0,2,3,0,2,1,"Extremely Liberal",57,-3,1,0,"Liberal","Liberal",1,"T"
"710","Day_11_2",2791,"R_32XzsHP1BP4edkw","Day_11",2,"True",7,4,39,1,2,3,0,4,2,"Moderate: Middle of the road",54,0,1,0,"Liberal","Moderate",0,"T"
"711","Day_11_2",1818,"R_2VqAcdWBLqtzrB8","Day_11",2,"True",7,4,24,1,2,3,0,4,4,"Extremely Liberal",59,-3,1,0,"Liberal","Liberal",1,"T"
"712","Day_11_2",2795,"R_3jczQ5faCtDorCj","Day_11",2,"Coul",4,3,42,0,2,3,0,3,2,"Slightly Conservative",60,1,0,0,"Liberal","Conservative",0,"T"
"713","Day_11_2",1838,"R_3LXw2zPhtKbdAU5","Day_11",2,"Misl",4,3,48,0,2,3,0,3,2,"Slightly Liberal",59,-1,0,0,"Liberal","Liberal",1,"T"
"714","Day_11_2",841,"R_22RfQQ5Vo7mPpLK","Day_11",2,"True",5,3,35,0,2,3,0,2,2,"Slightly Liberal",57,-1,1,0,"Liberal","Liberal",1,"T"
"715","Day_11_2",1836,"R_3lKp5itSzlFRXzn","Day_11",2,"True",7,4,54,0,2,3,0,4,3,"Extremely Conservative",60,3,1,0,"Liberal","Conservative",0,"T"
"716","Day_11_2",2792,"R_3EAyn00ENRtvJX7","Day_11",2,"Coul",5,4,28,0,2,3,0,4,1,"Liberal",33,-2,0,0,"Liberal","Liberal",1,"T"
"717","Day_11_2",2771,"R_2951G79K4QWhb9w","Day_11",2,"True",6,3,72,0,2,3,0,2,1,"Extremely Liberal",52,-3,1,0,"Liberal","Liberal",1,"T"
"718","Day_11_2",829,"R_0oXV07nRfpuSqA1","Day_11",2,"True",5,3,54,1,2,3,0,3,2,"Liberal",65,-2,1,0,"Liberal","Liberal",1,"T"
"719","Day_11_2",830,"R_10ZukTspoPMKcTh","Day_11",2,"Coul",4,3,60,0,2,3,0,4,1,"Liberal",41,-2,0,0,"Liberal","Liberal",1,"T"
"720","Day_11_2",2810,"R_e2TtN0wQ2I41R1D","Day_11",2,"Misl",4,2,49,0,2,3,0,4,2,"Moderate: Middle of the road",63,0,0,0,"Liberal","Moderate",0,"T"
"721","Day_11_2",834,"R_1ml9OcGld9F7iBu","Day_11",2,"True",6,4,28,1,2,3,0,4,1,"Liberal",56,-2,1,0,"Liberal","Liberal",1,"T"
"722","Day_11_2",2770,"R_27P5yTEoww4069w","Day_11",2,"Misl",2,2,26,1,2,3,0,2,2,"Slightly Conservative",51,1,0,0,"Liberal","Conservative",0,"T"
"723","Day_11_2",2773,"R_2cAUAQD5wPqNGao","Day_11",2,"Coul",4,2,38,1,2,3,0,4,4,"Extremely Liberal",51,-3,0,0,"Liberal","Liberal",1,"T"
"724","Day_11_2",860,"R_2xSi3l2VdMgW51q","Day_11",2,"True",6,3,28,0,2,3,0,4,2,"Conservative",46,2,1,0,"Liberal","Conservative",0,"T"
"725","Day_11_2",2764,"R_1pX1geuqqvuMWRP","Day_11",2,"True",7,4,33,0,2,3,0,4,2,"Liberal",48,-2,1,0,"Liberal","Liberal",1,"T"
"726","Day_11_2",1833,"R_3JFszn1RFCTZ5y8","Day_11",2,"Coul",4,2,26,1,2,3,0,2,1,"Liberal",60,-2,0,0,"Liberal","Liberal",1,"T"
"727","Day_11_2",863,"R_2zdnZwfLx5kgrTG","Day_11",2,"True",5,3,36,0,2,3,0,2,1,"Haven't thought much about it",60,0,1,0,"Liberal","Moderate",0,"T"
"728","Day_11_2",1848,"R_eX51iE9ZR2L1y25","Day_11",2,"Coul",3,2,39,0,2,3,0,5,2,"Extremely Conservative",58,3,0,0,"Liberal","Conservative",0,"T"
"729","Day_11_2",2768,"R_25Z0yEWbGZ2LM0F","Day_11",2,"True",7,4,23,1,2,3,0,3,1,"Extremely Liberal",64,-3,1,0,"Liberal","Liberal",1,"T"
"730","Day_11_2",1837,"R_3lSsdnVQEPaKFvA","Day_11",2,"True",7,4,30,1,2,3,0,4,2,"Moderate: Middle of the road",61,0,1,0,"Liberal","Moderate",0,"T"
"731","Day_11_2",2783,"R_2WPywRP7XrU7A4o","Day_11",2,"True",6,3,44,1,2,3,0,4,1,"Liberal",51,-2,1,0,"Liberal","Liberal",1,"T"
"732","Day_11_2",1799,"R_1NwghC65okv9G9o","Day_11",2,"Coul",5,3,52,0,2,3,0,5,4,"Liberal",54,-2,0,0,"Liberal","Liberal",1,"T"
"733","Day_11_2",854,"R_2VDSMfTvZfA7F0P","Day_11",2,"True",6,4,48,0,2,3,0,3,2,"Liberal",60,-2,1,0,"Liberal","Liberal",1,"T"
"734","Day_11_2",2007,"R_1CxV9IjSvEqwjzS","Day_11",2,"True",7,4,33,1,2,3,0,4,2,"Slightly Conservative",66,1,1,1,"Liberal","Conservative",0,"T"
"735","Day_11_2",581,"R_1FbKOnfZ3mICgWF","Day_11",2,"True",6,4,38,0,2,3,0,2,2,"Liberal",66,-2,1,1,"Liberal","Liberal",1,"T"
"736","Day_11_2",2003,"R_10CmDSU4DD5D9Xf","Day_11",2,"True",7,4,27,0,2,3,0,2,1,"Extremely Liberal",60,-3,1,1,"Liberal","Liberal",1,"T"
"737","Day_11_2",1297,"R_1FyL2WMo00auovJ","Day_11",2,"Misl",2,1,42,0,2,3,0,4,1,"Slightly Conservative",53,1,0,1,"Liberal","Conservative",0,"T"
"738","Day_11_2",579,"R_1eJfNGmx5Y0mzWI","Day_11",2,"True",5,4,57,1,2,3,0,4,1,"Conservative",66,2,1,1,"Liberal","Conservative",0,"T"
"739","Day_11_2",1306,"R_1N1YIqT3SPTIN1m","Day_11",2,"True",5,3,29,1,2,3,0,5,2,"Slightly Liberal",62,-1,1,1,"Liberal","Liberal",1,"T"
"740","Day_11_2",632,"R_3oMU0gEfvnhil9Y","Day_11",2,"True",7,4,40,0,2,3,0,5,3,"Liberal",62,-2,1,1,"Liberal","Liberal",1,"T"
"741","Day_11_2",1295,"R_1F96HD89xMS18pL","Day_11",2,"True",7,4,60,1,2,3,0,2,1,"Slightly Liberal",45,-1,1,1,"Liberal","Liberal",1,"T"
"742","Day_11_2",574,"R_110ZUSS1THz3gx5","Day_11",2,"True",7,4,23,1,2,3,0,3,3,"Moderate: Middle of the road",58,0,1,1,"Liberal","Moderate",0,"T"
"743","Day_11_2",598,"R_28SD43AXnGLSOWD","Day_11",2,"True",6,4,34,1,2,3,0,3,1,"Slightly Liberal",47,-1,1,1,"Liberal","Liberal",1,"T"
"744","Day_11_2",1361,"R_rkkJiZymLOICA7v","Day_11",2,"Coul",4,3,57,0,2,3,0,4,1,"Extremely Conservative",44,3,0,1,"Liberal","Conservative",0,"T"
"745","Day_11_2",1299,"R_1JY2yIQRaZ4opKt","Day_11",2,"True",7,4,36,1,2,3,0,4,4,"Extremely Liberal",60,-3,1,1,"Liberal","Liberal",1,"T"
"746","Day_11_2",1321,"R_2EH02RhiOmwz3MN","Day_11",2,"True",7,4,30,0,2,3,0,4,2,"Extremely Liberal",58,-3,1,1,"Liberal","Liberal",1,"T"
"747","Day_11_2",2047,"R_2Yfi0HITRzguF2L","Day_11",2,"Coul",5,3,66,1,2,3,0,4,2,"Slightly Conservative",62,1,0,1,"Liberal","Conservative",0,"T"
"748","Day_11_2",650,"R_TtkJuzErzcxWD3r","Day_11",2,"Misl",2,2,40,0,2,3,0,4,1,"Moderate: Middle of the road",61,0,0,1,"Liberal","Moderate",0,"T"
"749","Day_11_2",2043,"R_2Sxa1lwlB9WqZvb","Day_11",2,"Misl",1,1,44,1,2,3,0,3,1,"Moderate: Middle of the road",49,0,0,1,"Liberal","Moderate",0,"T"
"750","Day_11_2",594,"R_1QbWrO8LNnRwYdL","Day_11",2,"True",6,4,71,0,2,3,0,3,1,"Conservative",58,2,1,1,"Liberal","Conservative",0,"T"
"751","Day_11_2",1298,"R_1I3Efo7ZDBk94j1","Day_11",2,"True",7,4,34,1,2,3,0,4,2,"Conservative",46,2,1,1,"Liberal","Conservative",0,"T"
"752","Day_11_2",612,"R_2rDAnLPVB11WSaE","Day_11",2,"Misl",4,3,63,1,2,3,0,2,1,"Conservative",54,2,0,1,"Liberal","Conservative",0,"T"
"753","Day_11_2",2072,"R_pQR3nz7srI2CVKV","Day_11",2,"Coul",4,2,45,1,2,3,0,4,2,"Moderate: Middle of the road",48,0,0,1,"Liberal","Moderate",0,"T"
"754","Day_11_2",618,"R_2zT6z4MbHGszJNy","Day_11",2,"True",6,3,24,0,2,3,0,4,2,"Slightly Conservative",38,1,1,1,"Liberal","Conservative",0,"T"
"755","Day_11_2",1315,"R_2aemCrJQQuuaEwQ","Day_11",2,"True",6,3,33,0,2,3,0,2,1,"Extremely Conservative",53,3,1,1,"Liberal","Conservative",0,"T"
"756","Day_11_2",578,"R_1dnN3CoV0sEMGVE","Day_11",2,"True",7,4,45,1,2,3,0,4,2,"Liberal",60,-2,1,1,"Liberal","Liberal",1,"T"
"757","Day_11_2",607,"R_2f7Dxh5Yheldo2g","Day_11",2,"Misl",3,2,45,0,2,3,0,2,1,"Haven't thought much about it",44,0,0,1,"Liberal","Moderate",0,"T"
"758","Day_11_2",585,"R_1kRqfbmCGE0OGU3","Day_11",2,"True",6,4,23,1,2,3,0,4,4,"Moderate: Middle of the road",54,0,1,1,"Liberal","Moderate",0,"T"
"759","Day_11_2",2018,"R_1mf5xdLJQf4JKTJ","Day_11",2,"True",5,3,27,1,2,3,0,4,1,"Slightly Liberal",59,-1,1,1,"Liberal","Liberal",1,"T"
"760","Day_11_2",2066,"R_3Rqfv5EUHeJG4ZD","Day_11",2,"True",7,4,35,0,2,3,0,2,1,"Slightly Liberal",63,-1,1,1,"Liberal","Liberal",1,"T"
"761","Day_11_2",1340,"R_3fTrO0F1yuQWdu3","Day_11",2,"True",6,4,37,0,2,3,0,3,2,"Moderate: Middle of the road",52,0,1,1,"Liberal","Moderate",0,"T"
"762","Day_11_2",2053,"R_3DeFowSoCR711ZN","Day_11",2,"Coul",4,2,24,0,2,3,0,4,1,"Slightly Liberal",47,-1,0,1,"Liberal","Liberal",1,"T"
"763","Day_11_4",617,"R_2Yfi0HITRzguF2L","Day_11",4,"True",7,4,66,1,0,5,0,4,2,"Slightly Conservative",62,1,1,1,"Neutral","Conservative",0,"T"
"764","Day_11_4",593,"R_1oFnUMPngZ5HPA8","Day_11",4,"True",7,4,37,1,0,5,0,4,2,"Slightly Liberal",55,-1,1,1,"Neutral","Liberal",0,"T"
"765","Day_11_4",2029,"R_29cc0m6brfzIftj","Day_11",4,"True",7,4,29,0,0,5,0,2,1,"Extremely Liberal",55,-3,1,1,"Neutral","Liberal",0,"T"
"766","Day_11_4",2038,"R_2pMQNo3E2EhmIrW","Day_11",4,"True",7,4,36,0,0,5,0,2,2,"Liberal",54,-2,1,1,"Neutral","Liberal",0,"T"
"767","Day_11_4",2032,"R_2BbToKgdOa3KPYc","Day_11",4,"True",7,4,33,0,0,5,0,2,2,"Haven't thought much about it",56,0,1,1,"Neutral","Moderate",0,"T"
"768","Day_11_4",2048,"R_2zT6z4MbHGszJNy","Day_11",4,"True",7,4,24,0,0,5,0,4,2,"Slightly Conservative",38,1,1,1,"Neutral","Conservative",0,"T"
"769","Day_11_4",1305,"R_1mz7mQg6rdRHRGj","Day_11",4,"True",7,4,23,0,0,5,0,2,2,"Slightly Liberal",51,-1,1,1,"Neutral","Liberal",0,"T"
"770","Day_11_4",1359,"R_pz848eWh9iVaKch","Day_11",4,"True",6,4,44,1,0,5,0,3,2,"Slightly Liberal",56,-1,1,1,"Neutral","Liberal",0,"T"
"771","Day_11_4",591,"R_1N1YIqT3SPTIN1m","Day_11",4,"True",7,4,29,1,0,5,0,5,2,"Slightly Liberal",62,-1,1,1,"Neutral","Liberal",0,"T"
"772","Day_11_4",1292,"R_1CxV9IjSvEqwjzS","Day_11",4,"True",7,4,33,1,0,5,0,4,2,"Slightly Conservative",66,1,1,1,"Neutral","Conservative",0,"T"
"773","Day_11_4",1362,"R_RKpNNyXaPtqoJjz","Day_11",4,"True",7,4,30,1,0,5,0,2,1,"Slightly Liberal",60,-1,1,1,"Neutral","Liberal",0,"T"
"774","Day_11_4",635,"R_3qP9bSuv7EJcsDt","Day_11",4,"True",7,4,34,0,0,5,0,2,1,"Extremely Liberal",63,-3,1,1,"Neutral","Liberal",0,"T"
"775","Day_11_4",1364,"R_sXsinCgazkxIZHz","Day_11",4,"True",7,4,29,1,0,5,0,4,2,"Slightly Liberal",66,-1,1,1,"Neutral","Liberal",0,"T"
"776","Day_11_4",633,"R_3p3GxQ9s6k8rhNT","Day_11",4,"True",7,4,41,1,0,5,0,4,1,"Slightly Liberal",66,-1,1,1,"Neutral","Liberal",0,"T"
"777","Day_11_4",654,"R_zflPC7kCJlC2AwN","Day_11",4,"True",6,4,73,0,0,5,0,4,1,"Extremely Conservative",35,3,1,1,"Neutral","Conservative",0,"T"
"778","Day_11_4",1289,"R_110ZUSS1THz3gx5","Day_11",4,"True",7,4,23,1,0,5,0,3,3,"Moderate: Middle of the road",58,0,1,1,"Neutral","Moderate",0,"T"
"779","Day_11_4",1304,"R_1mw7fHbSBjyhbkP","Day_11",4,"True",6,3,49,1,0,5,0,4,2,"Extremely Conservative",45,3,1,1,"Neutral","Conservative",0,"T"
"780","Day_11_4",2069,"R_AjMwsZ5upV6CC6l","Day_11",4,"True",7,4,42,1,0,5,0,3,2,"Slightly Conservative",66,1,1,1,"Neutral","Conservative",0,"T"
"781","Day_11_4",614,"R_2uR4Mgw3PPkyoLU","Day_11",4,"True",7,4,40,1,0,5,0,2,2,"Conservative",52,2,1,1,"Neutral","Conservative",0,"T"
"782","Day_11_4",2006,"R_1CBX3DzxfYEoiZ0","Day_11",4,"True",7,4,44,0,0,5,0,2,1,"Extremely Conservative",55,3,1,1,"Neutral","Conservative",0,"T"
"783","Day_11_4",1330,"R_2xQbKqWmVgDjbIl","Day_11",4,"True",6,4,33,1,0,5,0,4,2,"Extremely Conservative",47,3,1,1,"Neutral","Conservative",0,"T"
"784","Day_11_4",603,"R_2BrFFcpSaQ2qL6C","Day_11",4,"True",7,4,35,0,0,5,0,4,2,"Liberal",57,-2,1,1,"Neutral","Liberal",0,"T"
"785","Day_11_4",2060,"R_3hzM5jbieRA7DIE","Day_11",4,"True",7,4,26,0,0,5,0,3,1,"Slightly Liberal",58,-1,1,1,"Neutral","Liberal",0,"T"
"786","Day_11_4",1294,"R_1eJfNGmx5Y0mzWI","Day_11",4,"True",7,4,57,1,0,5,0,4,1,"Conservative",66,2,1,1,"Neutral","Conservative",0,"T"
"787","Day_11_4",2008,"R_1dnN3CoV0sEMGVE","Day_11",4,"True",7,4,45,1,0,5,0,4,2,"Liberal",60,-2,1,1,"Neutral","Liberal",0,"T"
"788","Day_11_4",592,"R_1Nk97c5HA3KoxMW","Day_11",4,"True",7,4,35,0,0,5,0,2,1,"Moderate: Middle of the road",60,0,1,1,"Neutral","Moderate",0,"T"
"789","Day_11_4",584,"R_1JY2yIQRaZ4opKt","Day_11",4,"True",7,4,36,1,0,5,0,4,4,"Extremely Liberal",60,-3,1,1,"Neutral","Liberal",0,"T"
"790","Day_11_4",1327,"R_2rDAnLPVB11WSaE","Day_11",4,"True",7,4,63,1,0,5,0,2,1,"Conservative",54,2,1,1,"Neutral","Conservative",0,"T"
"791","Day_11_4",1312,"R_28IN2c2vqqY7PtO","Day_11",4,"True",7,4,29,0,0,5,0,4,2,"Liberal",48,-2,1,1,"Neutral","Liberal",0,"T"
"792","Day_11_4",1313,"R_28SD43AXnGLSOWD","Day_11",4,"True",6,4,34,1,0,5,0,3,1,"Slightly Liberal",47,-1,1,1,"Neutral","Liberal",0,"T"
"793","Day_11_4",625,"R_3fTrO0F1yuQWdu3","Day_11",4,"True",7,4,37,0,0,5,0,3,2,"Moderate: Middle of the road",52,0,1,1,"Neutral","Moderate",0,"T"
"794","Day_11_4",2050,"R_33DTOkN8WBYqgzc","Day_11",4,"True",7,4,44,0,0,5,0,5,1,"Liberal",56,-2,1,1,"Neutral","Liberal",0,"T"
"795","Day_11_4",642,"R_pQR3nz7srI2CVKV","Day_11",4,"True",7,4,45,1,0,5,0,4,2,"Moderate: Middle of the road",48,0,1,1,"Neutral","Moderate",0,"T"
"796","Day_11_4",645,"R_PzCYdtgxgjDOugp","Day_11",4,"True",6,3,43,1,0,5,0,3,1,"Moderate: Middle of the road",44,0,1,1,"Neutral","Moderate",0,"T"
"797","Day_11_4",1325,"R_2QKECmMKQTUTZMy","Day_11",4,"True",6,4,25,1,0,5,0,4,2,"Extremely Conservative",42,3,1,1,"Neutral","Conservative",0,"T"
"798","Day_11_4",1288,"R_10CmDSU4DD5D9Xf","Day_11",4,"True",7,4,27,0,0,5,0,2,1,"Extremely Liberal",60,-3,1,1,"Neutral","Liberal",0,"T"
"799","Day_11_4",1365,"R_TtkJuzErzcxWD3r","Day_11",4,"True",7,4,40,0,0,5,0,4,1,"Moderate: Middle of the road",61,0,1,1,"Neutral","Moderate",0,"T"
"800","Day_11_4",2052,"R_3CU6zJcLSdm2yG0","Day_11",4,"True",7,4,28,0,0,5,0,5,1,"Liberal",57,-2,1,1,"Neutral","Liberal",0,"T"
"801","Day_11_4",1821,"R_2WShcCJaA8gTXl2","Day_11",4,"True",7,4,70,0,0,5,0,6,1,"Conservative",43,2,1,0,"Neutral","Conservative",0,"T"
"802","Day_11_4",1835,"R_3KW0TjZSak4y3M4","Day_11",4,"True",5,4,33,1,0,5,0,4,2,"Slightly Liberal",41,-1,1,0,"Neutral","Liberal",0,"T"
"803","Day_11_4",1803,"R_21oyjrFGWf21aS5","Day_11",4,"Misl",2,2,32,1,0,5,0,4,4,"Extremely Liberal",65,-3,0,0,"Neutral","Liberal",0,"T"
"804","Day_11_4",1800,"R_1o5vB1FOjkWra0Q","Day_11",4,"True",6,4,34,0,0,5,0,4,1,"Slightly Liberal",51,-1,1,0,"Neutral","Liberal",0,"T"
"805","Day_11_4",869,"R_3jczQ5faCtDorCj","Day_11",4,"True",6,3,42,0,0,5,0,3,2,"Slightly Conservative",60,1,1,0,"Neutral","Conservative",0,"T"
"806","Day_11_4",1828,"R_32XzsHP1BP4edkw","Day_11",4,"True",7,4,39,1,0,5,0,4,2,"Moderate: Middle of the road",54,0,1,0,"Neutral","Moderate",0,"T"
"807","Day_11_4",1815,"R_2txQ0Wv5ItKDnvE","Day_11",4,"True",7,4,56,1,0,5,0,4,1,"Conservative",54,2,1,0,"Neutral","Conservative",0,"T"
"808","Day_11_4",1804,"R_22RfQQ5Vo7mPpLK","Day_11",4,"True",7,4,35,0,0,5,0,2,2,"Slightly Liberal",57,-1,1,0,"Neutral","Liberal",0,"T"
"809","Day_11_4",859,"R_2WUoR8vPwNjhrUu","Day_11",4,"True",7,4,38,1,0,5,0,3,2,"Slightly Liberal",65,-1,1,0,"Neutral","Liberal",0,"T"
"810","Day_11_4",2789,"R_2zdnZwfLx5kgrTG","Day_11",4,"Coul",4,3,36,0,0,5,0,2,1,"Haven't thought much about it",60,0,0,0,"Neutral","Moderate",0,"T"
"811","Day_11_4",1795,"R_1lmHzor7QgKcdCl","Day_11",4,"True",5,4,33,1,0,5,0,4,2,"Conservative",40,2,1,0,"Neutral","Conservative",0,"T"
"812","Day_11_4",2779,"R_2U3YTqecRxW6lvU","Day_11",4,"Coul",4,3,38,0,0,5,0,5,2,"Slightly Conservative",56,1,0,0,"Neutral","Conservative",0,"T"
"813","Day_11_4",605,"R_2EFEBlkTIUia8Wi","Day_11",4,"True",6,4,35,0,0,5,0,2,1,"Liberal",55,-2,1,1,"Neutral","Liberal",0,"T"
"814","Day_11_4",1334,"R_30hFrknHSzNbkAK","Day_11",4,"True",7,4,35,1,0,5,0,3,2,"Moderate: Middle of the road",66,0,1,1,"Neutral","Moderate",0,"T"
"815","Day_11_4",2025,"R_210qdmpj97nh58k","Day_11",4,"True",7,4,29,1,0,5,0,4,2,"Conservative",42,2,1,1,"Neutral","Conservative",0,"T"
"816","Day_11_4",1301,"R_1M04k1vEMD9sGNL","Day_11",4,"True",7,4,52,1,0,5,0,4,2,"Liberal",65,-2,1,1,"Neutral","Liberal",0,"T"
"817","Day_11_4",1366,"R_Tw0dugkLAoK7pIZ","Day_11",4,"True",7,4,23,0,0,5,0,4,2,"Extremely Liberal",47,-3,1,1,"Neutral","Liberal",0,"T"
"818","Day_11_4",1338,"R_3DeFowSoCR711ZN","Day_11",4,"True",7,4,24,0,0,5,0,4,1,"Slightly Liberal",47,-1,1,1,"Neutral","Liberal",0,"T"
"819","Day_11_4",1339,"R_3EhBonDkzGAn01T","Day_11",4,"True",7,4,20,0,0,5,0,2,2,"Liberal",59,-2,1,1,"Neutral","Liberal",0,"T"
"820","Day_11_4",2017,"R_1M0WomngKrRENGI","Day_11",4,"True",7,4,35,1,0,5,0,4,1,"Slightly Conservative",57,1,1,1,"Neutral","Conservative",0,"T"
"821","Day_11_4",1290,"R_124pKC1XXZs4IMD","Day_11",4,"True",7,4,19,0,0,5,0,3,2,"Slightly Conservative",46,1,1,1,"Neutral","Conservative",0,"T"
"822","Day_11_4",588,"R_1mf5xdLJQf4JKTJ","Day_11",4,"True",7,4,27,1,0,5,0,4,1,"Slightly Liberal",59,-1,1,1,"Neutral","Liberal",0,"T"
"823","Day_11_4",1358,"R_PY5wd4VHYtrHSCJ","Day_11",4,"True",7,4,43,0,0,5,0,3,2,"Extremely Liberal",59,-3,1,1,"Neutral","Liberal",0,"T"
"824","Day_11_4",629,"R_3HoY1YcGpXeyGm3","Day_11",4,"True",5,3,29,0,0,5,0,3,2,"Slightly Conservative",53,1,1,1,"Neutral","Conservative",0,"T"
"825","Day_11_4",2086,"R_ZpGWtNzfuGoe2LT","Day_11",4,"True",7,4,39,0,0,5,0,4,3,"Moderate: Middle of the road",66,0,1,1,"Neutral","Moderate",0,"T"
"826","Day_11_4",1311,"R_26fHRAnFMpjusWn","Day_11",4,"True",7,4,37,0,0,5,0,4,2,"Liberal",52,-2,1,1,"Neutral","Liberal",0,"T"
"827","Day_11_4",1347,"R_3oMU0gEfvnhil9Y","Day_11",4,"True",7,4,40,0,0,5,0,5,3,"Liberal",62,-2,1,1,"Neutral","Liberal",0,"T"
"828","Day_11_4",621,"R_3CKkoV1N2KbDtxh","Day_11",4,"True",7,4,40,0,0,5,0,2,3,"Slightly Liberal",60,-1,1,1,"Neutral","Liberal",0,"T"
"829","Day_11_4",1349,"R_3qI6m5tYdgq4HGU","Day_11",4,"True",7,4,36,0,0,5,0,3,2,"Liberal",52,-2,1,1,"Neutral","Liberal",0,"T"
"830","Day_11_4",2776,"R_2rBCckDhTN3DcgY","Day_11",4,"True",6,4,34,1,0,5,0,5,3,"Liberal",48,-2,1,0,"Neutral","Liberal",0,"T"
"831","Day_11_4",870,"R_3JFszn1RFCTZ5y8","Day_11",4,"True",6,4,26,1,0,5,0,2,1,"Liberal",60,-2,1,0,"Neutral","Liberal",0,"T"
"832","Day_11_4",1806,"R_271ApgI9cbNxYl5","Day_11",4,"True",6,4,33,0,0,5,0,4,4,"Liberal",61,-2,1,0,"Neutral","Liberal",0,"T"
"833","Day_11_4",2775,"R_2f7R7pJHhS5mAtX","Day_11",4,"True",6,4,40,0,0,5,0,2,1,"Extremely Liberal",57,-3,1,0,"Neutral","Liberal",0,"T"
"834","Day_11_4",2777,"R_2TB50Wx4205QnlS","Day_11",4,"True",7,4,57,0,0,5,0,3,1,"Conservative",65,2,1,0,"Neutral","Conservative",0,"T"
"835","Day_11_4",2762,"R_1NwghC65okv9G9o","Day_11",4,"True",7,4,52,0,0,5,0,5,4,"Liberal",54,-2,1,0,"Neutral","Liberal",0,"T"
"836","Day_11_4",2805,"R_3qgP7KGy4ZfbmTd","Day_11",4,"True",7,4,27,0,0,5,0,2,2,"Extremely Liberal",55,-3,1,0,"Neutral","Liberal",0,"T"
"837","Day_11_4",1819,"R_2wnMQUS0WYRhYj2","Day_11",4,"True",7,4,33,1,0,5,0,5,1,"Extremely Liberal",62,-3,1,0,"Neutral","Liberal",0,"T"
"838","Day_11_4",845,"R_2951G79K4QWhb9w","Day_11",4,"True",7,4,72,0,0,5,0,2,1,"Extremely Liberal",52,-3,1,0,"Neutral","Liberal",0,"T"
"839","Day_11_4",2804,"R_3Mnz1Upra4lnodG","Day_11",4,"True",7,4,74,1,0,5,0,6,2,"Moderate: Middle of the road",65,0,1,0,"Neutral","Moderate",0,"T"
"840","Day_11_4",1831,"R_3HStRXo0wJwMi96","Day_11",4,"True",7,4,50,0,0,5,0,2,1,"Extremely Liberal",66,-3,1,0,"Neutral","Liberal",0,"T"
"841","Day_11_4",1840,"R_3MJQe2LIE4Udolk","Day_11",4,"True",7,4,44,1,0,5,0,4,3,"Moderate: Middle of the road",54,0,1,0,"Neutral","Moderate",0,"T"
"842","Day_11_4",875,"R_3LXw2zPhtKbdAU5","Day_11",4,"True",7,3,48,0,0,5,0,3,2,"Slightly Liberal",59,-1,1,0,"Neutral","Liberal",0,"T"
"843","Day_11_4",1824,"R_2Yc6qaBT4czBNcZ","Day_11",4,"True",7,4,53,0,0,5,0,4,3,"Extremely Conservative",65,3,1,0,"Neutral","Conservative",0,"T"
"844","Day_11_4",882,"R_C90FbTs2kaHEsEx","Day_11",4,"True",6,4,46,0,0,5,0,5,2,"Moderate: Middle of the road",64,0,1,0,"Neutral","Moderate",0,"T"
"845","Day_11_4",2814,"R_pH7TWuK1f40aJq1","Day_11",4,"True",7,4,39,1,0,5,0,5,2,"Slightly Liberal",62,-1,1,0,"Neutral","Liberal",0,"T"
"846","Day_11_4",1820,"R_2WPywRP7XrU7A4o","Day_11",4,"True",7,4,44,1,0,5,0,4,1,"Liberal",51,-2,1,0,"Neutral","Liberal",0,"T"
"847","Day_11_4",1846,"R_D6Rd3d5UirDZYwp","Day_11",4,"True",7,4,65,0,0,5,0,3,2,"Conservative",54,2,1,0,"Neutral","Conservative",0,"T"
