"","ResponseId","Article_day","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Ideology_Score","Treat_Search","True_Dummy","Article","X","Search_Online"
"186","R_2Vw3R8CVKCjkPTZ","Jun 22_5","1260","0","T",7,2,24,1,0,1,"1","8.46666666666667","3.3","-1",0,1,"5",3502,0
"187","R_2w1ay6EsLMNM4MP","Jun 8_4","1371","0","T",7,3,40,0,2,0,"1","13.4166666666667","5","-2",0,1,"4",2849,0
"188","R_2wdwa72l4aLDtbB","Jun 15_5","989","0","T",7,1,18,1,2,0,"1","10.8166666666667","3.8","-2",0,1,"5",3189,0
"189","R_2wFASDPScStdTkp","May 28_4","1428","0","T",4,1,19,1,1,0,"0","33.0333333333333","4.1","0",0,1,"4",2433,0
"190","R_2WG5VyalJKFGew3","Jun 3_5","1355","0","T",7,4,47,1,3,0,"1","18.55","3.9","0",0,1,"5",2767,0
"191","R_2woFoLnLeo7Y8Bh","Jun 22_5","1264","0","T",6,2,66,1,0,0,"1","34.2833333333333","2.8","0",0,1,"5",3515,0
"192","R_2wsIP3naZGyaStX","Jun 3_5","1354","0","T",6,2,43,1,2,0,"1","18.05","3.1","2",0,1,"5",2761,0
"193","R_2X0bXk7qbe0WvGF","May 28_5","1460","0","T",6,2,67,1,0,0,"1","28.8333333333333","1.9","3",0,1,"5",2464,0
"194","R_2X5tg3HGe3RIOEL","Jun 8_5","1402","0","T",7,3,67,0,1,0,"1","22.0166666666667","4.8","3",0,1,"5",2869,0
"195","R_2X7fApurzOs5swN","Jun 10_5","851","0","CND",4,3,47,1,1,0,"0","12.7333333333333","3.8","0",0,0,"5",2988,0
"196","R_2xCLNq800AaFrwu","Jun 10_5","861","0","FM",4,2,67,0,2,0,"0","60","2.6","0",0,0,"5",3036,0
"197","R_2YbPob02AaO7SAR","Jun 17_4","1099","0","CND",4,3,34,1,2,0,"0","11.0666666666667","4.5","0",0,0,"4",3290,0
"198","R_2YCUdxuvEKPxtKe","Jun 15_4","967","0","FM",3,1,37,1,0,NA,"0","20.5","3.2",NA,0,0,"4",3202,0
"199","R_2YDk9ctDGpgOl56","Jun 3_5","1331","0","T",7,4,21,0,0,0,"1","19.9666666666667","3.9","3",0,1,"5",2656,0
"200","R_2yeB2Knpfau8FY4","Jun 17_4","1093","0","T",7,3,66,0,0,0,"0","31.7","2.6","0",0,1,"4",3263,0
"201","R_2ygygJarbZVQbgQ","Jun 8_5","1411","0","T",4,3,36,0,1,0,"1","17.9833333333333","3.4","0",0,1,"5",2905,0
"202","R_2YoeSw4bppp2ySk","Jun 10_5","855","0","T",6,3,25,0,1,0,"0","30.5333333333333","3.6","3",0,1,"5",3009,1
"203","R_2Ytaufw1Gsoo1hb","Jun 22_5","1262","0","FM",5,1,54,1,0,0,"1","22.85","3.9","0",0,0,"5",3506,1
"204","R_2YzVAUofO8RygxN","May 28_5","1449","0","FM",3,1,20,1,0,0,"0","17.6666666666667","3.2","2",0,0,"5",2407,0
"205","R_2zeXdqODTu0BjYM","May 28_5","1453","0","T",6,2,61,1,1,0,"1","31.4833333333333","4.5","3",0,1,"5",2422,0
"206","R_2ZHYImP9OpjZ2gY","Jun 3_4","1291","0","CND",4,1,64,1,2,0,"0","29.3833333333333","1.8","0",0,0,"4",2627,0
"207","R_2zMaAiIFsFbDKy4","May 28_4","1427","0","T",6,3,22,1,2,0,"0","11.45","4.4","0",0,1,"4",2428,0
"208","R_2zMj62UFmtGlSW7","Jun 8_4","1358","0","CND",4,3,21,0,0,0,"0","18.3833333333333","4.3","1",0,0,"4",2789,1
"209","R_2zTsdYztfxEeXQI","Jun 1_5","767","0","T",6,1,80,0,0,0,"0","28.2333333333333","1.6","0",0,1,"5",2561,0
"210","R_2zUO0JQaqWJoNQQ","Jun 17_4","1122","0","CND",6,1,26,1,2,0,"0","12.7333333333333","3.9","-2",0,0,"4",3381,0
"211","R_2zuqMXONxxF7Dhu","Jun 22_5","1249","0","T",7,3,72,0,0,1,"1","19.5333333333333","4.1","-1",0,1,"5",3424,0
"212","R_2zUxJcjBqT6uTuM","Jun 15_4","969","0","T",3,3,30,1,0,0,"0","16.25","4.6","-3",0,1,"4",3213,0
"213","R_306qBLXwQMeNR8M","May 28_5","1470","0","T",5,3,41,1,0,0,"0","29.0833333333333","2.2","0",0,1,"5",2509,0
"214","R_3078fDC1Ic2fkUu","Jun 10_4","837","0","FM",2,1,32,1,1,0,"1","48.0833333333333","4.8","3",0,0,"4",3070,0
"215","R_30l2Z8lS3CeQA9J","Jun 15_5","979","0","T",6,4,59,1,3,0,"0","9.03333333333333","4.5","0",0,1,"5",3129,0
"216","R_31LfdoLGlScfDCn","Jun 1_4","748","0","CND",4,4,27,0,1,0,"1","10.35","4","-1",0,0,"4",2576,1
"217","R_31uyEww6NTe3ggB","Jun 22_5","1255","0","T",7,1,58,0,0,0,"1","16.9","4.3","2",0,1,"5",3457,0
"218","R_31vCl5H2CSZesMZ","Jun 8_4","1356","0","FM",4,1,29,1,0,0,"0","8.11666666666667","4","3",0,0,"4",2774,0
"219","R_32XugbBXITQ2lfi","Jun 3_4","1306","0","T",7,1,26,1,0,0,"0","19.65","3.8","0",0,1,"4",2698,0
"220","R_330SiXZW3lwPn2B","Jun 8_4","1367","0","FM",5,3,60,0,1,0,"1","26.6166666666667","2.2","1",0,0,"4",2834,0
"221","R_33dpgTaoJ3tu7bN","Jun 8_5","1391","0","T",6,1,74,0,1,0,"0","20.3","2.4","2",0,1,"5",2814,0
"222","R_33kUg2QVOdJjGT4","May 28_5","1459","0","T",7,4,71,0,2,0,"1","12.3833333333333","4","-3",0,1,"5",2460,0
"223","R_33m4nxSp1Y8MesJ","Jun 15_5","984","0","T",5,4,60,0,0,0,"0","13.1666666666667","2.4","-3",0,1,"5",3174,0
"224","R_3CI7xK56qickZuv","Jun 17_4","1095","0","T",6,4,73,0,2,0,"1","31.1666666666667","3.5","0",0,1,"4",3277,0
"225","R_3CO9vLlbnINIz61","Jun 15_4","970","0","T",7,3,25,1,1,0,"1","17.1666666666667","4.2","-1",0,1,"4",3218,0
"226","R_3D8Egs8HXUMR0f1","Jun 3_4","1308","0","T",4,2,24,1,2,0,"1","14.5666666666667","5","0",0,1,"4",2701,1
"227","R_3DewUoKSLXZCuPL","Jun 10_4","834","0","CND",4,3,39,1,3,0,"0","13.6333333333333","3.5","0",0,0,"4",3049,1
"228","R_3dFww8paN4pa2OM","May 28_4","1418","0","T",4,1,19,0,0,0,"0","18.9","3.7","-3",0,1,"4",2382,0
"229","R_3DoTLxEARX4qh8a","Jun 1_4","739","0","T",6,1,20,0,1,0,"1","10.5333333333333","4","-1",0,1,"4",2538,0
"230","R_3dSS6jPrS5QFi6v","Jun 10_4","830","0","T",6,1,18,1,3,0,"0","10.5666666666667","4","-2",0,1,"4",3031,0
"231","R_3DuXmm1vPZobLX2","Jun 1_5","779","0","T",6,4,36,0,3,0,"0","60","3.7","1",0,1,"5",2615,0
"232","R_3dVP8rQYfXGuKqv","Jun 3_5","1353","0","FM",2,2,37,1,1,0,"0","41.2333333333333","2.5","2",0,0,"5",2760,0
"233","R_3dWxZrTgkqQStFm","Jun 8_4","1360","0","T",7,2,42,0,1,0,"1","27.4666666666667","5","-2",0,1,"4",2799,0
"234","R_3dZnTYDZuvNehHM","Jun 3_5","1351","0","T",6,3,51,1,0,0,"1","50.7666666666667","1.7","-1",0,1,"5",2750,0
"235","R_3e3Pb7dmYdL2fwE","Jun 8_5","1395","0","CND",4,3,41,1,2,0,"0","11.6666666666667","3.9","-2",0,0,"5",2830,0
"236","R_3EBhE6cCj8YTx7k","Jun 3_4","1312","0","FM",5,4,25,0,3,0,"0","13.45","5","1",0,0,"4",2713,1
"237","R_3ek11vkhBZKw7Bg","Jun 22_5","1251","0","FM",3,3,48,0,1,0,"1","25.0666666666667","4.9","0",0,0,"5",3434,0
"238","R_3ElOEoCTodu7esm","Jun 15_4","968","0","T",6,1,18,1,3,0,"1","11.7833333333333","3.8","-2",0,1,"4",3206,0
"239","R_3ESiEGaMmaToI9r","Jun 15_5","973","0","T",7,1,65,1,0,0,"1","55.8833333333333","2.4","0",0,1,"5",3096,0
"240","R_3eyrwnaAbnbr50c","Jun 8_5","1409","0","CND",4,3,55,0,2,0,"1","21.6666666666667","5","3",0,0,"5",2890,0
"241","R_3Ez2SUgU2vMQq4S","Jun 8_5","1405","0","CND",5,0,84,1,1,0,"0","29.5166666666667","1","0",0,0,"5",2880,0
"242","R_3ez7XNpIuE2RMVw","Jun 17_4","1100","0","T",7,3,73,0,1,0,"1","42.3666666666667","3.6","1",0,1,"4",3292,0
"243","R_3ezANJdEUT6MZ5O","Jun 10_4","841","0","T",6,2,49,1,1,0,"0","35.5666666666667","3.6","0",0,1,"4",3084,0
"244","R_3FamKHFwlc8Tz9L","Jun 10_4","805","0","T",5,1,65,0,0,0,"0","28.7833333333333","2.4","0",0,1,"4",2940,0
"245","R_3fCuQo0TTWsvT6j","Jun 8_5","1396","0","T",7,3,27,0,2,0,"0","5.56666666666667","4.9","-1",0,1,"5",2839,0
"246","R_3feIBD7Bwry5k5W","Jun 3_5","1338","0","T",5,1,22,0,3,0,"0","11.6166666666667","4.6","0",0,1,"5",2683,1
"247","R_3fICcaotAiAY4li","Jun 22_5","1259","0","T",6,0,68,1,0,0,"1","17.8166666666667","1.9","2",0,1,"5",3496,0
"248","R_3FJnIjmM4kMnagW","Jun 22_4","1231","0","T",7,2,58,0,0,0,"1","22.0333333333333","3.6","-3",0,1,"4",3467,0
"249","R_3FOKUHUVsKStpjT","Jun 8_5","1392","0","T",4,3,24,1,1,NA,"0","10.3333333333333","2.8",NA,0,1,"5",2818,0
"250","R_3fpGudIDGdiAo5s","Jun 8_4","1368","0","CND",4,4,48,1,0,0,"0","21.15","5","-3",0,0,"4",2837,0
"251","R_3FPXWEkuOeuNj60","Jun 17_4","1103","0","T",7,4,73,1,2,0,"1","34.8833333333333","3.1","-2",0,1,"4",3301,0
"252","R_3FUQFMbT1fD040d","Jun 8_5","1400","0","T",7,5,40,0,2,0,"1","18.9166666666667","4.6","-1",0,1,"5",2863,0
"253","R_3fy5uKAaXFs8QqV","Jun 3_4","1319","0","T",6,3,45,1,0,0,"0","22.9","2.7","-1",0,1,"4",2758,1
"254","R_3g0oGoiGLlm1u0y","Jun 3_5","1322","0","T",6,1,48,1,0,0,"0","26.5","4.1","3",0,1,"5",2623,0
"255","R_3g13G3Esth96EON","Jun 3_5","1341","0","CND",5,3,39,1,0,0,"0","21.2833333333333","4.3","-2",0,0,"5",2704,0
"256","R_3G21Z1wzZ2sTr4S","Jun 1_5","758","0","T",6,4,42,1,1,0,"0","31.65","2.8","0",0,1,"5",2528,0
"257","R_3GiInCgiW1DF77U","Jun 8_4","1374","0","T",5,2,66,1,0,0,"0","54.7666666666667","1.1","2",0,1,"4",2858,0
"258","R_3gLgaVun1Q7UyMa","Jun 8_4","1382","0","CND",3,4,46,1,2,0,"0","19.8666666666667","2.6","0",0,0,"4",2926,0
"259","R_3gTtyYOSFPEWr2K","Jun 10_5","853","0","CND",5,3,73,1,1,0,"0","25.2833333333333","2.4","-2",0,0,"5",2994,0
"260","R_3h0gg3TCinyiiws","Jun 17_5","1132","0","FM",3,3,74,0,2,1,"0","23.5666666666667","2.5","-1",0,0,"5",3267,0
"261","R_3HAlJRnJl5OJx08","Jun 3_4","1292","0","T",6,1,53,0,0,0,"0","45.95","5","1",0,1,"4",2648,1
"262","R_3hDzAc4tF7Y34Ok","May 28_5","1451","0","CND",4,2,21,1,2,0,"0","27.0833333333333","4.2","0",0,0,"5",2415,0
"263","R_3hgr2JyMV8FA5as","Jun 15_4","947","0","T",6,5,38,0,2,0,"0","11.1","5","-2",0,1,"4",3115,0
"264","R_3hgzHKoiP4e8fVU","Jun 1_4","744","0","CND",5,1,71,1,2,0,"1","60","2.6","0",0,0,"4",2554,0
"265","R_3hmqO5XsEaoCvTj","Jun 17_5","1143","0","FM",3,1,22,1,1,0,"1","18.8833333333333","3.2","2",0,0,"5",3345,0
"266","R_3HObgVjm8wsK3HP","Jun 3_5","1342","0","T",7,3,62,0,2,0,"1","41.2","5","-2",0,1,"5",2705,0
"267","R_3Hq22GDo9Hb9ix8","Jun 10_4","817","0","FM",3,1,68,0,0,0,"0","32.05","3.9","1",0,0,"4",2969,0
"268","R_3HTzKVrWOhYm8vN","May 28_5","1448","0","FM",1,1,56,0,0,0,"0","16.0666666666667","4","3",0,0,"5",2396,1
"269","R_3HXnq7dJHpxD4Xr","Jun 22_4","1223","0","FM",3,3,50,0,1,0,"0","23.35","2.6","0",0,0,"4",3426,0
"270","R_3I0r428Pr7H94cg","Jun 3_4","1318","0","CND",3,3,66,1,1,0,"1","60","3.2","0",0,0,"4",2752,0
"271","R_3iIOmUJ0j9uVJrA","Jun 10_4","831","0","T",6,3,64,1,1,0,"1","15.3833333333333","4.7","-2",0,1,"4",3039,0
"272","R_3iOaZjdXBkQB4hN","Jun 3_5","1348","0","T",7,4,72,0,3,0,"1","42.8666666666667","3.4","0",0,1,"5",2745,0
"273","R_3iOJR3HRSznVdVX","Jun 17_5","1142","0","T",5,2,68,1,0,1,"1","45.6166666666667","2.1","-1",0,1,"5",3339,0
"274","R_3iWtGnWeOlAhZY6","Jun 15_4","945","0","T",7,1,55,0,1,0,"1","60","3.8","2",0,1,"4",3100,0
"275","R_3IYt7aDMIcYjEqi","Jun 22_4","1232","0","T",5,2,20,1,0,0,"1","11.5666666666667","3.9","0",0,1,"4",3469,0
"276","R_3j7iFsctXkoPIjo","Jun 8_5","1410","0","T",5,1,40,0,1,0,"0","60","4.7","0",0,1,"5",2894,0
"277","R_3j8L8FcKeAu4ytD","Jun 10_5","860","0","T",6,3,63,0,1,0,"0","34.2166666666667","4.6","-1",0,1,"5",3028,0
"278","R_3Ja2kOgRsojTdYR","Jun 15_5","978","0","T",7,3,45,0,3,0,"1","30.5333333333333","4","1",0,1,"5",3128,0
"279","R_3jfeyOWwhtKxX9S","May 28_5","1444","0","T",5,1,20,0,1,0,"0","18.1","3.6","0",0,1,"5",2383,0
"280","R_3JgZcCZ52GQjZ8o","Jun 22_4","1233","0","T",5,3,40,1,1,0,"0","22.6333333333333","2.9","0",0,1,"4",3482,0
"281","R_3JhhXDJGkhSx5Jq","Jun 8_4","1373","0","T",7,3,30,1,1,0,"1","47.1833333333333","3.9","0",0,1,"4",2857,0
"282","R_3Jmyh8hLIjP4GC6","Jun 1_5","755","0","T",6,3,38,0,3,0,"0","16.8666666666667","5","-2",0,1,"5",2516,0
"283","R_3Jrq1eBRHogcKdP","Jun 8_5","1387","0","T",7,3,65,0,0,0,"1","30.2833333333333","3.9","-3",0,1,"5",2791,0
"284","R_3JsLlDbYL217zvE","Jun 10_4","824","0","T",7,3,45,0,1,0,"1","14.4333333333333","5","-3",0,1,"4",3014,1
"285","R_3jVh81KngV6bUKh","Jun 3_5","1332","0","T",7,4,42,0,2,0,"1","9.68333333333333","5","3",0,1,"5",2665,0
"286","R_3jYURWx3cOSJBib","May 28_5","1445","0","T",6,0,29,0,0,NA,"0","30.5333333333333","2.8",NA,0,1,"5",2384,0
"287","R_3KSAuMl6HeJv2pb","May 28_4","1424","0","T",5,1,19,1,1,0,"1","13.55","3.3","-1",0,1,"4",2408,0
"288","R_3Lea9SaiJUDzPpQ","Jun 17_4","1091","0","T",6,2,47,1,1,0,"0","25.2833333333333","4.4","0",0,1,"4",3256,0
"289","R_3lVscA7YbOjCzPM","Jun 8_5","1412","0","T",7,2,65,0,1,0,"0","15.5","2","0",0,1,"5",2907,0
"290","R_3ly74Alyc8MAZR5","Jun 22_4","1226","0","FM",4,1,NA,0,0,0,"0","10.8166666666667","3.3","0",0,0,"4",3453,0
"291","R_3lYc7kWxa2KTABU","Jun 17_5","1133","0","FM",1,1,76,0,0,1,"1","30.4666666666667","3.1","-2",0,0,"5",3276,0
"292","R_3lYVy8y4wpiOfb6","Jun 1_4","742","0","T",7,1,65,0,0,0,"1","41.5166666666667","4.5","0",0,1,"4",2550,0
"293","R_3MFeYoY6LwdW3ua","Jun 15_4","951","0","T",6,4,45,1,1,0,"1","35.35","4.5","1",0,1,"4",3127,0
"294","R_3MGyQAnvySgHDft","Jun 22_5","1268","0","CND",7,1,NA,1,0,NA,"1","38.3166666666667","3.1",NA,0,0,"5",3539,0
"295","R_3MQFMmFREXW3P2X","Jun 3_4","1317","0","T",5,4,60,1,0,0,"1","36.0666666666667","3.2","0",0,1,"4",2749,0
"296","R_3Mu6sNzi2Dkl63g","Jun 8_5","1388","0","T",7,2,27,0,0,0,"1","11.4333333333333","4.5","0",0,1,"5",2800,1
"297","R_3n351GRQ5vstgVm","Jun 8_5","1413","0","T",6,1,66,0,1,0,"1","26.6333333333333","2.4","0",0,1,"5",2910,0
"298","R_3nd9yXBvrug0bwy","Jun 1_5","776","0","FM",5,1,18,0,0,0,"0","38.3833333333333","4.2","0",0,0,"5",2608,1
"299","R_3NDM3W4f1G3Iwym","Jun 8_4","1362","0","T",7,1,42,1,0,0,"0","39.7","3.3","0",0,1,"4",2804,0
"300","R_3NFbLNZEdIi5Pqx","Jun 17_5","1150","0","T",5,1,20,1,3,0,"1","10.5666666666667","4.2","1",0,1,"5",3377,0
"301","R_3njgL5qRCyxHJP8","Jun 8_4","1381","0","T",6,1,64,1,1,0,"1","23.9666666666667","3.7","0",0,1,"4",2919,0
"302","R_3njuocIAhqUUE2t","Jun 17_5","1134","0","T",6,3,30,0,3,1,"1","20.2333333333333","3.4","-3",0,1,"5",3282,0
"303","R_3nkGLghUMe3hQHh","Jun 10_5","864","0","CND",4,4,40,1,0,0,"0","20.0833333333333","4.3","0",0,0,"5",3045,0
"304","R_3NLorhYPVuWX4eo","May 28_4","1422","0","FM",4,2,21,1,1,0,"0","12.6","2.7","-2",0,0,"4",2401,0
"305","R_3nquyA5G1jeWmu2","Jun 15_4","954","0","T",7,3,77,0,2,0,"0","40.7833333333333","3.1","1",0,1,"4",3147,0
"306","R_3NUlj3SMXo7qNaU","Jun 8_5","1408","0","T",6,4,43,0,1,0,"1","11.8666666666667","4","0",0,1,"5",2887,0
"307","R_3NWDs9oHsoaK7Iy","May 28_5","1452","0","T",6,1,19,0,1,0,"0","30.8333333333333","4.6","-1",0,1,"5",2420,0
"308","R_3OfziJfsHgDKqU7","May 28_4","1438","0","T",4,4,62,1,1,0,"1","23.4666666666667","4.6","0",0,1,"4",2500,0
"309","R_3oSY1f2FM3JsgdV","May 28_4","1425","0","T",4,1,18,1,0,0,"0","18.2","4.4","-1",0,1,"4",2417,0
"310","R_3oT6rKuqCiBSio9","Jun 3_5","1344","0","T",7,2,19,0,3,0,"0","11.4333333333333","4.5","-2",0,1,"5",2715,1
"311","R_3oXep5ZBNxnFcHY","Jun 10_5","868","0","FM",5,3,46,1,2,0,"0","53.1333333333333","3.2","1",0,0,"5",3058,0
"312","R_3oZo5CKxtvd5pEr","Jun 8_5","1394","0","T",5,3,31,1,2,0,"0","18.1333333333333","3.2","1",0,1,"5",2828,0
"313","R_3p4PHR38XTf10hb","Jun 15_5","992","0","T",4,1,18,1,0,0,"1","19.6833333333333","3.3","-1",0,1,"5",3215,0
"314","R_3P4uUcBxohHaoju","Jun 22_4","1239","0","T",7,1,19,1,3,0,"1","24.7333333333333","4.4","-3",0,1,"4",3524,1
"315","R_3PcTJkO89JS4hQZ","Jun 17_5","1140","0","T",5,3,38,0,1,0,"1","16.1666666666667","4.6","0",0,1,"5",3314,0
"316","R_3pg9pJ5kTUmZ8x6","May 28_5","1466","0","T",5,3,63,0,0,0,"1","25.2166666666667","3","0",0,1,"5",2494,0
"317","R_3PnVgC03ij8aCvE","Jun 15_4","964","0","T",7,4,25,1,1,0,"1","5.41666666666667","3.3","1",0,1,"4",3194,1
"318","R_3PS5VYYYHAOLX3F","Jun 1_5","763","0","T",4,3,29,1,2,0,"0","60","3.6","0",0,1,"5",2551,0
"319","R_3PtpiNI6eHppz9d","Jun 10_4","818","0","T",7,1,56,0,0,0,"0","19.6","3.2","3",0,1,"4",2970,0
"320","R_3PvIhXgf0UHpmrH","Jun 15_5","987","0","T",7,3,55,0,2,0,"1","21.4","4.6","-1",0,1,"5",3183,0
"321","R_3Q7klT9Q5vYWt2N","Jun 10_5","865","0","T",6,1,20,1,0,NA,"0","28.0833333333333","3.1",NA,0,1,"5",3048,0
"322","R_3qIqpxXCEJHV5gV","Jun 8_5","1406","0","T",6,1,38,0,0,0,"0","53.7833333333333","4","-1",0,1,"5",2882,0
"323","R_3qldWTHQSQBHHpm","Jun 8_4","1357","0","T",7,2,54,1,0,0,"0","22.85","1.8","2",0,1,"4",2775,0
"324","R_3qlf2cSUXpBTPdy","Jun 15_4","943","0","T",6,1,72,1,0,0,"0","30.7333333333333","2.9","3",0,1,"4",3091,0
"325","R_3QPeawq0bucZAKP","Jun 22_5","1256","0","T",5,4,48,0,1,0,"1","57.95","4.3","2",0,1,"5",3463,0
"326","R_3qQgOB03ujUc0vH","Jun 22_5","1266","0","T",5,4,32,1,3,1,"1","21.1833333333333","4.3","-2",0,1,"5",3521,0
"327","R_3qUOLlxSTNjWUFr","Jun 17_5","1151","0","T",5,1,44,1,1,0,"0","30.85","4.6","1",0,1,"5",3383,0
"328","R_3qvVQqjp8H1yQKU","Jun 3_4","1305","0","CND",4,4,35,0,1,0,"1","25.3166666666667","4.4","-1",0,0,"4",2696,0
"329","R_3QWBI3qwsv88NO3","Jun 8_4","1380","0","T",6,1,69,0,1,0,"1","55.5166666666667","3.8","0",0,1,"4",2903,0
"330","R_3QXamLmAS8GD2rZ","Jun 17_5","1146","0","T",7,1,30,1,1,1,"1","12.1","3.1","-1",0,1,"5",3363,0
"331","R_3rIfZwcNF5mMNuz","Jun 3_5","1339","0","T",6,1,56,0,1,0,"1","42.3166666666667","3.9","-2",0,1,"5",2693,1
"332","R_3Rln36hglXldnIR","Jun 22_5","1265","0","T",7,2,54,1,0,0,"1","21.1166666666667","1.7","2",0,1,"5",3519,0
"333","R_3s6s9OqQjqVMZx3","Jun 10_5","873","0","CND",4,1,36,1,0,0,"0","26.5833333333333","5","3",0,0,"5",3080,0
"334","R_41qQZVyztR1DHEt","Jun 8_5","1384","0","T",5,1,18,0,2,0,"0","16.1666666666667","4.4","-3",0,1,"5",2773,1
"335","R_4NGEGgX6NdgxHK9","Jun 8_5","1415","0","FM",5,3,44,0,2,0,"0","30.0833333333333","5","3",0,0,"5",2914,0
"336","R_54nMCPp1tyBJk2Z","Jun 8_5","1403","0","CND",6,3,58,1,1,0,"0","28.4333333333333","4.3","3",0,0,"5",2873,0
"337","R_5gvp9FSvmjzfVhn","Jun 22_4","1218","0","FM",3,4,63,0,3,0,"0","10.55","3.3","0",0,0,"4",3388,0
"338","R_5swLbHyaopyGPgl","Jun 3_4","1313","0","T",7,2,72,0,0,0,"0","60","4.1","2",0,1,"4",2725,0
"339","R_6F4OTpviHpIDUuB","Jun 10_5","852","0","T",6,4,68,1,0,0,"1","22.75","4","-2",0,1,"5",2989,0
"340","R_6zmWyUV1NQ6UedP","Jun 10_4","812","0","T",5,3,35,0,1,0,"0","13.4166666666667","3.4","-2",0,1,"4",2959,1
"341","R_838maQqMGpuH0eB","Jun 17_5","1124","0","T",4,2,67,1,1,0,"1","8.38333333333333","2.9","2",0,1,"5",3229,0
"342","R_86ssx1jpNUhbJu1","Jun 15_5","980","0","T",5,3,56,0,1,0,"1","11.9333333333333","3.5","-1",0,1,"5",3130,0
"343","R_87U1JE6oNK2TfCp","Jun 17_4","1115","0","T",6,1,45,0,0,0,"1","18.3","4","0",0,1,"4",3343,0
"344","R_8AqNsstfocyFqpz","Jun 3_4","1296","0","T",5,4,28,0,0,0,"0","10.4833333333333","3.6","2",0,1,"4",2667,0
"345","R_8cca7xus7N68y8V","Jun 17_5","1148","0","T",7,1,24,1,2,0,"1","8.03333333333333","5","0",0,1,"5",3370,1
"346","R_8IFv07DHkLn4b5v","Jun 8_5","1386","0","T",7,2,22,1,0,0,"0","17.65","4.8","0",0,1,"5",2777,1
"347","R_8ui8zcWzrkcDMPf","Jun 22_4","1242","0","T",5,1,39,1,0,0,"0","10.2333333333333","3.7","0",0,1,"4",3534,0
"348","R_9AVSgVJUFBAybTz","Jun 15_4","961","0","FM",5,1,32,0,0,0,"0","16.8166666666667","1.9","0",0,0,"4",3179,0
"349","R_9uy3GvSVsG2k7zr","Jun 22_4","1235","0","CND",5,4,69,1,1,0,"1","23.0833333333333","2.5","0",0,0,"4",3490,0
"350","R_9YzhA3DQKAbM7O9","Jun 22_4","1222","0","CND",5,4,41,0,3,0,"0","24.0166666666667","4","0",0,0,"4",3422,1
"351","R_a9PJXmqWcpwnqRb","Jun 15_4","962","0","T",7,4,19,0,2,0,"1","16.4666666666667","4.8","1",0,1,"4",3188,0
"352","R_Ab9UrlMx26x9Mf7","Jun 10_4","807","0","CND",5,3,24,1,1,0,"0","6.43333333333333","4","-3",0,0,"4",2944,0
"353","R_AECIYnYzIdFAXSx","Jun 1_5","764","0","T",6,4,49,0,1,0,"0","60","4.5","-3",0,1,"5",2556,0
"354","R_AI1IZyPpUIknNWp","May 28_4","1439","0","CND",6,3,63,1,1,0,"0","27.15","3.5","0",0,0,"4",2507,0
"355","R_AI4kQEVUPGJfy0h","Jun 10_4","826","0","T",6,3,54,0,1,0,"0","24.7333333333333","2.5","3",0,1,"4",3019,0
"356","R_AimEnd8wf2epjiN","May 28_4","1421","0","T",6,5,57,0,2,0,"1","25.4833333333333","4.9","2",0,1,"4",2391,0
"357","R_AjMws28CFeRr0mB","Jun 10_4","828","0","T",6,2,57,0,1,0,"0","14.5333333333333","2.9","-3",0,1,"4",3024,0
"358","R_b4lpSSNp3ZwPPnb","Jun 1_4","740","0","T",3,5,45,1,3,NA,"0","11.5","4.1",NA,0,1,"4",2546,0
"359","R_bBClsoOS8N5gQZH","Jun 17_4","1106","0","T",6,4,45,0,1,0,"1","17.3","3.8","1",0,1,"4",3313,0
"360","R_bEg0tDwqBrlZurD","Jun 17_5","1149","0","CND",4,2,23,1,1,0,"0","20.45","3.4","3",0,0,"5",3371,0
"361","R_BJo03PjqQwv9p5L","Jun 1_4","737","0","FM",2,3,34,1,2,0,"1","17.7","4.5","2",0,0,"4",2522,0
"362","R_BKaCoZ5E0LJDDS9","Jun 1_5","766","0","T",7,3,47,0,0,0,"0","55.0666666666667","4.6","-2",0,1,"5",2558,0
"363","R_bQUoEM1jD810qfn","Jun 22_4","1219","0","T",6,2,20,0,1,0,"1","14.5166666666667","4","2",0,1,"4",3396,1
"364","R_bseVM86yqqlHXKF","Jun 17_4","1102","0","T",7,3,22,0,1,0,"0","13.9666666666667","3.6","-2",0,1,"4",3300,0
"365","R_BVsDZtMny4XXCXT","May 28_4","1420","0","T",7,3,67,0,0,0,"1","22.6666666666667","3.8","-1",0,1,"4",2388,1
"366","R_bwL74oUuc3xsERH","May 28_4","1423","0","CND",4,3,25,1,0,0,"0","12.2833333333333","4","0",0,0,"4",2405,0
"367","R_bxehogX48mMfRZf","Jun 10_5","854","0","T",5,3,70,0,1,0,"0","47.3833333333333","4.7","3",0,1,"5",2996,1
"368","R_ByRH0j1c17nsHwl","May 28_5","1450","0","T",6,4,58,1,0,0,"1","18.9833333333333","3.9","2",0,1,"5",2409,0
"369","R_ByXFDlFQQn5mWbv","Jun 17_5","1130","0","FM",1,2,36,1,0,1,"1","9.68333333333333","3.1","-3",0,0,"5",3257,0
"370","R_C1foxFn0Th7fqXD","Jun 8_5","1389","0","T",6,1,34,0,0,0,"0","38.8166666666667","3.3","0",0,1,"5",2806,0
