"","ResponseId","Article_day","Category","True_Dummy","Seven_Ordinal","Four_Ordinal","Age","Gender","FC_Eval","Dummy_Ideology","Ideo_Congruence","Income_Score","Education_Score","Dig_Lit_Score","Total_Links","avg_score","Unrel_contain","Total_Rel_85","Total_Unrel_60","Article_Lean"
"424","R_264EoyBWyVOZRk4","Day_12_2","True",1,5,3,46,0,"True","Conservative",0,2,3,57,19,91.6578947368421,0,0,0,"Liberal"
"425","R_264EoyBWyVOZRk4","Day_12_3","Coul",0,2,2,46,0,"FM","Conservative",1,2,3,57,7,67,0,0,0,"Conservative"
"426","R_264EoyBWyVOZRk4","Day_12_5","True",1,7,3,46,0,"True","Conservative",0,2,3,57,9,96.1111111111111,0,0,0,"Neutral"
"427","R_26fHRAnFMpjusWn","Day_11_2","Coul",0,4,3,37,0,"True","Liberal",1,2,4,52,10,98.75,0,1,0,"Liberal"
"428","R_26fHRAnFMpjusWn","Day_11_4","True",1,7,4,37,0,"True","Liberal",0,2,4,52,9,87.9444444444444,0,0,0,"Neutral"
"429","R_26fHRAnFMpjusWn","Day_11_5","True",1,6,4,37,0,"True","Liberal",0,2,4,52,10,93.75,0,0,0,"Neutral"
"430","R_26mpcGxdmDRlOz0","Day_3_1","True",1,7,4,31,0,"True","Liberal",0,2,4,57,11,90.9090909090909,0,0,0,"Conservative"
"431","R_26mpcGxdmDRlOz0","Day_3_2","True",1,7,4,31,0,"FM","Liberal",1,2,4,57,53,89.0471698113208,0,0,0,"Liberal"
"432","R_26mpcGxdmDRlOz0","Day_3_4","True",1,7,4,31,0,"True","Liberal",0,2,4,57,36,85.1527777777778,0,0,0,"Conservative"
"433","R_272kHmHvDab6sPq","Day_6_2","True",1,5,3,23,0,"True","Liberal",1,2,2,60,10,91.5,0,0,0,"Liberal"
"434","R_272kHmHvDab6sPq","Day_6_3","True",1,7,4,23,0,"No Mode","Liberal",0,2,2,60,4,79.375,1,0,1,"Neutral"
"435","R_272kHmHvDab6sPq","Day_6_4","True",1,3,3,23,0,"FM","Liberal",0,2,2,60,47,94.468085106383,0,0,0,"Conservative"
"436","R_27kvSbyUQO00MgB","Day_8_1","True",1,6,4,48,0,"True","Liberal",0,1,3,55,10,94.45,0,0,0,"Conservative"
"437","R_27kvSbyUQO00MgB","Day_8_4","True",1,6,4,48,0,"True","Liberal",0,1,3,55,3,73.8333333333333,0,0,0,"Neutral"
"438","R_28AnunyBrPgx8Ri","Day_10_2","True",1,6,4,35,0,"No Mode","Liberal",1,2,4,49,17,93.8235294117647,0,0,0,"Liberal"
"439","R_28AnunyBrPgx8Ri","Day_10_3","Misl",0,2,2,35,0,"FM","Liberal",0,2,4,49,8,95.3125,0,0,0,"Conservative"
"440","R_28AnunyBrPgx8Ri","Day_10_4","True",1,6,3,35,0,"True","Liberal",0,2,4,49,2,76,0,0,0,"Unclear"
"441","R_28CChbT8SFKxUJs","Day_4_1","True",1,7,4,55,0,"No Mode","Moderate",0,1,3,60,20,95,0,0,0,"Conservative"
"442","R_28CChbT8SFKxUJs","Day_4_2","True",1,7,4,55,0,"True","Moderate",0,1,3,60,68,92.6102941176471,1,0,1,"Liberal"
"443","R_28GQQm0b1EgpuTq","Day_12_1","Misl",0,5,2,30,0,"FM","Liberal",0,2,4,56,20,96.225,0,0,0,"Conservative"
"444","R_28GQQm0b1EgpuTq","Day_12_2","Coul",0,4,2,30,0,"True","Liberal",1,2,4,56,12,96.875,0,1,0,"Liberal"
"445","R_28GQQm0b1EgpuTq","Day_12_4","True",1,5,3,30,0,"True","Liberal",0,2,4,56,6,97.9166666666667,0,1,0,"Conservative"
"446","R_28IN2c2vqqY7PtO","Day_11_1","Misl",0,1,1,29,0,"FM","Liberal",0,2,4,48,8,82.75,0,0,0,"Conservative"
"447","R_28IN2c2vqqY7PtO","Day_11_4","True",1,7,4,29,0,"True","Liberal",0,2,4,48,10,90.9,0,0,0,"Neutral"
"448","R_28IN2c2vqqY7PtO","Day_11_5","Misl",0,1,1,29,0,"True","Liberal",0,2,4,48,8,91.25,0,0,0,"Neutral"
"449","R_28LGm9yGG0Iqu3d","Day_1_3","Misl",0,3,2,41,1,"FM","Liberal",0,2,2,62,8,88.125,0,0,0,"Neutral"
"450","R_28LGm9yGG0Iqu3d","Day_1_4","Misl",0,1,1,41,1,"FM","Liberal",0,2,2,62,8,92.5,0,0,0,"Neutral"
"451","R_28LGm9yGG0Iqu3d","Day_1_5","True",1,7,4,41,1,"True","Liberal",0,2,2,62,6,89.5833333333333,0,0,0,"Neutral"
"452","R_28SD43AXnGLSOWD","Day_11_1","Misl",0,3,2,34,1,"FM","Liberal",0,1,3,47,6,66.5,1,0,2,"Conservative"
"453","R_28SD43AXnGLSOWD","Day_11_2","True",1,6,4,34,1,"True","Liberal",1,1,3,47,9,98.0555555555556,0,1,0,"Liberal"
"454","R_28SD43AXnGLSOWD","Day_11_4","True",1,6,4,34,1,"True","Liberal",0,1,3,47,10,90.9,0,0,0,"Neutral"
"455","R_28Vf8dLWto8Ey69","Day_5_1","True",1,6,3,32,1,"FM","Conservative",1,1,2,61,10,95.25,0,0,0,"Conservative"
"456","R_28Vf8dLWto8Ey69","Day_5_4","True",1,5,3,32,1,"FM","Conservative",1,1,2,61,10,93.2,0,0,0,"Conservative"
"457","R_28Vf8dLWto8Ey69","Day_5_5","True",1,7,4,32,1,"True","Conservative",0,1,2,61,8,94,0,0,0,"Neutral"
"458","R_29bRUJw7avEFWPS","Day_1_1","True",1,7,3,44,1,"FM","Conservative",1,1,2,44,32,84.4375,1,0,4,"Conservative"
"459","R_29bRUJw7avEFWPS","Day_1_4","True",1,7,4,44,1,"FM","Conservative",0,1,2,44,60,91.625,0,0,0,"Neutral"
"460","R_29bRUJw7avEFWPS","Day_1_5","True",1,7,4,44,1,"True","Conservative",0,1,2,44,37,92.0135135135135,0,0,0,"Neutral"
"461","R_29cc0m6brfzIftj","Day_11_2","True",1,7,4,29,0,"True","Liberal",1,1,2,55,10,82.75,0,0,0,"Liberal"
"462","R_29cc0m6brfzIftj","Day_11_4","True",1,7,4,29,0,"True","Liberal",0,1,2,55,30,87.65,0,0,0,"Neutral"
"463","R_29cc0m6brfzIftj","Day_11_5","Misl",0,1,1,29,0,"True","Liberal",0,1,2,55,20,91.75,0,0,0,"Neutral"
"464","R_29cCKDPO20oiE9H","Day_12_2","True",1,7,4,32,1,"True","Liberal",1,1,5,59,22,88.5454545454545,0,0,0,"Liberal"
"465","R_29cCKDPO20oiE9H","Day_12_3","Misl",0,1,1,32,1,"FM","Liberal",0,1,5,59,18,92.3333333333333,0,0,0,"Conservative"
"466","R_29cCKDPO20oiE9H","Day_12_4","Misl",0,1,1,32,1,"True","Liberal",0,1,5,59,85,91.8058823529412,0,0,0,"Conservative"
"467","R_29hOnM7wCvavnPA","Day_4_2","True",1,7,4,67,0,"True","Liberal",1,2,5,53,11,88.0909090909091,0,0,0,"Liberal"
"468","R_29hOnM7wCvavnPA","Day_4_3","Misl",0,5,2,67,0,"FM","Liberal",0,2,5,53,10,81.65,0,0,0,"Neutral"
"469","R_29hOnM7wCvavnPA","Day_4_4","True",1,7,4,67,0,"True","Liberal",0,2,5,53,7,93.9285714285714,0,0,0,"Neutral"
"470","R_2A1hfSFQAVoxvU0","Day_4_1","True",1,6,3,27,0,"No Mode","Conservative",1,2,2,56,20,89.45,1,0,2,"Conservative"
"471","R_2A1hfSFQAVoxvU0","Day_4_2","True",1,5,3,27,0,"True","Conservative",0,2,2,56,11,92,0,0,0,"Liberal"
"472","R_2A1hfSFQAVoxvU0","Day_4_3","Misl",0,4,3,27,0,"FM","Conservative",0,2,2,56,29,80,1,0,5,"Neutral"
"473","R_2aeJ77AX8SGMlee","Day_2_2","Misl",0,4,3,30,0,"No Mode","Liberal",1,3,5,60,9,95.2222222222222,1,0,1,"Liberal"
"474","R_2aeJ77AX8SGMlee","Day_2_3","True",1,4,3,30,0,"True","Liberal",0,3,5,60,8,76.1875,1,0,1,"Neutral"
"475","R_2aeJ77AX8SGMlee","Day_2_5","True",1,6,4,30,0,"True","Liberal",0,3,5,60,18,95.2777777777778,0,1,0,"Neutral"
"476","R_2aemCrJQQuuaEwQ","Day_11_2","True",1,6,3,33,0,"True","Conservative",0,1,2,53,15,89.9666666666667,1,0,1,"Liberal"
"477","R_2aemCrJQQuuaEwQ","Day_11_3","Misl",0,3,2,33,0,"FM","Conservative",1,1,2,53,8,93.75,0,1,0,"Conservative"
"478","R_2aemCrJQQuuaEwQ","Day_11_5","Misl",0,4,2,33,0,"True","Conservative",0,1,2,53,8,96.25,0,1,0,"Neutral"
"479","R_2aeRkdTL0kjzjZ9","Day_11_2","True",1,7,4,36,0,"True","Moderate",0,2,4,62,10,98.75,0,1,0,"Liberal"
"480","R_2aeRkdTL0kjzjZ9","Day_11_3","Misl",0,1,1,36,0,"FM","Moderate",0,2,4,62,34,79.4705882352941,1,0,6,"Conservative"
"481","R_2aeRkdTL0kjzjZ9","Day_11_5","True",1,7,4,36,0,"True","Moderate",0,2,4,62,9,93.8888888888889,0,0,0,"Neutral"
"482","R_2AGOMczWkpXdIuv","Day_2_3","Misl",0,3,2,25,1,"True","Liberal",0,1,4,53,25,96.9,0,0,0,"Neutral"
"483","R_2AGOMczWkpXdIuv","Day_2_5","True",1,7,4,25,1,"True","Liberal",0,1,4,53,9,92.2222222222222,0,0,0,"Neutral"
"484","R_2AKIEARmr1A51VR","Day_8_1","True",1,6,4,19,0,"True","Conservative",1,4,2,53,9,84,1,0,1,"Conservative"
"485","R_2AKIEARmr1A51VR","Day_8_4","True",1,6,4,19,0,"True","Conservative",0,4,2,53,6,87.8333333333333,0,0,0,"Neutral"
"486","R_2AKIEARmr1A51VR","Day_8_5","True",1,6,4,19,0,"No Mode","Conservative",0,4,2,53,7,88.2142857142857,0,0,0,"Neutral"
"487","R_2AR8PmVgtHOgzit","Day_3_1","Misl",0,2,1,31,0,"True","Moderate",0,1,2,58,5,88.5,0,0,0,"Conservative"
"488","R_2AR8PmVgtHOgzit","Day_3_2","Misl",0,5,3,31,0,"FM","Moderate",0,1,2,58,8,89.375,0,0,0,"Liberal"
"489","R_2AR8PmVgtHOgzit","Day_3_4","True",1,2,4,31,0,"True","Moderate",0,1,2,58,19,87.4473684210526,0,0,0,"Conservative"
"490","R_2AWldDyzSgWa5Ti","Day_1_2","True",1,4,4,21,1,"True","Moderate",0,1,3,46,16,91.15625,0,0,0,"Liberal"
"491","R_2AWldDyzSgWa5Ti","Day_1_5","True",1,6,4,21,1,"True","Moderate",0,1,3,46,9,97.7777777777778,0,1,0,"Neutral"
"492","R_2aY1PQBOu1TjQkh","Day_2_2","Misl",0,5,3,25,1,"No Mode","Liberal",1,1,4,58,8,93.125,0,0,0,"Liberal"
"493","R_2aY1PQBOu1TjQkh","Day_2_4","True",1,7,4,25,1,"True","Liberal",0,1,4,58,43,94.3720930232558,0,0,0,"Conservative"
"494","R_2Bao65JvQxnBPo8","Day_10_1","True",1,7,4,33,1,"True","Liberal",0,1,4,60,6,79.5,1,0,1,"Conservative"
"495","R_2Bao65JvQxnBPo8","Day_10_3","True",1,7,4,33,1,"FM","Liberal",0,1,4,60,14,99.6428571428571,0,1,0,"Conservative"
"496","R_2BbToKgdOa3KPYc","Day_11_2","Misl",0,2,2,33,0,"True","Moderate",0,2,2,56,11,97.0454545454545,0,1,0,"Liberal"
"497","R_2BbToKgdOa3KPYc","Day_11_4","True",1,7,4,33,0,"True","Moderate",0,2,2,56,10,96,0,0,0,"Neutral"
"498","R_2BbToKgdOa3KPYc","Day_11_5","Coul",0,4,1,33,0,"True","Moderate",0,2,2,56,10,94.25,0,0,0,"Neutral"
"499","R_2bJFrRvDIEYqXmV","Day_2_2","True",1,6,4,54,0,"No Mode","Conservative",0,2,4,59,14,85.1785714285714,1,0,1,"Liberal"
"500","R_2bJFrRvDIEYqXmV","Day_2_3","True",1,6,4,54,0,"True","Conservative",0,2,4,59,10,93.75,0,0,0,"Neutral"
"501","R_2bNTayyvcTyhWs9","Day_2_1","True",1,6,4,30,0,"True","Moderate",0,1,2,61,4,52.75,1,0,2,"Conservative"
"502","R_2bNTayyvcTyhWs9","Day_2_2","True",1,5,3,30,0,"No Mode","Moderate",0,1,2,61,9,95.2222222222222,1,0,1,"Liberal"
"503","R_2bNTayyvcTyhWs9","Day_2_5","True",1,7,4,30,0,"True","Moderate",0,1,2,61,9,94.7222222222222,0,0,0,"Neutral"
"504","R_2BrFFcpSaQ2qL6C","Day_11_1","Misl",0,3,2,35,0,"FM","Liberal",0,2,4,57,13,88.7307692307692,0,0,0,"Conservative"
"505","R_2BrFFcpSaQ2qL6C","Day_11_3","True",1,5,4,35,0,"FM","Liberal",0,2,4,57,10,81.95,1,0,2,"Conservative"
"506","R_2BrFFcpSaQ2qL6C","Day_11_4","True",1,7,4,35,0,"True","Liberal",0,2,4,57,10,88.15,0,0,0,"Neutral"
"507","R_2c70WT6f0BRSPlY","Day_8_2","True",1,7,3,43,0,"True","Moderate",0,3,4,57,9,95,0,0,0,"Liberal"
"508","R_2c70WT6f0BRSPlY","Day_8_3","Misl",0,2,2,43,0,"True","Moderate",0,3,4,57,8,87,0,0,0,"Neutral"
"509","R_2c70WT6f0BRSPlY","Day_8_4","True",1,7,4,43,0,"True","Moderate",0,3,4,57,3,84,0,0,0,"Neutral"
"510","R_2cjeT6tVBH5nS0p","Day_2_1","True",1,7,4,62,0,"True","Conservative",1,2,5,59,7,88.2142857142857,0,0,0,"Conservative"
"511","R_2cjeT6tVBH5nS0p","Day_2_3","Misl",0,4,3,62,0,"True","Conservative",0,2,5,59,9,89.0555555555556,0,0,0,"Neutral"
"512","R_2cjeT6tVBH5nS0p","Day_2_4","True",1,7,4,62,0,"True","Conservative",1,2,5,59,10,92.2,0,0,0,"Conservative"
"513","R_2ckqkvLpdX6NkZL","Day_10_1","True",1,7,4,48,1,"True","Liberal",0,4,4,65,17,85.8235294117647,0,0,0,"Conservative"
"514","R_2ckqkvLpdX6NkZL","Day_10_2","True",1,6,3,48,1,"No Mode","Liberal",1,4,4,65,13,90.1153846153846,0,0,0,"Liberal"
"515","R_2ckqkvLpdX6NkZL","Day_10_5","True",1,7,4,48,1,"True","Liberal",0,4,4,65,10,93.7,0,0,0,"Neutral"
"516","R_2Cku34Y51gF59JO","Day_2_4","True",1,7,4,30,1,"True","Liberal",0,4,4,66,20,92.675,0,0,0,"Conservative"
"517","R_2Cku34Y51gF59JO","Day_2_5","True",1,7,4,30,1,"True","Liberal",0,4,4,66,18,90.0833333333333,0,0,0,"Neutral"
"518","R_2cnF3cbfGNQcCYl","Day_12_1","Misl",0,3,2,20,0,"FM","Moderate",0,4,3,52,21,93.8809523809524,0,0,0,"Conservative"
"519","R_2cnF3cbfGNQcCYl","Day_12_2","True",1,7,4,20,0,"True","Moderate",0,4,3,52,17,93.8235294117647,0,0,0,"Liberal"
"520","R_2cnF3cbfGNQcCYl","Day_12_3","Misl",0,1,1,20,0,"FM","Moderate",0,4,3,52,17,93.2352941176471,1,0,1,"Conservative"
"521","R_2CNiYAIzRBoP2YU","Day_2_1","True",1,6,4,49,1,"True","Liberal",0,1,4,37,5,94.5,0,1,0,"Conservative"
"522","R_2CNiYAIzRBoP2YU","Day_2_2","True",1,7,4,49,1,"No Mode","Liberal",1,1,4,37,8,90.3125,0,0,0,"Liberal"
"523","R_2CNiYAIzRBoP2YU","Day_2_4","Misl",0,1,1,49,1,"True","Liberal",0,1,4,37,9,97.2222222222222,0,0,0,"Conservative"
"524","R_2co58HgVHJG6aEp","Day_7_2","True",1,6,4,40,0,"FM","Liberal",1,2,2,60,8,93.4375,0,0,0,"Liberal"
"525","R_2co58HgVHJG6aEp","Day_7_4","True",1,7,4,40,0,"True","Liberal",0,2,2,60,9,78.6666666666667,0,0,0,"Neutral"
"526","R_2CP0ViI1UUoKy8a","Day_1_2","True",1,6,4,39,1,"True","Conservative",0,1,4,47,49,95.7040816326531,0,0,0,"Liberal"
"527","R_2CP0ViI1UUoKy8a","Day_1_3","True",1,5,3,39,1,"FM","Conservative",0,1,4,47,11,78.4090909090909,1,0,2,"Neutral"
"528","R_2CP0ViI1UUoKy8a","Day_1_5","True",1,7,4,39,1,"True","Conservative",0,1,4,47,7,93.9285714285714,0,0,0,"Neutral"
"529","R_2D0Px1hvRLqgJUN","Day_8_1","True",1,6,4,40,1,"True","Conservative",1,1,4,51,8,89.875,0,0,0,"Conservative"
"530","R_2D0Px1hvRLqgJUN","Day_8_4","True",1,7,4,40,1,"True","Conservative",0,1,4,51,4,83.625,0,0,0,"Neutral"
"531","R_2D0Px1hvRLqgJUN","Day_8_5","True",1,6,4,40,1,"No Mode","Conservative",0,1,4,51,3,100,0,1,0,"Neutral"
"532","R_2D1ELT0pRLJHNh9","Day_1_2","True",1,7,4,34,0,"True","Liberal",1,2,4,59,9,90.4444444444444,0,0,0,"Liberal"
"533","R_2dJT9IaELo9rrX1","Day_12_4","True",1,6,4,40,1,"True","Conservative",1,3,4,55,6,85.6666666666667,0,0,0,"Conservative"
"534","R_2dJT9IaELo9rrX1","Day_12_5","True",1,7,4,40,1,"True","Conservative",0,3,4,55,9,95.2777777777778,0,1,0,"Neutral"
"535","R_2dL64IiZ7cqB4kI","Day_4_1","Misl",0,1,1,35,0,"No Mode","Liberal",0,1,4,66,10,94,0,1,0,"Conservative"
"536","R_2dL64IiZ7cqB4kI","Day_4_3","True",1,7,4,35,0,"FM","Liberal",0,1,4,66,7,95.3571428571429,0,0,0,"Neutral"
"537","R_2dL64IiZ7cqB4kI","Day_4_4","True",1,7,4,35,0,"True","Liberal",0,1,4,66,7,92.4285714285714,0,0,0,"Neutral"
"538","R_2dNoaZl9MnI4t0A","Day_1_3","Misl",0,1,1,33,1,"FM","Liberal",0,2,3,64,11,90.6818181818182,1,0,1,"Neutral"
"539","R_2dNoaZl9MnI4t0A","Day_1_4","True",1,7,4,33,1,"FM","Liberal",0,2,3,64,8,93.125,0,0,0,"Neutral"
"540","R_2dNoaZl9MnI4t0A","Day_1_5","True",1,7,4,33,1,"True","Liberal",0,2,3,64,9,91.0555555555556,0,0,0,"Neutral"
"541","R_2do3I14IcaKphn5","Day_12_2","Misl",0,2,2,40,0,"True","Conservative",0,2,5,45,5,88.5,0,0,0,"Liberal"
"542","R_2do3I14IcaKphn5","Day_12_3","Coul",0,4,2,40,0,"FM","Conservative",1,2,5,45,10,84.65,1,0,1,"Conservative"
"543","R_2dossbJ4Gjxm3C8","Day_11_1","True",1,7,4,49,0,"FM","Conservative",1,3,4,62,6,40.1666666666667,1,0,5,"Conservative"
"544","R_2dossbJ4Gjxm3C8","Day_11_2","True",1,5,4,49,0,"True","Conservative",0,3,4,62,9,99.4444444444444,0,1,0,"Liberal"
"545","R_2dossbJ4Gjxm3C8","Day_11_3","True",1,6,4,49,0,"FM","Conservative",1,3,4,62,11,86.5909090909091,1,0,1,"Conservative"
"546","R_2DUE1D5mL08oFSR","Day_1_2","True",1,5,3,55,1,"True","Liberal",1,3,4,54,7,90.6428571428571,0,0,0,"Liberal"
"547","R_2DUE1D5mL08oFSR","Day_1_4","Misl",0,1,1,55,1,"FM","Liberal",0,3,4,54,8,94.6875,0,0,0,"Neutral"
"548","R_2DUE1D5mL08oFSR","Day_1_5","True",1,7,4,55,1,"True","Liberal",0,3,4,54,9,88.5555555555556,0,0,0,"Neutral"
"549","R_2dunNBhxGaBAuqf","Day_12_3","Coul",0,4,3,42,0,"FM","Conservative",1,2,4,66,17,93.5,0,0,0,"Conservative"
"550","R_2dunNBhxGaBAuqf","Day_12_5","True",1,6,4,42,0,"True","Conservative",0,2,4,66,9,94.4444444444444,0,1,0,"Neutral"
"551","R_2DZeruErGC0UxAN","Day_12_1","Misl",0,4,3,23,0,"FM","Conservative",1,4,4,41,9,90.2222222222222,0,0,0,"Conservative"
"552","R_2DZeruErGC0UxAN","Day_12_5","Misl",0,5,4,23,0,"True","Conservative",0,4,4,41,9,91.6666666666667,0,0,0,"Neutral"
"553","R_2E6tJkRqyU26MRc","Day_5_1","True",1,5,3,37,0,"FM","Liberal",0,1,5,55,52,92.0576923076923,0,0,0,"Conservative"
"554","R_2E6tJkRqyU26MRc","Day_5_3","True",1,7,4,37,0,"FM","Liberal",0,1,5,55,14,90.6428571428571,0,0,0,"Conservative"
"555","R_2E6tJkRqyU26MRc","Day_5_5","True",1,7,4,37,0,"True","Liberal",0,1,5,55,17,97.7941176470588,0,1,0,"Neutral"
"556","R_2EbMwHK8uo6c61n","Day_12_1","True",1,7,4,33,0,"FM","Conservative",1,2,4,62,9,88.5555555555556,0,0,0,"Conservative"
"557","R_2EbMwHK8uo6c61n","Day_12_2","True",1,7,3,33,0,"True","Conservative",0,2,4,62,10,93.2,0,0,0,"Liberal"
"558","R_2EbMwHK8uo6c61n","Day_12_3","Misl",0,2,2,33,0,"FM","Conservative",1,2,4,62,6,87.9166666666667,1,0,1,"Conservative"
"559","R_2EFEBlkTIUia8Wi","Day_11_1","True",1,6,3,35,0,"FM","Liberal",0,1,2,55,7,94.2142857142857,0,0,0,"Conservative"
"560","R_2EFEBlkTIUia8Wi","Day_11_3","Coul",0,4,3,35,0,"FM","Liberal",0,1,2,55,2,96.25,0,1,0,"Conservative"
"561","R_2EFEBlkTIUia8Wi","Day_11_4","True",1,6,4,35,0,"True","Liberal",0,1,2,55,10,87.65,0,0,0,"Neutral"
"562","R_2EFP7yiocTLEUy5","Day_3_3","True",1,7,4,20,1,"True","Liberal",0,1,2,56,9,96.9444444444444,0,1,0,"Neutral"
"563","R_2EFP7yiocTLEUy5","Day_3_4","True",1,6,3,20,1,"True","Liberal",0,1,2,56,7,83.7857142857143,0,0,0,"Conservative"
"564","R_2EFP7yiocTLEUy5","Day_3_5","True",1,7,4,20,1,"True","Liberal",0,1,2,56,10,91.5,0,0,0,"Neutral"
"565","R_2EH02RhiOmwz3MN","Day_11_1","True",1,7,4,30,0,"FM","Liberal",0,2,4,58,6,92.0833333333333,0,0,0,"Conservative"
"566","R_2EH02RhiOmwz3MN","Day_11_2","True",1,7,4,30,0,"True","Liberal",1,2,4,58,9,98.6111111111111,0,1,0,"Liberal"
"567","R_2EH02RhiOmwz3MN","Day_11_5","True",1,7,4,30,0,"True","Liberal",0,2,4,58,9,94.1666666666667,0,0,0,"Neutral"
"568","R_2EpczuGurvgUtJI","Day_5_2","True",1,7,4,51,0,"FM","Conservative",0,1,4,60,8,93.125,0,0,0,"Liberal"
"569","R_2EpczuGurvgUtJI","Day_5_5","True",1,6,4,51,0,"True","Conservative",0,1,4,60,9,94.4444444444444,0,0,0,"Neutral"
"570","R_2Eu812Bc6IVYhl8","Day_1_2","True",1,6,4,44,1,"True","Conservative",0,2,4,56,8,89.625,0,0,0,"Liberal"
"571","R_2Eu812Bc6IVYhl8","Day_1_4","True",1,6,4,44,1,"FM","Conservative",0,2,4,56,16,85.1875,1,0,2,"Neutral"
"572","R_2f0PeC9xrqHzB5b","Day_10_1","True",1,5,3,41,0,"True","Moderate",0,3,4,34,10,91.7,0,0,0,"Conservative"
"573","R_2f0PeC9xrqHzB5b","Day_10_3","Misl",0,1,2,41,0,"FM","Moderate",0,3,4,34,7,99.2857142857143,0,1,0,"Conservative"
"574","R_2f0PeC9xrqHzB5b","Day_10_4","True",1,4,3,41,0,"True","Moderate",0,3,4,34,3,67.1666666666667,1,0,1,"Unclear"
"575","R_2f7Dxh5Yheldo2g","Day_11_1","True",1,5,3,45,0,"FM","Moderate",0,1,2,44,4,49.125,1,0,3,"Conservative"
"576","R_2f7Dxh5Yheldo2g","Day_11_2","Misl",0,3,2,45,0,"True","Moderate",0,1,2,44,9,98.0555555555556,0,1,0,"Liberal"
"577","R_2f7Dxh5Yheldo2g","Day_11_5","True",1,4,3,45,0,"True","Moderate",0,1,2,44,9,93.6111111111111,0,0,0,"Neutral"
"578","R_2f7m2zeNOv6FYZb","Day_2_1","Misl",0,3,2,55,1,"True","Liberal",0,4,5,66,19,69.2105263157895,1,0,6,"Conservative"
"579","R_2f7m2zeNOv6FYZb","Day_2_2","True",1,7,4,55,1,"No Mode","Liberal",1,4,5,66,31,89.9838709677419,0,0,0,"Liberal"
"580","R_2f7m2zeNOv6FYZb","Day_2_3","True",1,7,4,55,1,"True","Liberal",0,4,5,66,19,94.2894736842105,0,0,0,"Neutral"
"581","R_2fBPU41ihU8fWoy","Day_5_1","Misl",0,2,2,31,1,"FM","Liberal",0,1,4,59,10,92.25,0,0,0,"Conservative"
"582","R_2fBPU41ihU8fWoy","Day_5_2","True",1,6,4,31,1,"FM","Liberal",1,1,4,59,10,98,0,1,0,"Liberal"
"583","R_2fBPU41ihU8fWoy","Day_5_3","Coul",0,3,2,31,1,"FM","Liberal",0,1,4,59,8,97.1875,0,1,0,"Conservative"
"584","R_2fE6FNom8DE1qg9","Day_2_2","True",1,7,4,26,0,"No Mode","Liberal",1,2,4,32,7,92.1428571428571,0,0,0,"Liberal"
"585","R_2fE6FNom8DE1qg9","Day_2_4","Coul",0,3,2,26,0,"True","Liberal",0,2,4,32,9,93.8888888888889,0,0,0,"Conservative"
"586","R_2fE6FNom8DE1qg9","Day_2_5","True",1,7,4,26,0,"True","Liberal",0,2,4,32,8,98.75,0,1,0,"Neutral"
"587","R_2fILXd3ncJwfv5O","Day_3_2","True",1,7,4,28,1,"FM","Moderate",0,2,5,55,9,85.5555555555556,0,0,0,"Liberal"
"588","R_2fILXd3ncJwfv5O","Day_3_3","True",1,7,4,28,1,"True","Moderate",0,2,5,55,7,95,0,0,0,"Neutral"
"589","R_2fILXd3ncJwfv5O","Day_3_4","True",1,7,4,28,1,"True","Moderate",0,2,5,55,8,87.1875,0,0,0,"Conservative"
"590","R_2lgNTFGh3T1RjXj","Day_2_1","True",1,7,4,48,0,"True","Conservative",1,2,3,50,14,76.6071428571429,1,0,4,"Conservative"
"591","R_2lgNTFGh3T1RjXj","Day_2_2","Coul",0,3,2,48,0,"No Mode","Conservative",0,2,3,50,58,96.5086206896552,0,0,0,"Liberal"
"592","R_2lgNTFGh3T1RjXj","Day_2_3","True",1,7,4,48,0,"True","Conservative",0,2,3,50,33,93.8181818181818,1,0,1,"Neutral"
"593","R_2mcS8oFyA8RIopj","Day_10_1","True",1,6,4,30,0,"True","Liberal",0,3,5,65,8,98.125,0,1,0,"Conservative"
"594","R_2mcS8oFyA8RIopj","Day_10_2","True",1,6,4,30,0,"No Mode","Liberal",1,3,5,65,29,90.3793103448276,0,0,0,"Liberal"
"595","R_2mcS8oFyA8RIopj","Day_10_5","True",1,7,4,30,0,"True","Liberal",0,3,5,65,19,86.9736842105263,0,0,0,"Neutral"
"596","R_2OHhnliySGsDGN2","Day_12_1","Misl",0,2,2,46,0,"FM","Liberal",0,1,3,60,21,90.2142857142857,0,0,0,"Conservative"
"597","R_2OHhnliySGsDGN2","Day_12_2","True",1,6,4,46,0,"True","Liberal",1,1,3,60,7,84.5,0,0,0,"Liberal"
"598","R_2OHhnliySGsDGN2","Day_12_5","True",1,7,4,46,0,"True","Liberal",0,1,3,60,10,97,0,0,0,"Neutral"
"599","R_2OPFHsmyXvDsHRV","Day_4_2","True",1,6,4,72,1,"True","Conservative",0,1,2,45,10,87.65,0,0,0,"Liberal"
"600","R_2OPFHsmyXvDsHRV","Day_4_4","True",1,7,4,72,1,"True","Conservative",0,1,2,45,5,95.4,0,0,0,"Neutral"
"601","R_2OPFHsmyXvDsHRV","Day_4_5","True",1,7,4,72,1,"True","Conservative",0,1,2,45,3,92.5,0,0,0,"Neutral"
"602","R_2PhE26kxmwfkJ0L","Day_6_2","Misl",0,4,3,32,0,"True","Conservative",0,3,4,58,14,90,0,0,0,"Liberal"
